ENSPVAP00000014653	ENSPVAG00000015540	Pteropus_vampyrus	ENSPVAT00000015540
ENSMLUP00000017062	ENSMLUG00000008687	Myotis_lucifugus	ENSMLUT00000008679
ENSSARP00000009518	ENSSARG00000010512	Sorex_araneus	ENSSART00000010532
ENSUAMP00000027602	ENSUAMG00000021342	Ursus_americanus	ENSUAMT00000030845
ENSAMEP00000020315	ENSAMEG00000019264	Ailuropoda_melanoleuca	ENSAMET00000021084
ENSMPUP00000008324	ENSMPUG00000008387	Mustela_putorius_furo
ENSEASP00005015315	ENSEASG00005010689	Equus_asinus_asinus
ENSCHIP00000002881	ENSCHIG00000006704	Capra_hircus
ENSSSCP00000005594	ENSSSCG00000005204	Sus_scrofa_strain_reference
ENSPSMP00000002825	ENSPSMG00000002269	Prolemur_simus
ENSPCOP00000021037	ENSPCOG00000022511	Propithecus_coquereli
ENSOGAP00000016653	ENSOGAG00000010992	Otolemur_garnettii
ENSMLEP00000035542	ENSMLEG00000041909	Mandrillus_leucophaeus
ENSCATP00000001410	ENSCATG00000006496	Cercocebus_atys
ENSMNEP00000029108	ENSMNEG00000038006	Macaca_nemestrina
ENSMFAP00000009355	ENSMFAG00000000871	Macaca_fascicularis
ENSPANP00000041667	ENSPANG00000033657	Papio_anubis
ENSP00000259569	ENSG00000137040	Homo_sapiens
ENSPPYP00000021537	ENSPPYG00000019232	Pongo_abelii
ENSCSAP00000018028	ENSCSAG00000018489	Chlorocebus_sabaeus
ENSRROP00000043991	ENSRROG00000044994	Rhinopithecus_roxellana
ENSRBIP00000022998	ENSRBIG00000035434	Rhinopithecus_bieti
ENSCANP00000018882	ENSCANG00000032876	Colobus_angolensis_palliatus
ENSPPAP00000028349	ENSPPAG00000037216	Pan_paniscus
ENSPTRP00000068283	ENSPTRG00000048667	Pan_troglodytes
ENSGGOP00000034147	ENSGGOG00000043437	Gorilla_gorilla
ENSNLEP00000036761	ENSNLEG00000035508	Nomascus_leucogenys
ENSSBOP00000038394	ENSSBOG00000035279	Saimiri_boliviensis_boliviensis
ENSCCAP00000018763	ENSCCAG00000027221	Cebus_capucinus_imitator
ENSANAP00000031152	ENSANAG00000033312	Aotus_nancymaae
ENSCCNP00000028074	ENSCCNG00000027088	Castor_canadensis
ENSDORP00000022289	ENSDORG00000029872	Dipodomys_ordii
MGP_SPRETEiJ_P0050529	MGP_SPRETEiJ_G0023782	Mus_spretus_strain_SPRET/EiJ
ENSMSIP00000030554	ENSMSIG00000025595	Mus_spicilegus
ENSMUSP00000100503	ENSMUSG00000074909	Mus_musculus_strain_reference_(CL57BL6)
MGP_CAROLIEiJ_P0048538	MGP_CAROLIEiJ_G0022864	Mus_caroli_strain_CAROLI_EIJ
MGP_PahariEiJ_P0021502	MGP_PahariEiJ_G0014357	Mus_pahari_strain_PAHARI_EIJ
ENSRNOP00000074790	ENSRNOG00000053859	Rattus_norvegicus
ENSMUGP00000011645	ENSMUGG00000010200	Meriones_unguiculatus
ENSCGRP00015029092	ENSCGRG00015021993	Cricetulus_griseus_CriGri-PICR
ENSCGRP00001010596	ENSCGRG00001012447	Cricetulus_griseus_CHOK1GS_HDv1
ENSCGRP00000026385	ENSCGRG00000019448	Cricetulus_griseus_CriGri_1.0
ENSMAUP00000002536	ENSMAUG00000002166	Mesocricetus_auratus
ENSMOCP00000010178	ENSMOCG00000010374	Microtus_ochrogaster
ENSPEMP00000013755	ENSPEMG00000013745	Peromyscus_maniculatus_bairdii
ENSNGAP00000005981	ENSNGAG00000008716	Nannospalax_galili
ENSJJAP00000005575	ENSJJAG00000010492	Jaculus_jaculus
ENSUPAP00010017221	ENSUPAG00010013733	Urocitellus_parryii
ENSSDAP00000018216	ENSSDAG00000016661	Spermophilus_dauricus
ENSSTOP00000021802	ENSSTOG00000019572	Ictidomys_tridecemlineatus
ENSMMMP00000002107	ENSMMMG00000001945	Marmota_marmota_marmota
ENSCLAP00000025609	ENSCLAG00000017716	Chinchilla_lanigera
ENSODEP00000025847	ENSODEG00000019173	Octodon_degus
ENSCPOP00000004858	ENSCPOG00000005398	Cavia_porcellus
ENSHGLP00100026678	ENSHGLG00100019617	Heterocephalus_glaber_HetGla_1.0
ENSHGLP00000028830	ENSHGLG00000021232	Heterocephalus_glaber_HetGla_female_1.0
ENSFDAP00000011953	ENSFDAG00000019384	Fukomys_damarensis
ENSLAFP00000019433	ENSLAFG00000002055	Loxodonta_africana
ENSPCAP00000006168	ENSPCAG00000006658	Procavia_capensis
ENSETEP00000012681	ENSETEG00000015636	Echinops_telfairi
ENSCHOP00000007706	ENSCHOG00000008720	Choloepus_hoffmanni
