ENSDCDP00000031696	ENSDCDG00000021962	Denticeps_clupeoides
ENSCHAP00000029925	ENSCHAG00000014378	Clupea_harengus
ENSAMXP00000027879	ENSAMXG00000043023	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSAMXP00005022221	ENSAMXG00005011456	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSPNAP00000005799	ENSPNAG00000011919	Pygocentrus_nattereri
ENSIPUP00000026170	ENSIPUG00000017711	Ictalurus_punctatus
ENSEEEP00000049359	ENSEEEG00000023197	Electrophorus_electricus
ENSDARP00000126723	ENSDARG00000091150	Danio_rerio
ENSMAMP00000012127	ENSMAMG00000008209	Mastacembelus_armatus
ENSTRUP00000053078	ENSTRUG00000016448	Takifugu_rubripes
ENSCGOP00000024789	ENSCGOG00000011764	Cottoperca_gobio
ENSLBEP00000019527	ENSLBEG00000015003	Labrus_bergylta
ENSLCRP00005038404	ENSLCRG00005014899	Larimichthys_crocea
ENSPFOP00000016272	ENSPFOG00000016223	Poecilia_formosa
ENSPLAP00000017613	ENSPLAG00000022058	Poecilia_latipinna
ENSPMEP00000016498	ENSPMEG00000019165	Poecilia_mexicana
ENSPREP00000030235	ENSPREG00000020481	Poecilia_reticulata
ENSXMAP00000014652	ENSXMAG00000014627	Xiphophorus_maculatus
ENSXCOP00000023862	ENSXCOG00000017826	Xiphophorus_couchianus
ENSGAFP00000012686	ENSGAFG00000008578	Gambusia_affinis
ENSFHEP00000024595	ENSFHEG00000006264	Fundulus_heteroclitus
ENSCVAP00000004133	ENSCVAG00000000635	Cyprinodon_variegatus
ENSKMAP00000013368	ENSKMAG00000010044	Kryptolebias_marmoratus
ENSORLP00000041201	ENSORLG00000004358	Oryzias_latipes_ASM223467v1
ENSORLP00015017766	ENSORLG00015018814	Oryzias_latipes_ASM223469v1
ENSORLP00020019838	ENSORLG00020020826	Oryzias_latipes_ASM223471v1
ENSOMEP00000004176	ENSOMEG00000005118	Oryzias_melastigma
ENSACLP00000019693	ENSACLG00000013395	Astatotilapia_calliptera
ENSHBUP00000020608	ENSHBUG00000022872	Haplochromis_burtoni
ENSMZEP00005013094	ENSMZEG00005009812	Maylandia_zebra
ENSONIP00000025080	ENSONIG00000019914	Oreochromis_niloticus
ENSACIP00000001091	ENSACIG00000000913	Amphilophus_citrinellus
ENSAOCP00000016925	ENSAOCG00000021929	Amphiprion_ocellaris
ENSAPEP00000007252	ENSAPEG00000005238	Amphiprion_percula
ENSAPOP00000013628	ENSAPOG00000016432	Acanthochromis_polyacanthus
ENSSPAP00000031193	ENSSPAG00000023386	Stegastes_partitus
ENSPRNP00000046661	ENSPRNG00000022492	Parambassis_ranga
ENSGWIP00000034792	ENSGWIG00000018033	Gouania_willdenowi
ENSATEP00000021006	ENSATEG00000014600	Anabas_testudineus
ENSBSLP00000028169	ENSBSLG00000014054	Betta_splendens
ENSMALP00000004977	ENSMALG00000003596	Monopterus_albus
ENSSMAP00000018696	ENSSMAG00000011464	Scophthalmus_maximus
ENSCSEP00000020005	ENSCSEG00000012780	Cynoglossus_semilaevis
ENSSDUP00000004823	ENSSDUG00000003593	Seriola_dumerili
ENSSLDP00000029096	ENSSLDG00000022464	Seriola_lalandi_dorsalis
ENSTNIP00000015826	ENSTNIG00000012851	Tetraodon_nigroviridis
ENSHCOP00000013235	ENSHCOG00000016353	Hippocampus_comes
ENSPMGP00000005103	ENSPMGG00000004300	Periophthalmus_magnuspinnatus
ENSHHUP00000080949	ENSHHUG00000047117	Hucho_hucho
ENSHHUP00000069792	ENSHHUG00000041087	Hucho_hucho
ENSELUP00000033268	ENSELUG00000011512	Esox_lucius
ENSSFOP00015011605	ENSSFOG00015007502	Scleropages_formosus
ENSPKIP00000041462	ENSPKIG00000017988	Paramormyrops_kingsleyae
ENSXETP00000045535	ENSXETG00000019371	Xenopus_tropicalis
ENSPTRP00000005380	ENSPTRG00000003055	Pan_troglodytes
ENSPPAP00000029253	ENSPPAG00000037634	Pan_paniscus
ENSP00000357643	ENSG00000148773	Homo_sapiens
ENSGGOP00000004112	ENSGGOG00000004189	Gorilla_gorilla
ENSPPYP00000003227	ENSPPYG00000002763	Pongo_abelii
ENSNLEP00000001760	ENSNLEG00000001417	Nomascus_leucogenys
ENSMFAP00000032069	ENSMFAG00000037072	Macaca_fascicularis
ENSMMUP00000058805	ENSMMUG00000044121	Macaca_mulatta
ENSMNEP00000017552	ENSMNEG00000032752	Macaca_nemestrina
ENSPANP00000016111	ENSPANG00000020190	Papio_anubis
ENSTGEP00000036398	ENSTGEG00000028964	Theropithecus_gelada
ENSCATP00000016120	ENSCATG00000031996	Cercocebus_atys
ENSMLEP00000003629	ENSMLEG00000015778	Mandrillus_leucophaeus
ENSCSAP00000000780	ENSCSAG00000004442	Chlorocebus_sabaeus
ENSCANP00000006512	ENSCANG00000021778	Colobus_angolensis_palliatus
ENSPTEP00000030640	ENSPTEG00000029806	Piliocolobus_tephrosceles
