ENSLAFP00000000916	ENSLAFG00000001088	Loxodonta_africana
ENSDNOP00000004620	ENSDNOG00000005950	Dasypus_novemcinctus
ENSCHIP00000003203	ENSCHIG00000007112	Capra_hircus
ENSOARP00000001669	ENSOARG00000001584	Ovis_aries
ENSBTAP00000033928	ENSBTAG00000018711	Bos_taurus
ENSBIXP00000041914	ENSBIXG00000005374	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBIXP00005002275	ENSBIXG00005008651	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBMUP00000036087	ENSBMUG00000026802	Bos_mutus
ENSBBBP00000019690	ENSBBBG00000002661	Bison_bison_bison
ENSSSCP00000039228	ENSSSCG00000006568	Sus_scrofa_strain_reference
ENSAMEP00000012660	ENSAMEG00000011996	Ailuropoda_melanoleuca
ENSUAMP00000031848	ENSUAMG00000024372	Ursus_americanus
ENSMPUP00000008061	ENSMPUG00000008118	Mustela_putorius_furo
ENSNVIP00000022032	ENSNVIG00000017178	Neovison_vison
ENSCAFP00020012564	ENSCAFG00020009558	Canis_lupus_dingo
ENSCAFP00000025674	ENSCAFG00000017416	Canis_lupus_familiaris
ENSVVUP00000039692	ENSVVUG00000028280	Vulpes_vulpes
ENSFCAP00000054753	ENSFCAG00000028483	Felis_catus
ENSPPRP00000021702	ENSPPRG00000012451	Panthera_pardus
ENSECAP00000028702	ENSECAG00000007422	Equus_caballus
ENSEASP00005000844	ENSEASG00005000741	Equus_asinus_asinus
ENSTTRP00000010585	ENSTTRG00000011153	Tursiops_truncatus
ENSVPAP00000003519	ENSVPAG00000003789	Vicugna_pacos
ENSPVAP00000010450	ENSPVAG00000011083	Pteropus_vampyrus
ENSEEUP00000002474	ENSEEUG00000002684	Erinaceus_europaeus
ENSPCAP00000002818	ENSPCAG00000002940	Procavia_capensis
ENSETEP00000007144	ENSETEG00000008793	Echinops_telfairi
ENSTBEP00000010227	ENSTBEG00000011792	Tupaia_belangeri
ENSOPRP00000005633	ENSOPRG00000006130	Ochotona_princeps
ENSMLUP00000012064	ENSMLUG00000013245	Myotis_lucifugus
ENSCHOP00000009004	ENSCHOG00000010154	Choloepus_hoffmanni
ENSDORP00000011057	ENSDORG00000011762	Dipodomys_ordii	ENSDORT00000011762
ENSCCNP00000021535	ENSCCNG00000021307	Castor_canadensis	ENSCCNT00000027687
ENSMSIP00000033298	ENSMSIG00000027848	Mus_spicilegus	ENSMSIT00000041973
MGP_SPRETEiJ_P0061171	MGP_SPRETEiJ_G0026175	Mus_spretus_strain_SPRET/EiJ	MGP_SPRETEiJ_T0061171
ENSMUSP00000096514	ENSMUSG00000042404	Mus_musculus_strain_reference_(CL57BL6)
MGP_CAROLIEiJ_P0058817	MGP_CAROLIEiJ_G0025232	Mus_caroli_strain_CAROLI_EIJ
MGP_PahariEiJ_P0069776	MGP_PahariEiJ_G0026676	Mus_pahari_strain_PAHARI_EIJ
ENSRNOP00000048545	ENSRNOG00000022373	Rattus_norvegicus
ENSMUGP00000007495	ENSMUGG00000006841	Meriones_unguiculatus
ENSCGRP00015008306	ENSCGRG00015006362	Cricetulus_griseus_CriGri-PICR
ENSCGRP00000020583	ENSCGRG00000014978	Cricetulus_griseus_CriGri_1.0
ENSCGRP00001001844	ENSCGRG00001001735	Cricetulus_griseus_CHOK1GS_HDv1
ENSMAUP00000023848	ENSMAUG00000020876	Mesocricetus_auratus
ENSMOCP00000018477	ENSMOCG00000016756	Microtus_ochrogaster
ENSPEMP00000005993	ENSPEMG00000008335	Peromyscus_maniculatus_bairdii
ENSNGAP00000023183	ENSNGAG00000021805	Nannospalax_galili
ENSJJAP00000001764	ENSJJAG00000002150	Jaculus_jaculus
ENSCLAP00000007567	ENSCLAG00000005313	Chinchilla_lanigera
ENSODEP00000018553	ENSODEG00000013675	Octodon_degus
ENSCPOP00000011622	ENSCPOG00000012910	Cavia_porcellus
ENSCAPP00000016592	ENSCAPG00000016425	Cavia_aperea
ENSHGLP00100015773	ENSHGLG00100011645	Heterocephalus_glaber_HetGla_1.0
ENSHGLP00000008573	ENSHGLG00000006184	Heterocephalus_glaber_HetGla_female_1.0
ENSFDAP00000002962	ENSFDAG00000012541	Fukomys_damarensis
ENSSTOP00000009476	ENSSTOG00000010539	Ictidomys_tridecemlineatus
ENSUPAP00010019243	ENSUPAG00010015204	Urocitellus_parryii
ENSMMMP00000020038	ENSMMMG00000017709	Marmota_marmota_marmota
ENSSDAP00000002108	ENSSDAG00000001850	Spermophilus_dauricus
ENSOCUP00000010122	ENSOCUG00000011771	Oryctolagus_cuniculus
ENSPPAP00000001460	ENSPPAG00000005709	Pan_paniscus
ENSPTRP00000072109	ENSPTRG00000001365	Pan_troglodytes
ENSP00000354597	ENSG00000198837	Homo_sapiens
ENSGGOP00000027466	ENSGGOG00000003845	Gorilla_gorilla
ENSPPYP00000000930	ENSPPYG00000000795	Pongo_abelii
ENSNLEP00000012924	ENSNLEG00000010604	Nomascus_leucogenys
ENSCATP00000012466	ENSCATG00000030387	Cercocebus_atys
ENSMLEP00000002188	ENSMLEG00000008709	Mandrillus_leucophaeus
ENSTGEP00000024074	ENSTGEG00000019474	Theropithecus_gelada
ENSPANP00000006468	ENSPANG00000003886	Papio_anubis
ENSMFAP00000001139	ENSMFAG00000037492	Macaca_fascicularis
ENSMMUP00000077858	ENSMMUG00000005002	Macaca_mulatta
ENSMNEP00000043815	ENSMNEG00000044525	Macaca_nemestrina
ENSCSAP00000016147	ENSCSAG00000001886	Chlorocebus_sabaeus
ENSCANP00000019306	ENSCANG00000033028	Colobus_angolensis_palliatus
ENSPTEP00000038401	ENSPTEG00000035727	Piliocolobus_tephrosceles
ENSRBIP00000025603	ENSRBIG00000036671	Rhinopithecus_bieti
ENSRROP00000023650	ENSRROG00000035662	Rhinopithecus_roxellana
