ENSLACP00000005799	ENSLACG00000005148	Latimeria_chalumnae	ENSLACT00000005849
ENSXETP00000014465	ENSXETG00000000644	Xenopus_tropicalis	ENSXETT00000002838
ENSACAP00000009511	ENSACAG00000009652	Anolis_carolinensis	ENSACAT00000009708
ENSPVIP00000017173	ENSPVIG00000013239	Pogona_vitticeps	ENSPVIT00000021446
ENSNSUP00000024895	ENSNSUG00000017961	Notechis_scutatus
ENSSMRP00000000143	ENSSMRG00000000151	Salvator_merianae
ENSPVIP00000017175	ENSPVIG00000013241	Pogona_vitticeps
ENSPVIP00000017174	ENSPVIG00000013240	Pogona_vitticeps
ENSSPUP00000022190	ENSSPUG00000017043	Sphenodon_punctatus
ENSGAGP00000000269	ENSGAGG00000000234	Gopherus_agassizii
ENSCABP00000021730	ENSCABG00000016008	Chelonoidis_abingdonii
ENSCPBP00000016430	ENSCPBG00000012111	Chrysemys_picta_bellii
ENSPSIP00000018758	ENSPSIG00000016600	Pelodiscus_sinensis
ENSCCEP00000016155	ENSCCEG00000015163	Cyanistes_caeruleus
ENSPMJP00000001946	ENSPMJG00000001604	Parus_major
ENSFALP00000008099	ENSFALG00000007766	Ficedula_albicollis
ENSTGUP00000007273	ENSTGUG00000007049	Taeniopygia_guttata
ENSLSDP00000021957	ENSLSDG00000015512	Lonchura_striata_domestica
ENSZALP00000011161	ENSZALG00000009453	Zonotrichia_albicollis
ENSJHYP00000020148	ENSJHYG00000015300	Junco_hyemalis
ENSSCAP00000006365	ENSSCAG00000004963	Serinus_canaria
ENSMVIP00005012211	ENSMVIG00005008921	Manacus_vitellinus
ENSLCOP00000021427	ENSLCOG00000015086	Lepidothrix_coronata
ENSMUNP00000019418	ENSMUNG00000014850	Melopsittacus_undulatus
ENSCPUP00000002945	ENSCPUG00000002254	Calidris_pugnax
ENSCPGP00000025026	ENSCPGG00000017235	Calidris_pygmaea
ENSGALP00000005425	ENSGALG00000003433	Gallus_gallus
