ENSGAGP00000024984	ENSGAGG00000018271	Gopherus_agassizii
ENSPSIP00000007034	ENSPSIG00000006462	Pelodiscus_sinensis
ENSCPRP00005018980	ENSCPRG00005013280	Crocodylus_porosus
ENSPVIP00000004597	ENSPVIG00000003741	Pogona_vitticeps	ENSPVIT00000005884
ENSACAP00000012406	ENSACAG00000012637	Anolis_carolinensis	ENSACAT00000012659
ENSSPUP00000013036	ENSSPUG00000010039	Sphenodon_punctatus
ENSSCAP00000021482	ENSSCAG00000015445	Serinus_canaria
ENSLSDP00000015833	ENSLSDG00000011425	Lonchura_striata_domestica
ENSZALP00000000667	ENSZALG00000000811	Zonotrichia_albicollis
ENSJHYP00000005972	ENSJHYG00000004851	Junco_hyemalis
ENSTGUP00000002304	ENSTGUG00000002236	Taeniopygia_guttata
ENSFALP00000005290	ENSFALG00000005087	Ficedula_albicollis
ENSCCEP00000001754	ENSCCEG00000002048	Cyanistes_caeruleus
ENSMVIP00005008839	ENSMVIG00005006537	Manacus_vitellinus
ENSPMJP00000010620	ENSPMJG00000008335	Parus_major
ENSMUNP00000016644	ENSMUNG00000012822	Melopsittacus_undulatus
ENSCPGP00000027944	ENSCPGG00000019261	Calidris_pygmaea
ENSCPUP00000001537	ENSCPUG00000001179	Calidris_pugnax
ENSCJPP00005011652	ENSCJPG00005010005	Coturnix_japonica
ENSGALP00000037334	ENSGALG00000010928	Gallus_gallus
ENSMGAP00000007653	ENSMGAG00000007522	Meleagris_gallopavo
ENSNMEP00000017660	ENSNMEG00000015419	Numida_meleagris
ENSABRP00000007450	ENSABRG00000006858	Anser_brachyrhynchus
ENSAHAP00000023674	ENSAHAG00000016549	Apteryx_haastii
ENSAOWP00000028076	ENSAOWG00000018911	Apteryx_owenii
ENSARWP00000003666	ENSARWG00000002731	Apteryx_rowi
ENSDNVP00000019550	ENSDNVG00000013698	Dromaius_novaehollandiae
ENSNPEP00000013226	ENSNPEG00000009880	Nothoprocta_perdicaria
ENSCCNP00000003910	ENSCCNG00000004107	Castor_canadensis
ENSNGAP00000013679	ENSNGAG00000015182	Nannospalax_galili
ENSUPAP00010004781	ENSUPAG00010003876	Urocitellus_parryii
ENSSDAP00000021582	ENSSDAG00000019627	Spermophilus_dauricus
ENSSTOP00000001283	ENSSTOG00000001433	Ictidomys_tridecemlineatus
ENSMMMP00000007951	ENSMMMG00000007115	Marmota_marmota_marmota
ENSPCOP00000013945	ENSPCOG00000018630	Propithecus_coquereli
ENSMICP00000049547	ENSMICG00000042390	Microcebus_murinus
ENSPSMP00000023295	ENSPSMG00000016491	Prolemur_simus
ENSOGAP00000010011	ENSOGAG00000011181	Otolemur_garnettii
ENSCGRP00001015752	ENSCGRG00001016273	Cricetulus_griseus_CHOK1GS_HDv1
ENSCGRP00000010117	ENSCGRG00000007379	Cricetulus_griseus_CriGri_1.0
ENSCGRP00015016482	ENSCGRG00015012680	Cricetulus_griseus_CriGri-PICR
ENSMAUP00000018237	ENSMAUG00000016877	Mesocricetus_auratus
ENSMOCP00000004800	ENSMOCG00000004131	Microtus_ochrogaster
