FBpp0290035	FBgn0030687	Drosophila_melanogaster	FBtr0300811
C42D4.8.1	WBGene00004411	Caenorhabditis_elegans_strain_N2	C42D4.8.1
ENSPVIP00000019412	ENSPVIG00000014814	Pogona_vitticeps
ENSACAP00000007911	ENSACAG00000007985	Anolis_carolinensis
ENSNSUP00000007827	ENSNSUG00000006109	Notechis_scutatus
ENSSMRP00000008434	ENSSMRG00000006755	Salvator_merianae
ENSSPUP00000017102	ENSSPUG00000013209	Sphenodon_punctatus
ENSAOWP00000003028	ENSAOWG00000002158	Apteryx_owenii
ENSAHAP00000026381	ENSAHAG00000018369	Apteryx_haastii
ENSARWP00000009926	ENSARWG00000006796	Apteryx_rowi
ENSDNVP00000003007	ENSDNVG00000002156	Dromaius_novaehollandiae
ENSNPEP00000007224	ENSNPEG00000005406	Nothoprocta_perdicaria
ENSCPGP00000016804	ENSCPGG00000011790	Calidris_pygmaea
ENSCPUP00000014353	ENSCPUG00000010049	Calidris_pugnax
ENSMUNP00000021488	ENSMUNG00000016213	Melopsittacus_undulatus
ENSLCOP00000002944	ENSLCOG00000002256	Lepidothrix_coronata
ENSMVIP00005022883	ENSMVIG00005016016	Manacus_vitellinus
ENSPMJP00000004434	ENSPMJG00000003830	Parus_major
ENSCCEP00000010415	ENSCCEG00000010066	Cyanistes_caeruleus
ENSFALP00000007230	ENSFALG00000006913	Ficedula_albicollis
ENSTGUP00000006638	ENSTGUG00000006423	Taeniopygia_guttata
ENSTGUP00000014329	ENSTGUG00000013919	Taeniopygia_guttata
ENSLSDP00000016557	ENSLSDG00000011919	Lonchura_striata_domestica
ENSSCAP00000003356	ENSSCAG00000002822	Serinus_canaria
ENSJHYP00000011011	ENSJHYG00000008618	Junco_hyemalis
ENSZALP00000016350	ENSZALG00000013278	Zonotrichia_albicollis
ENSABRP00000002507	ENSABRG00000002453	Anser_brachyrhynchus
ENSAPLP00000015825	ENSAPLG00000015878	Anas_platyrhynchos_platyrhynchos
ENSGALP00000065648	ENSGALG00000004947	Gallus_gallus
ENSCJPP00005012826	ENSCJPG00005010884	Coturnix_japonica
ENSMGAP00000005683	ENSMGAG00000005713	Meleagris_gallopavo
ENSMGAP00000018325	ENSMGAG00000016849	Meleagris_gallopavo
ENSNMEP00000015602	ENSNMEG00000013853	Numida_meleagris
ENSCPRP00005014133	ENSCPRG00005009950	Crocodylus_porosus
ENSCABP00000028722	ENSCABG00000021039	Chelonoidis_abingdonii
ENSGAGP00000013617	ENSGAGG00000010386	Gopherus_agassizii
ENSCPBP00000002595	ENSCPBG00000002079	Chrysemys_picta_bellii
ENSPSIP00000002088	ENSPSIG00000002092	Pelodiscus_sinensis
ENSVURP00010018462	ENSVURG00010014062	Vombatus_ursinus
ENSPCIP00000020832	ENSPCIG00000015842	Phascolarctos_cinereus
ENSMEUP00000011365	ENSMEUG00000012446	Notamacropus_eugenii
ENSMODP00000001232	ENSMODG00000001036	Monodelphis_domestica
ENSSHAP00000008761	ENSSHAG00000007588	Sarcophilus_harrisii
ENSCCNP00000021722	ENSCCNG00000021437	Castor_canadensis
ENSDORP00000000167	ENSDORG00000000184	Dipodomys_ordii
ENSCGRP00015021063	ENSCGRG00015016068	Cricetulus_griseus_CriGri-PICR
ENSCGRP00000001323	ENSCGRG00000001019	Cricetulus_griseus_CriGri_1.0
ENSCGRP00001014829	ENSCGRG00001015599	Cricetulus_griseus_CHOK1GS_HDv1
ENSCGRP00015015890	ENSCGRG00015012236	Cricetulus_griseus_CriGri-PICR
ENSCGRP00001004124	ENSCGRG00001005169	Cricetulus_griseus_CHOK1GS_HDv1
ENSCGRP00015008393	ENSCGRG00015006517	Cricetulus_griseus_CriGri-PICR
ENSPEMP00000030147	ENSPEMG00000025547	Peromyscus_maniculatus_bairdii
ENSMAUP00000017394	ENSMAUG00000016247	Mesocricetus_auratus
ENSPEMP00000004471	ENSPEMG00000006768	Peromyscus_maniculatus_bairdii
ENSMOCP00000011924	ENSMOCG00000012185	Microtus_ochrogaster
ENSMUSP00000026322	ENSMUSG00000025280	Mus_musculus_strain_reference_(CL57BL6)
ENSMSIP00000019747	ENSMSIG00000016773	Mus_spicilegus
MGP_SPRETEiJ_P0037532	MGP_SPRETEiJ_G0019894	Mus_spretus_strain_SPRET/EiJ
MGP_CAROLIEiJ_P0035848	MGP_CAROLIEiJ_G0019016	Mus_caroli_strain_CAROLI_EIJ
MGP_PahariEiJ_P0083945	MGP_PahariEiJ_G0030029	Mus_pahari_strain_PAHARI_EIJ
ENSRNOP00000013501	ENSRNOG00000010008	Rattus_norvegicus
ENSMUGP00000028618	ENSMUGG00000023730	Meriones_unguiculatus
ENSNGAP00000014638	ENSNGAG00000015863	Nannospalax_galili
ENSJJAP00000013478	ENSJJAG00000016217	Jaculus_jaculus
ENSSTOP00000011641	ENSSTOG00000012983	Ictidomys_tridecemlineatus
ENSUPAP00010003369	ENSUPAG00010002781	Urocitellus_parryii
ENSSDAP00000008220	ENSSDAG00000007468	Spermophilus_dauricus
ENSMMMP00000024570	ENSMMMG00000021484	Marmota_marmota_marmota
ENSTBEP00000013310	ENSTBEG00000015288	Tupaia_belangeri
ENSPPAP00000037991	ENSPPAG00000041726	Pan_paniscus
ENSPPAP00000017752	ENSPPAG00000031986	Pan_paniscus
ENSPTRP00000091884	ENSPTRG00000002664	Pan_troglodytes
ENSP00000361446	ENSG00000148606	Homo_sapiens
ENSGGOP00000022897	ENSGGOG00000027729	Gorilla_gorilla
ENSPPYP00000002680	ENSPPYG00000002305	Pongo_abelii
ENSNLEP00000012786	ENSNLEG00000010501	Nomascus_leucogenys
ENSRROP00000006584	ENSRROG00000025527	Rhinopithecus_roxellana
ENSRBIP00000022087	ENSRBIG00000034967	Rhinopithecus_bieti
ENSCANP00000034789	ENSCANG00000041071	Colobus_angolensis_palliatus
ENSPTEP00000041598	ENSPTEG00000038057	Piliocolobus_tephrosceles
ENSMFAP00000018679	ENSMFAG00000032218	Macaca_fascicularis
ENSMNEP00000023315	ENSMNEG00000035163	Macaca_nemestrina
ENSMMUP00000007293	ENSMMUG00000005514	Macaca_mulatta
ENSTGEP00000022368	ENSTGEG00000018105	Theropithecus_gelada
ENSPANP00000022924	ENSPANG00000022508	Papio_anubis
ENSCATP00000024801	ENSCATG00000035842	Cercocebus_atys
ENSMLEP00000011921	ENSMLEG00000030014	Mandrillus_leucophaeus
ENSCSAP00000005546	ENSCSAG00000009292	Chlorocebus_sabaeus
ENSSBOP00000010762	ENSSBOG00000022199	Saimiri_boliviensis_boliviensis
ENSCCAP00000030274	ENSCCAG00000032995	Cebus_capucinus_imitator
ENSANAP00000022452	ENSANAG00000028922	Aotus_nancymaae
ENSCJAP00000001790	ENSCJAG00000001015	Callithrix_jacchus
ENSTSYP00000006147	ENSTSYG00000006671	Carlito_syrichta
ENSPCOP00000031126	ENSPCOG00000028311	Propithecus_coquereli
ENSMICP00000005420	ENSMICG00000005937	Microcebus_murinus
ENSPSMP00000022099	ENSPSMG00000015585	Prolemur_simus
ENSOGAP00000009843	ENSOGAG00000010995	Otolemur_garnettii
ENSBIXP00005027506	ENSBIXG00005030530	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBIXP00000028010	ENSBIXG00000009051	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBTAP00000017638	ENSBTAG00000013259	Bos_taurus
ENSBMUP00000027495	ENSBMUG00000020333	Bos_mutus
ENSBBBP00000022051	ENSBBBG00000015752	Bison_bison_bison
ENSOARP00000010370	ENSOARG00000009656	Ovis_aries
ENSCHIP00000000502	ENSCHIG00000000352	Capra_hircus
ENSTTRP00000007402	ENSTTRG00000007817	Tursiops_truncatus
ENSSSCP00000034538	ENSSSCG00000010327	Sus_scrofa_strain_reference
ENSVPAP00000003041	ENSVPAG00000003285	Vicugna_pacos
ENSUMAP00000018945	ENSUMAG00000013913	Ursus_maritimus
ENSUAMP00000014254	ENSUAMG00000011283	Ursus_americanus
ENSAMEP00000018819	ENSAMEG00000017801	Ailuropoda_melanoleuca
ENSMPUP00000003760	ENSMPUG00000003790	Mustela_putorius_furo
ENSNVIP00000004442	ENSNVIG00000003446	Neovison_vison
ENSCAFP00000057141	ENSCAFG00000015546	Canis_lupus_familiaris
ENSCAFP00020018548	ENSCAFG00020014711	Canis_lupus_dingo
ENSVVUP00000035491	ENSVVUG00000025523	Vulpes_vulpes
ENSPTIP00000024998	ENSPTIG00000020916	Panthera_tigris_altaica
ENSPPRP00000006803	ENSPPRG00000002128	Panthera_pardus
ENSFCAP00000057302	ENSFCAG00000000843	Felis_catus
ENSPVAP00000014664	ENSPVAG00000015553	Pteropus_vampyrus
ENSMLUP00000010520	ENSMLUG00000011522	Myotis_lucifugus
ENSEASP00005033681	ENSEASG00005023053	Equus_asinus_asinus
ENSECAP00000049597	ENSECAG00000019416	Equus_caballus
ENSEEUP00000001633	ENSEEUG00000001774	Erinaceus_europaeus
ENSDNOP00000007916	ENSDNOG00000010194	Dasypus_novemcinctus
ENSBMUP00000009868	ENSBMUG00000007658	Bos_mutus
ENSJJAP00000003272	ENSJJAG00000006291	Jaculus_jaculus
ENSCHOP00000007411	ENSCHOG00000008368	Choloepus_hoffmanni
ENSPCAP00000005470	ENSPCAG00000005690	Procavia_capensis
ENSLAFP00000014034	ENSLAFG00000016719	Loxodonta_africana
ENSETEP00000006073	ENSETEG00000007477	Echinops_telfairi
ENSOCUP00000026546	ENSOCUG00000012450	Oryctolagus_cuniculus
ENSOPRP00000001763	ENSOPRG00000001880	Ochotona_princeps
ENSHGLP00100011423	ENSHGLG00100008483	Heterocephalus_glaber_HetGla_1.0
ENSHGLP00000025125	ENSHGLG00000017899	Heterocephalus_glaber_HetGla_female_1.0
ENSFDAP00000021295	ENSFDAG00000007813	Fukomys_damarensis
ENSCLAP00000013911	ENSCLAG00000009629	Chinchilla_lanigera
ENSODEP00000020531	ENSODEG00000015146	Octodon_degus
ENSCAPP00000016076	ENSCAPG00000016031	Cavia_aperea
ENSCPOP00000023340	ENSCPOG00000022387	Cavia_porcellus
ENSSARP00000008992	ENSSARG00000009916	Sorex_araneus
ENSOANP00000011170	ENSOANG00000007013	Ornithorhynchus_anatinus
ENSXETP00000049485	ENSXETG00000019225	Xenopus_tropicalis
ENSLACP00000021121	ENSLACG00000018557	Latimeria_chalumnae
ENSECRP00000026153	ENSECRG00000017661	Erpetoichthys_calabaricus
ENSECRP00000026190	ENSECRG00000017697	Erpetoichthys_calabaricus
ENSHHUP00000005970	ENSHHUG00000003691	Hucho_hucho
ENSHHUP00000005962	ENSHHUG00000003686	Hucho_hucho
ENSHHUP00000005986	ENSHHUG00000003696	Hucho_hucho
ENSCGOP00000048822	ENSCGOG00000021643	Cottoperca_gobio	ENSCGOT00000052113
ENSGACP00000003001	ENSGACG00000002304	Gasterosteus_aculeatus	ENSGACT00000003012
ENSAOCP00000014592	ENSAOCG00000019295	Amphiprion_ocellaris
ENSAPEP00000006214	ENSAPEG00000004479	Amphiprion_percula
ENSAOCP00000007642	ENSAOCG00000011482	Amphiprion_ocellaris
ENSAOCP00000001668	ENSAOCG00000004721	Amphiprion_ocellaris
ENSAPEP00000034911	ENSAPEG00000024794	Amphiprion_percula
ENSAPEP00000006184	ENSAPEG00000004452	Amphiprion_percula
ENSAPEP00000030879	ENSAPEG00000021935	Amphiprion_percula
ENSAPEP00000002181	ENSAPEG00000001594	Amphiprion_percula
ENSAPEP00000006155	ENSAPEG00000004431	Amphiprion_percula
ENSAOCP00000024505	ENSAOCG00000011392	Amphiprion_ocellaris
ENSAPEP00000016346	ENSAPEG00000011670	Amphiprion_percula
ENSAPEP00000028779	ENSAPEG00000020449	Amphiprion_percula
ENSAPEP00000027053	ENSAPEG00000019224	Amphiprion_percula
ENSAOCP00000016524	ENSAOCG00000021484	Amphiprion_ocellaris
ENSAPEP00000005948	ENSAPEG00000004262	Amphiprion_percula
ENSAPOP00000030750	ENSAPOG00000017553	Acanthochromis_polyacanthus
ENSGWIP00000052018	ENSGWIG00000025150	Gouania_willdenowi	ENSGWIT00000056163
ENSHCOP00000000286	ENSHCOG00000001075	Hippocampus_comes	ENSHCOT00000014029
ENSMALP00000001767	ENSMALG00000001249	Monopterus_albus
ENSMAMP00000026112	ENSMAMG00000017497	Mastacembelus_armatus
