ENSBIXP00000041450	ENSBIXG00000002067	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBIXP00005013226	ENSBIXG00005017371	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBTAP00000010106	ENSBTAG00000007680	Bos_taurus
ENSBMUP00000026532	ENSBMUG00000019932	Bos_mutus
ENSBBBP00000006926	ENSBBBG00000015175	Bison_bison_bison
ENSCHIP00000005115	ENSCHIG00000009207	Capra_hircus
ENSOARP00000007400	ENSOARG00000006901	Ovis_aries
ENSTTRP00000009923	ENSTTRG00000010447	Tursiops_truncatus
ENSSSCP00000020719	ENSSSCG00000015350	Sus_scrofa_strain_reference
ENSVPAP00000007241	ENSVPAG00000007785	Vicugna_pacos
ENSAMEP00000011125	ENSAMEG00000010568	Ailuropoda_melanoleuca
ENSUMAP00000030172	ENSUMAG00000021807	Ursus_maritimus
ENSMPUP00000014022	ENSMPUG00000014130	Mustela_putorius_furo
ENSNVIP00000003370	ENSNVIG00000002491	Neovison_vison
ENSCAFP00020012771	ENSCAFG00020010234	Canis_lupus_dingo
ENSCAFP00000034799	ENSCAFG00000002280	Canis_lupus_familiaris
ENSVVUP00000021990	ENSVVUG00000016151	Vulpes_vulpes
ENSPTIP00000006857	ENSPTIG00000008613	Panthera_tigris_altaica
ENSPPRP00000008420	ENSPPRG00000003281	Panthera_pardus
ENSFCAP00000012050	ENSFCAG00000012989	Felis_catus
ENSPVAP00000004260	ENSPVAG00000004498	Pteropus_vampyrus
ENSMLUP00000006887	ENSMLUG00000007494	Myotis_lucifugus
ENSECAP00000028385	ENSECAG00000000292	Equus_caballus
ENSEASP00005030917	ENSEASG00005021079	Equus_asinus_asinus
ENSEEUP00000012387	ENSEEUG00000013523	Erinaceus_europaeus
ENSSARP00000009513	ENSSARG00000010501	Sorex_araneus
ENSSTOP00000021843	ENSSTOG00000023289	Ictidomys_tridecemlineatus
ENSUPAP00010013122	ENSUPAG00010010558	Urocitellus_parryii
ENSMMMP00000015760	ENSMMMG00000013947	Marmota_marmota_marmota
ENSDORP00000023797	ENSDORG00000010842	Dipodomys_ordii
MGP_SPRETEiJ_P0075443	MGP_SPRETEiJ_G0029104	Mus_spretus_strain_SPRET/EiJ
ENSMUSP00000113681	ENSMUSG00000032625	Mus_musculus_strain_reference_(CL57BL6)
ENSMSIP00000014469	ENSMSIG00000011291	Mus_spicilegus
MGP_PahariEiJ_P0048734	MGP_PahariEiJ_G0021860	Mus_pahari_strain_PAHARI_EIJ
ENSRNOP00000040000	ENSRNOG00000030151	Rattus_norvegicus
ENSMUGP00000027234	ENSMUGG00000022650	Meriones_unguiculatus
ENSCGRP00000004856	ENSCGRG00000003566	Cricetulus_griseus_CriGri_1.0
ENSCGRP00001023155	ENSCGRG00001021435	Cricetulus_griseus_CHOK1GS_HDv1
ENSCGRP00015034828	ENSCGRG00015026141	Cricetulus_griseus_CriGri-PICR
ENSMAUP00000016963	ENSMAUG00000015901	Mesocricetus_auratus
ENSPEMP00000011214	ENSPEMG00000011896	Peromyscus_maniculatus_bairdii
ENSMOCP00000022311	ENSMOCG00000019383	Microtus_ochrogaster
ENSNGAP00000004567	ENSNGAG00000005903	Nannospalax_galili
ENSJJAP00000010205	ENSJJAG00000013811	Jaculus_jaculus
ENSCCNP00000029717	ENSCCNG00000028457	Castor_canadensis
ENSHGLP00100004770	ENSHGLG00100003614	Heterocephalus_glaber_HetGla_1.0
ENSHGLP00000010212	ENSHGLG00000007329	Heterocephalus_glaber_HetGla_female_1.0
ENSFDAP00000006947	ENSFDAG00000015614	Fukomys_damarensis
ENSCLAP00000005008	ENSCLAG00000003554	Chinchilla_lanigera
ENSODEP00000019532	ENSODEG00000014410	Octodon_degus
ENSCPOP00000000244	ENSCPOG00000000279	Cavia_porcellus
ENSCAPP00000004471	ENSCAPG00000006984	Cavia_aperea
ENSOCUP00000045806	ENSOCUG00000008865	Oryctolagus_cuniculus
ENSOPRP00000008557	ENSOPRG00000009329	Ochotona_princeps
ENSTBEP00000001604	ENSTBEG00000001795	Tupaia_belangeri
ENSPTRP00000090471	ENSPTRG00000018936	Pan_troglodytes
ENSPPAP00000009893	ENSPPAG00000028160	Pan_paniscus
ENSP00000406482	ENSG00000005108	Homo_sapiens
ENSGGOP00000007842	ENSGGOG00000008011	Gorilla_gorilla
ENSPPYP00000019928	ENSPPYG00000017778	Pongo_abelii
ENSNLEP00000034057	ENSNLEG00000016197	Nomascus_leucogenys
ENSPTEP00000036321	ENSPTEG00000034120	Piliocolobus_tephrosceles
ENSCANP00000016082	ENSCANG00000031455	Colobus_angolensis_palliatus
ENSRROP00000021785	ENSRROG00000034787	Rhinopithecus_roxellana
ENSRBIP00000005194	ENSRBIG00000023438	Rhinopithecus_bieti
ENSTGEP00000031401	ENSTGEG00000025130	Theropithecus_gelada
ENSPANP00000038414	ENSPANG00000006922	Papio_anubis
ENSCATP00000017447	ENSCATG00000032585	Cercocebus_atys
ENSMLEP00000020538	ENSMLEG00000034480	Mandrillus_leucophaeus
ENSMFAP00000022600	ENSMFAG00000042978	Macaca_fascicularis
ENSMNEP00000044576	ENSMNEG00000044846	Macaca_nemestrina
ENSMMUP00000042460	ENSMMUG00000012694	Macaca_mulatta
ENSCSAP00000009446	ENSCSAG00000013288	Chlorocebus_sabaeus
ENSCCAP00000021150	ENSCCAG00000028361	Cebus_capucinus_imitator
ENSSBOP00000012049	ENSSBOG00000022829	Saimiri_boliviensis_boliviensis
ENSCJAP00000058350	ENSCJAG00000000774	Callithrix_jacchus
ENSANAP00000008711	ENSANAG00000022340	Aotus_nancymaae
ENSTSYP00000004858	ENSTSYG00000005267	Carlito_syrichta
ENSPSMP00000013661	ENSPSMG00000009805	Prolemur_simus
ENSMICP00000032768	ENSMICG00000014021	Microcebus_murinus
ENSPCOP00000020234	ENSPCOG00000022074	Propithecus_coquereli
ENSOGAP00000021024	ENSOGAG00000012804	Otolemur_garnettii
ENSAMEP00000016792	ENSAMEG00000015918	Ailuropoda_melanoleuca
MGP_CAROLIEiJ_P0072607	MGP_CAROLIEiJ_G0028104	Mus_caroli_strain_CAROLI_EIJ
ENSLAFP00000001483	ENSLAFG00000001777	Loxodonta_africana
ENSPCAP00000006336	ENSPCAG00000006700	Procavia_capensis
ENSETEP00000013026	ENSETEG00000016055	Echinops_telfairi
ENSDNOP00000010173	ENSDNOG00000013096	Dasypus_novemcinctus
ENSCHOP00000010214	ENSCHOG00000011535	Choloepus_hoffmanni
ENSPCIP00000043404	ENSPCIG00000025228	Phascolarctos_cinereus
ENSVURP00010028151	ENSVURG00010021468	Vombatus_ursinus
ENSMEUP00000002170	ENSMEUG00000002349	Notamacropus_eugenii
ENSSHAP00000013113	ENSSHAG00000011210	Sarcophilus_harrisii
ENSMODP00000050000	ENSMODG00000014167	Monodelphis_domestica
ENSOANP00000010115	ENSOANG00000006331	Ornithorhynchus_anatinus
ENSGALP00000051244	ENSGALG00000010718	Gallus_gallus
ENSGALP00000017421	ENSGALG00000051980	Gallus_gallus
ENSMGAP00000018368	ENSMGAG00000009862	Meleagris_gallopavo
ENSCJPP00005014017	ENSCJPG00005011603	Coturnix_japonica
ENSNMEP00000006220	ENSNMEG00000006406	Numida_meleagris
ENSAPLP00000004585	ENSAPLG00000005027	Anas_platyrhynchos_platyrhynchos
ENSABRP00000001269	ENSABRG00000001172	Anser_brachyrhynchus
ENSMVIP00005003610	ENSMVIG00005002580	Manacus_vitellinus
ENSLCOP00000007274	ENSLCOG00000005130	Lepidothrix_coronata
ENSJHYP00000002994	ENSJHYG00000002219	Junco_hyemalis
ENSZALP00000012956	ENSZALG00000010810	Zonotrichia_albicollis
ENSSCAP00000018773	ENSSCAG00000013439	Serinus_canaria
ENSLSDP00000024957	ENSLSDG00000017492	Lonchura_striata_domestica
ENSTGUP00000002478	ENSTGUG00000002402	Taeniopygia_guttata
ENSFALP00000010593	ENSFALG00000010122	Ficedula_albicollis
ENSCCEP00000021314	ENSCCEG00000019312	Cyanistes_caeruleus
ENSPMJP00000014079	ENSPMJG00000010379	Parus_major
ENSCPGP00000018218	ENSCPGG00000012267	Calidris_pygmaea
ENSCPUP00000013718	ENSCPUG00000009687	Calidris_pugnax
ENSMUNP00000001001	ENSMUNG00000000883	Melopsittacus_undulatus
ENSAHAP00000013334	ENSAHAG00000009581	Apteryx_haastii
ENSARWP00000021585	ENSARWG00000014738	Apteryx_rowi
