ENSLACP00000009422	ENSLACG00000008310	Latimeria_chalumnae
ENSCPBP00000040093	ENSCPBG00000027540	Chrysemys_picta_bellii
ENSLCAP00010058602	ENSLCAG00010027332	Lates_calcarifer
ENSNGAP00000002847	ENSNGAG00000002830	Nannospalax_galili
ENSPNYP00000006811	ENSPNYG00000005225	Pundamilia_nyererei
ENSBTAP00000069886	ENSBTAG00000008840	Bos_taurus
ENSGALP00000056617	ENSGALG00000006207	Gallus_gallus
ENSDORP00000012138	ENSDORG00000012908	Dipodomys_ordii
ENSORLP00020003627	ENSORLG00020004480	Oryzias_latipes_ASM223471v1
ENSACAP00000018455	ENSACAG00000025980	Anolis_carolinensis
MGP_SPRETEiJ_P0057397	MGP_SPRETEiJ_G0025390	Mus_spretus_strain_SPRET/EiJ
ENSPTEP00000002204	ENSPTEG00000002516	Piliocolobus_tephrosceles
ENSNBRP00000014076	ENSNBRG00000010862	Neolamprologus_brichardi
ENSDCDP00000008930	ENSDCDG00000004167	Denticeps_clupeoides
ENSSMAP00000025744	ENSSMAG00000015756	Scophthalmus_maximus
ENSCAFP00020005120	ENSCAFG00020004201	Canis_lupus_dingo
ENSTGEP00000010579	ENSTGEG00000008654	Theropithecus_gelada
ENSMODP00000059189	ENSMODG00000019497	Monodelphis_domestica
ENSRNOP00000072050	ENSRNOG00000007738	Rattus_norvegicus
ENSPPRP00000002248	ENSPPRG00000023569	Panthera_pardus
YKL100C_mRNA	YKL100C	Saccharomyces_cerevisiae_strain_S288C
ENSCVAP00000024486	ENSCVAG00000008579	Cyprinodon_variegatus
ENSPCIP00000010109	ENSPCIG00000008233	Phascolarctos_cinereus
ENSCGRP00015004714	ENSCGRG00015003676	Cricetulus_griseus_CriGri-PICR
ENSHHUP00000014493	ENSHHUG00000008934	Hucho_hucho
MGP_CAROLIEiJ_P0055254	MGP_CAROLIEiJ_G0024469	Mus_caroli_strain_CAROLI_EIJ
ENSVPAP00000000664	ENSVPAG00000000720	Vicugna_pacos
ENSMUGP00000025810	ENSMUGG00000021520	Meriones_unguiculatus
ENSCSAP00000008954	ENSCSAG00000012775	Chlorocebus_sabaeus
ENSNPEP00000010306	ENSNPEG00000007740	Nothoprocta_perdicaria
ENSPSIP00000007435	ENSPSIG00000006849	Pelodiscus_sinensis
ENSBSLP00000042621	ENSBSLG00000020426	Betta_splendens
ENSHGLP00100011990	ENSHGLG00100008893	Heterocephalus_glaber_HetGla_1.0
ENSMMOP00000014175	ENSMMOG00000010853	Mola_mola
ENSNMEP00000018833	ENSNMEG00000016316	Numida_meleagris
ENSPCIP00000035286	ENSPCIG00000026095	Phascolarctos_cinereus
ENSMICP00000013395	ENSMICG00000014688	Microcebus_murinus
ENSPMAP00000000262	ENSPMAG00000000235	Petromyzon_marinus
ENSSHAP00000016699	ENSSHAG00000014206	Sarcophilus_harrisii
ENSMNEP00000021078	ENSMNEG00000034316	Macaca_nemestrina
ENSTGUP00000006896	ENSTGUG00000006687	Taeniopygia_guttata
ENSSFOP00015007483	ENSSFOG00015004935	Scleropages_formosus
ENSNVIP00000024858	ENSNVIG00000019208	Neovison_vison
ENSCAPP00000006945	ENSCAPG00000008998	Cavia_aperea
ENSABRP00000025721	ENSABRG00000021550	Anser_brachyrhynchus
ENSCGOP00000003349	ENSCGOG00000001423	Cottoperca_gobio
ENSSPUP00000024525	ENSSPUG00000018782	Sphenodon_punctatus
ENSECRP00000033906	ENSECRG00000022921	Erpetoichthys_calabaricus
ENSPTRP00000087015	ENSPTRG00000013356	Pan_troglodytes
ENSMLEP00000010296	ENSMLEG00000029270	Mandrillus_leucophaeus
ENSCANP00000006666	ENSCANG00000022190	Colobus_angolensis_palliatus
ENSCJPP00005006204	ENSCJPG00005005821	Coturnix_japonica
ENSMOCP00000001944	ENSMOCG00000001512	Microtus_ochrogaster
ENSGAFP00000015860	ENSGAFG00000010717	Gambusia_affinis
ENSBBBP00000000786	ENSBBBG00000009948	Bison_bison_bison
ENSMZEP00005035928	ENSMZEG00005026817	Maylandia_zebra
ENSPCOP00000023911	ENSPCOG00000024105	Propithecus_coquereli
ENSP00000381237	ENSG00000101294	Homo_sapiens
ENSJJAP00000008526	ENSJJAG00000012665	Jaculus_jaculus
ENSAPEP00000032978	ENSAPEG00000023409	Amphiprion_percula
ENSPTIP00000020084	ENSPTIG00000017655	Panthera_tigris_altaica
ENSSSCP00000043888	ENSSSCG00000007228	Sus_scrofa_strain_reference
ENSGMOP00000019479	ENSGMOG00000018105	Gadus_morhua
ENSVURP00010000352	ENSVURG00010000325	Vombatus_ursinus
ENSPMEP00000022473	ENSPMEG00000000041	Poecilia_mexicana
ENSCPUP00000008781	ENSCPUG00000006274	Calidris_pugnax
ENSGACP00000000668	ENSGACG00000000521	Gasterosteus_aculeatus
ENSBIXP00000037447	ENSBIXG00000020999	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSELUP00000010464	ENSELUG00000011006	Esox_lucius
ENSVURP00010018423	ENSVURG00010014041	Vombatus_ursinus
ENSPPAP00000016175	ENSPPAG00000031171	Pan_paniscus
ENSCMIP00000001475	ENSCMIG00000000838	Callorhinchus_milii
ENSUAMP00000030610	ENSUAMG00000023505	Ursus_americanus
ENSLOCP00000004900	ENSLOCG00000004095	Lepisosteus_oculatus
ENSSLDP00000013466	ENSSLDG00000010714	Seriola_lalandi_dorsalis
ENSFCAP00000013601	ENSFCAG00000014661	Felis_catus
ENSCHAP00000053480	ENSCHAG00000024166	Clupea_harengus
ENSHBUP00000012869	ENSHBUG00000014620	Haplochromis_burtoni
ENSPKIP00000022944	ENSPKIG00000006745	Paramormyrops_kingsleyae
ENSSCAP00000019850	ENSSCAG00000014333	Serinus_canaria
ENSPMGP00000007598	ENSPMGG00000006307	Periophthalmus_magnuspinnatus
MGP_PahariEiJ_P0066235	MGP_PahariEiJ_G0025912	Mus_pahari_strain_PAHARI_EIJ
ENSPSMP00000004473	ENSPSMG00000003412	Prolemur_simus
ENSSDAP00000010861	ENSSDAG00000009768	Spermophilus_dauricus
ENSAHAP00000027891	ENSAHAG00000019382	Apteryx_haastii
ENSDARP00000109113	ENSDARG00000037846	Danio_rerio
ENSJHYP00000018234	ENSJHYG00000013887	Junco_hyemalis
ENSAPOP00000012524	ENSAPOG00000015247	Acanthochromis_polyacanthus
ENSCABP00000022947	ENSCABG00000016878	Chelonoidis_abingdonii
ENSHCOP00000003976	ENSHCOG00000005368	Hippocampus_comes
ENSMEUP00000011547	ENSMEUG00000012654	Notamacropus_eugenii
ENSPNAP00000037422	ENSPNAG00000005830	Pygocentrus_nattereri
ENSCCAP00000016316	ENSCCAG00000025881	Cebus_capucinus_imitator
ENSCATP00000021719	ENSCATG00000034532	Cercocebus_atys
ENSBMUP00000020216	ENSBMUG00000015180	Bos_mutus
ENSTNIP00000008563	ENSTNIG00000005840	Tetraodon_nigroviridis
ENSMMUP00000006782	ENSMMUG00000005119	Macaca_mulatta
ENSPEMP00000025240	ENSPEMG00000021723	Peromyscus_maniculatus_bairdii
ENSETEP00000006901	ENSETEG00000008488	Echinops_telfairi
ENSOMEP00000014696	ENSOMEG00000016232	Oryzias_melastigma
ENSCPRP00005010753	ENSCPRG00005007684	Crocodylus_porosus
ENSMVIP00005007699	ENSMVIG00005005757	Manacus_vitellinus
ENSUPAP00010023885	ENSUPAG00010018945	Urocitellus_parryii
ENSPCAP00000003117	ENSPCAG00000003330	Procavia_capensis
