ENSPVAP00000016230	ENSPVAG00000017203	Pteropus_vampyrus
ENSMLUP00000021382	ENSMLUG00000025578	Myotis_lucifugus
ENSBIXP00000027552	ENSBIXG00000008429	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBIXP00005042165	ENSBIXG00005025449	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBTAP00000054338	ENSBTAG00000047448	Bos_taurus
ENSCHIP00000008216	ENSCHIG00000011474	Capra_hircus
ENSTTRP00000005065	ENSTTRG00000005381	Tursiops_truncatus
ENSSSCP00000064223	ENSSSCG00000029752	Sus_scrofa_strain_reference
ENSCAFP00020022529	ENSCAFG00020017783	Canis_lupus_dingo
ENSCAFP00000042113	ENSCAFG00000016952	Canis_lupus_familiaris
ENSVVUP00000036410	ENSVVUG00000026104	Vulpes_vulpes
ENSNVIP00000032463	ENSNVIG00000025015	Neovison_vison
ENSMPUP00000019889	ENSMPUG00000020020	Mustela_putorius_furo
ENSPTIP00000006118	ENSPTIG00000008145	Panthera_tigris_altaica
ENSPPRP00000026987	ENSPPRG00000018112	Panthera_pardus
ENSFCAP00000011633	ENSFCAG00000012539	Felis_catus
ENSECAP00000002365	ENSECAG00000003481	Equus_caballus
ENSEASP00005019117	ENSEASG00005013161	Equus_asinus_asinus
ENSCCNP00000029574	ENSCCNG00000028331	Castor_canadensis
ENSDORP00000017489	ENSDORG00000027654	Dipodomys_ordii
ENSMUSP00000063016	ENSMUSG00000045165	Mus_musculus_strain_reference_(CL57BL6)
MGP_SPRETEiJ_P0085769	MGP_SPRETEiJ_G0031600	Mus_spretus_strain_SPRET/EiJ
ENSMSIP00000036550	ENSMSIG00000030433	Mus_spicilegus
MGP_CAROLIEiJ_P0082364	MGP_CAROLIEiJ_G0030486	Mus_caroli_strain_CAROLI_EIJ
MGP_PahariEiJ_P0019160	MGP_PahariEiJ_G0013696	Mus_pahari_strain_PAHARI_EIJ
ENSRNOP00000022765	ENSRNOG00000016978	Rattus_norvegicus
ENSMUGP00000014674	ENSMUGG00000012710	Meriones_unguiculatus
ENSCGRP00001001063	ENSCGRG00001000817	Cricetulus_griseus_CHOK1GS_HDv1
ENSCGRP00000015475	ENSCGRG00000011229	Cricetulus_griseus_CriGri_1.0
ENSMAUP00000009029	ENSMAUG00000010308	Mesocricetus_auratus
ENSMOCP00000009034	ENSMOCG00000009138	Microtus_ochrogaster
ENSPEMP00000033658	ENSPEMG00000028290	Peromyscus_maniculatus_bairdii
ENSCPOP00000027762	ENSCPOG00000039383	Cavia_porcellus
ENSCLAP00000016254	ENSCLAG00000011187	Chinchilla_lanigera
ENSSDAP00000010450	ENSSDAG00000009489	Spermophilus_dauricus
ENSSTOP00000022071	ENSSTOG00000028325	Ictidomys_tridecemlineatus
ENSMMMP00000027242	ENSMMMG00000023793	Marmota_marmota_marmota
ENSUPAP00010030010	ENSUPAG00010023581	Urocitellus_parryii
ENSOPRP00000014454	ENSOPRG00000015826	Ochotona_princeps
ENSTGEP00000015709	ENSTGEG00000012695	Theropithecus_gelada
ENSMLEP00000003784	ENSMLEG00000016617	Mandrillus_leucophaeus
ENSMMUP00000027925	ENSMMUG00000021210	Macaca_mulatta
ENSMNEP00000033997	ENSMNEG00000040219	Macaca_nemestrina
ENSCSAP00000018377	ENSCSAG00000018858	Chlorocebus_sabaeus
ENSPTEP00000024805	ENSPTEG00000025218	Piliocolobus_tephrosceles
ENSP00000327506	ENSG00000185905	Homo_sapiens
ENSGGOP00000007370	ENSGGOG00000007535	Gorilla_gorilla
ENSPTRP00000013615	ENSPTRG00000007965	Pan_troglodytes
ENSPPAP00000001573	ENSPPAG00000007164	Pan_paniscus
ENSPPYP00000008679	ENSPPYG00000007699	Pongo_abelii
ENSCJAP00000058876	ENSCJAG00000038222	Callithrix_jacchus
ENSMICP00000034631	ENSMICG00000029914	Microcebus_murinus
ENSPSMP00000009294	ENSPSMG00000006826	Prolemur_simus
ENSOGAP00000021486	ENSOGAG00000034744	Otolemur_garnettii
ENSLAFP00000020176	ENSLAFG00000008060	Loxodonta_africana
ENSPCAP00000009758	ENSPCAG00000010523	Procavia_capensis
ENSDNOP00000004040	ENSDNOG00000005217	Dasypus_novemcinctus
ENSVURP00010011912	ENSVURG00010009213	Vombatus_ursinus
ENSPCIP00000033885	ENSPCIG00000025120	Phascolarctos_cinereus
ENSMODP00000027723	ENSMODG00000022949	Monodelphis_domestica
ENSSHAP00000010531	ENSSHAG00000009090	Sarcophilus_harrisii
ENSOANP00000033218	ENSOANG00000029631	Ornithorhynchus_anatinus
ENSOANP00000023311	ENSOANG00000014802	Ornithorhynchus_anatinus
