ENSPVIP00000000517	ENSPVIG00000000487	Pogona_vitticeps	ENSPVIT00000000671
ENSACAP00000010546	ENSACAG00000010745	Anolis_carolinensis	ENSACAT00000010764
ENSNSUP00000026832	ENSNSUG00000019239	Notechis_scutatus
ENSSMRP00000010607	ENSSMRG00000008393	Salvator_merianae
ENSSPUP00000014325	ENSSPUG00000011039	Sphenodon_punctatus
ENSCPBP00000007349	ENSCPBG00000005779	Chrysemys_picta_bellii
ENSPCIP00000008450	ENSPCIG00000007001	Phascolarctos_cinereus
ENSVURP00010023426	ENSVURG00010017957	Vombatus_ursinus
ENSMODP00000051917	ENSMODG00000045995	Monodelphis_domestica
ENSSHAP00000008557	ENSSHAG00000007413	Sarcophilus_harrisii
ENSPCOP00000022883	ENSPCOG00000023560	Propithecus_coquereli
ENSMICP00000033403	ENSMICG00000036786	Microcebus_murinus
ENSPSMP00000009457	ENSPSMG00000006926	Prolemur_simus
ENSOGAP00000010180	ENSOGAG00000011361	Otolemur_garnettii
ENSCJAP00000073217	ENSCJAG00000042685	Callithrix_jacchus
ENSCJAP00000041710	ENSCJAG00000023188	Callithrix_jacchus
ENSSBOP00000013572	ENSSBOG00000023550	Saimiri_boliviensis_boliviensis
ENSCCAP00000015425	ENSCCAG00000025507	Cebus_capucinus_imitator
ENSANAP00000007741	ENSANAG00000021940	Aotus_nancymaae
ENSPPAP00000023414	ENSPPAG00000034888	Pan_paniscus
ENSPTRP00000013673	ENSPTRG00000008001	Pan_troglodytes
ENSP00000322524	ENSG00000179958	Homo_sapiens
ENSGGOP00000017001	ENSGGOG00000025004	Gorilla_gorilla
ENSPPYP00000008220	ENSPPYG00000007273	Pongo_abelii
ENSNLEP00000019200	ENSNLEG00000015836	Nomascus_leucogenys
ENSMNEP00000030740	ENSMNEG00000038808	Macaca_nemestrina
ENSMMUP00000065073	ENSMMUG00000063076	Macaca_mulatta
ENSMFAP00000005675	ENSMFAG00000002505	Macaca_fascicularis
ENSPANP00000014187	ENSPANG00000016525	Papio_anubis
ENSTGEP00000015290	ENSTGEG00000012391	Theropithecus_gelada
ENSMLEP00000002835	ENSMLEG00000011788	Mandrillus_leucophaeus
ENSCSAP00000002331	ENSCSAG00000006031	Chlorocebus_sabaeus
ENSRBIP00000040453	ENSRBIG00000043645	Rhinopithecus_bieti
ENSRROP00000032031	ENSRROG00000039683	Rhinopithecus_roxellana
ENSPTEP00000025181	ENSPTEG00000025541	Piliocolobus_tephrosceles
