ENSSFOP00015036300	ENSSFOG00015023102	Scleropages_formosus	ENSSFOT00015036692
ENSPKIP00000026061	ENSPKIG00000008693	Paramormyrops_kingsleyae	ENSPKIT00000006809
ENSDCDP00000034642	ENSDCDG00000023310	Denticeps_clupeoides	ENSDCDT00000044280
ENSCHAP00000020739	ENSCHAG00000010446	Clupea_harengus	ENSCHAT00000022668
ENSPNAP00000007820	ENSPNAG00000013517	Pygocentrus_nattereri	ENSPNAT00000001204
ENSAMXP00000029156	ENSAMXG00000030090	Astyanax_mexicanus_Astyanax_mexicanus-2.0	ENSAMXT00000035085
ENSIPUP00000014104	ENSIPUG00000009649	Ictalurus_punctatus	ENSIPUT00000014699
ENSEEEP00000038085	ENSEEEG00000018094	Electrophorus_electricus	ENSEEET00000038527
ENSDARP00000120303	ENSDARG00000078503	Danio_rerio
ENSGMOP00000011569	ENSGMOG00000010814	Gadus_morhua
ENSGMOP00000011554	ENSGMOG00000010796	Gadus_morhua
ENSATEP00000024507	ENSATEG00000017007	Anabas_testudineus
ENSBSLP00000013311	ENSBSLG00000007059	Betta_splendens
ENSMAMP00000018905	ENSMAMG00000012749	Mastacembelus_armatus
ENSSLDP00000020676	ENSSLDG00000016122	Seriola_lalandi_dorsalis
ENSSDUP00000005357	ENSSDUG00000003917	Seriola_dumerili
ENSSMAP00000004997	ENSSMAG00000003075	Scophthalmus_maximus
ENSGACP00000024937	ENSGACG00000018859	Gasterosteus_aculeatus
ENSGACP00000024933	ENSGACG00000018858	Gasterosteus_aculeatus
ENSTRUP00000045152	ENSTRUG00000017613	Takifugu_rubripes
ENSTNIP00000003998	ENSTNIG00000018058	Tetraodon_nigroviridis
ENSLBEP00000017792	ENSLBEG00000013720	Labrus_bergylta
ENSLCRP00005000899	ENSLCRG00005000482	Larimichthys_crocea
ENSCGOP00000000137	ENSCGOG00000000069	Cottoperca_gobio
ENSMMOP00000028402	ENSMMOG00000021448	Mola_mola
ENSMALP00000010346	ENSMALG00000007368	Monopterus_albus
ENSHCOP00000017039	ENSHCOG00000020902	Hippocampus_comes
ENSAOCP00000014233	ENSAOCG00000018888	Amphiprion_ocellaris
ENSAPEP00000016686	ENSAPEG00000011929	Amphiprion_percula
ENSAPOP00000024623	ENSAPOG00000007172	Acanthochromis_polyacanthus
ENSSPAP00000009396	ENSSPAG00000007145	Stegastes_partitus
ENSPRNP00000000082	ENSPRNG00000000050	Parambassis_ranga
ENSGWIP00000047198	ENSGWIG00000023239	Gouania_willdenowi
ENSACLP00000032672	ENSACLG00000022146	Astatotilapia_calliptera
ENSMZEP00005008307	ENSMZEG00005006338	Maylandia_zebra
ENSHBUP00000015546	ENSHBUG00000017442	Haplochromis_burtoni
ENSPNYP00000005996	ENSPNYG00000004633	Pundamilia_nyererei
ENSNBRP00000031839	ENSNBRG00000024194	Neolamprologus_brichardi
ENSACIP00000025648	ENSACIG00000019837	Amphilophus_citrinellus
ENSCVAP00000014665	ENSCVAG00000017339	Cyprinodon_variegatus
ENSCVAP00000014680	ENSCVAG00000017343	Cyprinodon_variegatus
ENSXCOP00000019318	ENSXCOG00000014528	Xiphophorus_couchianus
ENSXMAP00000040064	ENSXMAG00000012476	Xiphophorus_maculatus
ENSGAFP00000026980	ENSGAFG00000018226	Gambusia_affinis
ENSPFOP00000018670	ENSPFOG00000018541	Poecilia_formosa
ENSPLAP00000028235	ENSPLAG00000017465	Poecilia_latipinna
ENSPMEP00000017012	ENSPMEG00000019761	Poecilia_mexicana
ENSPREP00000000462	ENSPREG00000000346	Poecilia_reticulata
ENSFHEP00000008651	ENSFHEG00000009927	Fundulus_heteroclitus
ENSKMAP00000022938	ENSKMAG00000017016	Kryptolebias_marmoratus
ENSORLP00020005379	ENSORLG00020006189	Oryzias_latipes_ASM223471v1
ENSORLP00000014280	ENSORLG00000011404	Oryzias_latipes_ASM223467v1
ENSORLP00015003903	ENSORLG00015004650	Oryzias_latipes_ASM223469v1
ENSOMEP00000027098	ENSOMEG00000009355	Oryzias_melastigma
ENSELUP00000035730	ENSELUG00000014806	Esox_lucius
ENSHHUP00000001887	ENSHHUG00000001237	Hucho_hucho
ENSHHUP00000049086	ENSHHUG00000029747	Hucho_hucho
ENSHHUP00000026036	ENSHHUG00000016463	Hucho_hucho
ENSHHUP00000026987	ENSHHUG00000017100	Hucho_hucho
ENSPMGP00000001375	ENSPMGG00000001243	Periophthalmus_magnuspinnatus
ENSLOCP00000011029	ENSLOCG00000009044	Lepisosteus_oculatus
ENSECRP00000028277	ENSECRG00000019118	Erpetoichthys_calabaricus
