ENSAOWP00000018209	ENSAOWG00000012440	Apteryx_owenii
ENSDNVP00000007505	ENSDNVG00000005350	Dromaius_novaehollandiae
ENSNPEP00000016597	ENSNPEG00000012356	Nothoprocta_perdicaria
ENSABRP00000012300	ENSABRG00000011018	Anser_brachyrhynchus
ENSAPLP00000023463	ENSAPLG00000023805	Anas_platyrhynchos_platyrhynchos
ENSNMEP00000003998	ENSNMEG00000004462	Numida_meleagris
ENSARWP00000008936	ENSARWG00000006248	Apteryx_rowi
ENSAHAP00000017021	ENSAHAG00000012140	Apteryx_haastii
ENSABRP00000012324	ENSABRG00000011057	Anser_brachyrhynchus
ENSGALP00000066082	ENSGALG00000048461	Gallus_gallus
ENSAHAP00000017013	ENSAHAG00000012136	Apteryx_haastii
ENSGAFP00000017163	ENSGAFG00000011601	Gambusia_affinis
ENSXMAP00000003302	ENSXMAG00000003286	Xiphophorus_maculatus
ENSFHEP00000029307	ENSFHEG00000013950	Fundulus_heteroclitus
ENSAPOP00000018132	ENSAPOG00000021453	Acanthochromis_polyacanthus
ENSCHAP00000025246	ENSCHAG00000012104	Clupea_harengus
ENSCPBP00000018319	ENSCPBG00000013367	Chrysemys_picta_bellii
ENSPCIP00000011810	ENSPCIG00000009433	Phascolarctos_cinereus
ENSLACP00000005680	ENSLACG00000005046	Latimeria_chalumnae
ENSIPUP00000027491	ENSIPUG00000018622	Ictalurus_punctatus
ENSJHYP00000000953	ENSJHYG00000000844	Junco_hyemalis
ENSSCAP00000011410	ENSSCAG00000008564	Serinus_canaria
ENSCCEP00000013081	ENSCCEG00000012580	Cyanistes_caeruleus
ENSPMJP00000015497	ENSPMJG00000011781	Parus_major
ENSFALP00000015043	ENSFALG00000014428	Ficedula_albicollis
ENSCPBP00000027802	ENSCPBG00000019626	Chrysemys_picta_bellii
ENSGAGP00000032121	ENSGAGG00000023013	Gopherus_agassizii
ENSPVIP00000014848	ENSPVIG00000011446	Pogona_vitticeps
ENSLACP00000012822	ENSLACG00000011291	Latimeria_chalumnae
ENSLOCP00000022426	ENSLOCG00000018325	Lepisosteus_oculatus
ENSECRP00000020367	ENSECRG00000013676	Erpetoichthys_calabaricus
ENSDCDP00000061506	ENSDCDG00000035076	Denticeps_clupeoides
ENSDARP00000141614	ENSDARG00000099168	Danio_rerio
ENSGACP00000022020	ENSGACG00000016679	Gasterosteus_aculeatus
ENSLBEP00000019340	ENSLBEG00000014871	Labrus_bergylta
ENSATEP00000029214	ENSATEG00000020158	Anabas_testudineus
ENSSPAP00000007661	ENSSPAG00000005859	Stegastes_partitus
ENSAPOP00000034125	ENSAPOG00000023162	Acanthochromis_polyacanthus
ENSPRNP00000055652	ENSPRNG00000026065	Parambassis_ranga
ENSPREP00000015926	ENSPREG00000010742	Poecilia_reticulata
ENSPFOP00000020304	ENSPFOG00000020177	Poecilia_formosa
ENSGMOP00000021444	ENSGMOG00000019957	Gadus_morhua
ENSMAMP00000027640	ENSMAMG00000018591	Mastacembelus_armatus
ENSTNIP00000007707	ENSTNIG00000005041	Tetraodon_nigroviridis
ENSPMEP00000011553	ENSPMEG00000000275	Poecilia_mexicana
ENSPFOP00000008711	ENSPFOG00000008659	Poecilia_formosa
ENSPREP00000015495	ENSPREG00000010452	Poecilia_reticulata
ENSGAFP00000004443	ENSGAFG00000003027	Gambusia_affinis
ENSOMEP00000028631	ENSOMEG00000011818	Oryzias_melastigma
ENSAPEP00000001966	ENSAPEG00000001461	Amphiprion_percula
ENSAOCP00000025136	ENSAOCG00000012503	Amphiprion_ocellaris
ENSAPOP00000011124	ENSAPOG00000013660	Acanthochromis_polyacanthus
ENSSMAP00000018414	ENSSMAG00000011266	Scophthalmus_maximus
ENSCSEP00000029095	ENSCSEG00000018631	Cynoglossus_semilaevis
ENSLCAP00010035244	ENSLCAG00010016522	Lates_calcarifer
ENSGACP00000001500	ENSGACG00000001159	Gasterosteus_aculeatus
ENSLBEP00000020524	ENSLBEG00000015800	Labrus_bergylta
ENSBSLP00000025260	ENSBSLG00000012716	Betta_splendens
ENSGWIP00000011338	ENSGWIG00000006656	Gouania_willdenowi
ENSABRP00000021665	ENSABRG00000018371	Anser_brachyrhynchus
ENSAPLP00000011370	ENSAPLG00000011628	Anas_platyrhynchos_platyrhynchos
ENSMUNP00000004342	ENSMUNG00000003624	Melopsittacus_undulatus
ENSDNVP00000010753	ENSDNVG00000007600	Dromaius_novaehollandiae
ENSCPBP00000008720	ENSCPBG00000006778	Chrysemys_picta_bellii
ENSOANP00000023220	ENSOANG00000014739	Ornithorhynchus_anatinus
ENSBTAP00000056638	ENSBTAG00000046046	Bos_taurus
ENSPMAP00000011346	ENSPMAG00000010365	Petromyzon_marinus
ENSCINP00000010077	ENSCING00000004875	Ciona_intestinalis
FBpp0071588	FBgn0034655	Drosophila_melanogaster
