ENSAMXP00000003601	ENSAMXG00000003525	Astyanax_mexicanus_Astyanax_mexicanus-2.0	ENSAMXT00000003601
ENSPNAP00000006580	ENSPNAG00000002304	Pygocentrus_nattereri	ENSPNAT00000003309
ENSIPUP00000012891	ENSIPUG00000008794	Ictalurus_punctatus	ENSIPUT00000013430
ENSDARP00000117050	ENSDARG00000094286	Danio_rerio
ENSHCOP00000017927	ENSHCOG00000002102	Hippocampus_comes
ENSPMGP00000024931	ENSPMGG00000020153	Periophthalmus_magnuspinnatus
ENSMZEP00005022179	ENSMZEG00005016637	Maylandia_zebra
ENSHBUP00000035259	ENSHBUG00000023301	Haplochromis_burtoni
ENSACLP00000022084	ENSACLG00000014998	Astatotilapia_calliptera
ENSNBRP00000027161	ENSNBRG00000020721	Neolamprologus_brichardi
ENSACIP00000013340	ENSACIG00000010384	Amphilophus_citrinellus
ENSLBEP00000032815	ENSLBEG00000024731	Labrus_bergylta
ENSMMOP00000021855	ENSMMOG00000016623	Mola_mola
ENSTRUP00000055471	ENSTRUG00000019842	Takifugu_rubripes
ENSFHEP00000002658	ENSFHEG00000003476	Fundulus_heteroclitus
ENSCVAP00000010584	ENSCVAG00000012743	Cyprinodon_variegatus
ENSXMAP00000005949	ENSXMAG00000005941	Xiphophorus_maculatus
ENSXCOP00000008772	ENSXCOG00000006694	Xiphophorus_couchianus
ENSGAFP00000006228	ENSGAFG00000004233	Gambusia_affinis
ENSPFOP00000010124	ENSPFOG00000010165	Poecilia_formosa
ENSPMEP00000025715	ENSPMEG00000008903	Poecilia_mexicana
ENSPLAP00000026981	ENSPLAG00000015210	Poecilia_latipinna
ENSPREP00000033895	ENSPREG00000022962	Poecilia_reticulata
ENSORLP00020003600	ENSORLG00020004390	Oryzias_latipes_ASM223471v1
ENSORLP00015008747	ENSORLG00015009553	Oryzias_latipes_ASM223469v1
ENSORLP00000044469	ENSORLG00000030532	Oryzias_latipes_ASM223467v1
ENSOMEP00000001493	ENSOMEG00000002386	Oryzias_melastigma
ENSMAMP00000024695	ENSMAMG00000016604	Mastacembelus_armatus
ENSMALP00000024841	ENSMALG00000017290	Monopterus_albus
ENSATEP00000023035	ENSATEG00000015974	Anabas_testudineus
ENSSLDP00000023944	ENSSLDG00000018673	Seriola_lalandi_dorsalis
ENSSDUP00000014782	ENSSDUG00000010800	Seriola_dumerili
ENSSMAP00000023051	ENSSMAG00000014064	Scophthalmus_maximus
ENSSFOP00015012813	ENSSFOG00015008259	Scleropages_formosus
ENSLOCP00000004581	ENSLOCG00000003836	Lepisosteus_oculatus
ENSLACP00000020416	ENSLACG00000017944	Latimeria_chalumnae
