ENSPCIP00000009806	ENSPCIG00000008000	Phascolarctos_cinereus
ENSVURP00010005473	ENSVURG00010003693	Vombatus_ursinus
ENSMEUP00000005769	ENSMEUG00000006319	Notamacropus_eugenii
ENSMODP00000059560	ENSMODG00000051385	Monodelphis_domestica
ENSUAMP00000030395	ENSUAMG00000023336	Ursus_americanus
ENSAMEP00000018932	ENSAMEG00000017883	Ailuropoda_melanoleuca
ENSNVIP00000024812	ENSNVIG00000019160	Neovison_vison
ENSMPUP00000012744	ENSMPUG00000012842	Mustela_putorius_furo
ENSUMAP00000003855	ENSUMAG00000003176	Ursus_maritimus
ENSCAFP00020017926	ENSCAFG00020014353	Canis_lupus_dingo
ENSCAFP00000021202	ENSCAFG00000014367	Canis_lupus_familiaris
ENSVVUP00000041827	ENSVVUG00000029752	Vulpes_vulpes
ENSPPRP00000003740	ENSPPRG00000000103	Panthera_pardus
ENSPTIP00000003390	ENSPTIG00000006143	Panthera_tigris_altaica
ENSFCAP00000001846	ENSFCAG00000001997	Felis_catus
ENSECAP00000017627	ENSECAG00000019827	Equus_caballus
ENSSSCP00000046868	ENSSSCG00000013025	Sus_scrofa_strain_reference	ENSSSCT00000056982
ENSTTRP00000008286	ENSTTRG00000008738	Tursiops_truncatus
ENSBTAP00000074253	ENSBTAG00000018762	Bos_taurus
ENSBIXP00000002991	ENSBIXG00000009419	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBMUP00000018802	ENSBMUG00000014246	Bos_mutus
ENSBIXP00005033188	ENSBIXG00005013917	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBBBP00000025121	ENSBBBG00000005486	Bison_bison_bison
ENSCHIP00000003534	ENSCHIG00000007682	Capra_hircus
ENSEEUP00000009193	ENSEEUG00000010069	Erinaceus_europaeus
ENSPTRP00000047985	ENSPTRG00000003841	Pan_troglodytes
ENSPPAP00000016650	ENSPPAG00000031436	Pan_paniscus
ENSP00000366797	ENSG00000197891	Homo_sapiens
ENSGGOP00000003530	ENSGGOG00000003591	Gorilla_gorilla
ENSPPYP00000003586	ENSPPYG00000003102	Pongo_abelii
ENSNLEP00000027463	ENSNLEG00000005070	Nomascus_leucogenys
ENSRBIP00000031263	ENSRBIG00000039478	Rhinopithecus_bieti
ENSRROP00000011023	ENSRROG00000029881	Rhinopithecus_roxellana
ENSCANP00000039853	ENSCANG00000043606	Colobus_angolensis_palliatus
ENSPTEP00000019298	ENSPTEG00000020643	Piliocolobus_tephrosceles
ENSMLEP00000004887	ENSMLEG00000022071	Mandrillus_leucophaeus
ENSPANP00000004921	ENSPANG00000009833	Papio_anubis
ENSTGEP00000014450	ENSTGEG00000011736	Theropithecus_gelada
ENSCATP00000042139	ENSCATG00000043695	Cercocebus_atys
ENSMFAP00000003608	ENSMFAG00000001521	Macaca_fascicularis
ENSMMUP00000029744	ENSMMUG00000022594	Macaca_mulatta
ENSMNEP00000025198	ENSMNEG00000036100	Macaca_nemestrina
ENSCSAP00000003499	ENSCSAG00000007232	Chlorocebus_sabaeus
ENSCCAP00000006571	ENSCCAG00000021030	Cebus_capucinus_imitator
ENSSBOP00000013987	ENSSBOG00000023751	Saimiri_boliviensis_boliviensis
ENSCJAP00000005415	ENSCJAG00000002977	Callithrix_jacchus
ENSANAP00000040015	ENSANAG00000037377	Aotus_nancymaae
ENSTSYP00000033885	ENSTSYG00000037000	Carlito_syrichta
ENSPCOP00000012963	ENSPCOG00000018089	Propithecus_coquereli
ENSMICP00000008022	ENSMICG00000008804	Microcebus_murinus
ENSPSMP00000003991	ENSPSMG00000003182	Prolemur_simus
ENSOGAP00000001206	ENSOGAG00000001354	Otolemur_garnettii
ENSCCNP00000025929	ENSCCNG00000025230	Castor_canadensis
ENSDORP00000015488	ENSDORG00000016462	Dipodomys_ordii
ENSCGRP00015016146	ENSCGRG00015012403	Cricetulus_griseus_CriGri-PICR
ENSCGRP00001027246	ENSCGRG00001024306	Cricetulus_griseus_CHOK1GS_HDv1
ENSCGRP00000009801	ENSCGRG00000007179	Cricetulus_griseus_CriGri_1.0
ENSMAUP00000013425	ENSMAUG00000013474	Mesocricetus_auratus
ENSMOCP00000020785	ENSMOCG00000018357	Microtus_ochrogaster
ENSPEMP00000012363	ENSPEMG00000012720	Peromyscus_maniculatus_bairdii
ENSMUSP00000109078	ENSMUSG00000061742	Mus_musculus_strain_reference_(CL57BL6)
ENSMSIP00000035993	ENSMSIG00000029959	Mus_spicilegus
MGP_SPRETEiJ_P0049847	MGP_SPRETEiJ_G0023522	Mus_spretus_strain_SPRET/EiJ
