ENSPVAP00000011267	ENSPVAG00000011956	Pteropus_vampyrus
ENSMLUP00000007254	ENSMLUG00000007929	Myotis_lucifugus
ENSBIXP00000013345	ENSBIXG00000018281	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBTAP00000058056	ENSBTAG00000054572	Bos_taurus
ENSBIXP00005022281	ENSBIXG00005025215	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSCHIP00000017161	ENSCHIG00000017121	Capra_hircus
ENSOARP00000003656	ENSOARG00000003426	Ovis_aries
ENSBMUP00000020405	ENSBMUG00000015374	Bos_mutus
ENSBBBP00000016773	ENSBBBG00000007741	Bison_bison_bison
ENSSSCP00000003607	ENSSSCG00000003326	Sus_scrofa_strain_reference
ENSTTRP00000010723	ENSTTRG00000011304	Tursiops_truncatus
ENSUAMP00000011759	ENSUAMG00000009540	Ursus_americanus
ENSUAMP00000011762	ENSUAMG00000009542	Ursus_americanus	ENSUAMT00000013216
ENSUMAP00000005330	ENSUMAG00000004222	Ursus_maritimus	ENSUMAT00000006440
ENSAMEP00000005255	ENSAMEG00000004963	Ailuropoda_melanoleuca	ENSAMET00000005471
ENSNVIP00000016622	ENSNVIG00000013035	Neovison_vison	ENSNVIT00000019390
ENSMPUP00000006402	ENSMPUG00000006457	Mustela_putorius_furo
ENSCAFP00000039181	ENSCAFG00000029153	Canis_lupus_familiaris
ENSVVUP00000039206	ENSVVUG00000027934	Vulpes_vulpes
ENSFCAP00000038491	ENSFCAG00000033639	Felis_catus
ENSECAP00000036324	ENSECAG00000016802	Equus_caballus
ENSEASP00005030036	ENSEASG00005020439	Equus_asinus_asinus
ENSSARP00000011984	ENSSARG00000013267	Sorex_araneus
ENSEEUP00000007296	ENSEEUG00000007990	Erinaceus_europaeus
ENSPPAP00000005962	ENSPPAG00000023992	Pan_paniscus
ENSPTRP00000055316	ENSPTRG00000023511	Pan_troglodytes
ENSP00000326581	ENSG00000198300	Homo_sapiens
ENSGGOP00000004993	ENSGGOG00000005093	Gorilla_gorilla
ENSPPYP00000011713	ENSPPYG00000010455	Pongo_abelii
ENSNLEP00000024206	ENSNLEG00000027048	Nomascus_leucogenys
ENSRBIP00000012428	ENSRBIG00000030167	Rhinopithecus_bieti
ENSRROP00000040522	ENSRROG00000043520	Rhinopithecus_roxellana
ENSCANP00000011629	ENSCANG00000029185	Colobus_angolensis_palliatus
ENSCATP00000010947	ENSCATG00000029691	Cercocebus_atys
ENSMLEP00000024755	ENSMLEG00000036552	Mandrillus_leucophaeus
ENSMFAP00000004585	ENSMFAG00000001977	Macaca_fascicularis
ENSMMUP00000064292	ENSMMUG00000055669	Macaca_mulatta
ENSMNEP00000027077	ENSMNEG00000036930	Macaca_nemestrina
ENSPANP00000010609	ENSPANG00000014916	Papio_anubis
ENSCSAP00000016364	ENSCSAG00000001662	Chlorocebus_sabaeus
ENSCCAP00000006512	ENSCCAG00000020951	Cebus_capucinus_imitator
ENSSBOP00000011105	ENSSBOG00000022382	Saimiri_boliviensis_boliviensis
ENSCJAP00000018480	ENSCJAG00000010044	Callithrix_jacchus
ENSANAP00000001774	ENSANAG00000014758	Aotus_nancymaae
ENSTSYP00000025713	ENSTSYG00000010518	Carlito_syrichta
ENSMICP00000029677	ENSMICG00000027819	Microcebus_murinus
ENSPCOP00000012425	ENSPCOG00000017786	Propithecus_coquereli
ENSPSMP00000024702	ENSPSMG00000017412	Prolemur_simus
ENSOGAP00000009725	ENSOGAG00000010865	Otolemur_garnettii
ENSSTOP00000017161	ENSSTOG00000028583	Ictidomys_tridecemlineatus
ENSUPAP00010005482	ENSUPAG00010004435	Urocitellus_parryii
ENSSDAP00000020482	ENSSDAG00000018622	Spermophilus_dauricus
ENSMMMP00000000361	ENSMMMG00000000335	Marmota_marmota_marmota
