ENSACAP00000007667	ENSACAG00000007753	Anolis_carolinensis
ENSPVIP00000017050	ENSPVIG00000013153	Pogona_vitticeps
ENSNSUP00000007057	ENSNSUG00000005573	Notechis_scutatus
ENSSMRP00000017219	ENSSMRG00000013422	Salvator_merianae
ENSSPUP00000006115	ENSSPUG00000004699	Sphenodon_punctatus
ENSCABP00000020796	ENSCABG00000015245	Chelonoidis_abingdonii
ENSCPBP00000015491	ENSCPBG00000011353	Chrysemys_picta_bellii
ENSGAGP00000028108	ENSGAGG00000020260	Gopherus_agassizii
ENSPSIP00000016286	ENSPSIG00000014488	Pelodiscus_sinensis
ENSCPRP00005005819	ENSCPRG00005004176	Crocodylus_porosus
ENSNMEP00000006976	ENSNMEG00000007086	Numida_meleagris
ENSGALP00000065094	ENSGALG00000054823	Gallus_gallus
ENSAPLP00000023836	ENSAPLG00000006653	Anas_platyrhynchos_platyrhynchos
ENSTGUP00000015287	ENSTGUG00000014911	Taeniopygia_guttata
ENSLSDP00000016730	ENSLSDG00000011569	Lonchura_striata_domestica
ENSSCAP00000018127	ENSSCAG00000012986	Serinus_canaria
ENSJHYP00000012911	ENSJHYG00000009829	Junco_hyemalis
ENSPMJP00000000137	ENSPMJG00000000101	Parus_major
ENSCCEP00000022199	ENSCCEG00000019968	Cyanistes_caeruleus
ENSFALP00000011293	ENSFALG00000010825	Ficedula_albicollis
ENSLCOP00000002123	ENSLCOG00000001577	Lepidothrix_coronata
ENSCPGP00000022951	ENSCPGG00000015924	Calidris_pygmaea
ENSCPUP00000012137	ENSCPUG00000008575	Calidris_pugnax
ENSARWP00000007412	ENSARWG00000004777	Apteryx_rowi
ENSAOWP00000028581	ENSAOWG00000019255	Apteryx_owenii
ENSNPEP00000017212	ENSNPEG00000012308	Nothoprocta_perdicaria
ENSMUNP00000002383	ENSMUNG00000002115	Melopsittacus_undulatus
ENSEEUP00000001771	ENSEEUG00000001951	Erinaceus_europaeus
ENSSSCP00000027016	ENSSSCG00000021534	Sus_scrofa_strain_reference
ENSOPRP00000009766	ENSOPRG00000010700	Ochotona_princeps
