ENSSMRP00000000002	ENSSMRG00000000004	Salvator_merianae
ENSPVIP00000016982	ENSPVIG00000013110	Pogona_vitticeps
ENSNSUP00000003917	ENSNSUG00000003146	Notechis_scutatus
ENSSPUP00000013823	ENSSPUG00000010650	Sphenodon_punctatus
ENSAHAP00000016908	ENSAHAG00000012041	Apteryx_haastii	ENSAHAT00000018693
ENSAOWP00000000769	ENSAOWG00000000597	Apteryx_owenii	ENSAOWT00000000873
ENSARWP00000009677	ENSARWG00000006757	Apteryx_rowi	ENSARWT00000011030
ENSDNVP00000004762	ENSDNVG00000003407	Dromaius_novaehollandiae	ENSDNVT00000005719
ENSNPEP00000005860	ENSNPEG00000004417	Nothoprocta_perdicaria	ENSNPET00000006005
ENSMGAP00000000576	ENSMGAG00000001172	Meleagris_gallopavo
ENSCJPP00005019518	ENSCJPG00005015812	Coturnix_japonica
ENSNMEP00000000337	ENSNMEG00000000468	Numida_meleagris
ENSABRP00000021755	ENSABRG00000018475	Anser_brachyrhynchus
ENSAPLP00000015925	ENSAPLG00000016041	Anas_platyrhynchos_platyrhynchos
ENSJHYP00000022083	ENSJHYG00000016662	Junco_hyemalis
ENSSCAP00000014412	ENSSCAG00000010588	Serinus_canaria
ENSLSDP00000020920	ENSLSDG00000014804	Lonchura_striata_domestica
ENSTGUP00000002541	ENSTGUG00000002470	Taeniopygia_guttata
ENSFALP00000005271	ENSFALG00000005066	Ficedula_albicollis
ENSPMJP00000020321	ENSPMJG00000015145	Parus_major
ENSLCOP00000004149	ENSLCOG00000003148	Lepidothrix_coronata
ENSMUNP00000021671	ENSMUNG00000016326	Melopsittacus_undulatus
ENSCPGP00000006783	ENSCPGG00000004864	Calidris_pygmaea
ENSCPRP00005015859	ENSCPRG00005011100	Crocodylus_porosus
ENSGAGP00000001225	ENSGAGG00000000984	Gopherus_agassizii
ENSCABP00000000290	ENSCABG00000000277	Chelonoidis_abingdonii
ENSCPBP00000027108	ENSCPBG00000019205	Chrysemys_picta_bellii
ENSPSIP00000000678	ENSPSIG00000000679	Pelodiscus_sinensis
ENSVURP00010007522	ENSVURG00010005802	Vombatus_ursinus
ENSPCIP00000031970	ENSPCIG00000023728	Phascolarctos_cinereus
ENSSHAP00000007453	ENSSHAG00000006477	Sarcophilus_harrisii
ENSMODP00000021642	ENSMODG00000017341	Monodelphis_domestica
ENSPSMP00000009494	ENSPSMG00000006957	Prolemur_simus
ENSMICP00000028507	ENSMICG00000035200	Microcebus_murinus
ENSOGAP00000015645	ENSOGAG00000029327	Otolemur_garnettii
ENSCCAP00000028944	ENSCCAG00000032493	Cebus_capucinus_imitator
ENSCJAP00000020464	ENSCJAG00000011094	Callithrix_jacchus
ENSANAP00000031781	ENSANAG00000033633	Aotus_nancymaae
ENSTGEP00000007098	ENSTGEG00000005816	Theropithecus_gelada
ENSPANP00000029744	ENSPANG00000031205	Papio_anubis
ENSCATP00000006747	ENSCATG00000020813	Cercocebus_atys
ENSMMUP00000006687	ENSMMUG00000005046	Macaca_mulatta
ENSMFAP00000020306	ENSMFAG00000033138	Macaca_fascicularis
ENSMNEP00000005303	ENSMNEG00000024181	Macaca_nemestrina
ENSCSAP00000019180	ENSCSAG00000019684	Chlorocebus_sabaeus
ENSPTEP00000024545	ENSPTEG00000025008	Piliocolobus_tephrosceles
ENSRBIP00000020231	ENSRBIG00000034110	Rhinopithecus_bieti
ENSPTRP00000092647	ENSPTRG00000047869	Pan_troglodytes
ENSP00000412388	ENSG00000232434	Homo_sapiens
ENSGGOP00000024980	ENSGGOG00000023762	Gorilla_gorilla
ENSNLEP00000010402	ENSNLEG00000008535	Nomascus_leucogenys
ENSMUSP00000109855	ENSMUSG00000029419	Mus_musculus_strain_reference_(CL57BL6)
ENSMSIP00000026631	ENSMSIG00000022471	Mus_spicilegus
MGP_SPRETEiJ_P0052253	MGP_SPRETEiJ_G0024202	Mus_spretus_strain_SPRET/EiJ
MGP_CAROLIEiJ_P0050227	MGP_CAROLIEiJ_G0023285	Mus_caroli_strain_CAROLI_EIJ
MGP_PahariEiJ_P0061248	MGP_PahariEiJ_G0024743	Mus_pahari_strain_PAHARI_EIJ
ENSRNOP00000049690	ENSRNOG00000033863	Rattus_norvegicus
ENSMUGP00000006485	ENSMUGG00000005982	Meriones_unguiculatus
ENSPEMP00000011708	ENSPEMG00000012270	Peromyscus_maniculatus_bairdii
ENSMOCP00000020575	ENSMOCG00000018216	Microtus_ochrogaster
ENSCGRP00001008379	ENSCGRG00001010678	Cricetulus_griseus_CHOK1GS_HDv1
ENSCGRP00015010155	ENSCGRG00015007834	Cricetulus_griseus_CriGri-PICR
ENSMAUP00000011685	ENSMAUG00000012200	Mesocricetus_auratus
ENSNGAP00000016792	ENSNGAG00000017416	Nannospalax_galili
ENSJJAP00000007754	ENSJJAG00000012091	Jaculus_jaculus
ENSCCNP00000021985	ENSCCNG00000021686	Castor_canadensis
ENSUPAP00010008071	ENSUPAG00010006500	Urocitellus_parryii
ENSSTOP00000021295	ENSSTOG00000026589	Ictidomys_tridecemlineatus
ENSCLAP00000009741	ENSCLAG00000006750	Chinchilla_lanigera
ENSHGLP00000015548	ENSHGLG00000011128	Heterocephalus_glaber_HetGla_female_1.0
ENSODEP00000021266	ENSODEG00000015654	Octodon_degus
ENSUAMP00000001817	ENSUAMG00000001702	Ursus_americanus
ENSAMEP00000013942	ENSAMEG00000013247	Ailuropoda_melanoleuca
ENSCAFP00020003211	ENSCAFG00020002731	Canis_lupus_dingo
ENSVVUP00000036327	ENSVVUG00000026054	Vulpes_vulpes
ENSPPRP00000021278	ENSPPRG00000012136	Panthera_pardus
ENSEASP00005025649	ENSEASG00005017499	Equus_asinus_asinus
ENSECAP00000037310	ENSECAG00000034885	Equus_caballus
ENSBIXP00000003262	ENSBIXG00000009668	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBIXP00005045271	ENSBIXG00005005128	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBTAP00000052147	ENSBTAG00000039708	Bos_taurus
ENSCHIP00000020382	ENSCHIG00000019068	Capra_hircus
ENSSARP00000003822	ENSSARG00000004218	Sorex_araneus
ENSBMUP00000002107	ENSBMUG00000001667	Bos_mutus
ENSETEP00000016566	ENSETEG00000020385	Echinops_telfairi
ENSDNOP00000033183	ENSDNOG00000034824	Dasypus_novemcinctus
ENSXETP00000039018	ENSXETG00000018605	Xenopus_tropicalis
ENSLACP00000006206	ENSLACG00000005503	Latimeria_chalumnae
ENSSFOP00015027017	ENSSFOG00015017362	Scleropages_formosus
ENSPKIP00000009821	ENSPKIG00000024776	Paramormyrops_kingsleyae
ENSDCDP00000057726	ENSDCDG00000033655	Denticeps_clupeoides
ENSCHAP00000010908	ENSCHAG00000006216	Clupea_harengus
ENSAMXP00005016776	ENSAMXG00005008747	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSAMXP00000026759	ENSAMXG00000026054	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSPNAP00000037081	ENSPNAG00000028419	Pygocentrus_nattereri
ENSEEEP00000041288	ENSEEEG00000019538	Electrophorus_electricus
ENSDARP00000101303	ENSDARG00000076873	Danio_rerio
ENSHHUP00000033020	ENSHHUG00000020896	Hucho_hucho
ENSHHUP00000073051	ENSHHUG00000042891	Hucho_hucho
ENSELUP00000039032	ENSELUG00000019048	Esox_lucius
ENSTNIP00000007580	ENSTNIG00000004916	Tetraodon_nigroviridis
ENSTRUP00000019300	ENSTRUG00000007763	Takifugu_rubripes
ENSHCOP00000012097	ENSHCOG00000015071	Hippocampus_comes
ENSCSEP00000028497	ENSCSEG00000018236	Cynoglossus_semilaevis
ENSXMAP00000030660	ENSXMAG00000028944	Xiphophorus_maculatus
ENSXCOP00000020693	ENSXCOG00000015515	Xiphophorus_couchianus
ENSGAFP00000012179	ENSGAFG00000008232	Gambusia_affinis
ENSPFOP00000020469	ENSPFOG00000020343	Poecilia_formosa
ENSPMEP00000021452	ENSPMEG00000001406	Poecilia_mexicana
ENSPLAP00000009482	ENSPLAG00000012240	Poecilia_latipinna
ENSPREP00000016320	ENSPREG00000011039	Poecilia_reticulata
ENSFHEP00000021730	ENSFHEG00000001670	Fundulus_heteroclitus
ENSCVAP00000011627	ENSCVAG00000013914	Cyprinodon_variegatus
ENSKMAP00000002826	ENSKMAG00000002173	Kryptolebias_marmoratus
ENSORLP00000044164	ENSORLG00000029723	Oryzias_latipes_ASM223467v1
ENSORLP00020002256	ENSORLG00020002994	Oryzias_latipes_ASM223471v1
ENSORLP00015032346	ENSORLG00015017120	Oryzias_latipes_ASM223469v1
ENSOMEP00000012767	ENSOMEG00000014171	Oryzias_melastigma
ENSGWIP00000013350	ENSGWIG00000007632	Gouania_willdenowi
ENSMZEP00005012534	ENSMZEG00005009420	Maylandia_zebra
ENSACLP00000019480	ENSACLG00000013250	Astatotilapia_calliptera
ENSPNYP00000025096	ENSPNYG00000018946	Pundamilia_nyererei
ENSHBUP00000013575	ENSHBUG00000015378	Haplochromis_burtoni
ENSNBRP00000009996	ENSNBRG00000007788	Neolamprologus_brichardi
ENSONIP00000013704	ENSONIG00000010890	Oreochromis_niloticus
ENSACIP00000026986	ENSACIG00000020916	Amphilophus_citrinellus
ENSPRNP00000003471	ENSPRNG00000002073	Parambassis_ranga
ENSLCRP00005011814	ENSLCRG00005005292	Larimichthys_crocea
ENSCGOP00000012220	ENSCGOG00000006035	Cottoperca_gobio
ENSAPEP00000014559	ENSAPEG00000010388	Amphiprion_percula
ENSAOCP00000029537	ENSAOCG00000019876	Amphiprion_ocellaris
ENSAPOP00000032659	ENSAPOG00000020718	Acanthochromis_polyacanthus
ENSSPAP00000016471	ENSSPAG00000012423	Stegastes_partitus
ENSSLDP00000016296	ENSSLDG00000012927	Seriola_lalandi_dorsalis
ENSSDUP00000031064	ENSSDUG00000022348	Seriola_dumerili
ENSLCAP00010052869	ENSLCAG00010024598	Lates_calcarifer
ENSSMAP00000006632	ENSSMAG00000004100	Scophthalmus_maximus
ENSMALP00000029111	ENSMALG00000020148	Monopterus_albus
ENSLBEP00000030884	ENSLBEG00000023336	Labrus_bergylta
ENSMMOP00000020545	ENSMMOG00000015626	Mola_mola
ENSGACP00000015838	ENSGACG00000011968	Gasterosteus_aculeatus
ENSATEP00000030236	ENSATEG00000020879	Anabas_testudineus
ENSBSLP00000045389	ENSBSLG00000021647	Betta_splendens
ENSMAMP00000008972	ENSMAMG00000006068	Mastacembelus_armatus
ENSPMGP00000028732	ENSPMGG00000023129	Periophthalmus_magnuspinnatus
ENSGMOP00000006794	ENSGMOG00000006397	Gadus_morhua
ENSSFOP00015020875	ENSSFOG00015013436	Scleropages_formosus
ENSPKIP00000024189	ENSPKIG00000007542	Paramormyrops_kingsleyae
ENSDCDP00000041822	ENSDCDG00000027154	Denticeps_clupeoides
ENSCHAP00000005233	ENSCHAG00000003401	Clupea_harengus
ENSAMXP00005055029	ENSAMXG00005024582	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSAMXP00000025592	ENSAMXG00000024886	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSPNAP00000033397	ENSPNAG00000021978	Pygocentrus_nattereri
ENSEEEP00000028007	ENSEEEG00000013480	Electrophorus_electricus
ENSIPUP00000009211	ENSIPUG00000006304	Ictalurus_punctatus
ENSMALP00000019967	ENSMALG00000013947	Monopterus_albus
ENSMAMP00000033913	ENSMAMG00000022805	Mastacembelus_armatus
ENSATEP00000011759	ENSATEG00000008202	Anabas_testudineus
ENSBSLP00000010802	ENSBSLG00000005692	Betta_splendens
ENSSLDP00000027855	ENSSLDG00000021604	Seriola_lalandi_dorsalis
ENSSDUP00000026351	ENSSDUG00000019112	Seriola_dumerili
ENSSMAP00000012229	ENSSMAG00000007548	Scophthalmus_maximus
ENSLCAP00010024117	ENSLCAG00010011310	Lates_calcarifer
ENSLCRP00005063528	ENSLCRG00005023300	Larimichthys_crocea
ENSLBEP00000031540	ENSLBEG00000023812	Labrus_bergylta
ENSTRUP00000004362	ENSTRUG00000001896	Takifugu_rubripes
ENSTNIP00000005698	ENSTNIG00000003126	Tetraodon_nigroviridis
ENSMMOP00000024892	ENSMMOG00000018918	Mola_mola
ENSCGOP00000050898	ENSCGOG00000022564	Cottoperca_gobio
ENSGACP00000024247	ENSGACG00000018340	Gasterosteus_aculeatus
ENSHCOP00000024328	ENSHCOG00000013576	Hippocampus_comes
ENSXMAP00000036451	ENSXMAG00000028815	Xiphophorus_maculatus
ENSXCOP00000021866	ENSXCOG00000016341	Xiphophorus_couchianus
ENSGAFP00000002640	ENSGAFG00000001807	Gambusia_affinis
ENSPLAP00000030932	ENSPLAG00000022474	Poecilia_latipinna
ENSPMEP00000025969	ENSPMEG00000009328	Poecilia_mexicana
ENSPFOP00000020631	ENSPFOG00000020505	Poecilia_formosa
ENSPREP00000017259	ENSPREG00000011670	Poecilia_reticulata
ENSFHEP00000002570	ENSFHEG00000003364	Fundulus_heteroclitus
ENSCVAP00000012231	ENSCVAG00000014628	Cyprinodon_variegatus
ENSKMAP00000016725	ENSKMAG00000012489	Kryptolebias_marmoratus
ENSORLP00020024667	ENSORLG00020006192	Oryzias_latipes_ASM223471v1
ENSORLP00000035421	ENSORLG00000027560	Oryzias_latipes_ASM223467v1
ENSORLP00015034539	ENSORLG00015020590	Oryzias_latipes_ASM223469v1
ENSOMEP00000032346	ENSOMEG00000017729	Oryzias_melastigma
ENSACLP00000014009	ENSACLG00000009576	Astatotilapia_calliptera
ENSMZEP00005015419	ENSMZEG00005011584	Maylandia_zebra
ENSHBUP00000005755	ENSHBUG00000007140	Haplochromis_burtoni
ENSPNYP00000031194	ENSPNYG00000023521	Pundamilia_nyererei
ENSNBRP00000007161	ENSNBRG00000005613	Neolamprologus_brichardi
ENSONIP00000014248	ENSONIG00000011321	Oreochromis_niloticus
ENSACIP00000011788	ENSACIG00000009200	Amphilophus_citrinellus
ENSAPEP00000019958	ENSAPEG00000014268	Amphiprion_percula
ENSAOCP00000027148	ENSAOCG00000015833	Amphiprion_ocellaris
ENSAPOP00000017253	ENSAPOG00000020450	Acanthochromis_polyacanthus
ENSSPAP00000001303	ENSSPAG00000000994	Stegastes_partitus
ENSPRNP00000046007	ENSPRNG00000022231	Parambassis_ranga
ENSPMGP00000006887	ENSPMGG00000005752	Periophthalmus_magnuspinnatus
ENSGWIP00000037732	ENSGWIG00000019382	Gouania_willdenowi
ENSCSEP00000011284	ENSCSEG00000007256	Cynoglossus_semilaevis
ENSGMOP00000012323	ENSGMOG00000011522	Gadus_morhua
ENSHHUP00000075904	ENSHHUG00000044432	Hucho_hucho
ENSELUP00000018981	ENSELUG00000018386	Esox_lucius
ENSECRP00000014454	ENSECRG00000009643	Erpetoichthys_calabaricus
ENSCMIP00000014628	ENSCMIG00000007224	Callorhinchus_milii
ENSEBUP00000021367	ENSEBUG00000013200	Eptatretus_burgeri
