ENSDCDP00000054755	ENSDCDG00000032544	Denticeps_clupeoides
ENSCHAP00000038412	ENSCHAG00000018035	Clupea_harengus	ENSCHAT00000041571
ENSAMXP00000026801	ENSAMXG00000026096	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSAMXP00005049917	ENSAMXG00005022698	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSPNAP00000026311	ENSPNAG00000011607	Pygocentrus_nattereri
ENSEEEP00000003109	ENSEEEG00000001764	Electrophorus_electricus	ENSEEET00000003155
ENSAOCP00000023870	ENSAOCG00000002534	Amphiprion_ocellaris	ENSAOCT00000004295
ENSAPEP00000011176	ENSAPEG00000008017	Amphiprion_percula	ENSAPET00000011480
ENSAPOP00000019304	ENSAPOG00000000648	Acanthochromis_polyacanthus	ENSAPOT00000029149
ENSSPAP00000031410	ENSSPAG00000023545	Stegastes_partitus	ENSSPAT00000031913
ENSIPUP00000027264	ENSIPUG00000018471	Ictalurus_punctatus	ENSIPUT00000028375
ENSSFOP00015010513	ENSSFOG00015006835	Scleropages_formosus	ENSSFOT00015010660
ENSPKIP00000005329	ENSPKIG00000022046	Paramormyrops_kingsleyae	ENSPKIT00000029325
ENSXMAP00000019595	ENSXMAG00000019548	Xiphophorus_maculatus
ENSXCOP00000009246	ENSXCOG00000007050	Xiphophorus_couchianus
ENSPLAP00000016559	ENSPLAG00000020732	Poecilia_latipinna
ENSPFOP00000020635	ENSPFOG00000020509	Poecilia_formosa
ENSPREP00000017032	ENSPREG00000011523	Poecilia_reticulata
ENSCVAP00000017411	ENSCVAG00000020488	Cyprinodon_variegatus
ENSCVAP00000017414	ENSCVAG00000020492	Cyprinodon_variegatus
ENSFHEP00000025747	ENSFHEG00000008142	Fundulus_heteroclitus
ENSGWIP00000029792	ENSGWIG00000015556	Gouania_willdenowi
ENSPMGP00000021685	ENSPMGG00000017557	Periophthalmus_magnuspinnatus
ENSHCOP00000009221	ENSHCOG00000011608	Hippocampus_comes
ENSSMAP00000016876	ENSSMAG00000010354	Scophthalmus_maximus	ENSSMAT00000017085
ENSBSLP00000048617	ENSBSLG00000023168	Betta_splendens	ENSBSLT00000053371
ENSMMOP00000020292	ENSMMOG00000015413	Mola_mola
ENSMAMP00000024045	ENSMAMG00000016173	Mastacembelus_armatus
ENSTRUP00000048399	ENSTRUG00000020809	Takifugu_rubripes
ENSSDUP00000017279	ENSSDUG00000012621	Seriola_dumerili
ENSSLDP00000006749	ENSSLDG00000005385	Seriola_lalandi_dorsalis
