ENSSFOP00015029575	ENSSFOG00015019013	Scleropages_formosus
ENSPKIP00000014278	ENSPKIG00000001401	Paramormyrops_kingsleyae
ENSGACP00000010904	ENSGACG00000008249	Gasterosteus_aculeatus
ENSLBEP00000018240	ENSLBEG00000014052	Labrus_bergylta
ENSGWIP00000016191	ENSGWIG00000009100	Gouania_willdenowi
ENSLCAP00010060824	ENSLCAG00010028279	Lates_calcarifer
ENSMALP00000017605	ENSMALG00000012277	Monopterus_albus
ENSFHEP00000015933	ENSFHEG00000017573	Fundulus_heteroclitus
ENSCVAP00000019642	ENSCVAG00000023010	Cyprinodon_variegatus
ENSPMEP00000031438	ENSPMEG00000018562	Poecilia_mexicana
ENSPMEP00000003189	ENSPMEG00000004271	Poecilia_mexicana
ENSPMEP00000007552	ENSPMEG00000009193	Poecilia_mexicana
ENSPLAP00000014346	ENSPLAG00000018008	Poecilia_latipinna
ENSPLAP00000019485	ENSPLAG00000001656	Poecilia_latipinna
ENSPLAP00000006148	ENSPLAG00000008214	Poecilia_latipinna
ENSPREP00000031374	ENSPREG00000021252	Poecilia_reticulata
ENSXMAP00000031573	ENSXMAG00000021676	Xiphophorus_maculatus
ENSXCOP00000001295	ENSXCOG00000001048	Xiphophorus_couchianus
ENSGAFP00000027407	ENSGAFG00000018518	Gambusia_affinis
ENSKMAP00000025280	ENSKMAG00000018746	Kryptolebias_marmoratus
ENSORLP00000030547	ENSORLG00000025614	Oryzias_latipes_ASM223467v1
ENSORLP00020031916	ENSORLG00020017199	Oryzias_latipes_ASM223471v1
ENSORLP00015005001	ENSORLG00015005791	Oryzias_latipes_ASM223469v1
ENSOMEP00000022223	ENSOMEG00000001661	Oryzias_melastigma
ENSACLP00000035262	ENSACLG00000023880	Astatotilapia_calliptera
ENSMZEP00005001138	ENSMZEG00005000983	Maylandia_zebra
ENSPNYP00000019112	ENSPNYG00000014428	Pundamilia_nyererei
ENSNBRP00000010409	ENSNBRG00000008095	Neolamprologus_brichardi
ENSACIP00000002076	ENSACIG00000001674	Amphilophus_citrinellus
ENSAPEP00000034668	ENSAPEG00000024620	Amphiprion_percula
ENSAOCP00000021073	ENSAOCG00000005576	Amphiprion_ocellaris
ENSAPOP00000011123	ENSAPOG00000013662	Acanthochromis_polyacanthus
ENSSPAP00000031325	ENSSPAG00000023477	Stegastes_partitus
ENSLCRP00005002739	ENSLCRG00005001301	Larimichthys_crocea
ENSCSEP00000022835	ENSCSEG00000014546	Cynoglossus_semilaevis
ENSSMAP00000027448	ENSSMAG00000016787	Scophthalmus_maximus
ENSCGOP00000038763	ENSCGOG00000017747	Cottoperca_gobio
ENSMAMP00000025875	ENSMAMG00000017368	Mastacembelus_armatus
ENSPRNP00000039739	ENSPRNG00000019560	Parambassis_ranga
ENSMMOP00000022538	ENSMMOG00000017120	Mola_mola
ENSATEP00000016769	ENSATEG00000011675	Anabas_testudineus
ENSBSLP00000028975	ENSBSLG00000014502	Betta_splendens
ENSSDUP00000028235	ENSSDUG00000020406	Seriola_dumerili
ENSSLDP00000022635	ENSSLDG00000017652	Seriola_lalandi_dorsalis
ENSPMGP00000022678	ENSPMGG00000018343	Periophthalmus_magnuspinnatus
ENSGMOP00000012995	ENSGMOG00000012138	Gadus_morhua
ENSHHUP00000049760	ENSHHUG00000030075	Hucho_hucho
ENSELUP00000015315	ENSELUG00000015294	Esox_lucius
ENSDCDP00000038402	ENSDCDG00000025774	Denticeps_clupeoides
ENSCHAP00000042294	ENSCHAG00000019730	Clupea_harengus
ENSAMXP00000039109	ENSAMXG00000036425	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSAMXP00005040045	ENSAMXG00005018850	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSPNAP00000032073	ENSPNAG00000019801	Pygocentrus_nattereri
ENSIPUP00000030830	ENSIPUG00000020804	Ictalurus_punctatus
ENSEEEP00000020666	ENSEEEG00000010082	Electrophorus_electricus
ENSDARP00000136245	ENSDARG00000104114	Danio_rerio
ENSCHAP00000049611	ENSCHAG00000022764	Clupea_harengus
ENSDCDP00000004137	ENSDCDG00000002110	Denticeps_clupeoides
ENSAMXP00005043669	ENSAMXG00005020325	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSAMXP00000051463	ENSAMXG00000035373	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSPNAP00000029534	ENSPNAG00000015657	Pygocentrus_nattereri
ENSEEEP00000045941	ENSEEEG00000021649	Electrophorus_electricus
ENSIPUP00000023732	ENSIPUG00000016040	Ictalurus_punctatus
ENSDARP00000140543	ENSDARG00000105231	Danio_rerio
ENSAPEP00000008545	ENSAPEG00000006170	Amphiprion_percula
ENSAOCP00000010670	ENSAOCG00000001020	Amphiprion_ocellaris
ENSSPAP00000021780	ENSSPAG00000016451	Stegastes_partitus
ENSPRNP00000026110	ENSPRNG00000013143	Parambassis_ranga
ENSXMAP00000002134	ENSXMAG00000002138	Xiphophorus_maculatus
ENSXCOP00000015303	ENSXCOG00000011587	Xiphophorus_couchianus
ENSGAFP00000005993	ENSGAFG00000004089	Gambusia_affinis
ENSPFOP00000005653	ENSPFOG00000005772	Poecilia_formosa
ENSPLAP00000011803	ENSPLAG00000014991	Poecilia_latipinna
ENSPMEP00000018276	ENSPMEG00000021195	Poecilia_mexicana
ENSPREP00000026218	ENSPREG00000017727	Poecilia_reticulata
ENSFHEP00000025281	ENSFHEG00000007384	Fundulus_heteroclitus
ENSCVAP00000005531	ENSCVAG00000006925	Cyprinodon_variegatus
ENSKMAP00000013150	ENSKMAG00000009875	Kryptolebias_marmoratus
ENSACLP00000036782	ENSACLG00000024907	Astatotilapia_calliptera
ENSMZEP00005010336	ENSMZEG00005007800	Maylandia_zebra
ENSPNYP00000005490	ENSPNYG00000004269	Pundamilia_nyererei
ENSHBUP00000010306	ENSHBUG00000011847	Haplochromis_burtoni
ENSNBRP00000025065	ENSNBRG00000019148	Neolamprologus_brichardi
ENSONIP00000019310	ENSONIG00000015347	Oreochromis_niloticus
ENSACIP00000010306	ENSACIG00000008046	Amphilophus_citrinellus
ENSTNIP00000016502	ENSTNIG00000013507	Tetraodon_nigroviridis
ENSTRUP00000047351	ENSTRUG00000018497	Takifugu_rubripes
ENSMMOP00000011326	ENSMMOG00000008717	Mola_mola
ENSLCRP00005004630	ENSLCRG00005002364	Larimichthys_crocea
ENSLBEP00000009774	ENSLBEG00000007562	Labrus_bergylta
ENSCGOP00000011324	ENSCGOG00000005633	Cottoperca_gobio
ENSGACP00000020612	ENSGACG00000015630	Gasterosteus_aculeatus
ENSORLP00020030656	ENSORLG00020015242	Oryzias_latipes_ASM223471v1
ENSORLP00000031064	ENSORLG00000001558	Oryzias_latipes_ASM223467v1
ENSORLP00015002121	ENSORLG00015002760	Oryzias_latipes_ASM223469v1
ENSOMEP00000017651	ENSOMEG00000019347	Oryzias_melastigma
ENSGWIP00000008846	ENSGWIG00000005274	Gouania_willdenowi
ENSSDUP00000032670	ENSSDUG00000023477	Seriola_dumerili
ENSSLDP00000009888	ENSSLDG00000007888	Seriola_lalandi_dorsalis
ENSLCAP00010021657	ENSLCAG00010010197	Lates_calcarifer
ENSSMAP00000022430	ENSSMAG00000013718	Scophthalmus_maximus
ENSCSEP00000018769	ENSCSEG00000012018	Cynoglossus_semilaevis
ENSMALP00000005830	ENSMALG00000004179	Monopterus_albus
ENSMAMP00000017222	ENSMAMG00000011663	Mastacembelus_armatus
ENSATEP00000006318	ENSATEG00000004467	Anabas_testudineus
ENSBSLP00000025697	ENSBSLG00000012834	Betta_splendens
ENSHCOP00000002175	ENSHCOG00000003265	Hippocampus_comes
ENSPMGP00000021236	ENSPMGG00000017204	Periophthalmus_magnuspinnatus
ENSGMOP00000019601	ENSGMOG00000018221	Gadus_morhua
ENSHHUP00000006538	ENSHHUG00000004028	Hucho_hucho
ENSELUP00000026810	ENSELUG00000002825	Esox_lucius
ENSHHUP00000080519	ENSHHUG00000046884	Hucho_hucho
ENSLOCP00000006933	ENSLOCG00000005740	Lepisosteus_oculatus
ENSECRP00000031777	ENSECRG00000021521	Erpetoichthys_calabaricus
ENSAOWP00000023018	ENSAOWG00000015540	Apteryx_owenii
ENSARWP00000004200	ENSARWG00000003076	Apteryx_rowi
ENSAHAP00000015068	ENSAHAG00000010824	Apteryx_haastii
ENSNPEP00000016169	ENSNPEG00000012045	Nothoprocta_perdicaria
ENSDNVP00000022764	ENSDNVG00000015835	Dromaius_novaehollandiae
ENSGALP00000070253	ENSGALG00000003325	Gallus_gallus
ENSCJPP00005025376	ENSCJPG00005019926	Coturnix_japonica
ENSMGAP00000002945	ENSMGAG00000003253	Meleagris_gallopavo
ENSNMEP00000016700	ENSNMEG00000014668	Numida_meleagris
ENSAPLP00000016937	ENSAPLG00000023009	Anas_platyrhynchos_platyrhynchos
ENSCPGP00000003360	ENSCPGG00000002478	Calidris_pygmaea
ENSCPUP00000010736	ENSCPUG00000007629	Calidris_pugnax
ENSTGUP00000005528	ENSTGUG00000005369	Taeniopygia_guttata
ENSLSDP00000007154	ENSLSDG00000005382	Lonchura_striata_domestica
ENSPMJP00000003655	ENSPMJG00000003197	Parus_major
ENSCCEP00000026887	ENSCCEG00000023521	Cyanistes_caeruleus
ENSSCAP00000013058	ENSSCAG00000009734	Serinus_canaria
ENSFALP00000009670	ENSFALG00000009276	Ficedula_albicollis
ENSJHYP00000014839	ENSJHYG00000011477	Junco_hyemalis
ENSZALP00000018414	ENSZALG00000014746	Zonotrichia_albicollis
ENSLCOP00000014552	ENSLCOG00000010430	Lepidothrix_coronata
ENSMVIP00005003307	ENSMVIG00005002588	Manacus_vitellinus
ENSMUNP00000020377	ENSMUNG00000015517	Melopsittacus_undulatus
ENSCPRP00005025565	ENSCPRG00005017724	Crocodylus_porosus
ENSGAGP00000009929	ENSGAGG00000007811	Gopherus_agassizii
ENSCABP00000010268	ENSCABG00000007704	Chelonoidis_abingdonii
ENSCPBP00000037491	ENSCPBG00000025967	Chrysemys_picta_bellii
ENSPSIP00000010443	ENSPSIG00000009479	Pelodiscus_sinensis
ENSPVIP00000020289	ENSPVIG00000015475	Pogona_vitticeps
ENSACAP00000015161	ENSACAG00000015432	Anolis_carolinensis
ENSSMRP00000023877	ENSSMRG00000018530	Salvator_merianae
ENSNSUP00000015945	ENSNSUG00000011795	Notechis_scutatus
ENSSPUP00000016467	ENSSPUG00000012745	Sphenodon_punctatus
ENSVURP00010002576	ENSVURG00010002098	Vombatus_ursinus
ENSPCIP00000014038	ENSPCIG00000010982	Phascolarctos_cinereus
ENSSHAP00000018113	ENSSHAG00000015376	Sarcophilus_harrisii
ENSSHAP00000016639	ENSSHAG00000014155	Sarcophilus_harrisii
ENSMODP00000052668	ENSMODG00000012475	Monodelphis_domestica
ENSPTRP00000073552	ENSPTRG00000045584	Pan_troglodytes
ENSNLEP00000030296	ENSNLEG00000031255	Nomascus_leucogenys
ENSTGEP00000033803	ENSTGEG00000026982	Theropithecus_gelada
ENSRBIP00000018035	ENSRBIG00000033024	Rhinopithecus_bieti
ENSCCAP00000013284	ENSCCAG00000024438	Cebus_capucinus_imitator
ENSMOCP00000017428	ENSMOCG00000016033	Microtus_ochrogaster
ENSPEMP00000029321	ENSPEMG00000015049	Peromyscus_maniculatus_bairdii
ENSRNOP00000069729	ENSRNOG00000050970	Rattus_norvegicus
ENSMSIP00000022244	ENSMSIG00000018884	Mus_spicilegus
ENSSTOP00000023966	ENSSTOG00000021810	Ictidomys_tridecemlineatus
ENSTBEP00000011336	ENSTBEG00000013089	Tupaia_belangeri
ENSOCUP00000022041	ENSOCUG00000022096	Oryctolagus_cuniculus
ENSOANP00000024129	ENSOANG00000015334	Ornithorhynchus_anatinus
ENSXETP00000004789	ENSXETG00000003595	Xenopus_tropicalis
ENSLACP00000022469	ENSLACG00000017192	Latimeria_chalumnae
ENSCMIP00000033799	ENSCMIG00000014406	Callorhinchus_milii
ENSVURP00010006620	ENSVURG00010005138	Vombatus_ursinus
ENSPCIP00000021348	ENSPCIG00000016193	Phascolarctos_cinereus
ENSSHAP00000009740	ENSSHAG00000008429	Sarcophilus_harrisii
ENSMODP00000046265	ENSMODG00000045883	Monodelphis_domestica
