ENSGAGP00000009431	ENSGAGG00000007459	Gopherus_agassizii
ENSCABP00000021812	ENSCABG00000016079	Chelonoidis_abingdonii
ENSCPBP00000022975	ENSCPBG00000016426	Chrysemys_picta_bellii
ENSPSIP00000020139	ENSPSIG00000017850	Pelodiscus_sinensis
ENSCPRP00005008894	ENSCPRG00005006353	Crocodylus_porosus
ENSACAP00000021470	ENSACAG00000027156	Anolis_carolinensis
ENSPVIP00000021728	ENSPVIG00000016479	Pogona_vitticeps
ENSNSUP00000018062	ENSNSUG00000013230	Notechis_scutatus
ENSXETP00000000463	ENSXETG00000018789	Xenopus_tropicalis
ENSLACP00000016330	ENSLACG00000014388	Latimeria_chalumnae
ENSECRP00000007474	ENSECRG00000004976	Erpetoichthys_calabaricus
ENSECRP00000000696	ENSECRG00000000434	Erpetoichthys_calabaricus
ENSCMIP00000002064	ENSCMIG00000001258	Callorhinchus_milii
ENSPMAP00000005248	ENSPMAG00000004796	Petromyzon_marinus
ENSPMAP00000009658	ENSPMAG00000008766	Petromyzon_marinus
ENSLOCP00000013068	ENSLOCG00000010670	Lepisosteus_oculatus
ENSIPUP00000020539	ENSIPUG00000013930	Ictalurus_punctatus
ENSECRP00000010009	ENSECRG00000006689	Erpetoichthys_calabaricus
ENSLACP00000015126	ENSLACG00000013313	Latimeria_chalumnae
ENSCMIP00000042255	ENSCMIG00000017562	Callorhinchus_milii
ENSAOWP00000004172	ENSAOWG00000002925	Apteryx_owenii
ENSAHAP00000003727	ENSAHAG00000002931	Apteryx_haastii
ENSARWP00000002785	ENSARWG00000002094	Apteryx_rowi
ENSDNVP00000015109	ENSDNVG00000010635	Dromaius_novaehollandiae
ENSNPEP00000012000	ENSNPEG00000008986	Nothoprocta_perdicaria
ENSPMJP00000016853	ENSPMJG00000012690	Parus_major
ENSCCEP00000010574	ENSCCEG00000010479	Cyanistes_caeruleus
ENSFALP00000011012	ENSFALG00000010557	Ficedula_albicollis
ENSTGUP00000008173	ENSTGUG00000007933	Taeniopygia_guttata
ENSLSDP00000023727	ENSLSDG00000016705	Lonchura_striata_domestica
ENSSCAP00000010423	ENSSCAG00000007907	Serinus_canaria
ENSZALP00000012216	ENSZALG00000010282	Zonotrichia_albicollis
ENSJHYP00000013567	ENSJHYG00000010512	Junco_hyemalis
ENSMVIP00005003406	ENSMVIG00005002669	Manacus_vitellinus
ENSLCOP00000011115	ENSLCOG00000008060	Lepidothrix_coronata
ENSMUNP00000019881	ENSMUNG00000015169	Melopsittacus_undulatus
ENSCPUP00000004034	ENSCPUG00000003033	Calidris_pugnax
ENSCPGP00000002279	ENSCPGG00000001696	Calidris_pygmaea
ENSABRP00000011407	ENSABRG00000010240	Anser_brachyrhynchus
ENSAPLP00000001533	ENSAPLG00000002108	Anas_platyrhynchos_platyrhynchos
ENSMGAP00000011636	ENSMGAG00000011146	Meleagris_gallopavo
ENSCJPP00005004947	ENSCJPG00005004780	Coturnix_japonica
ENSGALP00000056298	ENSGALG00000028360	Gallus_gallus
ENSNMEP00000005466	ENSNMEG00000005683	Numida_meleagris
ENSCPRP00005004017	ENSCPRG00005002949	Crocodylus_porosus
ENSCPBP00000000081	ENSCPBG00000000086	Chrysemys_picta_bellii
ENSCABP00000006638	ENSCABG00000005030	Chelonoidis_abingdonii
ENSPSIP00000003440	ENSPSIG00000003285	Pelodiscus_sinensis
ENSACAP00000010954	ENSACAG00000011183	Anolis_carolinensis
ENSPVIP00000032604	ENSPVIG00000023887	Pogona_vitticeps
ENSNSUP00000000011	ENSNSUG00000000019	Notechis_scutatus
ENSSMRP00000013510	ENSSMRG00000010507	Salvator_merianae
ENSSPUP00000019506	ENSSPUG00000015026	Sphenodon_punctatus
ENSPCIP00000044432	ENSPCIG00000034460	Phascolarctos_cinereus
ENSVURP00010020773	ENSVURG00010015889	Vombatus_ursinus
ENSMEUP00000006498	ENSMEUG00000007113	Notamacropus_eugenii
ENSSHAP00000010237	ENSSHAG00000008842	Sarcophilus_harrisii
ENSMODP00000051211	ENSMODG00000047285	Monodelphis_domestica
ENSPPAP00000017407	ENSPPAG00000031798	Pan_paniscus
ENSPTRP00000087055	ENSPTRG00000045901	Pan_troglodytes
ENSGGOP00000028149	ENSGGOG00000015293	Gorilla_gorilla
ENSP00000481096	ENSG00000182050	Homo_sapiens
ENSPPYP00000005486	ENSPPYG00000004811	Pongo_abelii
ENSNLEP00000006527	ENSNLEG00000005393	Nomascus_leucogenys
ENSCANP00000011821	ENSCANG00000029282	Colobus_angolensis_palliatus
ENSPTEP00000040876	ENSPTEG00000037599	Piliocolobus_tephrosceles
ENSRBIP00000019724	ENSRBIG00000033848	Rhinopithecus_bieti
ENSRROP00000004353	ENSRROG00000017830	Rhinopithecus_roxellana
ENSMNEP00000009510	ENSMNEG00000029200	Macaca_nemestrina
ENSMFAP00000026001	ENSMFAG00000044473	Macaca_fascicularis
ENSMMUP00000067140	ENSMMUG00000060394	Macaca_mulatta
ENSPANP00000018387	ENSPANG00000014454	Papio_anubis
ENSCATP00000006088	ENSCATG00000019157	Cercocebus_atys
ENSTGEP00000000200	ENSTGEG00000000236	Theropithecus_gelada
ENSMLEP00000025958	ENSMLEG00000037172	Mandrillus_leucophaeus
ENSCSAP00000000192	ENSCSAG00000003827	Chlorocebus_sabaeus
ENSCCAP00000014641	ENSCCAG00000025116	Cebus_capucinus_imitator
ENSSBOP00000016870	ENSSBOG00000025097	Saimiri_boliviensis_boliviensis
ENSCJAP00000073374	ENSCJAG00000067772	Callithrix_jacchus
ENSANAP00000039737	ENSANAG00000037245	Aotus_nancymaae
ENSTSYP00000012481	ENSTSYG00000013613	Carlito_syrichta
ENSPCOP00000021517	ENSPCOG00000022784	Propithecus_coquereli
ENSPSMP00000005898	ENSPSMG00000004472	Prolemur_simus
ENSMICP00000023370	ENSMICG00000037297	Microcebus_murinus
ENSOGAP00000002867	ENSOGAG00000003212	Otolemur_garnettii
ENSCLAP00000012619	ENSCLAG00000008726	Chinchilla_lanigera
ENSODEP00000015181	ENSODEG00000011210	Octodon_degus
ENSCAPP00000013406	ENSCAPG00000014031	Cavia_aperea
ENSCPOP00000012609	ENSCPOG00000013992	Cavia_porcellus
ENSHGLP00100012992	ENSHGLG00100009622	Heterocephalus_glaber_HetGla_1.0
ENSHGLP00000001977	ENSHGLG00000001501	Heterocephalus_glaber_HetGla_female_1.0
ENSFDAP00000004723	ENSFDAG00000013883	Fukomys_damarensis
ENSUPAP00010016485	ENSUPAG00010013143	Urocitellus_parryii
ENSSTOP00000022279	ENSSTOG00000026273	Ictidomys_tridecemlineatus
ENSSDAP00000019611	ENSSDAG00000017870	Spermophilus_dauricus
ENSMMMP00000000962	ENSMMMG00000000872	Marmota_marmota_marmota
ENSCCNP00000008001	ENSCCNG00000008515	Castor_canadensis
ENSDORP00000020337	ENSDORG00000025545	Dipodomys_ordii
ENSMUSP00000135959	ENSMUSG00000019888	Mus_musculus_strain_reference_(CL57BL6)
MGP_SPRETEiJ_P0025890	MGP_SPRETEiJ_G0016595	Mus_spretus_strain_SPRET/EiJ
ENSMSIP00000027511	ENSMSIG00000023210	Mus_spicilegus
MGP_CAROLIEiJ_P0024663	MGP_CAROLIEiJ_G0015773	Mus_caroli_strain_CAROLI_EIJ
MGP_PahariEiJ_P0087992	MGP_PahariEiJ_G0031314	Mus_pahari_strain_PAHARI_EIJ
ENSRNOP00000005523	ENSRNOG00000004149	Rattus_norvegicus
ENSMUGP00000030540	ENSMUGG00000025376	Meriones_unguiculatus
ENSPEMP00000021851	ENSPEMG00000019377	Peromyscus_maniculatus_bairdii
ENSMOCP00000012239	ENSMOCG00000012409	Microtus_ochrogaster
ENSCGRP00015010794	ENSCGRG00015008303	Cricetulus_griseus_CriGri-PICR
ENSCGRP00001004881	ENSCGRG00001006307	Cricetulus_griseus_CHOK1GS_HDv1
ENSCGRP00000007302	ENSCGRG00000005309	Cricetulus_griseus_CriGri_1.0
ENSMAUP00000003972	ENSMAUG00000004735	Mesocricetus_auratus
ENSNGAP00000004015	ENSNGAG00000005009	Nannospalax_galili
ENSJJAP00000021704	ENSJJAG00000021989	Jaculus_jaculus
ENSOCUP00000047809	ENSOCUG00000017314	Oryctolagus_cuniculus
ENSOPRP00000012864	ENSOPRG00000014103	Ochotona_princeps
ENSTBEP00000008997	ENSTBEG00000010422	Tupaia_belangeri
ENSEASP00005028250	ENSEASG00005019203	Equus_asinus_asinus
ENSECAP00000035710	ENSECAG00000011971	Equus_caballus
ENSMLUP00000011572	ENSMLUG00000012722	Myotis_lucifugus
ENSUAMP00000031391	ENSUAMG00000024062	Ursus_americanus
ENSUMAP00000001973	ENSUMAG00000001797	Ursus_maritimus
ENSAMEP00000006444	ENSAMEG00000006123	Ailuropoda_melanoleuca
ENSNVIP00000000633	ENSNVIG00000000536	Neovison_vison
ENSMPUP00000007643	ENSMPUG00000007699	Mustela_putorius_furo
ENSCAFP00000008964	ENSCAFG00000005977	Canis_lupus_familiaris
ENSCAFP00020020490	ENSCAFG00020016230	Canis_lupus_dingo
