ENSBIXP00000014589	ENSBIXG00000007117	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBIXP00005028218	ENSBIXG00005029355	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBTAP00000025618	ENSBTAG00000019238	Bos_taurus
ENSBMUP00000003478	ENSBMUG00000002751	Bos_mutus
ENSBBBP00000024080	ENSBBBG00000018934	Bison_bison_bison
ENSOARP00000011981	ENSOARG00000011180	Ovis_aries
ENSCHIP00000006065	ENSCHIG00000010013	Capra_hircus
ENSTTRP00000010264	ENSTTRG00000010823	Tursiops_truncatus	ENSTTRT00000010823
ENSVPAP00000009811	ENSVPAG00000010543	Vicugna_pacos
ENSECAP00000009013	ENSECAG00000011156	Equus_caballus
ENSEASP00005033298	ENSEASG00005022808	Equus_asinus_asinus
ENSPVAP00000006197	ENSPVAG00000006565	Pteropus_vampyrus
ENSMLUP00000001889	ENSMLUG00000002080	Myotis_lucifugus
ENSUMAP00000016879	ENSUMAG00000012392	Ursus_maritimus
ENSUAMP00000006224	ENSUAMG00000005477	Ursus_americanus
ENSAMEP00000004995	ENSAMEG00000004735	Ailuropoda_melanoleuca
ENSNVIP00000019679	ENSNVIG00000015429	Neovison_vison
ENSMPUP00000006371	ENSMPUG00000006427	Mustela_putorius_furo
ENSCAFP00020023529	ENSCAFG00020018563	Canis_lupus_dingo
ENSCAFP00000040656	ENSCAFG00000002460	Canis_lupus_familiaris
ENSVVUP00000026824	ENSVVUG00000019716	Vulpes_vulpes
ENSPTIP00000018687	ENSPTIG00000016732	Panthera_tigris_altaica
ENSPPRP00000002108	ENSPPRG00000023657	Panthera_pardus
ENSFCAP00000010196	ENSFCAG00000010976	Felis_catus
ENSEEUP00000006436	ENSEEUG00000007068	Erinaceus_europaeus
ENSSARP00000005207	ENSSARG00000005767	Sorex_araneus
ENSCCNP00000025641	ENSCCNG00000024976	Castor_canadensis
ENSDORP00000002468	ENSDORG00000002625	Dipodomys_ordii
ENSMUSP00000083752	ENSMUSG00000028331	Mus_musculus_strain_reference_(CL57BL6)
ENSMSIP00000024432	ENSMSIG00000020640	Mus_spicilegus
MGP_SPRETEiJ_P0064725	MGP_SPRETEiJ_G0026948	Mus_spretus_strain_SPRET/EiJ
MGP_CAROLIEiJ_P0062254	MGP_CAROLIEiJ_G0025985	Mus_caroli_strain_CAROLI_EIJ
MGP_PahariEiJ_P0077393	MGP_PahariEiJ_G0028321	Mus_pahari_strain_PAHARI_EIJ
ENSRNOP00000012602	ENSRNOG00000009492	Rattus_norvegicus
ENSMUGP00000007909	ENSMUGG00000007182	Meriones_unguiculatus
ENSMOCP00000010315	ENSMOCG00000010536	Microtus_ochrogaster
ENSPEMP00000022675	ENSPEMG00000019967	Peromyscus_maniculatus_bairdii
ENSCGRP00001009022	ENSCGRG00001011189	Cricetulus_griseus_CHOK1GS_HDv1
ENSCGRP00015037378	ENSCGRG00015028001	Cricetulus_griseus_CriGri-PICR
ENSCGRP00000007948	ENSCGRG00000005792	Cricetulus_griseus_CriGri_1.0
ENSNGAP00000007005	ENSNGAG00000010340	Nannospalax_galili
ENSJJAP00000010265	ENSJJAG00000013904	Jaculus_jaculus
ENSCLAP00000022374	ENSCLAG00000015347	Chinchilla_lanigera
ENSODEP00000002459	ENSODEG00000001916	Octodon_degus
ENSCPOP00000029437	ENSCPOG00000030063	Cavia_porcellus
ENSCAPP00000003073	ENSCAPG00000005940	Cavia_aperea
ENSHGLP00000004375	ENSHGLG00000003195	Heterocephalus_glaber_HetGla_female_1.0
ENSHGLP00100006587	ENSHGLG00100004944	Heterocephalus_glaber_HetGla_1.0
ENSFDAP00000005061	ENSFDAG00000014164	Fukomys_damarensis
ENSMMMP00000005706	ENSMMMG00000005160	Marmota_marmota_marmota
ENSSDAP00000022468	ENSSDAG00000020430	Spermophilus_dauricus
ENSUPAP00010020624	ENSUPAG00010016342	Urocitellus_parryii
ENSSTOP00000023521	ENSSTOG00000022021	Ictidomys_tridecemlineatus
ENSOCUP00000011863	ENSOCUG00000013794	Oryctolagus_cuniculus
ENSPTRP00000036175	ENSPTRG00000021170	Pan_troglodytes
ENSPPAP00000003177	ENSPPAG00000013453	Pan_paniscus
ENSGGOP00000007514	ENSGGOG00000007683	Gorilla_gorilla
ENSP00000364260	ENSG00000136932	Homo_sapiens
ENSPPYP00000021772	ENSPPYG00000019429	Pongo_abelii
ENSNLEP00000020561	ENSNLEG00000016930	Nomascus_leucogenys
ENSMFAP00000027827	ENSMFAG00000045298	Macaca_fascicularis
ENSMNEP00000004444	ENSMNEG00000020568	Macaca_nemestrina
ENSMMUP00000039528	ENSMMUG00000015654	Macaca_mulatta
ENSMLEP00000006635	ENSMLEG00000027032	Mandrillus_leucophaeus
ENSCATP00000002740	ENSCATG00000011674	Cercocebus_atys
ENSPANP00000019058	ENSPANG00000025588	Papio_anubis
ENSTGEP00000003764	ENSTGEG00000003180	Theropithecus_gelada
ENSCSAP00000007162	ENSCSAG00000010945	Chlorocebus_sabaeus
ENSRROP00000016386	ENSRROG00000032341	Rhinopithecus_roxellana
ENSRBIP00000022406	ENSRBIG00000035152	Rhinopithecus_bieti
ENSPTEP00000025198	ENSPTEG00000025553	Piliocolobus_tephrosceles
ENSCANP00000039117	ENSCANG00000043234	Colobus_angolensis_palliatus
ENSCCAP00000028004	ENSCCAG00000031902	Cebus_capucinus_imitator
ENSSBOP00000026499	ENSSBOG00000029691	Saimiri_boliviensis_boliviensis
ENSCJAP00000020155	ENSCJAG00000010923	Callithrix_jacchus
ENSANAP00000028961	ENSANAG00000032303	Aotus_nancymaae
ENSTSYP00000005433	ENSTSYG00000005943	Carlito_syrichta
ENSPCOP00000023928	ENSPCOG00000024113	Propithecus_coquereli
ENSPSMP00000034412	ENSPSMG00000023709	Prolemur_simus
ENSMICP00000022018	ENSMICG00000032548	Microcebus_murinus
ENSOGAP00000017678	ENSOGAG00000032933	Otolemur_garnettii
ENSDNOP00000029565	ENSDNOG00000046556	Dasypus_novemcinctus
ENSLAFP00000007860	ENSLAFG00000009383	Loxodonta_africana
ENSPCAP00000004246	ENSPCAG00000004558	Procavia_capensis
ENSETEP00000013710	ENSETEG00000016894	Echinops_telfairi
ENSVURP00010015685	ENSVURG00010012005	Vombatus_ursinus	ENSVURT00010017824
ENSPCIP00000002993	ENSPCIG00000002454	Phascolarctos_cinereus	ENSPCIT00000003724
ENSMEUP00000004614	ENSMEUG00000005046	Notamacropus_eugenii	ENSMEUT00000005059
ENSMODP00000003929	ENSMODG00000003228	Monodelphis_domestica	ENSMODT00000004015
ENSOANP00000004193	ENSOANG00000002635	Ornithorhynchus_anatinus	ENSOANT00000004194
ENSXETP00000005189	ENSXETG00000010055	Xenopus_tropicalis
ENSLACP00000013605	ENSLACG00000011977	Latimeria_chalumnae
ENSCMIP00000015933	ENSCMIG00000007726	Callorhinchus_milii
ENSCHAP00000005370	ENSCHAG00000003426	Clupea_harengus
ENSDCDP00000014480	ENSDCDG00000010846	Denticeps_clupeoides
ENSPNAP00000018900	ENSPNAG00000025379	Pygocentrus_nattereri
ENSAMXP00000048830	ENSAMXG00000029154	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSEEEP00000048044	ENSEEEG00000022638	Electrophorus_electricus
ENSIPUP00000002495	ENSIPUG00000001813	Ictalurus_punctatus
ENSDARP00000126922	ENSDARG00000037245	Danio_rerio
ENSCSEP00000015028	ENSCSEG00000009666	Cynoglossus_semilaevis
ENSPMGP00000001518	ENSPMGG00000001366	Periophthalmus_magnuspinnatus
ENSMMOP00000008058	ENSMMOG00000006251	Mola_mola
ENSHCOP00000003310	ENSHCOG00000004618	Hippocampus_comes
ENSPNYP00000013881	ENSPNYG00000010524	Pundamilia_nyererei
ENSHBUP00000025172	ENSHBUG00000007059	Haplochromis_burtoni
ENSACLP00000033451	ENSACLG00000022684	Astatotilapia_calliptera
ENSMZEP00005026137	ENSMZEG00005019493	Maylandia_zebra
ENSNBRP00000015556	ENSNBRG00000012051	Neolamprologus_brichardi
ENSONIP00000022031	ENSONIG00000017470	Oreochromis_niloticus
ENSACIP00000024173	ENSACIG00000018770	Amphilophus_citrinellus
ENSPRNP00000041898	ENSPRNG00000020525	Parambassis_ranga
