Y54E2A.2.1	WBGene00013188	Caenorhabditis_elegans_strain_N2	Y54E2A.2.1
FBpp0070335	FBgn0023520	Drosophila_melanogaster	FBtr0070349
ENSPVIP00000007775	ENSPVIG00000006342	Pogona_vitticeps
ENSACAP00000004381	ENSACAG00000004462	Anolis_carolinensis
ENSSMRP00000006641	ENSSMRG00000005393	Salvator_merianae
ENSNSUP00000021715	ENSNSUG00000015776	Notechis_scutatus
ENSSPUP00000021105	ENSSPUG00000016223	Sphenodon_punctatus
ENSCPBP00000031912	ENSCPBG00000022410	Chrysemys_picta_bellii
ENSCABP00000001937	ENSCABG00000001502	Chelonoidis_abingdonii
ENSPSIP00000009186	ENSPSIG00000008334	Pelodiscus_sinensis
ENSVURP00010011454	ENSVURG00010008859	Vombatus_ursinus
ENSPCIP00000027899	ENSPCIG00000020840	Phascolarctos_cinereus
ENSMEUP00000010241	ENSMEUG00000011227	Notamacropus_eugenii
ENSSHAP00000003588	ENSSHAG00000003151	Sarcophilus_harrisii
ENSMODP00000026054	ENSMODG00000020832	Monodelphis_domestica
ENSOCUP00000042367	ENSOCUG00000002786	Oryctolagus_cuniculus
ENSCGRP00000019703	ENSCGRG00000014351	Cricetulus_griseus_CriGri_1.0
ENSTSYP00000000343	ENSTSYG00000000377	Carlito_syrichta
ENSCHIP00000025456	ENSCHIG00000022222	Capra_hircus
ENSOARP00000009554	ENSOARG00000008897	Ovis_aries
ENSBTAP00000015684	ENSBTAG00000011815	Bos_taurus
ENSBIXP00000011956	ENSBIXG00000017110	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBIXP00005038139	ENSBIXG00005003331	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBMUP00000024537	ENSBMUG00000018429	Bos_mutus
ENSBBBP00000008367	ENSBBBG00000006846	Bison_bison_bison
ENSMLUP00000008900	ENSMLUG00000009753	Myotis_lucifugus
ENSPTIP00000021035	ENSPTIG00000018292	Panthera_tigris_altaica
