ENSNSUP00000016237	ENSNSUG00000012014	Notechis_scutatus
ENSPVIP00000032713	ENSPVIG00000023956	Pogona_vitticeps
ENSSMRP00000028618	ENSSMRG00000021992	Salvator_merianae
ENSSPUP00000019107	ENSSPUG00000014717	Sphenodon_punctatus
ENSAHAP00000023177	ENSAHAG00000016196	Apteryx_haastii
ENSAOWP00000016946	ENSAOWG00000011567	Apteryx_owenii
ENSARWP00000003429	ENSARWG00000002573	Apteryx_rowi
ENSDNVP00000026662	ENSDNVG00000018546	Dromaius_novaehollandiae
ENSMUNP00000003998	ENSMUNG00000003349	Melopsittacus_undulatus
ENSMVIP00005021763	ENSMVIG00005015297	Manacus_vitellinus
ENSCPUP00000028002	ENSCPUG00000018847	Calidris_pugnax
ENSCPGP00000015027	ENSCPGG00000010615	Calidris_pygmaea
ENSLCOP00000010485	ENSLCOG00000007621	Lepidothrix_coronata
ENSMVIP00005021761	ENSMVIG00005015295	Manacus_vitellinus
ENSNPEP00000017575	ENSNPEG00000013060	Nothoprocta_perdicaria
ENSMGAP00000000966	ENSMGAG00000001508	Meleagris_gallopavo
ENSCJPP00005020216	ENSCJPG00005016291	Coturnix_japonica
ENSNMEP00000018693	ENSNMEG00000016213	Numida_meleagris
ENSABRP00000003014	ENSABRG00000002906	Anser_brachyrhynchus
ENSCPRP00005012135	ENSCPRG00005008647	Crocodylus_porosus
ENSCABP00000026009	ENSCABG00000019131	Chelonoidis_abingdonii
ENSGAGP00000001588	ENSGAGG00000001273	Gopherus_agassizii
ENSCPBP00000025674	ENSCPBG00000018231	Chrysemys_picta_bellii
ENSPSIP00000003339	ENSPSIG00000003201	Pelodiscus_sinensis
ENSVURP00010015814	ENSVURG00010012108	Vombatus_ursinus
ENSPCIP00000015179	ENSPCIG00000011817	Phascolarctos_cinereus
ENSXETP00000041745	ENSXETG00000002445	Xenopus_tropicalis
ENSLACP00000017436	ENSLACG00000015358	Latimeria_chalumnae
ENSHHUP00000072222	ENSHHUG00000042407	Hucho_hucho
ENSHHUP00000054118	ENSHHUG00000032481	Hucho_hucho
ENSELUP00000006701	ENSELUG00000007556	Esox_lucius
ENSHCOP00000002663	ENSHCOG00000003912	Hippocampus_comes
ENSPMGP00000022319	ENSPMGG00000018052	Periophthalmus_magnuspinnatus
ENSPNYP00000030783	ENSPNYG00000023202	Pundamilia_nyererei
ENSTNIP00000014131	ENSTNIG00000011196	Tetraodon_nigroviridis
ENSTNIP00000014133	ENSTNIG00000011198	Tetraodon_nigroviridis
ENSTNIP00000004441	ENSTNIG00000002027	Tetraodon_nigroviridis
ENSTRUP00000049279	ENSTRUG00000001802	Takifugu_rubripes
ENSMMOP00000012441	ENSMMOG00000009564	Mola_mola
ENSCGOP00000034874	ENSCGOG00000016174	Cottoperca_gobio
ENSGACP00000006365	ENSGACG00000004822	Gasterosteus_aculeatus
ENSLBEP00000011698	ENSLBEG00000009022	Labrus_bergylta
ENSLCRP00005004291	ENSLCRG00005002234	Larimichthys_crocea
ENSMAMP00000027175	ENSMAMG00000018275	Mastacembelus_armatus
ENSMALP00000028329	ENSMALG00000019619	Monopterus_albus
ENSATEP00000028453	ENSATEG00000019595	Anabas_testudineus
ENSBSLP00000007830	ENSBSLG00000003912	Betta_splendens
ENSMZEP00005002883	ENSMZEG00005002237	Maylandia_zebra
ENSACLP00000014210	ENSACLG00000009690	Astatotilapia_calliptera
ENSPNYP00000012325	ENSPNYG00000009343	Pundamilia_nyererei
ENSPNYP00000017220	ENSPNYG00000013035	Pundamilia_nyererei
ENSPNYP00000004671	ENSPNYG00000003609	Pundamilia_nyererei
ENSHBUP00000014800	ENSHBUG00000016653	Haplochromis_burtoni
ENSONIP00000021772	ENSONIG00000017263	Oreochromis_niloticus
ENSNBRP00000011232	ENSNBRG00000008758	Neolamprologus_brichardi
ENSACIP00000009252	ENSACIG00000007237	Amphilophus_citrinellus
ENSPRNP00000003124	ENSPRNG00000001914	Parambassis_ranga
ENSFHEP00000026199	ENSFHEG00000008922	Fundulus_heteroclitus
ENSCVAP00000014493	ENSCVAG00000017169	Cyprinodon_variegatus
ENSPMEP00000023613	ENSPMEG00000005309	Poecilia_mexicana
ENSPFOP00000008349	ENSPFOG00000008221	Poecilia_formosa
ENSPLAP00000028208	ENSPLAG00000017411	Poecilia_latipinna
