ENSGAGP00000007932	ENSGAGG00000006318	Gopherus_agassizii
ENSCABP00000015957	ENSCABG00000011902	Chelonoidis_abingdonii
ENSCPBP00000013933	ENSCPBG00000010385	Chrysemys_picta_bellii
ENSPSIP00000016180	ENSPSIG00000014409	Pelodiscus_sinensis
ENSCPRP00005026499	ENSCPRG00005018392	Crocodylus_porosus
ENSACAP00000014832	ENSACAG00000015105	Anolis_carolinensis
ENSPVIP00000010390	ENSPVIG00000008234	Pogona_vitticeps
ENSNSUP00000013221	ENSNSUG00000009887	Notechis_scutatus
ENSSMRP00000005823	ENSSMRG00000004699	Salvator_merianae
ENSVURP00010011620	ENSVURG00010008989	Vombatus_ursinus
ENSPCIP00000040436	ENSPCIG00000029603	Phascolarctos_cinereus
ENSMEUP00000008274	ENSMEUG00000009059	Notamacropus_eugenii
ENSSHAP00000015420	ENSSHAG00000013145	Sarcophilus_harrisii
ENSMODP00000003274	ENSMODG00000002699	Monodelphis_domestica
ENSMLUP00000018324	ENSMLUG00000006153	Myotis_lucifugus
ENSPVAP00000010362	ENSPVAG00000010993	Pteropus_vampyrus
ENSBIXP00000008785	ENSBIXG00000001760	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBIXP00005010009	ENSBIXG00005014757	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBMUP00000035539	ENSBMUG00000026403	Bos_mutus
ENSBTAP00000052614	ENSBTAG00000040573	Bos_taurus
ENSBBBP00000007915	ENSBBBG00000015968	Bison_bison_bison
ENSOARP00000019735	ENSOARG00000018386	Ovis_aries
ENSCHIP00000033215	ENSCHIG00000026861	Capra_hircus
ENSTTRP00000007184	ENSTTRG00000007599	Tursiops_truncatus
ENSSSCP00000052546	ENSSSCG00000031531	Sus_scrofa_strain_reference
ENSECAP00000042184	ENSECAG00000011990	Equus_caballus
ENSEASP00005007933	ENSEASG00005005762	Equus_asinus_asinus
ENSUAMP00000021389	ENSUAMG00000016796	Ursus_americanus
ENSUMAP00000022285	ENSUMAG00000016303	Ursus_maritimus
ENSAMEP00000018563	ENSAMEG00000017574	Ailuropoda_melanoleuca
ENSMPUP00000011386	ENSMPUG00000011476	Mustela_putorius_furo
ENSNVIP00000020539	ENSNVIG00000016100	Neovison_vison
ENSCAFP00000008627	ENSCAFG00000005765	Canis_lupus_familiaris
ENSCAFP00020012049	ENSCAFG00020009674	Canis_lupus_dingo
ENSVVUP00000027156	ENSVVUG00000019926	Vulpes_vulpes
ENSPPRP00000002293	ENSPPRG00000023544	Panthera_pardus
ENSPTIP00000010722	ENSPTIG00000011412	Panthera_tigris_altaica
ENSFCAP00000011983	ENSFCAG00000012921	Felis_catus
ENSEEUP00000001230	ENSEEUG00000001369	Erinaceus_europaeus
ENSP00000480492	ENSG00000182612	Homo_sapiens
ENSGGOP00000015003	ENSGGOG00000015380	Gorilla_gorilla
ENSPPAP00000039299	ENSPPAG00000042359	Pan_paniscus
ENSPTRP00000060009	ENSPTRG00000009765	Pan_troglodytes
ENSPPYP00000009808	ENSPPYG00000008738	Pongo_abelii
ENSNLEP00000016771	ENSNLEG00000013827	Nomascus_leucogenys
ENSPTEP00000009811	ENSPTEG00000011140	Piliocolobus_tephrosceles
ENSCANP00000039962	ENSCANG00000043652	Colobus_angolensis_palliatus
ENSRBIP00000036221	ENSRBIG00000041732	Rhinopithecus_bieti
ENSRROP00000017252	ENSRROG00000032742	Rhinopithecus_roxellana
ENSMLEP00000030981	ENSMLEG00000039685	Mandrillus_leucophaeus
ENSCATP00000000283	ENSCATG00000001443	Cercocebus_atys
ENSMFAP00000015313	ENSMFAG00000030900	Macaca_fascicularis
ENSMNEP00000038571	ENSMNEG00000042284	Macaca_nemestrina
ENSMMUP00000071950	ENSMMUG00000001589	Macaca_mulatta
ENSPANP00000016341	ENSPANG00000019340	Papio_anubis
ENSTGEP00000012348	ENSTGEG00000010069	Theropithecus_gelada
ENSCSAP00000015784	ENSCSAG00000002255	Chlorocebus_sabaeus
ENSCCAP00000009027	ENSCCAG00000022262	Cebus_capucinus_imitator
ENSSBOP00000024693	ENSSBOG00000028820	Saimiri_boliviensis_boliviensis
ENSCJAP00000002860	ENSCJAG00000001598	Callithrix_jacchus
ENSANAP00000009930	ENSANAG00000022946	Aotus_nancymaae
ENSTSYP00000014202	ENSTSYG00000035506	Carlito_syrichta
ENSPCOP00000029507	ENSPCOG00000027460	Propithecus_coquereli
ENSMICP00000007851	ENSMICG00000008615	Microcebus_murinus
ENSPSMP00000019600	ENSPSMG00000013845	Prolemur_simus
ENSOGAP00000017575	ENSOGAG00000028807	Otolemur_garnettii
ENSCCNP00000008989	ENSCCNG00000009499	Castor_canadensis
ENSDORP00000007566	ENSDORG00000008064	Dipodomys_ordii
ENSMUSP00000041883	ENSMUSG00000039691	Mus_musculus_strain_reference_(CL57BL6)
ENSMSIP00000016813	ENSMSIG00000014412	Mus_spicilegus
MGP_SPRETEiJ_P0032971	MGP_SPRETEiJ_G0018360	Mus_spretus_strain_SPRET/EiJ
MGP_CAROLIEiJ_P0031522	MGP_CAROLIEiJ_G0017516	Mus_caroli_strain_CAROLI_EIJ
MGP_PahariEiJ_P0038238	MGP_PahariEiJ_G0018642	Mus_pahari_strain_PAHARI_EIJ
ENSRNOP00000065001	ENSRNOG00000046076	Rattus_norvegicus
ENSMUGP00000001602	ENSMUGG00000001511	Meriones_unguiculatus
ENSCGRP00000025111	ENSCGRG00000018183	Cricetulus_griseus_CriGri_1.0
ENSCGRP00001015443	ENSCGRG00001016047	Cricetulus_griseus_CHOK1GS_HDv1
ENSCGRP00015000041	ENSCGRG00015000061	Cricetulus_griseus_CriGri-PICR
ENSMOCP00000025169	ENSMOCG00000021367	Microtus_ochrogaster
ENSPEMP00000013303	ENSPEMG00000013391	Peromyscus_maniculatus_bairdii
ENSNGAP00000007134	ENSNGAG00000010462	Nannospalax_galili
ENSJJAP00000021869	ENSJJAG00000022102	Jaculus_jaculus
ENSSTOP00000000070	ENSSTOG00000000083	Ictidomys_tridecemlineatus
ENSSDAP00000016860	ENSSDAG00000015220	Spermophilus_dauricus
ENSUPAP00010024860	ENSUPAG00010019685	Urocitellus_parryii
ENSMMMP00000006429	ENSMMMG00000005734	Marmota_marmota_marmota
ENSCLAP00000009598	ENSCLAG00000006657	Chinchilla_lanigera
ENSODEP00000012961	ENSODEG00000009598	Octodon_degus
ENSCPOP00000019826	ENSCPOG00000022223	Cavia_porcellus
ENSCAPP00000010388	ENSCAPG00000011677	Cavia_aperea
ENSHGLP00100009937	ENSHGLG00100007373	Heterocephalus_glaber_HetGla_1.0
ENSHGLP00000019093	ENSHGLG00000013685	Heterocephalus_glaber_HetGla_female_1.0
ENSFDAP00000001736	ENSFDAG00000011635	Fukomys_damarensis
ENSOPRP00000013997	ENSOPRG00000015326	Ochotona_princeps
ENSTBEP00000009013	ENSTBEG00000010445	Tupaia_belangeri
ENSLAFP00000011332	ENSLAFG00000013545	Loxodonta_africana
ENSPCAP00000004669	ENSPCAG00000005005	Procavia_capensis
ENSDNOP00000026613	ENSDNOG00000045169	Dasypus_novemcinctus
ENSABRP00000012089	ENSABRG00000010872	Anser_brachyrhynchus
ENSAPLP00000018482	ENSAPLG00000029948	Anas_platyrhynchos_platyrhynchos
ENSCJPP00005027403	ENSCJPG00005021248	Coturnix_japonica
ENSMGAP00000006413	ENSMGAG00000006414	Meleagris_gallopavo
ENSGALP00000007191	ENSGALG00000004525	Gallus_gallus
ENSNMEP00000002575	ENSNMEG00000003229	Numida_meleagris
ENSCPGP00000023371	ENSCPGG00000016178	Calidris_pygmaea
ENSCPUP00000021412	ENSCPUG00000014603	Calidris_pugnax
ENSCCEP00000000741	ENSCCEG00000000979	Cyanistes_caeruleus
ENSPMJP00000023048	ENSPMJG00000017042	Parus_major
ENSFALP00000013247	ENSFALG00000012693	Ficedula_albicollis
ENSLSDP00000004857	ENSLSDG00000003788	Lonchura_striata_domestica
ENSTGUP00000003032	ENSTGUG00000002947	Taeniopygia_guttata
ENSSCAP00000018236	ENSSCAG00000013203	Serinus_canaria
ENSJHYP00000002556	ENSJHYG00000002142	Junco_hyemalis
ENSLCOP00000015235	ENSLCOG00000010884	Lepidothrix_coronata
ENSMUNP00000001776	ENSMUNG00000001530	Melopsittacus_undulatus
ENSARWP00000009285	ENSARWG00000006485	Apteryx_rowi
ENSAHAP00000026685	ENSAHAG00000018588	Apteryx_haastii
ENSXETP00000001595	ENSXETG00000006598	Xenopus_tropicalis
ENSXETP00000003703	ENSXETG00000004585	Xenopus_tropicalis
ENSLACP00000019546	ENSLACG00000017189	Latimeria_chalumnae
ENSDCDP00000008233	ENSDCDG00000004122	Denticeps_clupeoides
ENSDCDP00000006389	ENSDCDG00000003113	Denticeps_clupeoides
ENSCHAP00000061990	ENSCHAG00000027592	Clupea_harengus
ENSAMXP00000015578	ENSAMXG00000015138	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSAMXP00005004978	ENSAMXG00005003104	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSPNAP00000007556	ENSPNAG00000013335	Pygocentrus_nattereri
ENSIPUP00000014527	ENSIPUG00000009911	Ictalurus_punctatus
ENSEEEP00000047317	ENSEEEG00000022246	Electrophorus_electricus
ENSDARP00000065804	ENSDARG00000044767	Danio_rerio
ENSAOCP00000016184	ENSAOCG00000021093	Amphiprion_ocellaris
ENSAPEP00000006346	ENSAPEG00000004560	Amphiprion_percula
ENSAPOP00000023483	ENSAPOG00000005338	Acanthochromis_polyacanthus
ENSAPOP00000034589	ENSAPOG00000023951	Acanthochromis_polyacanthus
ENSAPOP00000032127	ENSAPOG00000019847	Acanthochromis_polyacanthus
ENSSPAP00000004556	ENSSPAG00000003535	Stegastes_partitus
ENSPRNP00000050073	ENSPRNG00000023803	Parambassis_ranga
ENSSLDP00000029040	ENSSLDG00000022418	Seriola_lalandi_dorsalis
ENSSDUP00000017253	ENSSDUG00000012596	Seriola_dumerili
ENSATEP00000035085	ENSATEG00000024117	Anabas_testudineus
ENSCGOP00000008700	ENSCGOG00000004448	Cottoperca_gobio
ENSLCRP00005024502	ENSLCRG00005009682	Larimichthys_crocea
ENSMALP00000000417	ENSMALG00000000360	Monopterus_albus
ENSLCAP00010056908	ENSLCAG00010026562	Lates_calcarifer
ENSLCAP00010049079	ENSLCAG00010022830	Lates_calcarifer
ENSMAMP00000031766	ENSMAMG00000021161	Mastacembelus_armatus
ENSSMAP00000030432	ENSSMAG00000018073	Scophthalmus_maximus
ENSMMOP00000014456	ENSMMOG00000011058	Mola_mola
ENSTRUP00000050048	ENSTRUG00000018023	Takifugu_rubripes
ENSLBEP00000029488	ENSLBEG00000022321	Labrus_bergylta
ENSHBUP00000022820	ENSHBUG00000003294	Haplochromis_burtoni
ENSPNYP00000005956	ENSPNYG00000004609	Pundamilia_nyererei
ENSMZEP00005025426	ENSMZEG00005018905	Maylandia_zebra
ENSMZEP00005017915	ENSMZEG00005013468	Maylandia_zebra
ENSACLP00000036923	ENSACLG00000025011	Astatotilapia_calliptera
ENSNBRP00000029378	ENSNBRG00000022376	Neolamprologus_brichardi
ENSONIP00000006762	ENSONIG00000005378	Oreochromis_niloticus
ENSACIP00000000772	ENSACIG00000000675	Amphilophus_citrinellus
ENSCSEP00000017162	ENSCSEG00000011013	Cynoglossus_semilaevis
ENSGWIP00000008964	ENSGWIG00000005112	Gouania_willdenowi
ENSGACP00000014427	ENSGACG00000010899	Gasterosteus_aculeatus
ENSFHEP00000011258	ENSFHEG00000012673	Fundulus_heteroclitus
ENSCVAP00000010140	ENSCVAG00000012219	Cyprinodon_variegatus
ENSXCOP00000014214	ENSXCOG00000010769	Xiphophorus_couchianus
ENSXMAP00000025708	ENSXMAG00000021376	Xiphophorus_maculatus
ENSGAFP00000008528	ENSGAFG00000005068	Gambusia_affinis
ENSPMEP00000031766	ENSPMEG00000019109	Poecilia_mexicana
ENSPFOP00000006457	ENSPFOG00000006530	Poecilia_formosa
ENSPLAP00000001125	ENSPLAG00000002108	Poecilia_latipinna
ENSPREP00000004525	ENSPREG00000003189	Poecilia_reticulata
ENSKMAP00000015307	ENSKMAG00000011454	Kryptolebias_marmoratus
ENSORLP00020034576	ENSORLG00020021108	Oryzias_latipes_ASM223471v1
ENSORLP00000009397	ENSORLG00000007497	Oryzias_latipes_ASM223467v1
ENSORLP00015010078	ENSORLG00015010907	Oryzias_latipes_ASM223469v1
ENSOMEP00000006944	ENSOMEG00000008007	Oryzias_melastigma
ENSPMGP00000008531	ENSPMGG00000007057	Periophthalmus_magnuspinnatus
ENSBSLP00000003760	ENSBSLG00000002018	Betta_splendens
ENSHCOP00000015711	ENSHCOG00000019373	Hippocampus_comes
ENSHCOP00000006086	ENSHCOG00000007826	Hippocampus_comes
