ENSABRP00000012354	ENSABRG00000011087	Anser_brachyrhynchus
ENSMGAP00000005257	ENSMGAG00000005354	Meleagris_gallopavo
ENSXETP00000023529	ENSXETG00000005063	Xenopus_tropicalis
ENSFALP00000002515	ENSFALG00000002416	Ficedula_albicollis
ENSJHYP00000014687	ENSJHYG00000011367	Junco_hyemalis
ENSZALP00000018674	ENSZALG00000014909	Zonotrichia_albicollis
ENSNPEP00000000819	ENSNPEG00000000657	Nothoprocta_perdicaria
ENSAHAP00000010851	ENSAHAG00000007843	Apteryx_haastii
ENSECRP00000010045	ENSECRG00000006704	Erpetoichthys_calabaricus
ENSCPUP00000021556	ENSCPUG00000014696	Calidris_pugnax
ENSLSDP00000015085	ENSLSDG00000010871	Lonchura_striata_domestica
ENSMUNP00000004996	ENSMUNG00000004150	Melopsittacus_undulatus
ENSDNVP00000000344	ENSDNVG00000000275	Dromaius_novaehollandiae
ENSCJPP00005010406	ENSCJPG00005009062	Coturnix_japonica
ENSTGUP00000001456	ENSTGUG00000001414	Taeniopygia_guttata
ENSAOWP00000016561	ENSAOWG00000011283	Apteryx_owenii
ENSSCAP00000009384	ENSSCAG00000007154	Serinus_canaria
ENSLACP00000015050	ENSLACG00000013243	Latimeria_chalumnae
ENSCCEP00000023722	ENSCCEG00000021171	Cyanistes_caeruleus	ENSCCET00000035760
ENSCPGP00000016877	ENSCPGG00000011828	Calidris_pygmaea
ENSNMEP00000009282	ENSNMEG00000009009	Numida_meleagris
ENSPMJP00000005297	ENSPMJG00000004610	Parus_major	ENSPMJT00000007525
ENSAPLP00000016126	ENSAPLG00000016240	Anas_platyrhynchos_platyrhynchos
ENSARWP00000008951	ENSARWG00000006259	Apteryx_rowi
