ENSVURP00010031038	ENSVURG00010023732	Vombatus_ursinus
ENSPCIP00000012765	ENSPCIG00000010152	Phascolarctos_cinereus
ENSMEUP00000003648	ENSMEUG00000003997	Notamacropus_eugenii
ENSMODP00000019967	ENSMODG00000016000	Monodelphis_domestica
ENSMSIP00000014699	ENSMSIG00000012640	Mus_spicilegus
MGP_SPRETEiJ_P0067897	MGP_SPRETEiJ_G0027663	Mus_spretus_strain_SPRET/EiJ
ENSMUSP00000099576	ENSMUSG00000057530	Mus_musculus_strain_reference_(CL57BL6)
MGP_CAROLIEiJ_P0065340	MGP_CAROLIEiJ_G0026683	Mus_caroli_strain_CAROLI_EIJ
MGP_PahariEiJ_P0080427	MGP_PahariEiJ_G0029014	Mus_pahari_strain_PAHARI_EIJ
ENSRNOP00000062928	ENSRNOG00000014241	Rattus_norvegicus
ENSMUGP00000029791	ENSMUGG00000024712	Meriones_unguiculatus
ENSCGRP00015030882	ENSCGRG00015023259	Cricetulus_griseus_CriGri-PICR
ENSCGRP00001002876	ENSCGRG00001003284	Cricetulus_griseus_CHOK1GS_HDv1
ENSCGRP00000007467	ENSCGRG00000005435	Cricetulus_griseus_CriGri_1.0
ENSMAUP00000022489	ENSMAUG00000019902	Mesocricetus_auratus
ENSPEMP00000019027	ENSPEMG00000017410	Peromyscus_maniculatus_bairdii
ENSMOCP00000023034	ENSMOCG00000019867	Microtus_ochrogaster
ENSNGAP00000018242	ENSNGAG00000018403	Nannospalax_galili
ENSJJAP00000007549	ENSJJAG00000011915	Jaculus_jaculus
ENSCCNP00000008519	ENSCCNG00000009010	Castor_canadensis
ENSDORP00000015682	ENSDORG00000016671	Dipodomys_ordii
ENSCLAP00000017863	ENSCLAG00000012254	Chinchilla_lanigera
ENSODEP00000021910	ENSODEG00000016105	Octodon_degus
ENSCPOP00000010493	ENSCPOG00000011666	Cavia_porcellus
ENSCAPP00000013574	ENSCAPG00000014153	Cavia_aperea
ENSHGLP00000020314	ENSHGLG00000014531	Heterocephalus_glaber_HetGla_female_1.0
ENSHGLP00100013084	ENSHGLG00100009689	Heterocephalus_glaber_HetGla_1.0
ENSFDAP00000009547	ENSFDAG00000006572	Fukomys_damarensis
ENSSDAP00000013097	ENSSDAG00000011786	Spermophilus_dauricus
ENSSTOP00000006267	ENSSTOG00000006996	Ictidomys_tridecemlineatus
ENSMMMP00000022013	ENSMMMG00000019366	Marmota_marmota_marmota
ENSPTRP00000090199	ENSPTRG00000000298	Pan_troglodytes
ENSPPAP00000010276	ENSPPAG00000028307	Pan_paniscus
ENSP00000364028	ENSG00000117298	Homo_sapiens
ENSGGOP00000011799	ENSGGOG00000012085	Gorilla_gorilla
ENSPPYP00000002042	ENSPPYG00000001761	Pongo_abelii
