ENSPKIP00000013956	ENSPKIG00000001164	Paramormyrops_kingsleyae	ENSPKIT00000038389
ENSSFOP00015014885	ENSSFOG00015009591	Scleropages_formosus	ENSSFOT00015015060
ENSDCDP00000017752	ENSDCDG00000014443	Denticeps_clupeoides	ENSDCDT00000024889
ENSCHAP00000000975	ENSCHAG00000000686	Clupea_harengus	ENSCHAT00000001141
ENSPNAP00000019666	ENSPNAG00000026321	Pygocentrus_nattereri	ENSPNAT00000029671
ENSAMXP00000014886	ENSAMXG00000014458	Astyanax_mexicanus_Astyanax_mexicanus-2.0	ENSAMXT00000014886
ENSEEEP00000032026	ENSEEEG00000015281	Electrophorus_electricus	ENSEEET00000032412
ENSIPUP00000023929	ENSIPUG00000016162	Ictalurus_punctatus	ENSIPUT00000024943
ENSDARP00000103590	ENSDARG00000077822	Danio_rerio
ENSCSEP00000013276	ENSCSEG00000008559	Cynoglossus_semilaevis
ENSSMAP00000031732	ENSSMAG00000019447	Scophthalmus_maximus
ENSTRUP00000032567	ENSTRUG00000012859	Takifugu_rubripes
ENSTNIP00000016110	ENSTNIG00000013128	Tetraodon_nigroviridis
ENSHCOP00000007886	ENSHCOG00000010001	Hippocampus_comes
ENSSDUP00000020046	ENSSDUG00000014585	Seriola_dumerili
ENSSLDP00000001246	ENSSLDG00000001075	Seriola_lalandi_dorsalis
ENSLCAP00010046455	ENSLCAG00010021546	Lates_calcarifer
ENSLCAP00010039728	ENSLCAG00010018560	Lates_calcarifer
ENSLCRP00005017631	ENSLCRG00005007264	Larimichthys_crocea
ENSLBEP00000013069	ENSLBEG00000010057	Labrus_bergylta
ENSMMOP00000004023	ENSMMOG00000003216	Mola_mola
ENSCGOP00000015528	ENSCGOG00000007495	Cottoperca_gobio
ENSGACP00000023550	ENSGACG00000017823	Gasterosteus_aculeatus
ENSAOCP00000024165	ENSAOCG00000010797	Amphiprion_ocellaris
ENSAPEP00000016789	ENSAPEG00000012007	Amphiprion_percula
ENSAPOP00000024883	ENSAPOG00000007583	Acanthochromis_polyacanthus
ENSSPAP00000021211	ENSSPAG00000015995	Stegastes_partitus
ENSPRNP00000041100	ENSPRNG00000020159	Parambassis_ranga
ENSPMEP00000018101	ENSPMEG00000020994	Poecilia_mexicana
ENSPLAP00000017814	ENSPLAG00000022303	Poecilia_latipinna
ENSPFOP00000008350	ENSPFOG00000008389	Poecilia_formosa
ENSPREP00000026255	ENSPREG00000017748	Poecilia_reticulata
ENSGAFP00000004337	ENSGAFG00000002954	Gambusia_affinis
ENSXCOP00000002894	ENSXCOG00000002305	Xiphophorus_couchianus
ENSXMAP00000009832	ENSXMAG00000009812	Xiphophorus_maculatus
ENSFHEP00000013324	ENSFHEG00000014816	Fundulus_heteroclitus
ENSCVAP00000017126	ENSCVAG00000020197	Cyprinodon_variegatus
ENSKMAP00000015944	ENSKMAG00000011923	Kryptolebias_marmoratus
ENSORLP00000004480	ENSORLG00000003595	Oryzias_latipes_ASM223467v1
ENSORLP00020031601	ENSORLG00020016734	Oryzias_latipes_ASM223471v1
ENSORLP00015018335	ENSORLG00015019392	Oryzias_latipes_ASM223469v1
ENSOMEP00000019404	ENSOMEG00000000559	Oryzias_melastigma
ENSGWIP00000046711	ENSGWIG00000023052	Gouania_willdenowi
ENSMZEP00005003837	ENSMZEG00005002939	Maylandia_zebra
ENSACLP00000020054	ENSACLG00000013630	Astatotilapia_calliptera
ENSHBUP00000027412	ENSHBUG00000010574	Haplochromis_burtoni
ENSPNYP00000022770	ENSPNYG00000017204	Pundamilia_nyererei
ENSNBRP00000006456	ENSNBRG00000005079	Neolamprologus_brichardi
ENSONIP00000006406	ENSONIG00000005096	Oreochromis_niloticus
ENSACIP00000008130	ENSACIG00000006383	Amphilophus_citrinellus
ENSMAMP00000002881	ENSMAMG00000002009	Mastacembelus_armatus
ENSMALP00000020249	ENSMALG00000014152	Monopterus_albus
ENSATEP00000017914	ENSATEG00000012448	Anabas_testudineus
ENSBSLP00000017819	ENSBSLG00000009383	Betta_splendens
ENSPMGP00000014862	ENSPMGG00000012176	Periophthalmus_magnuspinnatus
ENSGMOP00000020766	ENSGMOG00000019313	Gadus_morhua
ENSHHUP00000017048	ENSHHUG00000010617	Hucho_hucho
ENSELUP00000025553	ENSELUG00000024216	Esox_lucius
ENSLOCP00000010692	ENSLOCG00000008782	Lepisosteus_oculatus
ENSECRP00000005245	ENSECRG00000003544	Erpetoichthys_calabaricus
ENSSPUP00000003070	ENSSPUG00000002356	Sphenodon_punctatus
ENSPVIP00000009405	ENSPVIG00000007488	Pogona_vitticeps
ENSABRP00000006899	ENSABRG00000006352	Anser_brachyrhynchus
ENSGALP00000067218	ENSGALG00000046965	Gallus_gallus
ENSLSDP00000023369	ENSLSDG00000016433	Lonchura_striata_domestica
ENSTGUP00000016202	ENSTGUG00000015884	Taeniopygia_guttata
ENSSCAP00000018029	ENSSCAG00000013084	Serinus_canaria
ENSJHYP00000000334	ENSJHYG00000000333	Junco_hyemalis
ENSFALP00000002674	ENSFALG00000002565	Ficedula_albicollis
ENSPMJP00000000299	ENSPMJG00000000278	Parus_major
ENSCCEP00000012785	ENSCCEG00000012301	Cyanistes_caeruleus
