ENSCCNP00000027853	ENSCCNG00000026901	Castor_canadensis
ENSDORP00000013181	ENSDORG00000014021	Dipodomys_ordii
ENSMUSP00000133953	ENSMUSG00000050747	Mus_musculus_strain_reference_(CL57BL6)
MGP_SPRETEiJ_P0046594	MGP_SPRETEiJ_G0022466	Mus_spretus_strain_SPRET/EiJ
ENSMSIP00000020217	ENSMSIG00000017136	Mus_spicilegus
MGP_CAROLIEiJ_P0044696	MGP_CAROLIEiJ_G0021554	Mus_caroli_strain_CAROLI_EIJ
MGP_PahariEiJ_P0044226	MGP_PahariEiJ_G0020552	Mus_pahari_strain_PAHARI_EIJ
ENSRNOP00000001017	ENSRNOG00000031689	Rattus_norvegicus
ENSMUGP00000010729	ENSMUGG00000009434	Meriones_unguiculatus
ENSCGRP00015027548	ENSCGRG00015020885	Cricetulus_griseus_CriGri-PICR
ENSCGRP00001011669	ENSCGRG00001013258	Cricetulus_griseus_CHOK1GS_HDv1
ENSCGRP00000019131	ENSCGRG00000013935	Cricetulus_griseus_CriGri_1.0
ENSMAUP00000000032	ENSMAUG00000000054	Mesocricetus_auratus
ENSPEMP00000030295	ENSPEMG00000023524	Peromyscus_maniculatus_bairdii
ENSMOCP00000023001	ENSMOCG00000019846	Microtus_ochrogaster
ENSNGAP00000020245	ENSNGAG00000019800	Nannospalax_galili
ENSCLAP00000002856	ENSCLAG00000002056	Chinchilla_lanigera
ENSODEP00000000441	ENSODEG00000000385	Octodon_degus
ENSMMMP00000026204	ENSMMMG00000022946	Marmota_marmota_marmota
ENSSDAP00000027121	ENSSDAG00000024572	Spermophilus_dauricus
ENSUPAP00010019385	ENSUPAG00010015352	Urocitellus_parryii
ENSSTOP00000018246	ENSSTOG00000019723	Ictidomys_tridecemlineatus
ENSOCUP00000013472	ENSOCUG00000015687	Oryctolagus_cuniculus
ENSOPRP00000005810	ENSOPRG00000006340	Ochotona_princeps
ENSPTRP00000044121	ENSPTRG00000017920	Pan_troglodytes
ENSPPAP00000034153	ENSPPAG00000039927	Pan_paniscus
ENSGGOP00000015979	ENSGGOG00000016379	Gorilla_gorilla
ENSP00000365884	ENSG00000204610	Homo_sapiens
ENSPPYP00000019269	ENSPPYG00000017202	Pongo_abelii
ENSNLEP00000006051	ENSNLEG00000004987	Nomascus_leucogenys
ENSMLEP00000001766	ENSMLEG00000006787	Mandrillus_leucophaeus
ENSCATP00000014312	ENSCATG00000031201	Cercocebus_atys
ENSPANP00000023706	ENSPANG00000010495	Papio_anubis
ENSMFAP00000009695	ENSMFAG00000035011	Macaca_fascicularis
ENSMMUP00000003861	ENSMMUG00000002890	Macaca_mulatta
ENSMNEP00000010286	ENSMNEG00000029560	Macaca_nemestrina
ENSCSAP00000004396	ENSCSAG00000008133	Chlorocebus_sabaeus
ENSTGEP00000013787	ENSTGEG00000011187	Theropithecus_gelada
ENSTGEP00000012884	ENSTGEG00000010499	Theropithecus_gelada
ENSPTEP00000028273	ENSPTEG00000027961	Piliocolobus_tephrosceles
ENSCANP00000039783	ENSCANG00000043571	Colobus_angolensis_palliatus
ENSRROP00000000714	ENSRROG00000002653	Rhinopithecus_roxellana
ENSRBIP00000021533	ENSRBIG00000034737	Rhinopithecus_bieti
