ENSAHAP00000009183	ENSAHAG00000003282	Apteryx_haastii	ENSAHAT00000010198
ENSAOWP00000022788	ENSAOWG00000013206	Apteryx_owenii	ENSAOWT00000025829
ENSARWP00000005637	ENSARWG00000000424	Apteryx_rowi	ENSARWT00000006456
ENSDNVP00000026139	ENSDNVG00000018183	Dromaius_novaehollandiae	ENSDNVT00000031619
ENSNPEP00000018671	ENSNPEG00000013918	Nothoprocta_perdicaria
ENSAPLP00000007898	ENSAPLG00000008167	Anas_platyrhynchos_platyrhynchos
ENSABRP00000011814	ENSABRG00000007374	Anser_brachyrhynchus
ENSMGAP00000004637	ENSMGAG00000004748	Meleagris_gallopavo
ENSCJPP00005020463	ENSCJPG00005016480	Coturnix_japonica
ENSGALP00000011476	ENSGALG00000007097	Gallus_gallus
ENSNMEP00000024365	ENSNMEG00000020687	Numida_meleagris
ENSLSDP00000026114	ENSLSDG00000018217	Lonchura_striata_domestica
ENSTGUP00000002595	ENSTGUG00000002510	Taeniopygia_guttata
ENSSCAP00000003251	ENSSCAG00000002754	Serinus_canaria
ENSCCEP00000004036	ENSCCEG00000004493	Cyanistes_caeruleus
ENSPMJP00000005390	ENSPMJG00000004676	Parus_major
ENSFALP00000004221	ENSFALG00000004051	Ficedula_albicollis
ENSJHYP00000010977	ENSJHYG00000008590	Junco_hyemalis
ENSZALP00000019211	ENSZALG00000014930	Zonotrichia_albicollis
ENSLCOP00000003586	ENSLCOG00000002706	Lepidothrix_coronata
ENSMVIP00005012990	ENSMVIG00005009433	Manacus_vitellinus
ENSMUNP00000011609	ENSMUNG00000009147	Melopsittacus_undulatus
ENSCPUP00000003549	ENSCPUG00000002710	Calidris_pugnax
ENSCPGP00000027526	ENSCPGG00000018978	Calidris_pygmaea
ENSCPRP00005015452	ENSCPRG00005010212	Crocodylus_porosus
ENSGAGP00000032997	ENSGAGG00000023567	Gopherus_agassizii
ENSCABP00000006521	ENSCABG00000004922	Chelonoidis_abingdonii
ENSCPBP00000020111	ENSCPBG00000014477	Chrysemys_picta_bellii
ENSPSIP00000007261	ENSPSIG00000006547	Pelodiscus_sinensis
ENSACAP00000012765	ENSACAG00000013019	Anolis_carolinensis
ENSACAP00000014240	ENSACAG00000014143	Anolis_carolinensis
ENSPVIP00000027983	ENSPVIG00000020793	Pogona_vitticeps
ENSNSUP00000029081	ENSNSUG00000020629	Notechis_scutatus
ENSSMRP00000010780	ENSSMRG00000008523	Salvator_merianae
ENSSPUP00000017724	ENSSPUG00000013676	Sphenodon_punctatus
ENSVURP00010016960	ENSVURG00010012986	Vombatus_ursinus
ENSPCIP00000024521	ENSPCIG00000018480	Phascolarctos_cinereus
ENSMEUP00000008029	ENSMEUG00000008778	Notamacropus_eugenii
ENSMODP00000017877	ENSMODG00000014302	Monodelphis_domestica
ENSSHAP00000015578	ENSSHAG00000013276	Sarcophilus_harrisii
ENSPTRP00000073208	ENSPTRG00000022064	Pan_troglodytes
ENSPPAP00000002311	ENSPPAG00000010461	Pan_paniscus
ENSP00000262752	ENSG00000072133	Homo_sapiens
ENSGGOP00000018882	ENSGGOG00000016474	Gorilla_gorilla
ENSPPYP00000022960	ENSPPYG00000020513	Pongo_abelii
ENSNLEP00000003157	ENSNLEG00000002544	Nomascus_leucogenys
ENSMNEP00000008788	ENSMNEG00000028869	Macaca_nemestrina
ENSMMUP00000048731	ENSMMUG00000020532	Macaca_mulatta
ENSMFAP00000006139	ENSMFAG00000045848	Macaca_fascicularis
ENSTGEP00000032881	ENSTGEG00000026268	Theropithecus_gelada
ENSPANP00000008781	ENSPANG00000012943	Papio_anubis
ENSCATP00000004820	ENSCATG00000016428	Cercocebus_atys
ENSMLEP00000003285	ENSMLEG00000013932	Mandrillus_leucophaeus
ENSCSAP00000006784	ENSCSAG00000010555	Chlorocebus_sabaeus
ENSCANP00000032845	ENSCANG00000040081	Colobus_angolensis_palliatus
ENSRROP00000006639	ENSRROG00000025936	Rhinopithecus_roxellana
ENSCCAP00000004899	ENSCCAG00000019964	Cebus_capucinus_imitator
ENSCJAP00000015445	ENSCJAG00000008317	Callithrix_jacchus
ENSSBOP00000006710	ENSSBOG00000020333	Saimiri_boliviensis_boliviensis
ENSANAP00000036297	ENSANAG00000035666	Aotus_nancymaae
ENSTSYP00000007268	ENSTSYG00000007849	Carlito_syrichta
ENSPSMP00000005821	ENSPSMG00000004374	Prolemur_simus
ENSMICP00000005879	ENSMICG00000006433	Microcebus_murinus
ENSPCOP00000007855	ENSPCOG00000015184	Propithecus_coquereli
ENSOGAP00000008050	ENSOGAG00000008981	Otolemur_garnettii
ENSSDAP00000017545	ENSSDAG00000015957	Spermophilus_dauricus
ENSUPAP00010013410	ENSUPAG00010010784	Urocitellus_parryii
ENSSTOP00000031479	ENSSTOG00000002290	Ictidomys_tridecemlineatus
ENSMMMP00000012575	ENSMMMG00000011222	Marmota_marmota_marmota
ENSHGLP00100012185	ENSHGLG00100009028	Heterocephalus_glaber_HetGla_1.0
ENSHGLP00000006174	ENSHGLG00000004511	Heterocephalus_glaber_HetGla_female_1.0
ENSFDAP00000013466	ENSFDAG00000000204	Fukomys_damarensis
ENSCLAP00000012726	ENSCLAG00000008786	Chinchilla_lanigera
ENSODEP00000004720	ENSODEG00000003590	Octodon_degus
ENSMOCP00000000056	ENSMOCG00000000070	Microtus_ochrogaster
ENSPEMP00000016620	ENSPEMG00000015736	Peromyscus_maniculatus_bairdii
ENSCGRP00015025367	ENSCGRG00015018595	Cricetulus_griseus_CriGri-PICR
ENSCGRP00000004176	ENSCGRG00000003071	Cricetulus_griseus_CriGri_1.0
ENSCGRP00001020483	ENSCGRG00001019587	Cricetulus_griseus_CHOK1GS_HDv1
ENSMAUP00000002032	ENSMAUG00000001357	Mesocricetus_auratus
ENSMSIP00000033736	ENSMSIG00000028049	Mus_spicilegus
MGP_SPRETEiJ_P0096301	MGP_SPRETEiJ_G0034515	Mus_spretus_strain_SPRET/EiJ
ENSMUSP00000080694	ENSMUSG00000025665	Mus_musculus_strain_reference_(CL57BL6)
MGP_CAROLIEiJ_P0092534	MGP_CAROLIEiJ_G0033350	Mus_caroli_strain_CAROLI_EIJ
MGP_PahariEiJ_P0090149	MGP_PahariEiJ_G0031890	Mus_pahari_strain_PAHARI_EIJ
ENSRNOP00000003512	ENSRNOG00000002592	Rattus_norvegicus
ENSNGAP00000011096	ENSNGAG00000013321	Nannospalax_galili
ENSJJAP00000024230	ENSJJAG00000023727	Jaculus_jaculus
ENSDORP00000019092	ENSDORG00000008579	Dipodomys_ordii
ENSOCUP00000005559	ENSOCUG00000006428	Oryctolagus_cuniculus
ENSOCUP00000048052	ENSOCUG00000032155	Oryctolagus_cuniculus
ENSTBEP00000012832	ENSTBEG00000014770	Tupaia_belangeri
