ENSPTEP00000013736	ENSPTEG00000015358	Piliocolobus_tephrosceles	ENSPTET00000020613
ENSCCEP00000000619	ENSCCEG00000000789	Cyanistes_caeruleus	ENSCCET00000001097
ENSDCDP00000054182	ENSDCDG00000032072	Denticeps_clupeoides	ENSDCDT00000066071
ENSCHAP00000025631	ENSCHAG00000012215	Clupea_harengus	ENSCHAT00000027878
ENSPNAP00000002045	ENSPNAG00000008525	Pygocentrus_nattereri	ENSPNAT00000011110
ENSAMXP00000011870	ENSAMXG00000011549	Astyanax_mexicanus_Astyanax_mexicanus-2.0	ENSAMXT00000011870
ENSIPUP00000018074	ENSIPUG00000012277	Ictalurus_punctatus	ENSIPUT00000018845
ENSEEEP00000007406	ENSEEEG00000003847	Electrophorus_electricus	ENSEEET00000007507
ENSDARP00000120969	ENSDARG00000063627	Danio_rerio
ENSHHUP00000044827	ENSHHUG00000027193	Hucho_hucho
ENSHHUP00000043644	ENSHHUG00000026449	Hucho_hucho
ENSELUP00000023186	ENSELUG00000022099	Esox_lucius
ENSSLDP00000001492	ENSSLDG00000001209	Seriola_lalandi_dorsalis
ENSSDUP00000029291	ENSSDUG00000021097	Seriola_dumerili
ENSLCAP00010030010	ENSLCAG00010014018	Lates_calcarifer
ENSSMAP00000023965	ENSSMAG00000014623	Scophthalmus_maximus
ENSMAMP00000032977	ENSMAMG00000022191	Mastacembelus_armatus
ENSMALP00000016481	ENSMALG00000011552	Monopterus_albus
ENSATEP00000014864	ENSATEG00000010331	Anabas_testudineus
ENSBSLP00000024816	ENSBSLG00000012400	Betta_splendens
ENSCVAP00000019683	ENSCVAG00000023063	Cyprinodon_variegatus
ENSFHEP00000031360	ENSFHEG00000017233	Fundulus_heteroclitus
ENSGAFP00000016710	ENSGAFG00000011248	Gambusia_affinis
ENSXCOP00000026003	ENSXCOG00000019431	Xiphophorus_couchianus
ENSPLAP00000004984	ENSPLAG00000006820	Poecilia_latipinna
ENSPFOP00000008146	ENSPFOG00000007988	Poecilia_formosa
ENSPMEP00000029695	ENSPMEG00000015671	Poecilia_mexicana
ENSPREP00000022894	ENSPREG00000015440	Poecilia_reticulata
ENSKMAP00000002282	ENSKMAG00000001743	Kryptolebias_marmoratus
ENSORLP00015016402	ENSORLG00015017381	Oryzias_latipes_ASM223469v1
ENSORLP00000002076	ENSORLG00000001674	Oryzias_latipes_ASM223467v1
ENSORLP00020009416	ENSORLG00020010315	Oryzias_latipes_ASM223471v1
ENSOMEP00000027093	ENSOMEG00000009341	Oryzias_melastigma
ENSAPEP00000026573	ENSAPEG00000018843	Amphiprion_percula
ENSAOCP00000011819	ENSAOCG00000016222	Amphiprion_ocellaris
ENSAPOP00000016083	ENSAPOG00000019208	Acanthochromis_polyacanthus
ENSSPAP00000018459	ENSSPAG00000013925	Stegastes_partitus
ENSHBUP00000011540	ENSHBUG00000013186	Haplochromis_burtoni
ENSPNYP00000014414	ENSPNYG00000010914	Pundamilia_nyererei
ENSACLP00000008725	ENSACLG00000005923	Astatotilapia_calliptera
ENSMZEP00005015966	ENSMZEG00005011990	Maylandia_zebra
ENSNBRP00000027545	ENSNBRG00000021004	Neolamprologus_brichardi
ENSONIP00000019295	ENSONIG00000015336	Oreochromis_niloticus
ENSACIP00000009395	ENSACIG00000007313	Amphilophus_citrinellus
ENSGACP00000013773	ENSGACG00000010420	Gasterosteus_aculeatus
ENSLCRP00005023634	ENSLCRG00005009370	Larimichthys_crocea
ENSLBEP00000031463	ENSLBEG00000023751	Labrus_bergylta
ENSLBEP00000029691	ENSLBEG00000022444	Labrus_bergylta
ENSMMOP00000023056	ENSMMOG00000017547	Mola_mola
ENSTNIP00000021322	ENSTNIG00000018156	Tetraodon_nigroviridis
ENSCSEP00000028347	ENSCSEG00000018121	Cynoglossus_semilaevis
ENSHCOP00000027141	ENSHCOG00000018713	Hippocampus_comes
ENSPMGP00000029817	ENSPMGG00000023998	Periophthalmus_magnuspinnatus
ENSGMOP00000000565	ENSGMOG00000000569	Gadus_morhua
ENSAMXP00005023601	ENSAMXG00005012115	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSAMXP00000013312	ENSAMXG00000012949	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSPKIP00000002348	ENSPKIG00000020273	Paramormyrops_kingsleyae
ENSSFOP00015016515	ENSSFOG00015010596	Scleropages_formosus
ENSLACP00000015604	ENSLACG00000013738	Latimeria_chalumnae
ENSECRP00000025417	ENSECRG00000017193	Erpetoichthys_calabaricus
ENSLOCP00000009017	ENSLOCG00000007429	Lepisosteus_oculatus
ENSCMIP00000005888	ENSCMIG00000003286	Callorhinchus_milii
ENSPVIP00000022030	ENSPVIG00000016151	Pogona_vitticeps
ENSACAP00000013547	ENSACAG00000013813	Anolis_carolinensis
ENSSMRP00000012743	ENSSMRG00000009197	Salvator_merianae
ENSSPUP00000023135	ENSSPUG00000017700	Sphenodon_punctatus
ENSGAGP00000017098	ENSGAGG00000012770	Gopherus_agassizii
ENSCABP00000007221	ENSCABG00000005473	Chelonoidis_abingdonii
ENSCPBP00000026589	ENSCPBG00000018884	Chrysemys_picta_bellii
ENSABRP00000008790	ENSABRG00000007765	Anser_brachyrhynchus
ENSAPLP00000018889	ENSAPLG00000008324	Anas_platyrhynchos_platyrhynchos
ENSGALP00000066827	ENSGALG00000053353	Gallus_gallus
ENSMGAP00000009888	ENSMGAG00000009577	Meleagris_gallopavo
ENSNMEP00000002076	ENSNMEG00000002624	Numida_meleagris
ENSCPUP00000012159	ENSCPUG00000008595	Calidris_pugnax
ENSCPGP00000004030	ENSCPGG00000002706	Calidris_pygmaea
ENSAHAP00000023180	ENSAHAG00000016201	Apteryx_haastii
ENSAOWP00000021070	ENSAOWG00000014237	Apteryx_owenii
ENSARWP00000010144	ENSARWG00000007007	Apteryx_rowi
ENSDNVP00000025081	ENSDNVG00000017444	Dromaius_novaehollandiae
ENSMGAP00000015012	ENSMGAG00000014192	Meleagris_gallopavo
ENSMUNP00000011949	ENSMUNG00000009395	Melopsittacus_undulatus
ENSCJPP00005009413	ENSCJPG00005008168	Coturnix_japonica
ENSLSDP00000007652	ENSLSDG00000005748	Lonchura_striata_domestica
ENSLSDP00000022322	ENSLSDG00000015772	Lonchura_striata_domestica
ENSSCAP00000007835	ENSSCAG00000006005	Serinus_canaria
ENSPMJP00000004467	ENSPMJG00000003856	Parus_major
ENSFALP00000000370	ENSFALG00000000360	Ficedula_albicollis
ENSPCAP00000006451	ENSPCAG00000006873	Procavia_capensis
ENSLAFP00000000575	ENSLAFG00000000686	Loxodonta_africana
ENSDNOP00000028170	ENSDNOG00000047347	Dasypus_novemcinctus
ENSCHIP00000011266	ENSCHIG00000013489	Capra_hircus
ENSOARP00000015308	ENSOARG00000014255	Ovis_aries
ENSBIXP00000006208	ENSBIXG00000012339	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBTAP00000012938	ENSBTAG00000009811	Bos_taurus
ENSBIXP00005029758	ENSBIXG00005009761	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBMUP00000032384	ENSBMUG00000024139	Bos_mutus
ENSBBBP00000012846	ENSBBBG00000020551	Bison_bison_bison
ENSTTRP00000006080	ENSTTRG00000006423	Tursiops_truncatus
ENSMPUP00000006777	ENSMPUG00000006831	Mustela_putorius_furo
ENSNVIP00000031305	ENSNVIG00000024072	Neovison_vison
ENSAMEP00000006248	ENSAMEG00000005886	Ailuropoda_melanoleuca
ENSVVUP00000011919	ENSVVUG00000007851	Vulpes_vulpes
ENSFCAP00000037118	ENSFCAG00000022942	Felis_catus
ENSPPRP00000016005	ENSPPRG00000008442	Panthera_pardus
ENSECAP00000014433	ENSECAG00000016440	Equus_caballus
ENSEASP00005014648	ENSEASG00005010217	Equus_asinus_asinus
ENSEEUP00000004946	ENSEEUG00000005437	Erinaceus_europaeus
ENSSARP00000011056	ENSSARG00000012243	Sorex_araneus
ENSMLUP00000021148	ENSMLUG00000030120	Myotis_lucifugus
ENSCCNP00000012053	ENSCCNG00000012514	Castor_canadensis
ENSDORP00000024112	ENSDORG00000004860	Dipodomys_ordii
ENSCGRP00001024799	ENSCGRG00001022601	Cricetulus_griseus_CHOK1GS_HDv1
ENSCGRP00015027884	ENSCGRG00015021153	Cricetulus_griseus_CriGri-PICR
ENSCGRP00000016741	ENSCGRG00000012159	Cricetulus_griseus_CriGri_1.0
ENSMAUP00000012204	ENSMAUG00000012534	Mesocricetus_auratus
ENSMOCP00000011423	ENSMOCG00000011668	Microtus_ochrogaster
MGP_SPRETEiJ_P0040488	MGP_SPRETEiJ_G0020831	Mus_spretus_strain_SPRET/EiJ
ENSMUSP00000023217	ENSMUSG00000022557	Mus_musculus_strain_reference_(CL57BL6)
MGP_CAROLIEiJ_P0038678	MGP_CAROLIEiJ_G0019928	Mus_caroli_strain_CAROLI_EIJ
