ENSCPBP00000012851	ENSCPBG00000009665	Chrysemys_picta_bellii
ENSCABP00000027582	ENSCABG00000020267	Chelonoidis_abingdonii
ENSPSIP00000005050	ENSPSIG00000004712	Pelodiscus_sinensis
ENSLSDP00000018891	ENSLSDG00000013489	Lonchura_striata_domestica
ENSTGUP00000002195	ENSTGUG00000002129	Taeniopygia_guttata
ENSSCAP00000002439	ENSSCAG00000002132	Serinus_canaria
ENSPMJP00000025077	ENSPMJG00000018391	Parus_major
ENSJHYP00000002251	ENSJHYG00000001911	Junco_hyemalis
ENSMVIP00005000134	ENSMVIG00005000132	Manacus_vitellinus
ENSLCOP00000008212	ENSLCOG00000006016	Lepidothrix_coronata
ENSCPGP00000008614	ENSCPGG00000006123	Calidris_pygmaea
ENSMUNP00000012292	ENSMUNG00000009669	Melopsittacus_undulatus
ENSGALP00000050667	ENSGALG00000031920	Gallus_gallus
ENSCJPP00005019220	ENSCJPG00005015624	Coturnix_japonica
ENSNMEP00000004267	ENSNMEG00000004697	Numida_meleagris
ENSABRP00000013334	ENSABRG00000011864	Anser_brachyrhynchus
ENSAHAP00000005223	ENSAHAG00000004076	Apteryx_haastii
ENSAOWP00000017566	ENSAOWG00000012005	Apteryx_owenii
ENSARWP00000001506	ENSARWG00000001216	Apteryx_rowi
ENSDNVP00000025525	ENSDNVG00000017748	Dromaius_novaehollandiae
ENSNPEP00000013093	ENSNPEG00000009780	Nothoprocta_perdicaria
ENSCPRP00005025605	ENSCPRG00005017746	Crocodylus_porosus
ENSPVIP00000030551	ENSPVIG00000022474	Pogona_vitticeps
ENSNSUP00000003002	ENSNSUG00000002470	Notechis_scutatus
ENSSMRP00000010602	ENSSMRG00000008387	Salvator_merianae
ENSMICP00000021125	ENSMICG00000029665	Microcebus_murinus
ENSPSMP00000036717	ENSPSMG00000025261	Prolemur_simus
ENSOGAP00000005325	ENSOGAG00000005954	Otolemur_garnettii
ENSPTRP00000050645	ENSPTRG00000017662	Pan_troglodytes
ENSPPAP00000032991	ENSPPAG00000039358	Pan_paniscus
ENSP00000496415	ENSG00000137273	Homo_sapiens
ENSGGOP00000013145	ENSGGOG00000013479	Gorilla_gorilla
ENSPPYP00000018083	ENSPPYG00000016166	Pongo_abelii
ENSNLEP00000013151	ENSNLEG00000010829	Nomascus_leucogenys
ENSRROP00000013242	ENSRROG00000030889	Rhinopithecus_roxellana
ENSRBIP00000033649	ENSRBIG00000040570	Rhinopithecus_bieti
ENSPTEP00000014854	ENSPTEG00000016552	Piliocolobus_tephrosceles
ENSMMUP00000006039	ENSMMUG00000004540	Macaca_mulatta
ENSMFAP00000008065	ENSMFAG00000036369	Macaca_fascicularis
ENSMNEP00000003977	ENSMNEG00000018597	Macaca_nemestrina
ENSCATP00000001109	ENSCATG00000005462	Cercocebus_atys
ENSTGEP00000015989	ENSTGEG00000012921	Theropithecus_gelada
ENSCSAP00000003455	ENSCSAG00000007180	Chlorocebus_sabaeus
ENSCCAP00000030265	ENSCCAG00000033175	Cebus_capucinus_imitator
ENSSBOP00000027342	ENSSBOG00000030093	Saimiri_boliviensis_boliviensis
ENSCJAP00000066498	ENSCJAG00000038579	Callithrix_jacchus
ENSANAP00000022917	ENSANAG00000029212	Aotus_nancymaae
ENSMSIP00000014898	ENSMSIG00000012814	Mus_spicilegus
ENSMUSP00000046789	ENSMUSG00000038402	Mus_musculus_strain_reference_(CL57BL6)
MGP_SPRETEiJ_P0035620	MGP_SPRETEiJ_G0019268	Mus_spretus_strain_SPRET/EiJ
MGP_CAROLIEiJ_P0034028	MGP_CAROLIEiJ_G0018399	Mus_caroli_strain_CAROLI_EIJ
MGP_PahariEiJ_P0040631	MGP_PahariEiJ_G0019463	Mus_pahari_strain_PAHARI_EIJ
ENSMUGP00000030738	ENSMUGG00000025555	Meriones_unguiculatus
ENSCGRP00001025350	ENSCGRG00001022972	Cricetulus_griseus_CHOK1GS_HDv1
ENSCGRP00015005088	ENSCGRG00015004016	Cricetulus_griseus_CriGri-PICR
ENSCGRP00000019834	ENSCGRG00000014437	Cricetulus_griseus_CriGri_1.0
ENSMAUP00000012056	ENSMAUG00000012470	Mesocricetus_auratus
ENSPEMP00000018533	ENSPEMG00000017102	Peromyscus_maniculatus_bairdii
ENSMOCP00000010072	ENSMOCG00000010276	Microtus_ochrogaster
ENSNGAP00000008098	ENSNGAG00000011181	Nannospalax_galili
ENSUPAP00010005363	ENSUPAG00010004332	Urocitellus_parryii
ENSSTOP00000022838	ENSSTOG00000020735	Ictidomys_tridecemlineatus
ENSCCNP00000032279	ENSCCNG00000030640	Castor_canadensis
ENSDORP00000001446	ENSDORG00000001552	Dipodomys_ordii
ENSTSYP00000028138	ENSTSYG00000033449	Carlito_syrichta
ENSPCOP00000020341	ENSPCOG00000022131	Propithecus_coquereli
