FBpp0083969	FBgn0039153	Drosophila_melanogaster
C39B5.6.1	WBGene00016524	Caenorhabditis_elegans_strain_N2
ENSGALP00000016403	ENSGALG00000010097	Gallus_gallus
ENSCJPP00005006086	ENSCJPG00005005719	Coturnix_japonica
ENSMGAP00000004060	ENSMGAG00000004276	Meleagris_gallopavo
ENSNMEP00000013127	ENSNMEG00000011813	Numida_meleagris
ENSABRP00000016227	ENSABRG00000013982	Anser_brachyrhynchus
ENSAPLP00000003444	ENSAPLG00000003933	Anas_platyrhynchos_platyrhynchos
ENSPMJP00000013909	ENSPMJG00000010555	Parus_major
ENSCCEP00000012907	ENSCCEG00000012128	Cyanistes_caeruleus
ENSFALP00000002296	ENSFALG00000002209	Ficedula_albicollis
ENSTGUP00000005155	ENSTGUG00000004986	Taeniopygia_guttata
ENSLSDP00000011000	ENSLSDG00000008011	Lonchura_striata_domestica
ENSSCAP00000016473	ENSSCAG00000012023	Serinus_canaria
ENSJHYP00000001564	ENSJHYG00000001357	Junco_hyemalis
ENSZALP00000009187	ENSZALG00000007934	Zonotrichia_albicollis
ENSMVIP00005020772	ENSMVIG00005014633	Manacus_vitellinus
ENSLCOP00000006274	ENSLCOG00000004645	Lepidothrix_coronata
ENSCPGP00000004658	ENSCPGG00000003383	Calidris_pygmaea
ENSCPUP00000013071	ENSCPUG00000009293	Calidris_pugnax
ENSMUNP00000013780	ENSMUNG00000010748	Melopsittacus_undulatus
ENSAOWP00000016238	ENSAOWG00000011003	Apteryx_owenii	ENSAOWT00000018429
ENSAHAP00000028272	ENSAHAG00000019635	Apteryx_haastii	ENSAHAT00000031123
ENSARWP00000010342	ENSARWG00000007201	Apteryx_rowi	ENSARWT00000011782
ENSDNVP00000023054	ENSDNVG00000016030	Dromaius_novaehollandiae	ENSDNVT00000027800
ENSNPEP00000003613	ENSNPEG00000002766	Nothoprocta_perdicaria
ENSCPRP00005012747	ENSCPRG00005009052	Crocodylus_porosus
ENSGAGP00000009964	ENSGAGG00000007826	Gopherus_agassizii
ENSCABP00000012986	ENSCABG00000009727	Chelonoidis_abingdonii
ENSCPBP00000037255	ENSCPBG00000025824	Chrysemys_picta_bellii
ENSPSIP00000020147	ENSPSIG00000017832	Pelodiscus_sinensis
ENSACAP00000002763	ENSACAG00000002772	Anolis_carolinensis
ENSPVIP00000026217	ENSPVIG00000019577	Pogona_vitticeps
ENSSMRP00000001176	ENSSMRG00000001035	Salvator_merianae
ENSNSUP00000005889	ENSNSUG00000004740	Notechis_scutatus
ENSSPUP00000018796	ENSSPUG00000014453	Sphenodon_punctatus
ENSPCIP00000019953	ENSPCIG00000015213	Phascolarctos_cinereus
ENSVURP00010015641	ENSVURG00010011946	Vombatus_ursinus
ENSMEUP00000001363	ENSMEUG00000001479	Notamacropus_eugenii
ENSSHAP00000013754	ENSSHAG00000011763	Sarcophilus_harrisii
ENSMODP00000050141	ENSMODG00000001031	Monodelphis_domestica
ENSCHOP00000007500	ENSCHOG00000008476	Choloepus_hoffmanni
ENSDNOP00000009862	ENSDNOG00000012683	Dasypus_novemcinctus
ENSLAFP00000017007	ENSLAFG00000022607	Loxodonta_africana
ENSPCAP00000005548	ENSPCAG00000005950	Procavia_capensis
ENSETEP00000001911	ENSETEG00000002356	Echinops_telfairi
ENSUAMP00000027734	ENSUAMG00000021441	Ursus_americanus
ENSUMAP00000022082	ENSUMAG00000016157	Ursus_maritimus
ENSAMEP00000019488	ENSAMEG00000018434	Ailuropoda_melanoleuca
ENSMPUP00000007336	ENSMPUG00000007394	Mustela_putorius_furo
ENSNVIP00000011476	ENSNVIG00000009094	Neovison_vison
ENSCAFP00020034431	ENSCAFG00020026686	Canis_lupus_dingo
ENSCAFP00000011952	ENSCAFG00000008088	Canis_lupus_familiaris
ENSVVUP00000034808	ENSVVUG00000025083	Vulpes_vulpes
ENSPTIP00000025791	ENSPTIG00000021433	Panthera_tigris_altaica
ENSPPRP00000010959	ENSPPRG00000004993	Panthera_pardus
ENSFCAP00000002955	ENSFCAG00000003207	Felis_catus
ENSECAP00000003355	ENSECAG00000003539	Equus_caballus
ENSEASP00005023324	ENSEASG00005015868	Equus_asinus_asinus
ENSPVAP00000006506	ENSPVAG00000006891	Pteropus_vampyrus
ENSMLUP00000007481	ENSMLUG00000008194	Myotis_lucifugus
ENSCHIP00000021975	ENSCHIG00000020111	Capra_hircus
ENSOARP00000004665	ENSOARG00000004355	Ovis_aries
ENSBIXP00000030333	ENSBIXG00000012280	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBIXP00005045052	ENSBIXG00005005051	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBTAP00000070049	ENSBTAG00000013914	Bos_taurus
ENSBMUP00000007560	ENSBMUG00000005945	Bos_mutus
ENSBBBP00000020636	ENSBBBG00000014330	Bison_bison_bison
ENSTTRP00000010125	ENSTTRG00000010679	Tursiops_truncatus
ENSSSCP00000073019	ENSSSCG00000009015	Sus_scrofa_strain_reference
ENSVPAP00000010097	ENSVPAG00000010844	Vicugna_pacos
ENSEEUP00000002107	ENSEEUG00000002311	Erinaceus_europaeus
ENSSARP00000002904	ENSSARG00000003212	Sorex_araneus
ENSPPAP00000037944	ENSPPAG00000041690	Pan_paniscus
ENSPTRP00000028352	ENSPTRG00000016513	Pan_troglodytes
ENSP00000263985	ENSG00000059691	Homo_sapiens
ENSGGOP00000010820	ENSGGOG00000011099	Gorilla_gorilla
ENSPPYP00000016899	ENSPPYG00000015121	Pongo_abelii
ENSNLEP00000007085	ENSNLEG00000005836	Nomascus_leucogenys
ENSCATP00000021138	ENSCATG00000034281	Cercocebus_atys
ENSMLEP00000036050	ENSMLEG00000042135	Mandrillus_leucophaeus
ENSTGEP00000018389	ENSTGEG00000014836	Theropithecus_gelada
ENSPANP00000013941	ENSPANG00000024036	Papio_anubis
ENSMMUP00000014466	ENSMMUG00000011048	Macaca_mulatta
ENSMNEP00000033831	ENSMNEG00000040147	Macaca_nemestrina
ENSMFAP00000028230	ENSMFAG00000045472	Macaca_fascicularis
ENSCSAP00000014732	ENSCSAG00000003318	Chlorocebus_sabaeus
ENSPTEP00000003302	ENSPTEG00000003935	Piliocolobus_tephrosceles
ENSCANP00000011734	ENSCANG00000029227	Colobus_angolensis_palliatus
ENSRROP00000036237	ENSRROG00000041575	Rhinopithecus_roxellana
ENSRBIP00000001262	ENSRBIG00000006453	Rhinopithecus_bieti
ENSSBOP00000011350	ENSSBOG00000022495	Saimiri_boliviensis_boliviensis
ENSCCAP00000007380	ENSCCAG00000021445	Cebus_capucinus_imitator
ENSCJAP00000043211	ENSCJAG00000002147	Callithrix_jacchus
ENSANAP00000005794	ENSANAG00000020953	Aotus_nancymaae
ENSTSYP00000025720	ENSTSYG00000009976	Carlito_syrichta
ENSMICP00000003932	ENSMICG00000004311	Microcebus_murinus
ENSPSMP00000030885	ENSPSMG00000021442	Prolemur_simus
ENSPCOP00000019646	ENSPCOG00000021777	Propithecus_coquereli
ENSOGAP00000012704	ENSOGAG00000014181	Otolemur_garnettii
ENSPEMP00000009984	ENSPEMG00000011096	Peromyscus_maniculatus_bairdii
ENSMOCP00000019644	ENSMOCG00000017566	Microtus_ochrogaster
ENSCGRP00000017842	ENSCGRG00000012974	Cricetulus_griseus_CriGri_1.0
