FBpp0087861	FBgn0033264	Drosophila_melanogaster
Y56A3A.17.2	WBGene00003802	Caenorhabditis_elegans_strain_N2
ENSPMAP00000009639	ENSPMAG00000008748	Petromyzon_marinus
ENSEBUP00000008290	ENSEBUG00000005328	Eptatretus_burgeri
ENSGACP00000000745	ENSGACG00000000570	Gasterosteus_aculeatus
ENSHCOP00000005063	ENSHCOG00000006666	Hippocampus_comes
ENSGWIP00000028539	ENSGWIG00000014877	Gouania_willdenowi
ENSCSEP00000006225	ENSCSEG00000004014	Cynoglossus_semilaevis
ENSPMGP00000020585	ENSPMGG00000016661	Periophthalmus_magnuspinnatus
ENSFHEP00000005801	ENSFHEG00000006780	Fundulus_heteroclitus
ENSCVAP00000006867	ENSCVAG00000008465	Cyprinodon_variegatus
ENSPMEP00000024677	ENSPMEG00000007147	Poecilia_mexicana
ENSPLAP00000005102	ENSPLAG00000006935	Poecilia_latipinna
ENSPFOP00000015656	ENSPFOG00000015591	Poecilia_formosa
ENSPREP00000009732	ENSPREG00000006626	Poecilia_reticulata
ENSXMAP00000010330	ENSXMAG00000010312	Xiphophorus_maculatus
ENSXCOP00000017726	ENSXCOG00000013359	Xiphophorus_couchianus
ENSGAFP00000027793	ENSGAFG00000018787	Gambusia_affinis
ENSORLP00000024894	ENSORLG00000020059	Oryzias_latipes_ASM223467v1
ENSORLP00020002850	ENSORLG00020003615	Oryzias_latipes_ASM223471v1
ENSORLP00015023045	ENSORLG00015002764	Oryzias_latipes_ASM223469v1
ENSOMEP00000034481	ENSOMEG00000021157	Oryzias_melastigma
ENSAOCP00000002453	ENSAOCG00000005553	Amphiprion_ocellaris
ENSAPEP00000034700	ENSAPEG00000024643	Amphiprion_percula
ENSAPOP00000004579	ENSAPOG00000006209	Acanthochromis_polyacanthus
ENSSPAP00000018779	ENSSPAG00000014180	Stegastes_partitus
ENSMAMP00000030636	ENSMAMG00000020659	Mastacembelus_armatus
ENSMMOP00000007715	ENSMMOG00000005997	Mola_mola
ENSPNYP00000030263	ENSPNYG00000022806	Pundamilia_nyererei
ENSHBUP00000033530	ENSHBUG00000020494	Haplochromis_burtoni
ENSACLP00000012193	ENSACLG00000008324	Astatotilapia_calliptera
ENSMZEP00005025354	ENSMZEG00005018926	Maylandia_zebra
ENSNBRP00000022556	ENSNBRG00000017297	Neolamprologus_brichardi
ENSONIP00000009445	ENSONIG00000007489	Oreochromis_niloticus
ENSACIP00000011881	ENSACIG00000009230	Amphilophus_citrinellus
ENSKMAP00000019604	ENSKMAG00000014607	Kryptolebias_marmoratus
ENSLCAP00010011829	ENSLCAG00010005610	Lates_calcarifer
ENSATEP00000000722	ENSATEG00000000548	Anabas_testudineus
ENSBSLP00000003147	ENSBSLG00000001789	Betta_splendens
ENSLCRP00005033545	ENSLCRG00005013195	Larimichthys_crocea
ENSLBEP00000000376	ENSLBEG00000000317	Labrus_bergylta
ENSSDUP00000017341	ENSSDUG00000012674	Seriola_dumerili
ENSSLDP00000024877	ENSSLDG00000019360	Seriola_lalandi_dorsalis
ENSSMAP00000007976	ENSSMAG00000004935	Scophthalmus_maximus
ENSPRNP00000041668	ENSPRNG00000020417	Parambassis_ranga
ENSMALP00000010927	ENSMALG00000007759	Monopterus_albus
ENSGMOP00000001018	ENSGMOG00000000985	Gadus_morhua
ENSTNIP00000004736	ENSTNIG00000002271	Tetraodon_nigroviridis
ENSTNIP00000004322	ENSTNIG00000001934	Tetraodon_nigroviridis
ENSTNIP00000005929	ENSTNIG00000003343	Tetraodon_nigroviridis
ENSTRUP00000001088	ENSTRUG00000000462	Takifugu_rubripes
ENSHHUP00000023887	ENSHHUG00000014991	Hucho_hucho
ENSHHUP00000013162	ENSHHUG00000008080	Hucho_hucho
ENSELUP00000008473	ENSELUG00000009115	Esox_lucius
ENSAMXP00000008504	ENSAMXG00000008276	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSAMXP00005053785	ENSAMXG00005024087	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSPNAP00000000622	ENSPNAG00000007627	Pygocentrus_nattereri
ENSIPUP00000017153	ENSIPUG00000011655	Ictalurus_punctatus
ENSEEEP00000044254	ENSEEEG00000020906	Electrophorus_electricus
ENSDARP00000017103	ENSDARG00000017454	Danio_rerio
ENSDCDP00000057266	ENSDCDG00000033492	Denticeps_clupeoides
ENSCHAP00000004497	ENSCHAG00000002974	Clupea_harengus
ENSSFOP00015017908	ENSSFOG00015011523	Scleropages_formosus
ENSPKIP00000000361	ENSPKIG00000019064	Paramormyrops_kingsleyae
ENSLOCP00000020419	ENSLOCG00000016533	Lepisosteus_oculatus
ENSECRP00000028857	ENSECRG00000019545	Erpetoichthys_calabaricus
ENSHGLP00000013011	ENSHGLG00000009303	Heterocephalus_glaber_HetGla_female_1.0
ENSHGLP00100008690	ENSHGLG00100006468	Heterocephalus_glaber_HetGla_1.0
ENSFDAP00000016064	ENSFDAG00000004341	Fukomys_damarensis
ENSCLAP00000024888	ENSCLAG00000017084	Chinchilla_lanigera
ENSCLAP00000000723	ENSCLAG00000000575	Chinchilla_lanigera
ENSODEP00000019945	ENSODEG00000014719	Octodon_degus
ENSUPAP00010001812	ENSUPAG00010001542	Urocitellus_parryii
ENSSDAP00000005828	ENSSDAG00000005421	Spermophilus_dauricus
ENSSTOP00000023212	ENSSTOG00000025656	Ictidomys_tridecemlineatus
ENSMMMP00000026205	ENSMMMG00000022950	Marmota_marmota_marmota
ENSMUSP00000131457	ENSMUSG00000016619	Mus_musculus_strain_reference_(CL57BL6)
ENSMSIP00000021937	ENSMSIG00000018605	Mus_spicilegus
MGP_SPRETEiJ_P0041125	MGP_SPRETEiJ_G0021016	Mus_spretus_strain_SPRET/EiJ
ENSMSIP00000001249	ENSMSIG00000001220	Mus_spicilegus
MGP_CAROLIEiJ_P0039320	MGP_CAROLIEiJ_G0020119	Mus_caroli_strain_CAROLI_EIJ
MGP_PahariEiJ_P0042671	MGP_PahariEiJ_G0020124	Mus_pahari_strain_PAHARI_EIJ
ENSRNOP00000018155	ENSRNOG00000013423	Rattus_norvegicus
ENSMUGP00000000375	ENSMUGG00000000399	Meriones_unguiculatus
ENSPEMP00000026161	ENSPEMG00000022356	Peromyscus_maniculatus_bairdii
ENSMOCP00000005062	ENSMOCG00000004470	Microtus_ochrogaster
ENSCGRP00000006747	ENSCGRG00000004929	Cricetulus_griseus_CriGri_1.0
ENSCGRP00001025070	ENSCGRG00001022781	Cricetulus_griseus_CHOK1GS_HDv1
ENSCGRP00015028824	ENSCGRG00015021817	Cricetulus_griseus_CriGri-PICR
