ENSMGAP00000008572	ENSMGAG00000008366	Meleagris_gallopavo
ENSOANP00000018395	ENSOANG00000011612	Ornithorhynchus_anatinus
ENSBIXP00000016243	ENSBIXG00000020482	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSCHIP00000007188	ENSCHIG00000010782	Capra_hircus
ENSPSMP00000002479	ENSPSMG00000001956	Prolemur_simus
ENSLSDP00000005409	ENSLSDG00000004235	Lonchura_striata_domestica
ENSCANP00000015681	ENSCANG00000031300	Colobus_angolensis_palliatus
ENSCPBP00000040979	ENSCPBG00000028135	Chrysemys_picta_bellii
ENSPTIP00000001366	ENSPTIG00000003503	Panthera_tigris_altaica
ENSCINP00000016656	ENSCING00000008155	Ciona_intestinalis
ENSVVUP00000013544	ENSVVUG00000009948	Vulpes_vulpes
ENSCGRP00000026658	ENSCGRG00000019747	Cricetulus_griseus_CriGri_1.0
ENSODEP00000026035	ENSODEG00000019394	Octodon_degus
ENSMSIP00000014489	ENSMSIG00000012490	Mus_spicilegus
ENSTGEP00000032241	ENSTGEG00000025775	Theropithecus_gelada
ENSOCUP00000033420	ENSOCUG00000002996	Oryctolagus_cuniculus
ENSPTRP00000036507	ENSPTRG00000021361	Pan_troglodytes
ENSPANP00000030167	ENSPANG00000012751	Papio_anubis
ENSVPAP00000008624	ENSVPAG00000009263	Vicugna_pacos
ENSPREP00000020002	ENSPREG00000013542	Poecilia_reticulata
ENSP00000259469	ENSG00000136942	Homo_sapiens
ENSPFOP00000005484	ENSPFOG00000005604	Poecilia_formosa
ENSOPRP00000000368	ENSOPRG00000000406	Ochotona_princeps
ENSRNOP00000050175	ENSRNOG00000014105	Rattus_norvegicus
ENSCGOP00000021681	ENSCGOG00000010439	Cottoperca_gobio
ENSNLEP00000045747	ENSNLEG00000032909	Nomascus_leucogenys
ENSCMIP00000008741	ENSCMIG00000004672	Callorhinchus_milii
ENSAPLP00000003880	ENSAPLG00000004377	Anas_platyrhynchos_platyrhynchos
ENSPPAP00000025942	ENSPPAG00000036088	Pan_paniscus
ENSSARP00000001447	ENSSARG00000001607	Sorex_araneus
ENSCJPP00005012836	ENSCJPG00005010891	Coturnix_japonica
ENSHGLP00100007552	ENSHGLG00100005649	Heterocephalus_glaber_HetGla_1.0
ENSCLAP00000019172	ENSCLAG00000013142	Chinchilla_lanigera
ENSPPYP00000019639	ENSPPYG00000017522	Pongo_abelii
ENSCABP00000001035	ENSCABG00000000871	Chelonoidis_abingdonii
ENSPTIP00000001336	ENSPTIG00000003358	Panthera_tigris_altaica
ENSUMAP00000003580	ENSUMAG00000002978	Ursus_maritimus
ENSUAMP00000018236	ENSUAMG00000014472	Ursus_americanus
ENSPMGP00000024383	ENSPMGG00000019724	Periophthalmus_magnuspinnatus
ENSVURP00010022832	ENSVURG00010017496	Vombatus_ursinus
ENSPMJP00000026218	ENSPMJG00000019169	Parus_major
MGP_SPRETEiJ_P0053630	MGP_SPRETEiJ_G0024451	Mus_spretus_strain_SPRET/EiJ
ENSNGAP00000009437	ENSNGAG00000012132	Nannospalax_galili
ENSAHAP00000018548	ENSAHAG00000013135	Apteryx_haastii
ENSMLEP00000020915	ENSMLEG00000034655	Mandrillus_leucophaeus
ENSCAFP00000029980	ENSCAFG00000020212	Canis_lupus_familiaris
ENSMICP00000022693	ENSMICG00000035463	Microcebus_murinus
ENSSPUP00000001040	ENSSPUG00000000827	Sphenodon_punctatus
ENSPNAP00000013175	ENSPNAG00000019152	Pygocentrus_nattereri
ENSAOWP00000003858	ENSAOWG00000002715	Apteryx_owenii
ENSMVIP00005013629	ENSMVIG00005009862	Manacus_vitellinus
ENSOARP00000001239	ENSOARG00000001203	Ovis_aries
ENSACLP00000027064	ENSACLG00000018408	Astatotilapia_calliptera
ENSPEMP00000013012	ENSPEMG00000026494	Peromyscus_maniculatus_bairdii
MGP_SPRETEiJ_P0040942	MGP_SPRETEiJ_G0020958	Mus_spretus_strain_SPRET/EiJ
MGP_SPRETEiJ_P0040943	MGP_SPRETEiJ_G0020959	Mus_spretus_strain_SPRET/EiJ
ENSUAMP00000035559	ENSUAMG00000027007	Ursus_americanus
ENSSLDP00000003147	ENSSLDG00000002457	Seriola_lalandi_dorsalis
ENSOCUP00000025534	ENSOCUG00000027683	Oryctolagus_cuniculus
ENSCCNP00000010675	ENSCCNG00000011118	Castor_canadensis
ENSPCIP00000005807	ENSPCIG00000004871	Phascolarctos_cinereus
ENSVURP00010031171	ENSVURG00010023843	Vombatus_ursinus
ENSRNOP00000046281	ENSRNOG00000030364	Rattus_norvegicus
ENSVURP00010004732	ENSVURG00010003766	Vombatus_ursinus
ENSHGLP00000017309	ENSHGLG00000012389	Heterocephalus_glaber_HetGla_female_1.0
ENSJHYP00000003936	ENSJHYG00000003248	Junco_hyemalis
ENSPRNP00000016293	ENSPRNG00000008689	Parambassis_ranga
ENSMMUP00000006960	ENSMMUG00000005260	Macaca_mulatta
ENSGGOP00000047186	ENSGGOG00000026869	Gorilla_gorilla
ENSRROP00000009782	ENSRROG00000029310	Rhinopithecus_roxellana
ENSDNOP00000031392	ENSDNOG00000040009	Dasypus_novemcinctus
ENSSFOP00015013333	ENSSFOG00015008582	Scleropages_formosus
ENSMZEP00005023741	ENSMZEG00005017762	Maylandia_zebra
ENSPPRP00000017710	ENSPPRG00000009584	Panthera_pardus
ENSETEP00000000708	ENSETEG00000000876	Echinops_telfairi
ENSANAP00000030207	ENSANAG00000032849	Aotus_nancymaae
ENSORLP00000020671	ENSORLG00000016513	Oryzias_latipes_ASM223467v1
ENSPLAP00000002101	ENSPLAG00000003280	Poecilia_latipinna
ENSCGRP00015008579	ENSCGRG00015006673	Cricetulus_griseus_CriGri-PICR
ENSGALP00000051671	ENSGALG00000035677	Gallus_gallus
ENSBBBP00000016130	ENSBBBG00000024006	Bison_bison_bison
ENSPTEP00000035771	ENSPTEG00000033709	Piliocolobus_tephrosceles
ENSPCIP00000035091	ENSPCIG00000025960	Phascolarctos_cinereus
ENSBIXP00005019580	ENSBIXG00005022728	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSCATP00000005172	ENSCATG00000017285	Cercocebus_atys
ENSPCOP00000028260	ENSPCOG00000026733	Propithecus_coquereli
ENSNPEP00000017396	ENSNPEG00000012947	Nothoprocta_perdicaria
ENSCATP00000006512	ENSCATG00000020241	Cercocebus_atys
ENSODEP00000026026	ENSODEG00000019385	Octodon_degus
ENSMFAP00000025106	ENSMFAG00000044075	Macaca_fascicularis
ENSEASP00005002509	ENSEASG00005001954	Equus_asinus_asinus
ENSMEUP00000006103	ENSMEUG00000006694	Notamacropus_eugenii
ENSMUNP00000012227	ENSMUNG00000009619	Melopsittacus_undulatus
ENSMODP00000046933	ENSMODG00000019753	Monodelphis_domestica
ENSMNEP00000004817	ENSMNEG00000021998	Macaca_nemestrina
ENSPPAP00000007285	ENSPPAG00000026463	Pan_paniscus
ENSTSYP00000009780	ENSTSYG00000010719	Carlito_syrichta
ENSCGRP00001007716	ENSCGRG00001010100	Cricetulus_griseus_CHOK1GS_HDv1
ENSMPUP00000018796	ENSMPUG00000018916	Mustela_putorius_furo
ENSDNVP00000019060	ENSDNVG00000013332	Dromaius_novaehollandiae
ENSODEP00000026962	ENSODEG00000020466	Octodon_degus
ENSCATP00000000671	ENSCATG00000003335	Cercocebus_atys
ENSTGUP00000007404	ENSTGUG00000007196	Taeniopygia_guttata
ENSCJAP00000012423	ENSCJAG00000006724	Callithrix_jacchus
ENSMAUP00000016797	ENSMAUG00000015824	Mesocricetus_auratus
ENSFALP00000002252	ENSFALG00000002168	Ficedula_albicollis
ENSCPUP00000023732	ENSCPUG00000016109	Calidris_pugnax
ENSGAFP00000022116	ENSGAFG00000014115	Gambusia_affinis
ENSSDAP00000014484	ENSSDAG00000013028	Spermophilus_dauricus
ENSACAP00000003956	ENSACAG00000004065	Anolis_carolinensis
ENSTSYP00000030688	ENSTSYG00000028307	Carlito_syrichta
ENSCCEP00000000269	ENSCCEG00000000338	Cyanistes_caeruleus
