ENSVURP00010012939	ENSVURG00010009969	Vombatus_ursinus
ENSPCIP00000006928	ENSPCIG00000005889	Phascolarctos_cinereus
ENSMEUP00000002396	ENSMEUG00000002622	Notamacropus_eugenii
ENSSHAP00000017188	ENSSHAG00000014608	Sarcophilus_harrisii
ENSMODP00000011835	ENSMODG00000009472	Monodelphis_domestica
ENSOPRP00000002122	ENSOPRG00000002281	Ochotona_princeps	ENSOPRT00000002294
ENSOCUP00000015756	ENSOCUG00000025077	Oryctolagus_cuniculus	ENSOCUT00000031811
ENSTBEP00000006547	ENSTBEG00000007576	Tupaia_belangeri	ENSTBET00000007573
ENSPSMP00000025518	ENSPSMG00000017931	Prolemur_simus	ENSPSMT00000029564
ENSPVAP00000013883	ENSPVAG00000014726	Pteropus_vampyrus
ENSMLUP00000012068	ENSMLUG00000013261	Myotis_lucifugus
ENSEASP00005006885	ENSEASG00005005082	Equus_asinus_asinus
ENSECAP00000028759	ENSECAG00000013123	Equus_caballus
ENSBIXP00005003687	ENSBIXG00005000605	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBIXP00000033132	ENSBIXG00000015837	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBTAP00000015698	ENSBTAG00000011828	Bos_taurus
ENSBMUP00000019829	ENSBMUG00000014949	Bos_mutus
ENSBBBP00000000854	ENSBBBG00000010001	Bison_bison_bison
ENSCHIP00000018609	ENSCHIG00000017971	Capra_hircus
ENSOARP00000003813	ENSOARG00000003574	Ovis_aries
ENSTTRP00000007547	ENSTTRG00000007975	Tursiops_truncatus
ENSSSCP00000060415	ENSSSCG00000001905	Sus_scrofa_strain_reference
ENSVPAP00000003227	ENSVPAG00000003483	Vicugna_pacos
ENSUMAP00000006460	ENSUMAG00000005064	Ursus_maritimus
ENSUAMP00000005721	ENSUAMG00000005068	Ursus_americanus
ENSAMEP00000009483	ENSAMEG00000009014	Ailuropoda_melanoleuca
ENSMPUP00000017180	ENSMPUG00000017290	Mustela_putorius_furo
ENSNVIP00000016335	ENSNVIG00000012792	Neovison_vison
ENSCAFP00020004780	ENSCAFG00020003926	Canis_lupus_dingo
ENSCAFP00000054764	ENSCAFG00000017932	Canis_lupus_familiaris
ENSVVUP00000025332	ENSVVUG00000018572	Vulpes_vulpes
ENSPPRP00000011251	ENSPPRG00000005154	Panthera_pardus
ENSPTIP00000018946	ENSPTIG00000016914	Panthera_tigris_altaica
