ENSACAP00000007346	ENSACAG00000007492	Anolis_carolinensis	ENSACAT00000007502
ENSPVIP00000033987	ENSPVIG00000024854	Pogona_vitticeps	ENSPVIT00000041584
ENSNSUP00000008955	ENSNSUG00000006876	Notechis_scutatus
ENSSMRP00000009438	ENSSMRG00000007528	Salvator_merianae
ENSSPUP00000004102	ENSSPUG00000003176	Sphenodon_punctatus
ENSCABP00000025309	ENSCABG00000018623	Chelonoidis_abingdonii
ENSGAGP00000025565	ENSGAGG00000018680	Gopherus_agassizii
ENSCPBP00000014679	ENSCPBG00000010908	Chrysemys_picta_bellii
ENSPSIP00000018954	ENSPSIG00000016831	Pelodiscus_sinensis
ENSLSDP00000025406	ENSLSDG00000017759	Lonchura_striata_domestica
ENSTGUP00000005328	ENSTGUG00000005184	Taeniopygia_guttata
ENSSCAP00000018522	ENSSCAG00000013412	Serinus_canaria
ENSCCEP00000004116	ENSCCEG00000004597	Cyanistes_caeruleus
ENSPMJP00000005997	ENSPMJG00000005141	Parus_major
ENSZALP00000022952	ENSZALG00000017784	Zonotrichia_albicollis
ENSFALP00000009398	ENSFALG00000009009	Ficedula_albicollis
ENSJHYP00000008140	ENSJHYG00000006472	Junco_hyemalis
ENSLCOP00000001506	ENSLCOG00000001241	Lepidothrix_coronata
ENSCPUP00000017616	ENSCPUG00000012135	Calidris_pugnax
ENSCPGP00000003577	ENSCPGG00000002644	Calidris_pygmaea
ENSGALP00000050423	ENSGALG00000036089	Gallus_gallus
ENSCJPP00005012336	ENSCJPG00005010490	Coturnix_japonica
ENSNMEP00000002161	ENSNMEG00000002763	Numida_meleagris
ENSABRP00000023290	ENSABRG00000019636	Anser_brachyrhynchus
ENSAOWP00000012180	ENSAOWG00000008343	Apteryx_owenii
ENSAHAP00000020206	ENSAHAG00000014248	Apteryx_haastii
ENSDNVP00000017249	ENSDNVG00000012071	Dromaius_novaehollandiae
ENSNPEP00000017002	ENSNPEG00000012669	Nothoprocta_perdicaria
ENSPCIP00000015258	ENSPCIG00000011868	Phascolarctos_cinereus
ENSVURP00010023692	ENSVURG00010018161	Vombatus_ursinus
ENSMEUP00000013877	ENSMEUG00000015205	Notamacropus_eugenii
ENSMODP00000027870	ENSMODG00000022968	Monodelphis_domestica
ENSSHAP00000019442	ENSSHAG00000016511	Sarcophilus_harrisii
ENSECAP00000009089	ENSECAG00000011269	Equus_caballus
ENSEASP00005016612	ENSEASG00005011490	Equus_asinus_asinus
ENSEEUP00000013722	ENSEEUG00000015040	Erinaceus_europaeus
ENSSARP00000008564	ENSSARG00000009457	Sorex_araneus
ENSBTAP00000000498	ENSBTAG00000000387	Bos_taurus
ENSBMUP00000025486	ENSBMUG00000019104	Bos_mutus
ENSBBBP00000020305	ENSBBBG00000003031	Bison_bison_bison
ENSOARP00000014721	ENSOARG00000013728	Ovis_aries
ENSCHIP00000006947	ENSCHIG00000010612	Capra_hircus
ENSTTRP00000008301	ENSTTRG00000008759	Tursiops_truncatus
ENSSSCP00000045827	ENSSSCG00000031594	Sus_scrofa_strain_reference
ENSVPAP00000003017	ENSVPAG00000003261	Vicugna_pacos
ENSMPUP00000013706	ENSMPUG00000013809	Mustela_putorius_furo
ENSNVIP00000030831	ENSNVIG00000023731	Neovison_vison
ENSCAFP00000016876	ENSCAFG00000011485	Canis_lupus_familiaris
ENSCAFP00020026896	ENSCAFG00020021102	Canis_lupus_dingo
ENSVVUP00000040758	ENSVVUG00000029031	Vulpes_vulpes
ENSUAMP00000008557	ENSUAMG00000007199	Ursus_americanus
ENSUMAP00000031625	ENSUMAG00000022819	Ursus_maritimus
ENSAMEP00000013199	ENSAMEG00000012544	Ailuropoda_melanoleuca
ENSPTIP00000021905	ENSPTIG00000018906	Panthera_tigris_altaica
ENSPPRP00000000148	ENSPPRG00000025013	Panthera_pardus
ENSFCAP00000009146	ENSFCAG00000009857	Felis_catus
ENSPCOP00000018735	ENSPCOG00000021271	Propithecus_coquereli
ENSMICP00000017666	ENSMICG00000001261	Microcebus_murinus
ENSPSMP00000037946	ENSPSMG00000026013	Prolemur_simus
ENSOGAP00000001680	ENSOGAG00000001885	Otolemur_garnettii
ENSCCAP00000020236	ENSCCAG00000027946	Cebus_capucinus_imitator
ENSCJAP00000007257	ENSCJAG00000003992	Callithrix_jacchus
ENSANAP00000025278	ENSANAG00000030342	Aotus_nancymaae
ENSPTRP00000066251	ENSPTRG00000042709	Pan_troglodytes
ENSPPAP00000025840	ENSPPAG00000036049	Pan_paniscus
ENSGGOP00000020277	ENSGGOG00000023712	Gorilla_gorilla
ENSNLEP00000029934	ENSNLEG00000031525	Nomascus_leucogenys
ENSMNEP00000003773	ENSMNEG00000017605	Macaca_nemestrina
ENSMFAP00000034705	ENSMFAG00000003830	Macaca_fascicularis
ENSPANP00000028471	ENSPANG00000032744	Papio_anubis
ENSMLEP00000005462	ENSMLEG00000024088	Mandrillus_leucophaeus
ENSMLEP00000003677	ENSMLEG00000016079	Mandrillus_leucophaeus
ENSCSAP00000011094	ENSCSAG00000014988	Chlorocebus_sabaeus
ENSMFAP00000026477	ENSMFAG00000044679	Macaca_fascicularis
ENSMNEP00000007062	ENSMNEG00000028099	Macaca_nemestrina
ENSPTEP00000000652	ENSPTEG00000000749	Piliocolobus_tephrosceles
ENSCANP00000019784	ENSCANG00000033331	Colobus_angolensis_palliatus
ENSTGEP00000009697	ENSTGEG00000007993	Theropithecus_gelada
ENSPANP00000015254	ENSPANG00000019720	Papio_anubis
ENSCATP00000017637	ENSCATG00000032696	Cercocebus_atys
ENSRROP00000023295	ENSRROG00000035488	Rhinopithecus_roxellana
ENSRBIP00000006878	ENSRBIG00000027144	Rhinopithecus_bieti
ENSP00000273598	ENSG00000145029	Homo_sapiens
ENSP00000490296	ENSG00000283189	Homo_sapiens
ENSPPAP00000012359	ENSPPAG00000029365	Pan_paniscus
ENSPTRP00000066798	ENSPTRG00000032494	Pan_troglodytes
ENSGGOP00000007508	ENSGGOG00000007674	Gorilla_gorilla
ENSPPYP00000024240	ENSPPYG00000029914	Pongo_abelii
ENSNLEP00000008338	ENSNLEG00000006851	Nomascus_leucogenys
ENSMMUP00000065901	ENSMMUG00000031780	Macaca_mulatta
ENSSBOP00000037145	ENSSBOG00000034672	Saimiri_boliviensis_boliviensis
ENSOPRP00000008852	ENSOPRG00000009686	Ochotona_princeps
ENSODEP00000024841	ENSODEG00000018172	Octodon_degus
ENSODEP00000026258	ENSODEG00000019652	Octodon_degus
ENSCPOP00000021206	ENSCPOG00000019324	Cavia_porcellus
ENSCAPP00000016121	ENSCAPG00000016089	Cavia_aperea
ENSCLAP00000011463	ENSCLAG00000007906	Chinchilla_lanigera
ENSHGLP00000020269	ENSHGLG00000014501	Heterocephalus_glaber_HetGla_female_1.0
ENSHGLP00100015770	ENSHGLG00100011642	Heterocephalus_glaber_HetGla_1.0
ENSFDAP00000020418	ENSFDAG00000008453	Fukomys_damarensis
ENSUPAP00010028805	ENSUPAG00010022727	Urocitellus_parryii
ENSSTOP00000011142	ENSSTOG00000012434	Ictidomys_tridecemlineatus
ENSSDAP00000016162	ENSSDAG00000014615	Spermophilus_dauricus
ENSMMMP00000005533	ENSMMMG00000005004	Marmota_marmota_marmota
MGP_SPRETEiJ_P0093628	MGP_SPRETEiJ_G0033825	Mus_spretus_strain_SPRET/EiJ
ENSMUSP00000035227	ENSMUSG00000032606	Mus_musculus_strain_reference_(CL57BL6)
ENSMSIP00000028861	ENSMSIG00000024241	Mus_spicilegus
MGP_CAROLIEiJ_P0089909	MGP_CAROLIEiJ_G0032680	Mus_caroli_strain_CAROLI_EIJ
MGP_PahariEiJ_P0025589	MGP_PahariEiJ_G0015548	Mus_pahari_strain_PAHARI_EIJ
ENSRNOP00000069769	ENSRNOG00000049083	Rattus_norvegicus
ENSMUGP00000021206	ENSMUGG00000017873	Meriones_unguiculatus
ENSCGRP00000011736	ENSCGRG00000008538	Cricetulus_griseus_CriGri_1.0
ENSCGRP00015016782	ENSCGRG00015012917	Cricetulus_griseus_CriGri-PICR
ENSCGRP00001010558	ENSCGRG00001012420	Cricetulus_griseus_CHOK1GS_HDv1
ENSMAUP00000006017	ENSMAUG00000008091	Mesocricetus_auratus
ENSPEMP00000008726	ENSPEMG00000010264	Peromyscus_maniculatus_bairdii
ENSMOCP00000026999	ENSMOCG00000022631	Microtus_ochrogaster
ENSNGAP00000003064	ENSNGAG00000003280	Nannospalax_galili
ENSJJAP00000013084	ENSJJAG00000015944	Jaculus_jaculus
ENSCCNP00000017578	ENSCCNG00000017889	Castor_canadensis
ENSDORP00000003165	ENSDORG00000003385	Dipodomys_ordii
ENSTSYP00000032084	ENSTSYG00000006844	Carlito_syrichta
ENSPVAP00000008251	ENSPVAG00000008742	Pteropus_vampyrus
ENSMLUP00000012672	ENSMLUG00000013925	Myotis_lucifugus
ENSTBEP00000003905	ENSTBEG00000004542	Tupaia_belangeri
ENSCHOP00000003915	ENSCHOG00000004431	Choloepus_hoffmanni
ENSDNOP00000014233	ENSDNOG00000018341	Dasypus_novemcinctus
ENSLAFP00000029189	ENSLAFG00000029153	Loxodonta_africana
ENSPCAP00000008732	ENSPCAG00000009384	Procavia_capensis
ENSETEP00000013354	ENSETEG00000016462	Echinops_telfairi
ENSOANP00000028883	ENSOANG00000022614	Ornithorhynchus_anatinus
ENSXETP00000049718	ENSXETG00000020364	Xenopus_tropicalis
ENSLACP00000017337	ENSLACG00000015270	Latimeria_chalumnae
ENSELUP00000018601	ENSELUG00000018076	Esox_lucius
ENSHHUP00000088320	ENSHHUG00000051040	Hucho_hucho
ENSPFOP00000004889	ENSPFOG00000004938	Poecilia_formosa
ENSPLAP00000012687	ENSPLAG00000016059	Poecilia_latipinna
ENSPMEP00000018246	ENSPMEG00000021157	Poecilia_mexicana
ENSPREP00000031670	ENSPREG00000021466	Poecilia_reticulata
ENSXMAP00000025096	ENSXMAG00000024537	Xiphophorus_maculatus
ENSXCOP00000022801	ENSXCOG00000017038	Xiphophorus_couchianus
ENSGAFP00000030602	ENSGAFG00000020625	Gambusia_affinis
ENSFHEP00000010987	ENSFHEG00000012362	Fundulus_heteroclitus
ENSKMAP00000017604	ENSKMAG00000013133	Kryptolebias_marmoratus
ENSCVAP00000022510	ENSCVAG00000005259	Cyprinodon_variegatus
ENSORLP00020003028	ENSORLG00020003796	Oryzias_latipes_ASM223471v1
ENSORLP00015020090	ENSORLG00015021225	Oryzias_latipes_ASM223469v1
ENSORLP00000013675	ENSORLG00000010901	Oryzias_latipes_ASM223467v1
ENSOMEP00000021961	ENSOMEG00000001258	Oryzias_melastigma
ENSSPAP00000018502	ENSSPAG00000013972	Stegastes_partitus
ENSGACP00000004000	ENSGACG00000003054	Gasterosteus_aculeatus
ENSCSEP00000022695	ENSCSEG00000014462	Cynoglossus_semilaevis
ENSACLP00000019895	ENSACLG00000013534	Astatotilapia_calliptera
ENSHBUP00000007934	ENSHBUG00000009420	Haplochromis_burtoni
ENSMZEP00005011213	ENSMZEG00005008420	Maylandia_zebra
ENSPNYP00000025416	ENSPNYG00000019176	Pundamilia_nyererei
ENSONIP00000023353	ENSONIG00000018549	Oreochromis_niloticus
ENSACIP00000025248	ENSACIG00000019512	Amphilophus_citrinellus
ENSAOCP00000021743	ENSAOCG00000006738	Amphiprion_ocellaris
ENSAPEP00000032781	ENSAPEG00000023299	Amphiprion_percula
ENSAPOP00000032580	ENSAPOG00000000718	Acanthochromis_polyacanthus
ENSSPAP00000031086	ENSSPAG00000023309	Stegastes_partitus
ENSPRNP00000027969	ENSPRNG00000013974	Parambassis_ranga
ENSLCRP00005010413	ENSLCRG00005004775	Larimichthys_crocea
ENSCGOP00000004013	ENSCGOG00000002116	Cottoperca_gobio
ENSMALP00000029533	ENSMALG00000020436	Monopterus_albus
ENSMAMP00000014914	ENSMAMG00000010125	Mastacembelus_armatus
ENSATEP00000012496	ENSATEG00000008720	Anabas_testudineus
ENSSLDP00000008372	ENSSLDG00000006629	Seriola_lalandi_dorsalis
ENSSDUP00000024509	ENSSDUG00000017805	Seriola_dumerili
ENSLCAP00010014169	ENSLCAG00010006737	Lates_calcarifer
ENSSMAP00000009605	ENSSMAG00000005914	Scophthalmus_maximus
ENSMMOP00000023368	ENSMMOG00000017776	Mola_mola
ENSBSLP00000002465	ENSBSLG00000001438	Betta_splendens
ENSTRUP00000052333	ENSTRUG00000001121	Takifugu_rubripes
ENSTNIP00000003503	ENSTNIG00000000874	Tetraodon_nigroviridis
ENSGWIP00000007112	ENSGWIG00000004156	Gouania_willdenowi
ENSGWIP00000007091	ENSGWIG00000004145	Gouania_willdenowi
ENSPMGP00000005601	ENSPMGG00000004708	Periophthalmus_magnuspinnatus
ENSHCOP00000011467	ENSHCOG00000014312	Hippocampus_comes
ENSGMOP00000017989	ENSGMOG00000016757	Gadus_morhua
ENSAMXP00005031887	ENSAMXG00005015590	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSAMXP00000037045	ENSAMXG00000031447	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSPNAP00000022434	ENSPNAG00000029799	Pygocentrus_nattereri
ENSEEEP00000020942	ENSEEEG00000010213	Electrophorus_electricus
ENSIPUP00000011993	ENSIPUG00000008110	Ictalurus_punctatus
ENSDARP00000092353	ENSDARG00000069677	Danio_rerio
ENSCHAP00000018524	ENSCHAG00000009626	Clupea_harengus
ENSDCDP00000018909	ENSDCDG00000015134	Denticeps_clupeoides
ENSSFOP00015012807	ENSSFOG00015008254	Scleropages_formosus
ENSPKIP00000028824	ENSPKIG00000010313	Paramormyrops_kingsleyae
ENSLOCP00000016513	ENSLOCG00000013395	Lepisosteus_oculatus
ENSECRP00000022375	ENSECRG00000015134	Erpetoichthys_calabaricus
ENSCMIP00000049101	ENSCMIG00000020020	Callorhinchus_milii
