ENSSFOP00015034601	ENSSFOG00015022051	Scleropages_formosus
ENSPKIP00000040877	ENSPKIG00000017672	Paramormyrops_kingsleyae
ENSPMEP00000009668	ENSPMEG00000011533	Poecilia_mexicana	ENSPMET00000000402
ENSPLAP00000014936	ENSPLAG00000018755	Poecilia_latipinna	ENSPLAT00000023436
ENSPREP00000001172	ENSPREG00000000879	Poecilia_reticulata	ENSPRET00000001212
ENSPFOP00000014551	ENSPFOG00000014530	Poecilia_formosa	ENSPFOT00000014573
ENSGAFP00000030921	ENSGAFG00000020846	Gambusia_affinis	ENSGAFT00000031234
ENSXMAP00000005357	ENSXMAG00000005352	Xiphophorus_maculatus	ENSXMAT00000005363
ENSXCOP00000008394	ENSXCOG00000006440	Xiphophorus_couchianus	ENSXCOT00000008500
ENSPRNP00000031673	ENSPRNG00000015889	Parambassis_ranga	ENSPRNT00000033734
ENSACIP00000013085	ENSACIG00000010187	Amphilophus_citrinellus
ENSHCOP00000010412	ENSHCOG00000013017	Hippocampus_comes	ENSHCOT00000016821
ENSMAMP00000002116	ENSMAMG00000001478	Mastacembelus_armatus	ENSMAMT00000002161
ENSCSEP00000024994	ENSCSEG00000015963	Cynoglossus_semilaevis
ENSLCAP00010027092	ENSLCAG00010012705	Lates_calcarifer
ENSSMAP00000029544	ENSSMAG00000018112	Scophthalmus_maximus
ENSCGOP00000008201	ENSCGOG00000004219	Cottoperca_gobio
ENSMMOP00000019454	ENSMMOG00000014754	Mola_mola
ENSGWIP00000023814	ENSGWIG00000012695	Gouania_willdenowi
ENSATEP00000019354	ENSATEG00000013494	Anabas_testudineus
ENSMALP00000019883	ENSMALG00000013882	Monopterus_albus
ENSSLDP00000011326	ENSSLDG00000009004	Seriola_lalandi_dorsalis
ENSSDUP00000001954	ENSSDUG00000001538	Seriola_dumerili
ENSLBEP00000034061	ENSLBEG00000025640	Labrus_bergylta
ENSAOCP00000004690	ENSAOCG00000008114	Amphiprion_ocellaris
ENSAPEP00000001200	ENSAPEG00000000918	Amphiprion_percula
ENSAPOP00000013905	ENSAPOG00000016731	Acanthochromis_polyacanthus
ENSSPAP00000010985	ENSSPAG00000008368	Stegastes_partitus
ENSORLP00020015409	ENSORLG00020016416	Oryzias_latipes_ASM223471v1
ENSORLP00000043428	ENSORLG00000029870	Oryzias_latipes_ASM223467v1
ENSORLP00015013642	ENSORLG00015000418	Oryzias_latipes_ASM223469v1
ENSOMEP00000022380	ENSOMEG00000001906	Oryzias_melastigma
ENSKMAP00000026724	ENSKMAG00000019832	Kryptolebias_marmoratus
ENSGACP00000016200	ENSGACG00000012249	Gasterosteus_aculeatus
ENSLCRP00005005050	ENSLCRG00005002591	Larimichthys_crocea
ENSBSLP00000021301	ENSBSLG00000010991	Betta_splendens
ENSACLP00000030284	ENSACLG00000020520	Astatotilapia_calliptera
ENSMZEP00005016774	ENSMZEG00005012610	Maylandia_zebra
ENSHBUP00000025430	ENSHBUG00000007424	Haplochromis_burtoni
