ENSCABP00000024304	ENSCABG00000017917	Chelonoidis_abingdonii
ENSGAGP00000012198	ENSGAGG00000009391	Gopherus_agassizii
ENSCPBP00000022833	ENSCPBG00000016317	Chrysemys_picta_bellii
ENSPSIP00000012553	ENSPSIG00000011294	Pelodiscus_sinensis
ENSCPRP00005027327	ENSCPRG00005018929	Crocodylus_porosus
ENSACAP00000016094	ENSACAG00000016382	Anolis_carolinensis
ENSPVIP00000033630	ENSPVIG00000024571	Pogona_vitticeps
ENSNSUP00000007125	ENSNSUG00000005628	Notechis_scutatus
ENSSMRP00000020240	ENSSMRG00000015749	Salvator_merianae
ENSSPUP00000015172	ENSSPUG00000011712	Sphenodon_punctatus
ENSCPGP00000013902	ENSCPGG00000009848	Calidris_pygmaea	ENSCPGT00000015243
ENSCPUP00000022582	ENSCPUG00000015327	Calidris_pugnax	ENSCPUT00000026638
ENSMUNP00000001070	ENSMUNG00000000935	Melopsittacus_undulatus
ENSMVIP00005025642	ENSMVIG00005017905	Manacus_vitellinus
ENSLCOP00000000649	ENSLCOG00000000571	Lepidothrix_coronata
ENSLSDP00000000049	ENSLSDG00000000068	Lonchura_striata_domestica
ENSTGUP00000011070	ENSTGUG00000010739	Taeniopygia_guttata
ENSSCAP00000005071	ENSSCAG00000004083	Serinus_canaria
ENSZALP00000007309	ENSZALG00000006514	Zonotrichia_albicollis
ENSPMJP00000010208	ENSPMJG00000008072	Parus_major
ENSFALP00000013592	ENSFALG00000013021	Ficedula_albicollis
ENSCCEP00000006010	ENSCCEG00000006520	Cyanistes_caeruleus
ENSJHYP00000008578	ENSJHYG00000006799	Junco_hyemalis
ENSABRP00000003346	ENSABRG00000003112	Anser_brachyrhynchus
ENSAPLP00000031997	ENSAPLG00000027847	Anas_platyrhynchos_platyrhynchos
ENSGALP00000057422	ENSGALG00000012532	Gallus_gallus
ENSCJPP00005016676	ENSCJPG00005013680	Coturnix_japonica
ENSMGAP00000013323	ENSMGAG00000012649	Meleagris_gallopavo
ENSNMEP00000012925	ENSNMEG00000011863	Numida_meleagris
ENSAHAP00000026558	ENSAHAG00000018479	Apteryx_haastii
ENSARWP00000022793	ENSARWG00000015547	Apteryx_rowi
