ENSAHAP00000005627	ENSAHAG00000004330	Apteryx_haastii
ENSAOWP00000025884	ENSAOWG00000017034	Apteryx_owenii
ENSARWP00000008141	ENSARWG00000005693	Apteryx_rowi
ENSDNVP00000018486	ENSDNVG00000012921	Dromaius_novaehollandiae
ENSNPEP00000018004	ENSNPEG00000013398	Nothoprocta_perdicaria
ENSCPGP00000027683	ENSCPGG00000019081	Calidris_pygmaea
ENSCPUP00000001435	ENSCPUG00000001062	Calidris_pugnax
ENSMUNP00000014755	ENSMUNG00000011463	Melopsittacus_undulatus
ENSMVIP00005007265	ENSMVIG00005005465	Manacus_vitellinus
ENSLCOP00000013602	ENSLCOG00000009804	Lepidothrix_coronata
ENSJHYP00000012985	ENSJHYG00000010053	Junco_hyemalis
ENSZALP00000002386	ENSZALG00000002587	Zonotrichia_albicollis
ENSSCAP00000012403	ENSSCAG00000009252	Serinus_canaria
ENSTGUP00000003528	ENSTGUG00000003388	Taeniopygia_guttata
ENSLSDP00000022944	ENSLSDG00000016182	Lonchura_striata_domestica
ENSFALP00000013172	ENSFALG00000012618	Ficedula_albicollis
ENSPMJP00000018275	ENSPMJG00000013678	Parus_major
ENSCCEP00000012491	ENSCCEG00000012048	Cyanistes_caeruleus
ENSMUNP00000016517	ENSMUNG00000012534	Melopsittacus_undulatus
ENSAPLP00000023304	ENSAPLG00000012939	Anas_platyrhynchos_platyrhynchos
ENSABRP00000012674	ENSABRG00000011307	Anser_brachyrhynchus
ENSGALP00000073091	ENSGALG00000009915	Gallus_gallus
ENSCJPP00005009835	ENSCJPG00005008607	Coturnix_japonica
ENSMGAP00000010374	ENSMGAG00000010028	Meleagris_gallopavo
ENSNMEP00000017018	ENSNMEG00000014937	Numida_meleagris
ENSCPRP00005022300	ENSCPRG00005015555	Crocodylus_porosus
ENSGAGP00000021453	ENSGAGG00000015746	Gopherus_agassizii
ENSCABP00000025331	ENSCABG00000018640	Chelonoidis_abingdonii
ENSCPBP00000021658	ENSCPBG00000015550	Chrysemys_picta_bellii
ENSPSIP00000008370	ENSPSIG00000007669	Pelodiscus_sinensis
ENSPVIP00000000425	ENSPVIG00000000265	Pogona_vitticeps
ENSACAP00000014146	ENSACAG00000014350	Anolis_carolinensis
ENSNSUP00000019917	ENSNSUG00000014477	Notechis_scutatus
ENSSMRP00000023902	ENSSMRG00000018558	Salvator_merianae
ENSSPUP00000007372	ENSSPUG00000004489	Sphenodon_punctatus
ENSUAMP00000013003	ENSUAMG00000010493	Ursus_americanus
ENSUAMP00000013009	ENSUAMG00000010497	Ursus_americanus
ENSUAMP00000011712	ENSUAMG00000009505	Ursus_americanus	ENSUAMT00000013159
ENSUMAP00000017842	ENSUMAG00000013117	Ursus_maritimus	ENSUMAT00000021078
ENSAMEP00000005459	ENSAMEG00000005137	Ailuropoda_melanoleuca	ENSAMET00000005684
ENSMPUP00000008794	ENSMPUG00000008864	Mustela_putorius_furo
ENSNVIP00000018849	ENSNVIG00000014612	Neovison_vison
ENSCAFP00000060052	ENSCAFG00000006510	Canis_lupus_familiaris
ENSCAFP00020027566	ENSCAFG00020021432	Canis_lupus_dingo
ENSVVUP00000034645	ENSVVUG00000020706	Vulpes_vulpes
ENSPTIP00000020051	ENSPTIG00000017577	Panthera_tigris_altaica
ENSPPRP00000009730	ENSPPRG00000004224	Panthera_pardus
ENSFCAP00000014259	ENSFCAG00000015377	Felis_catus
ENSEASP00005006857	ENSEASG00005005063	Equus_asinus_asinus
ENSECAP00000035151	ENSECAG00000007410	Equus_caballus
ENSMLUP00000004150	ENSMLUG00000004553	Myotis_lucifugus
ENSPVAP00000009215	ENSPVAG00000009776	Pteropus_vampyrus
ENSBIXP00000012863	ENSBIXG00000017893	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBIXP00005040684	ENSBIXG00005006054	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBTAP00000014526	ENSBTAG00000010935	Bos_taurus
ENSBMUP00000033674	ENSBMUG00000025130	Bos_mutus
ENSBBBP00000020713	ENSBBBG00000014473	Bison_bison_bison
ENSOARP00000008101	ENSOARG00000007545	Ovis_aries
ENSCHIP00000017663	ENSCHIG00000017377	Capra_hircus
ENSSSCP00000043273	ENSSSCG00000008467	Sus_scrofa_strain_reference
ENSTTRP00000012031	ENSTTRG00000012677	Tursiops_truncatus
ENSVPAP00000009256	ENSVPAG00000009945	Vicugna_pacos
ENSCCNP00000007986	ENSCCNG00000008459	Castor_canadensis
ENSDORP00000015899	ENSDORG00000006453	Dipodomys_ordii
ENSCLAP00000004862	ENSCLAG00000003455	Chinchilla_lanigera
ENSODEP00000015584	ENSODEG00000011507	Octodon_degus
ENSCPOP00000028960	ENSCPOG00000014948	Cavia_porcellus
ENSCAPP00000009506	ENSCAPG00000010939	Cavia_aperea
ENSHGLP00000013184	ENSHGLG00000009421	Heterocephalus_glaber_HetGla_female_1.0
ENSHGLP00100001321	ENSHGLG00100001049	Heterocephalus_glaber_HetGla_1.0
ENSFDAP00000021501	ENSFDAG00000000045	Fukomys_damarensis
ENSUPAP00010010014	ENSUPAG00010007608	Urocitellus_parryii
ENSSTOP00000024824	ENSSTOG00000016266	Ictidomys_tridecemlineatus
ENSMMMP00000018655	ENSMMMG00000016500	Marmota_marmota_marmota
ENSSDAP00000002386	ENSSDAG00000002054	Spermophilus_dauricus
ENSOCUP00000032854	ENSOCUG00000015526	Oryctolagus_cuniculus
ENSOPRP00000011498	ENSOPRG00000012581	Ochotona_princeps
ENSTBEP00000011726	ENSTBEG00000013511	Tupaia_belangeri
MGP_SPRETEiJ_P0047648	MGP_SPRETEiJ_G0022832	Mus_spretus_strain_SPRET/EiJ
ENSMSIP00000013862	ENSMSIG00000011879	Mus_spicilegus
ENSMUSP00000094528	ENSMUSG00000032624	Mus_musculus_strain_reference_(CL57BL6)
MGP_CAROLIEiJ_P0045729	MGP_CAROLIEiJ_G0021916	Mus_caroli_strain_CAROLI_EIJ
MGP_PahariEiJ_P0045243	MGP_PahariEiJ_G0020906	Mus_pahari_strain_PAHARI_EIJ
ENSRNOP00000072435	ENSRNOG00000030294	Rattus_norvegicus
ENSMUGP00000008024	ENSMUGG00000007254	Meriones_unguiculatus
ENSMOCP00000024294	ENSMOCG00000020764	Microtus_ochrogaster
ENSPEMP00000033869	ENSPEMG00000014979	Peromyscus_maniculatus_bairdii
ENSCGRP00000003416	ENSCGRG00000002513	Cricetulus_griseus_CriGri_1.0
ENSCGRP00015028904	ENSCGRG00015021667	Cricetulus_griseus_CriGri-PICR
ENSCGRP00001001234	ENSCGRG00001000928	Cricetulus_griseus_CHOK1GS_HDv1
ENSMAUP00000013346	ENSMAUG00000013403	Mesocricetus_auratus
ENSNGAP00000014736	ENSNGAG00000015899	Nannospalax_galili
ENSJJAP00000009909	ENSJJAG00000013623	Jaculus_jaculus
ENSEEUP00000005504	ENSEEUG00000006006	Erinaceus_europaeus
ENSSARP00000013067	ENSSARG00000014446	Sorex_araneus
ENSPTRP00000083896	ENSPTRG00000011863	Pan_troglodytes
ENSPPAP00000026422	ENSPPAG00000036228	Pan_paniscus
ENSP00000320663	ENSG00000143924	Homo_sapiens
ENSGGOP00000025282	ENSGGOG00000010630	Gorilla_gorilla
ENSPPYP00000013922	ENSPPYG00000012464	Pongo_abelii
ENSNLEP00000020213	ENSNLEG00000016639	Nomascus_leucogenys
ENSPANP00000004020	ENSPANG00000007398	Papio_anubis
ENSTGEP00000035103	ENSTGEG00000027978	Theropithecus_gelada
ENSMNEP00000016686	ENSMNEG00000032246	Macaca_nemestrina
