ENSPVIP00000027603	ENSPVIG00000020518	Pogona_vitticeps
ENSACAP00000015139	ENSACAG00000015414	Anolis_carolinensis
ENSNSUP00000001641	ENSNSUG00000001409	Notechis_scutatus
ENSSMRP00000019214	ENSSMRG00000014972	Salvator_merianae
ENSSPUP00000021737	ENSSPUG00000016686	Sphenodon_punctatus
ENSGAGP00000016400	ENSGAGG00000012282	Gopherus_agassizii
ENSCABP00000005775	ENSCABG00000004341	Chelonoidis_abingdonii
ENSCPBP00000012493	ENSCPBG00000009420	Chrysemys_picta_bellii
ENSPSIP00000019765	ENSPSIG00000017536	Pelodiscus_sinensis
ENSCPGP00000027743	ENSCPGG00000019142	Calidris_pygmaea
ENSCPUP00000016727	ENSCPUG00000011568	Calidris_pugnax
ENSMUNP00000001903	ENSMUNG00000001667	Melopsittacus_undulatus
ENSLSDP00000012039	ENSLSDG00000008816	Lonchura_striata_domestica
ENSTGUP00000008054	ENSTGUG00000007813	Taeniopygia_guttata
ENSPMJP00000027231	ENSPMJG00000019833	Parus_major
ENSCCEP00000017162	ENSCCEG00000015950	Cyanistes_caeruleus
ENSJHYP00000019704	ENSJHYG00000014966	Junco_hyemalis
ENSSCAP00000015321	ENSSCAG00000011208	Serinus_canaria
ENSTGUP00000014351	ENSTGUG00000013956	Taeniopygia_guttata
ENSMVIP00005020964	ENSMVIG00005014751	Manacus_vitellinus
ENSSCAP00000002727	ENSSCAG00000002373	Serinus_canaria
ENSFALP00000005695	ENSFALG00000005458	Ficedula_albicollis
ENSLCOP00000013096	ENSLCOG00000009449	Lepidothrix_coronata
ENSMUNP00000001422	ENSMUNG00000001213	Melopsittacus_undulatus
ENSABRP00000023300	ENSABRG00000019647	Anser_brachyrhynchus
ENSAPLP00000016697	ENSAPLG00000028616	Anas_platyrhynchos_platyrhynchos
ENSAPLP00000024340	ENSAPLG00000017871	Anas_platyrhynchos_platyrhynchos
ENSCJPP00005021791	ENSCJPG00005017393	Coturnix_japonica
ENSGALP00000057931	ENSGALG00000034297	Gallus_gallus
ENSNMEP00000009418	ENSNMEG00000009132	Numida_meleagris
ENSAOWP00000015227	ENSAOWG00000010364	Apteryx_owenii
ENSAHAP00000013484	ENSAHAG00000009707	Apteryx_haastii
ENSNPEP00000014172	ENSNPEG00000010602	Nothoprocta_perdicaria
ENSNPEP00000014174	ENSNPEG00000010605	Nothoprocta_perdicaria
ENSDNVP00000022217	ENSDNVG00000015475	Dromaius_novaehollandiae
ENSCPRP00005015273	ENSCPRG00005010719	Crocodylus_porosus
ENSARWP00000023814	ENSARWG00000016213	Apteryx_rowi
ENSOCUP00000022236	ENSOCUG00000023498	Oryctolagus_cuniculus
ENSPTIP00000011502	ENSPTIG00000011900	Panthera_tigris_altaica
ENSPTEP00000041505	ENSPTEG00000038005	Piliocolobus_tephrosceles
ENSPPAP00000015093	ENSPPAG00000030701	Pan_paniscus
ENSPTRP00000016104	ENSPTRG00000009489	Pan_troglodytes
ENSGGOP00000008938	ENSGGOG00000009144	Gorilla_gorilla
ENSP00000240328	ENSG00000121068	Homo_sapiens
ENSPPYP00000009878	ENSPPYG00000008798	Pongo_abelii
ENSNLEP00000000487	ENSNLEG00000000423	Nomascus_leucogenys
ENSMMUP00000052437	ENSMMUG00000046656	Macaca_mulatta
ENSMFAP00000001114	ENSMFAG00000038998	Macaca_fascicularis
ENSMNEP00000029122	ENSMNEG00000038002	Macaca_nemestrina
ENSCATP00000029432	ENSCATG00000037949	Cercocebus_atys
ENSMLEP00000020534	ENSMLEG00000034491	Mandrillus_leucophaeus
ENSTGEP00000024867	ENSTGEG00000020076	Theropithecus_gelada
ENSPANP00000020411	ENSPANG00000022158	Papio_anubis
ENSCSAP00000002243	ENSCSAG00000005940	Chlorocebus_sabaeus
ENSRROP00000003457	ENSRROG00000013661	Rhinopithecus_roxellana
ENSRBIP00000022147	ENSRBIG00000035021	Rhinopithecus_bieti
ENSCANP00000004717	ENSCANG00000016269	Colobus_angolensis_palliatus
ENSSBOP00000010429	ENSSBOG00000022070	Saimiri_boliviensis_boliviensis
ENSCCAP00000036260	ENSCCAG00000036057	Cebus_capucinus_imitator
ENSCJAP00000002233	ENSCJAG00000001256	Callithrix_jacchus
ENSANAP00000039102	ENSANAG00000036974	Aotus_nancymaae
ENSTSYP00000024235	ENSTSYG00000032683	Carlito_syrichta
ENSMICP00000015169	ENSMICG00000016649	Microcebus_murinus
ENSPCOP00000003789	ENSPCOG00000011352	Propithecus_coquereli
ENSPSMP00000017473	ENSPSMG00000012434	Prolemur_simus
ENSOGAP00000013271	ENSOGAG00000014815	Otolemur_garnettii
ENSCGRP00015011030	ENSCGRG00015008500	Cricetulus_griseus_CriGri-PICR
ENSCGRP00001002608	ENSCGRG00001002926	Cricetulus_griseus_CHOK1GS_HDv1
ENSMAUP00000004289	ENSMAUG00000005401	Mesocricetus_auratus
ENSMOCP00000027515	ENSMOCG00000022969	Microtus_ochrogaster
ENSPEMP00000002418	ENSPEMG00000002659	Peromyscus_maniculatus_bairdii
ENSMUSP00000000095	ENSMUSG00000000093	Mus_musculus_strain_reference_(CL57BL6)
MGP_SPRETEiJ_P0030371	MGP_SPRETEiJ_G0017753	Mus_spretus_strain_SPRET/EiJ
MGP_CAROLIEiJ_P0028962	MGP_CAROLIEiJ_G0016908	Mus_caroli_strain_CAROLI_EIJ
ENSMSIP00000011967	ENSMSIG00000010345	Mus_spicilegus
MGP_PahariEiJ_P0035679	MGP_PahariEiJ_G0018038	Mus_pahari_strain_PAHARI_EIJ
ENSMUGP00000005803	ENSMUGG00000005346	Meriones_unguiculatus
ENSNGAP00000020445	ENSNGAG00000019937	Nannospalax_galili
ENSJJAP00000014200	ENSJJAG00000016726	Jaculus_jaculus
ENSCCNP00000025972	ENSCCNG00000025268	Castor_canadensis
ENSDORP00000020997	ENSDORG00000024193	Dipodomys_ordii
ENSCLAP00000020019	ENSCLAG00000013720	Chinchilla_lanigera
ENSODEP00000021494	ENSODEG00000015819	Octodon_degus
ENSCPOP00000026483	ENSCPOG00000034317	Cavia_porcellus
ENSCAPP00000014428	ENSCAPG00000014813	Cavia_aperea
ENSHGLP00000015555	ENSHGLG00000011134	Heterocephalus_glaber_HetGla_female_1.0
ENSHGLP00100003005	ENSHGLG00100002312	Heterocephalus_glaber_HetGla_1.0
ENSFDAP00000003853	ENSFDAG00000013200	Fukomys_damarensis
ENSSTOP00000008390	ENSSTOG00000009350	Ictidomys_tridecemlineatus
ENSUPAP00010013657	ENSUPAG00010011028	Urocitellus_parryii
ENSMMMP00000022709	ENSMMMG00000019899	Marmota_marmota_marmota
ENSSDAP00000020613	ENSSDAG00000018744	Spermophilus_dauricus
ENSOPRP00000011133	ENSOPRG00000012183	Ochotona_princeps
ENSSSCP00000021191	ENSSSCG00000027060	Sus_scrofa_strain_reference
ENSTTRP00000004276	ENSTTRG00000004541	Tursiops_truncatus
ENSBTAP00000018970	ENSBTAG00000014278	Bos_taurus
ENSBIXP00000028200	ENSBIXG00000009247	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBMUP00000006975	ENSBMUG00000005516	Bos_mutus
ENSBBBP00000004577	ENSBBBG00000013469	Bison_bison_bison
ENSBIXP00005021338	ENSBIXG00005024325	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSCHIP00000012825	ENSCHIG00000014418	Capra_hircus
ENSOARP00000017620	ENSOARG00000016407	Ovis_aries
ENSSARP00000000942	ENSSARG00000001033	Sorex_araneus
ENSMLUP00000010631	ENSMLUG00000011673	Myotis_lucifugus
ENSEASP00005002884	ENSEASG00005002209	Equus_asinus_asinus
ENSECAP00000022090	ENSECAG00000024480	Equus_caballus
ENSAMEP00000009293	ENSAMEG00000008826	Ailuropoda_melanoleuca
ENSUAMP00000001331	ENSUAMG00000001246	Ursus_americanus
ENSNVIP00000002037	ENSNVIG00000001656	Neovison_vison
ENSMPUP00000015008	ENSMPUG00000015118	Mustela_putorius_furo
