ENSPVIP00000024887	ENSPVIG00000018714	Pogona_vitticeps
ENSACAP00000004874	ENSACAG00000005003	Anolis_carolinensis
ENSNSUP00000019522	ENSNSUG00000014271	Notechis_scutatus
ENSSMRP00000014624	ENSSMRG00000011382	Salvator_merianae
ENSSPUP00000005268	ENSSPUG00000004007	Sphenodon_punctatus
ENSCPBP00000022012	ENSCPBG00000015767	Chrysemys_picta_bellii
ENSCABP00000025896	ENSCABG00000019051	Chelonoidis_abingdonii
ENSPSIP00000008087	ENSPSIG00000007429	Pelodiscus_sinensis
ENSCPRP00005019868	ENSCPRG00005013867	Crocodylus_porosus
ENSAHAP00000005458	ENSAHAG00000004209	Apteryx_haastii
ENSARWP00000006083	ENSARWG00000004325	Apteryx_rowi
ENSAOWP00000017700	ENSAOWG00000012080	Apteryx_owenii
ENSDNVP00000022806	ENSDNVG00000015870	Dromaius_novaehollandiae
ENSNPEP00000019793	ENSNPEG00000014717	Nothoprocta_perdicaria
ENSCPUP00000029821	ENSCPUG00000019969	Calidris_pugnax
ENSCPGP00000011471	ENSCPGG00000008172	Calidris_pygmaea
ENSMUNP00000016907	ENSMUNG00000012990	Melopsittacus_undulatus
ENSLCOP00000001244	ENSLCOG00000001040	Lepidothrix_coronata
ENSMVIP00005020715	ENSMVIG00005014606	Manacus_vitellinus
ENSTGUP00000017618	ENSTGUG00000017340	Taeniopygia_guttata
ENSCCEP00000024547	ENSCCEG00000021784	Cyanistes_caeruleus
ENSSCAP00000002387	ENSSCAG00000002086	Serinus_canaria
ENSLSDP00000013231	ENSLSDG00000009629	Lonchura_striata_domestica
ENSPMJP00000013994	ENSPMJG00000010617	Parus_major
ENSJHYP00000013931	ENSJHYG00000010774	Junco_hyemalis
ENSZALP00000006748	ENSZALG00000006106	Zonotrichia_albicollis
ENSFALP00000008335	ENSFALG00000007991	Ficedula_albicollis
ENSGALP00000042229	ENSGALG00000026263	Gallus_gallus
ENSCJPP00005027688	ENSCJPG00005021428	Coturnix_japonica
ENSMGAP00000003070	ENSMGAG00000003381	Meleagris_gallopavo
ENSNMEP00000001442	ENSNMEG00000001612	Numida_meleagris
ENSAPLP00000032141	ENSAPLG00000030593	Anas_platyrhynchos_platyrhynchos
ENSABRP00000027276	ENSABRG00000022709	Anser_brachyrhynchus
ENSGAGP00000013400	ENSGAGG00000010244	Gopherus_agassizii
ENSLAFP00000000292	ENSLAFG00000000351	Loxodonta_africana
ENSDNOP00000003088	ENSDNOG00000004023	Dasypus_novemcinctus
