ENSACAP00000010431	ENSACAG00000010616	Anolis_carolinensis	ENSACAT00000010645
ENSPVIP00000030027	ENSPVIG00000022125	Pogona_vitticeps	ENSPVIT00000036802
ENSNSUP00000013925	ENSNSUG00000010331	Notechis_scutatus
ENSSMRP00000015907	ENSSMRG00000012369	Salvator_merianae
ENSSPUP00000021766	ENSSPUG00000016713	Sphenodon_punctatus
ENSARWP00000023336	ENSARWG00000015902	Apteryx_rowi
ENSAHAP00000027989	ENSAHAG00000019450	Apteryx_haastii
ENSAOWP00000023683	ENSAOWG00000015974	Apteryx_owenii
ENSDNVP00000025331	ENSDNVG00000017632	Dromaius_novaehollandiae
ENSNPEP00000016507	ENSNPEG00000012302	Nothoprocta_perdicaria
ENSCPUP00000024762	ENSCPUG00000016753	Calidris_pugnax
ENSCPUP00000024763	ENSCPUG00000016754	Calidris_pugnax
ENSCPGP00000014061	ENSCPGG00000009936	Calidris_pygmaea
ENSMUNP00000003121	ENSMUNG00000002689	Melopsittacus_undulatus
ENSJHYP00000023384	ENSJHYG00000017610	Junco_hyemalis
ENSZALP00000005329	ENSZALG00000004955	Zonotrichia_albicollis
ENSSCAP00000015949	ENSSCAG00000011680	Serinus_canaria
ENSLSDP00000003974	ENSLSDG00000003089	Lonchura_striata_domestica
ENSTGUP00000004351	ENSTGUG00000004227	Taeniopygia_guttata
ENSFALP00000013976	ENSFALG00000013391	Ficedula_albicollis
ENSPMJP00000027331	ENSPMJG00000019888	Parus_major
ENSCCEP00000006435	ENSCCEG00000006897	Cyanistes_caeruleus
ENSMVIP00005000634	ENSMVIG00005000540	Manacus_vitellinus
ENSLCOP00000020366	ENSLCOG00000014434	Lepidothrix_coronata
ENSGALP00000064672	ENSGALG00000044814	Gallus_gallus
ENSMGAP00000012719	ENSMGAG00000012109	Meleagris_gallopavo
ENSCJPP00005027126	ENSCJPG00005021062	Coturnix_japonica
ENSNMEP00000027645	ENSNMEG00000023134	Numida_meleagris
ENSABRP00000021248	ENSABRG00000018060	Anser_brachyrhynchus
ENSAPLP00000005870	ENSAPLG00000006264	Anas_platyrhynchos_platyrhynchos
ENSCPRP00005002397	ENSCPRG00005001742	Crocodylus_porosus
ENSGAGP00000031378	ENSGAGG00000022552	Gopherus_agassizii
ENSCABP00000011462	ENSCABG00000008543	Chelonoidis_abingdonii
ENSCPBP00000019050	ENSCPBG00000013800	Chrysemys_picta_bellii
ENSPSIP00000004297	ENSPSIG00000004045	Pelodiscus_sinensis
ENSPPAP00000005376	ENSPPAG00000022204	Pan_paniscus
ENSPTRP00000070334	ENSPTRG00000015308	Pan_troglodytes
ENSGGOP00000006669	ENSGGOG00000006811	Gorilla_gorilla
ENSP00000420180	ENSG00000175455	Homo_sapiens
ENSPPYP00000015065	ENSPPYG00000013470	Pongo_abelii
ENSNLEP00000000586	ENSNLEG00000000474	Nomascus_leucogenys
ENSCATP00000039217	ENSCATG00000042244	Cercocebus_atys
ENSMLEP00000037450	ENSMLEG00000042813	Mandrillus_leucophaeus
ENSTGEP00000010081	ENSTGEG00000008271	Theropithecus_gelada
ENSPANP00000011927	ENSPANG00000015226	Papio_anubis
ENSMMUP00000010886	ENSMMUG00000008301	Macaca_mulatta
ENSMFAP00000016213	ENSMFAG00000031262	Macaca_fascicularis
ENSMNEP00000044744	ENSMNEG00000044926	Macaca_nemestrina
ENSPTEP00000013229	ENSPTEG00000014806	Piliocolobus_tephrosceles
ENSCANP00000025146	ENSCANG00000035994	Colobus_angolensis_palliatus
ENSRROP00000045534	ENSRROG00000045664	Rhinopithecus_roxellana
ENSRBIP00000019894	ENSRBIG00000033930	Rhinopithecus_bieti
ENSCJAP00000078965	ENSCJAG00000015908	Callithrix_jacchus
ENSCJAP00000074594	ENSCJAG00000069303	Callithrix_jacchus
ENSCCAP00000011235	ENSCCAG00000023347	Cebus_capucinus_imitator
ENSSBOP00000035332	ENSSBOG00000033823	Saimiri_boliviensis_boliviensis
ENSSBOP00000004193	ENSSBOG00000018401	Saimiri_boliviensis_boliviensis
ENSANAP00000007658	ENSANAG00000021862	Aotus_nancymaae
ENSTSYP00000013825	ENSTSYG00000001264	Carlito_syrichta
ENSPSMP00000016865	ENSPSMG00000012028	Prolemur_simus
ENSPCOP00000019943	ENSPCOG00000021929	Propithecus_coquereli
ENSMICP00000051767	ENSMICG00000048984	Microcebus_murinus
ENSOGAP00000020827	ENSOGAG00000027411	Otolemur_garnettii
ENSOGAP00000013048	ENSOGAG00000014562	Otolemur_garnettii
ENSTBEP00000001378	ENSTBEG00000001584	Tupaia_belangeri
MGP_SPRETEiJ_P0043293	MGP_SPRETEiJ_G0021595	Mus_spretus_strain_SPRET/EiJ
ENSMUSP00000023532	ENSMUSG00000022833	Mus_musculus_strain_reference_(CL57BL6)
ENSMSIP00000011066	ENSMSIG00000009685	Mus_spicilegus
MGP_CAROLIEiJ_P0041414	MGP_CAROLIEiJ_G0020697	Mus_caroli_strain_CAROLI_EIJ
MGP_PahariEiJ_P0028802	MGP_PahariEiJ_G0016400	Mus_pahari_strain_PAHARI_EIJ
ENSRNOP00000031286	ENSRNOG00000021469	Rattus_norvegicus
ENSMUGP00000002112	ENSMUGG00000001944	Meriones_unguiculatus
ENSCGRP00001004533	ENSCGRG00001005775	Cricetulus_griseus_CHOK1GS_HDv1
ENSCGRP00000017993	ENSCGRG00000013084	Cricetulus_griseus_CriGri_1.0
ENSCGRP00015025280	ENSCGRG00015019166	Cricetulus_griseus_CriGri-PICR
ENSMAUP00000024936	ENSMAUG00000021639	Mesocricetus_auratus
ENSMOCP00000024096	ENSMOCG00000020626	Microtus_ochrogaster
