ENSSFOP00015001015	ENSSFOG00015000761	Scleropages_formosus
ENSPKIP00000019288	ENSPKIG00000004519	Paramormyrops_kingsleyae
ENSCHAP00000044275	ENSCHAG00000020580	Clupea_harengus
ENSDCDP00000032781	ENSDCDG00000022415	Denticeps_clupeoides
ENSAMXP00000020066	ENSAMXG00000019485	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSAMXP00005057411	ENSAMXG00005025358	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSPNAP00000010243	ENSPNAG00000015761	Pygocentrus_nattereri
ENSIPUP00000016753	ENSIPUG00000011293	Ictalurus_punctatus
ENSEEEP00000013642	ENSEEEG00000006815	Electrophorus_electricus
ENSDARP00000053413	ENSDARG00000036784	Danio_rerio
ENSCSEP00000013842	ENSCSEG00000008901	Cynoglossus_semilaevis
ENSMMOP00000013864	ENSMMOG00000010614	Mola_mola
ENSPMEP00000004378	ENSPMEG00000005611	Poecilia_mexicana
ENSPFOP00000011507	ENSPFOG00000011464	Poecilia_formosa
ENSPLAP00000004511	ENSPLAG00000006216	Poecilia_latipinna
ENSPREP00000029524	ENSPREG00000019888	Poecilia_reticulata
ENSXMAP00000038324	ENSXMAG00000024584	Xiphophorus_maculatus
ENSXCOP00000016078	ENSXCOG00000012146	Xiphophorus_couchianus
ENSGAFP00000002366	ENSGAFG00000001617	Gambusia_affinis
ENSGWIP00000047558	ENSGWIG00000023397	Gouania_willdenowi
ENSAPEP00000030268	ENSAPEG00000021501	Amphiprion_percula
ENSAOCP00000016391	ENSAOCG00000021509	Amphiprion_ocellaris
ENSAPOP00000024754	ENSAPOG00000007598	Acanthochromis_polyacanthus
ENSSPAP00000019433	ENSSPAG00000014644	Stegastes_partitus
ENSORLP00020002969	ENSORLG00020003748	Oryzias_latipes_ASM223471v1
ENSORLP00015017207	ENSORLG00015018240	Oryzias_latipes_ASM223469v1
ENSORLP00000029634	ENSORLG00000024421	Oryzias_latipes_ASM223467v1
ENSOMEP00000026364	ENSOMEG00000008142	Oryzias_melastigma
ENSTNIP00000009614	ENSTNIG00000006822	Tetraodon_nigroviridis
ENSTRUP00000048199	ENSTRUG00000012643	Takifugu_rubripes
ENSHCOP00000003200	ENSHCOG00000004498	Hippocampus_comes
ENSBSLP00000045711	ENSBSLG00000021797	Betta_splendens
ENSPNYP00000031629	ENSPNYG00000023858	Pundamilia_nyererei
ENSMZEP00005030437	ENSMZEG00005022679	Maylandia_zebra
ENSHBUP00000011490	ENSHBUG00000013151	Haplochromis_burtoni
ENSACLP00000013566	ENSACLG00000008956	Astatotilapia_calliptera
ENSONIP00000018701	ENSONIG00000014853	Oreochromis_niloticus
ENSNBRP00000011692	ENSNBRG00000009055	Neolamprologus_brichardi
ENSACIP00000011622	ENSACIG00000009066	Amphilophus_citrinellus
ENSPRNP00000000921	ENSPRNG00000000669	Parambassis_ranga
ENSKMAP00000018601	ENSKMAG00000013796	Kryptolebias_marmoratus
ENSSLDP00000000794	ENSSLDG00000000697	Seriola_lalandi_dorsalis
ENSSDUP00000009883	ENSSDUG00000007255	Seriola_dumerili
ENSSMAP00000027646	ENSSMAG00000016905	Scophthalmus_maximus
ENSMZEP00005035957	ENSMZEG00005026836	Maylandia_zebra
ENSLCAP00010042943	ENSLCAG00010020026	Lates_calcarifer
ENSFHEP00000014748	ENSFHEG00000016349	Fundulus_heteroclitus
ENSCGOP00000026417	ENSCGOG00000012451	Cottoperca_gobio
ENSGACP00000013591	ENSGACG00000010283	Gasterosteus_aculeatus
