ENSGAGP00000019316	ENSGAGG00000014247	Gopherus_agassizii
ENSCABP00000015967	ENSCABG00000011909	Chelonoidis_abingdonii
ENSCPBP00000041044	ENSCPBG00000028177	Chrysemys_picta_bellii
ENSPSIP00000007072	ENSPSIG00000006363	Pelodiscus_sinensis
ENSCPRP00005003498	ENSCPRG00005002505	Crocodylus_porosus
ENSACAP00000005227	ENSACAG00000005271	Anolis_carolinensis
ENSPVIP00000009470	ENSPVIG00000007542	Pogona_vitticeps
ENSNSUP00000018171	ENSNSUG00000013301	Notechis_scutatus	ENSNSUT00000019340
ENSSMRP00000030296	ENSSMRG00000023235	Salvator_merianae
ENSSPUP00000013140	ENSSPUG00000010114	Sphenodon_punctatus
ENSGALP00000012465	ENSGALG00000007702	Gallus_gallus
ENSCJPP00005027855	ENSCJPG00005021533	Coturnix_japonica
ENSMGAP00000009443	ENSMGAG00000009154	Meleagris_gallopavo
ENSNMEP00000012085	ENSNMEG00000011266	Numida_meleagris
ENSABRP00000018078	ENSABRG00000015577	Anser_brachyrhynchus
ENSAPLP00000020133	ENSAPLG00000004697	Anas_platyrhynchos_platyrhynchos
ENSLCOP00000002618	ENSLCOG00000002016	Lepidothrix_coronata
ENSMVIP00005002930	ENSMVIG00005002300	Manacus_vitellinus
ENSCCEP00000014744	ENSCCEG00000014052	Cyanistes_caeruleus
ENSPMJP00000024943	ENSPMJG00000018315	Parus_major
ENSFALP00000001354	ENSFALG00000001302	Ficedula_albicollis
ENSLSDP00000020777	ENSLSDG00000014718	Lonchura_striata_domestica
ENSTGUP00000009182	ENSTGUG00000008920	Taeniopygia_guttata
ENSSCAP00000000465	ENSSCAG00000000403	Serinus_canaria
ENSJHYP00000006020	ENSJHYG00000004892	Junco_hyemalis
ENSZALP00000004893	ENSZALG00000004443	Zonotrichia_albicollis
ENSMUNP00000013958	ENSMUNG00000010782	Melopsittacus_undulatus
ENSCPGP00000002119	ENSCPGG00000001584	Calidris_pygmaea
ENSCPUP00000003131	ENSCPUG00000002407	Calidris_pugnax
ENSAHAP00000009794	ENSAHAG00000006761	Apteryx_haastii
ENSARWP00000011167	ENSARWG00000007611	Apteryx_rowi
ENSAOWP00000000141	ENSAOWG00000000043	Apteryx_owenii
ENSDNVP00000015086	ENSDNVG00000010458	Dromaius_novaehollandiae
ENSNPEP00000006470	ENSNPEG00000004890	Nothoprocta_perdicaria
ENSPPAP00000035940	ENSPPAG00000040742	Pan_paniscus
ENSPTRP00000054327	ENSPTRG00000009395	Pan_troglodytes
ENSP00000017003	ENSG00000015532	Homo_sapiens
ENSGGOP00000017263	ENSGGOG00000011942	Gorilla_gorilla
ENSPPYP00000009312	ENSPPYG00000008287	Pongo_abelii
ENSNLEP00000011008	ENSNLEG00000009017	Nomascus_leucogenys
ENSMFAP00000023613	ENSMFAG00000043415	Macaca_fascicularis
ENSMNEP00000030269	ENSMNEG00000038586	Macaca_nemestrina
ENSPANP00000020251	ENSPANG00000022500	Papio_anubis
ENSCATP00000031690	ENSCATG00000038951	Cercocebus_atys
ENSTGEP00000036370	ENSTGEG00000028945	Theropithecus_gelada
ENSMLEP00000020400	ENSMLEG00000034405	Mandrillus_leucophaeus
ENSCSAP00000001671	ENSCSAG00000005387	Chlorocebus_sabaeus
ENSRROP00000045044	ENSRROG00000045441	Rhinopithecus_roxellana
ENSRBIP00000043076	ENSRBIG00000044739	Rhinopithecus_bieti
ENSCANP00000014653	ENSCANG00000030767	Colobus_angolensis_palliatus
ENSPTEP00000037409	ENSPTEG00000034993	Piliocolobus_tephrosceles
ENSCCAP00000002145	ENSCCAG00000013243	Cebus_capucinus_imitator
ENSSBOP00000034815	ENSSBOG00000033568	Saimiri_boliviensis_boliviensis
ENSCJAP00000064181	ENSCJAG00000018858	Callithrix_jacchus
ENSANAP00000004060	ENSANAG00000020010	Aotus_nancymaae
ENSTSYP00000012030	ENSTSYG00000013115	Carlito_syrichta
ENSPCOP00000020188	ENSPCOG00000022051	Propithecus_coquereli
ENSPSMP00000034852	ENSPSMG00000023995	Prolemur_simus
ENSMICP00000008814	ENSMICG00000009687	Microcebus_murinus
ENSOGAP00000015781	ENSOGAG00000034388	Otolemur_garnettii
ENSTBEP00000013516	ENSTBEG00000015551	Tupaia_belangeri
ENSMSIP00000002657	ENSMSIG00000002504	Mus_spicilegus
MGP_SPRETEiJ_P0030724	MGP_SPRETEiJ_G0017836	Mus_spretus_strain_SPRET/EiJ
ENSMUSP00000112052	ENSMUSG00000020868	Mus_musculus_strain_reference_(CL57BL6)
