ENSUAMP00000034140	ENSUAMG00000026002	Ursus_americanus
ENSUMAP00000034434	ENSUMAG00000024779	Ursus_maritimus
ENSAMEP00000004746	ENSAMEG00000004498	Ailuropoda_melanoleuca
ENSMPUP00000006685	ENSMPUG00000006739	Mustela_putorius_furo
ENSNVIP00000016237	ENSNVIG00000012702	Neovison_vison
ENSCAFP00000003638	ENSCAFG00000002501	Canis_lupus_familiaris
ENSCAFP00020019111	ENSCAFG00020015175	Canis_lupus_dingo
ENSVVUP00000008926	ENSVVUG00000006663	Vulpes_vulpes
ENSPTIP00000016952	ENSPTIG00000015521	Panthera_tigris_altaica
ENSPPRP00000018103	ENSPPRG00000009876	Panthera_pardus
ENSFCAP00000018243	ENSFCAG00000028778	Felis_catus
ENSECAP00000021583	ENSECAG00000024101	Equus_caballus
ENSEASP00005030124	ENSEASG00005020497	Equus_asinus_asinus
ENSBIXP00000013205	ENSBIXG00000018168	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBTAP00000017623	ENSBTAG00000013247	Bos_taurus
ENSBIXP00005041242	ENSBIXG00005024181	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBMUP00000026442	ENSBMUG00000019866	Bos_mutus
ENSBBBP00000016186	ENSBBBG00000006267	Bison_bison_bison
ENSCHIP00000026281	ENSCHIG00000022684	Capra_hircus
ENSOARP00000003424	ENSOARG00000003214	Ovis_aries
ENSTTRP00000000283	ENSTTRG00000000301	Tursiops_truncatus
ENSSSCP00000074457	ENSSSCG00000044019	Sus_scrofa_strain_reference
ENSEEUP00000003038	ENSEEUG00000003302	Erinaceus_europaeus
ENSPVAP00000008200	ENSPVAG00000008688	Pteropus_vampyrus
ENSMLUP00000021000	ENSMLUG00000024407	Myotis_lucifugus
ENSGGOP00000023354	ENSGGOG00000004662	Gorilla_gorilla
ENSP00000375063	ENSG00000171487	Homo_sapiens
ENSPPAP00000017303	ENSPPAG00000031725	Pan_paniscus
ENSPTRP00000080469	ENSPTRG00000011533	Pan_troglodytes
ENSPPYP00000011695	ENSPPYG00000010438	Pongo_abelii
ENSNLEP00000013044	ENSNLEG00000010742	Nomascus_leucogenys
ENSCANP00000035810	ENSCANG00000041600	Colobus_angolensis_palliatus
ENSPTEP00000000442	ENSPTEG00000000534	Piliocolobus_tephrosceles
ENSRROP00000024058	ENSRROG00000035846	Rhinopithecus_roxellana
ENSRBIP00000027983	ENSRBIG00000037871	Rhinopithecus_bieti
ENSTGEP00000016989	ENSTGEG00000013727	Theropithecus_gelada
ENSPANP00000023613	ENSPANG00000030718	Papio_anubis
ENSMLEP00000006325	ENSMLEG00000026428	Mandrillus_leucophaeus
ENSCATP00000003382	ENSCATG00000013095	Cercocebus_atys
ENSMMUP00000049609	ENSMMUG00000028710	Macaca_mulatta
ENSMNEP00000026032	ENSMNEG00000036479	Macaca_nemestrina
ENSMFAP00000038181	ENSMFAG00000038459	Macaca_fascicularis
ENSCSAP00000016343	ENSCSAG00000001687	Chlorocebus_sabaeus
ENSCJAP00000048100	ENSCJAG00000032099	Callithrix_jacchus
ENSCJAP00000069982	ENSCJAG00000063396	Callithrix_jacchus
ENSCCAP00000018679	ENSCCAG00000027175	Cebus_capucinus_imitator
ENSSBOP00000016702	ENSSBOG00000025030	Saimiri_boliviensis_boliviensis
ENSANAP00000039831	ENSANAG00000037297	Aotus_nancymaae
ENSTSYP00000021583	ENSTSYG00000032172	Carlito_syrichta
ENSPCOP00000021743	ENSPCOG00000022907	Propithecus_coquereli
ENSPSMP00000036265	ENSPSMG00000024952	Prolemur_simus
ENSMICP00000044792	ENSMICG00000046761	Microcebus_murinus
ENSOGAP00000013525	ENSOGAG00000015105	Otolemur_garnettii
ENSCGRP00015006595	ENSCGRG00015005087	Cricetulus_griseus_CriGri-PICR
ENSCGRP00001001900	ENSCGRG00001001854	Cricetulus_griseus_CHOK1GS_HDv1
ENSCGRP00000001860	ENSCGRG00000001388	Cricetulus_griseus_CriGri_1.0
ENSPEMP00000021727	ENSPEMG00000019281	Peromyscus_maniculatus_bairdii
ENSMOCP00000010558	ENSMOCG00000010782	Microtus_ochrogaster
ENSMUSP00000015866	ENSMUSG00000015721	Mus_musculus_strain_reference_(CL57BL6)
ENSMSIP00000038062	ENSMSIG00000031703	Mus_spicilegus
MGP_CAROLIEiJ_P0077858	MGP_CAROLIEiJ_G0029319	Mus_caroli_strain_CAROLI_EIJ
ENSRNOP00000043888	ENSRNOG00000022994	Rattus_norvegicus
ENSMUGP00000004942	ENSMUGG00000004538	Meriones_unguiculatus
ENSNGAP00000017481	ENSNGAG00000017882	Nannospalax_galili
ENSCCNP00000005305	ENSCCNG00000005592	Castor_canadensis
ENSMMMP00000018730	ENSMMMG00000016557	Marmota_marmota_marmota
ENSUPAP00010026879	ENSUPAG00010021255	Urocitellus_parryii
ENSOCUP00000004989	ENSOCUG00000005757	Oryctolagus_cuniculus
ENSOPRP00000007037	ENSOPRG00000007683	Ochotona_princeps
ENSCHOP00000003625	ENSCHOG00000004092	Choloepus_hoffmanni
ENSDNOP00000011474	ENSDNOG00000014811	Dasypus_novemcinctus
ENSLAFP00000010734	ENSLAFG00000012834	Loxodonta_africana
ENSPCAP00000003633	ENSPCAG00000003828	Procavia_capensis
