ENSABRP00000021099	ENSABRG00000017915	Anser_brachyrhynchus	ENSABRT00000029659
ENSAPLP00000015699	ENSAPLG00000015826	Anas_platyrhynchos_platyrhynchos
ENSGALP00000055864	ENSGALG00000010094	Gallus_gallus
ENSMGAP00000010343	ENSMGAG00000009980	Meleagris_gallopavo
ENSCJPP00005011323	ENSCJPG00005009725	Coturnix_japonica
ENSNMEP00000025099	ENSNMEG00000021283	Numida_meleagris
ENSLCOP00000001168	ENSLCOG00000000976	Lepidothrix_coronata
ENSMVIP00005017591	ENSMVIG00005012551	Manacus_vitellinus
ENSTGUP00000007791	ENSTGUG00000007553	Taeniopygia_guttata
ENSLSDP00000016918	ENSLSDG00000012165	Lonchura_striata_domestica
ENSSCAP00000000415	ENSSCAG00000000352	Serinus_canaria
ENSJHYP00000006641	ENSJHYG00000005317	Junco_hyemalis
ENSZALP00000008879	ENSZALG00000007689	Zonotrichia_albicollis
ENSCCEP00000017100	ENSCCEG00000015888	Cyanistes_caeruleus
ENSPMJP00000026753	ENSPMJG00000019507	Parus_major
ENSFALP00000005527	ENSFALG00000005306	Ficedula_albicollis
ENSMUNP00000011899	ENSMUNG00000009359	Melopsittacus_undulatus
ENSCPGP00000017053	ENSCPGG00000011967	Calidris_pygmaea
ENSCPUP00000003297	ENSCPUG00000002510	Calidris_pugnax
ENSAOWP00000014229	ENSAOWG00000009715	Apteryx_owenii
ENSAHAP00000020750	ENSAHAG00000014576	Apteryx_haastii
ENSARWP00000001617	ENSARWG00000001302	Apteryx_rowi
ENSDNVP00000003474	ENSDNVG00000002458	Dromaius_novaehollandiae
ENSNPEP00000018401	ENSNPEG00000013709	Nothoprocta_perdicaria
ENSGAGP00000010200	ENSGAGG00000007997	Gopherus_agassizii
ENSCABP00000008538	ENSCABG00000006452	Chelonoidis_abingdonii
ENSCPBP00000004349	ENSCPBG00000003534	Chrysemys_picta_bellii
ENSCPRP00005025075	ENSCPRG00005017401	Crocodylus_porosus
ENSPVIP00000030794	ENSPVIG00000022652	Pogona_vitticeps
ENSACAP00000014184	ENSACAG00000014406	Anolis_carolinensis
ENSNSUP00000021365	ENSNSUG00000015513	Notechis_scutatus
ENSSMRP00000023722	ENSSMRG00000018403	Salvator_merianae
ENSSPUP00000004084	ENSSPUG00000003150	Sphenodon_punctatus
ENSPCIP00000042419	ENSPCIG00000030742	Phascolarctos_cinereus
ENSMEUP00000012978	ENSMEUG00000014225	Notamacropus_eugenii
