ENSAPLP00000023206	ENSAPLG00000030157	Anas_platyrhynchos_platyrhynchos
ENSLOCP00000016051	ENSLOCG00000013032	Lepisosteus_oculatus	ENSLOCT00000016081
ENSMODP00000005604	ENSMODG00000004546	Monodelphis_domestica
ENSEBUP00000000199	ENSEBUG00000000408	Eptatretus_burgeri
ENSDNVP00000021380	ENSDNVG00000014964	Dromaius_novaehollandiae	ENSDNVT00000025838
ENSBMUP00000021873	ENSBMUG00000016495	Bos_mutus
ENSTGEP00000003566	ENSTGEG00000003020	Theropithecus_gelada
ENSGAFP00000030141	ENSGAFG00000020307	Gambusia_affinis
ENSCGOP00000003290	ENSCGOG00000001771	Cottoperca_gobio
ENSCPBP00000008933	ENSCPBG00000006912	Chrysemys_picta_bellii
ENSAMXP00000026269	ENSAMXG00000025564	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSATEP00000014904	ENSATEG00000010380	Anabas_testudineus
ENSNVIP00000007423	ENSNVIG00000005905	Neovison_vison
ENSCANP00000012883	ENSCANG00000029844	Colobus_angolensis_palliatus
ENSMALP00000014814	ENSMALG00000010402	Monopterus_albus
ENSBBBP00000016506	ENSBBBG00000024567	Bison_bison_bison
ENSHBUP00000000362	ENSHBUG00000001528	Haplochromis_burtoni
ENSLACP00000001594	ENSLACG00000001423	Latimeria_chalumnae
ENSSTOP00000021124	ENSSTOG00000026292	Ictidomys_tridecemlineatus
ENSSPAP00000017707	ENSSPAG00000013384	Stegastes_partitus
ENSFCAP00000040424	ENSFCAG00000010226	Felis_catus
ENSPCAP00000001114	ENSPCAG00000001234	Procavia_capensis
ENSMUGP00000026063	ENSMUGG00000021746	Meriones_unguiculatus
ENSSLDP00000029230	ENSSLDG00000022570	Seriola_lalandi_dorsalis
ENSMFAP00000018250	ENSMFAG00000032209	Macaca_fascicularis
ENSAOWP00000021053	ENSAOWG00000014241	Apteryx_owenii	ENSAOWT00000023843
ENSCLAP00000023767	ENSCLAG00000016309	Chinchilla_lanigera
ENSPPRP00000018176	ENSPPRG00000009915	Panthera_pardus
ENSMUSP00000140842	ENSMUSG00000096753	Mus_musculus_strain_reference_(CL57BL6)
ENSACLP00000034684	ENSACLG00000023487	Astatotilapia_calliptera
ENSIPUP00000031103	ENSIPUG00000020971	Ictalurus_punctatus
ENSAMEP00000020920	ENSAMEG00000019866	Ailuropoda_melanoleuca
ENSPREP00000021871	ENSPREG00000014781	Poecilia_reticulata
ENSFDAP00000001958	ENSFDAG00000011797	Fukomys_damarensis
ENSFCAP00000047839	ENSFCAG00000045995	Felis_catus
ENSMGAP00000019245	ENSMGAG00000013170	Meleagris_gallopavo
ENSJHYP00000023142	ENSJHYG00000017435	Junco_hyemalis
ENSPANP00000013125	ENSPANG00000004087	Papio_anubis
ENSCGRP00000026705	ENSCGRG00000019795	Cricetulus_griseus_CriGri_1.0
ENSSBOP00000004749	ENSSBOG00000019030	Saimiri_boliviensis_boliviensis
ENSMLEP00000013386	ENSMLEG00000030874	Mandrillus_leucophaeus
ENSCHIP00000024133	ENSCHIG00000021443	Capra_hircus
ENSCATP00000001130	ENSCATG00000005538	Cercocebus_atys
ENSPSIP00000000860	ENSPSIG00000000860	Pelodiscus_sinensis
ENSEEEP00000038125	ENSEEEG00000018113	Electrophorus_electricus
ENSONIP00000026110	ENSONIG00000020806	Oreochromis_niloticus	ENSONIT00000026132
ENSGAGP00000032802	ENSGAGG00000023439	Gopherus_agassizii
ENSMNEP00000000690	ENSMNEG00000003392	Macaca_nemestrina
ENSSMAP00000003953	ENSSMAG00000002451	Scophthalmus_maximus
ENSSHAP00000021618	ENSSHAG00000018308	Sarcophilus_harrisii
ENSONIP00000026710	ENSONIG00000021408	Oreochromis_niloticus
ENSMZEP00005032271	ENSMZEG00005024042	Maylandia_zebra
ENSSMRP00000009493	ENSSMRG00000007572	Salvator_merianae
ENSTTRP00000008282	ENSTTRG00000008734	Tursiops_truncatus
ENSCAFP00000025965	ENSCAFG00000017609	Canis_lupus_familiaris
ENSOARP00000015079	ENSOARG00000014054	Ovis_aries
ENSCGRP00001024304	ENSCGRG00001022273	Cricetulus_griseus_CHOK1GS_HDv1
ENSMFAP00000013007	ENSMFAG00000027439	Macaca_fascicularis
ENSAPEP00000016920	ENSAPEG00000012092	Amphiprion_percula
