ENSGAGP00000022253	ENSGAGG00000016345	Gopherus_agassizii
ENSCABP00000003988	ENSCABG00000003012	Chelonoidis_abingdonii
ENSSMRP00000000014	ENSSMRG00000000010	Salvator_merianae
ENSNSUP00000026837	ENSNSUG00000019243	Notechis_scutatus
ENSXETP00000034327	ENSXETG00000015346	Xenopus_tropicalis
ENSPKIP00000013696	ENSPKIG00000001042	Paramormyrops_kingsleyae
ENSSFOP00015026759	ENSSFOG00015017201	Scleropages_formosus
ENSHHUP00000026769	ENSHHUG00000016952	Hucho_hucho
ENSELUP00000020177	ENSELUG00000019436	Esox_lucius
ENSBSLP00000005739	ENSBSLG00000003047	Betta_splendens	ENSBSLT00000006486
ENSPMGP00000006044	ENSPMGG00000005083	Periophthalmus_magnuspinnatus
ENSONIP00000018267	ENSONIG00000014517	Oreochromis_niloticus
ENSAPEP00000028448	ENSAPEG00000020203	Amphiprion_percula
ENSAOCP00000011787	ENSAOCG00000016154	Amphiprion_ocellaris
ENSSPAP00000000406	ENSSPAG00000000335	Stegastes_partitus
ENSPRNP00000040727	ENSPRNG00000020016	Parambassis_ranga
ENSHBUP00000001704	ENSHBUG00000002848	Haplochromis_burtoni
ENSPNYP00000022594	ENSPNYG00000017050	Pundamilia_nyererei
ENSMZEP00005011344	ENSMZEG00005008527	Maylandia_zebra
ENSACLP00000019601	ENSACLG00000013336	Astatotilapia_calliptera
ENSNBRP00000020724	ENSNBRG00000015931	Neolamprologus_brichardi
ENSACIP00000006408	ENSACIG00000005029	Amphilophus_citrinellus
ENSSDUP00000001487	ENSSDUG00000001186	Seriola_dumerili
ENSLCAP00010010722	ENSLCAG00010005114	Lates_calcarifer	ENSLCAT00010010954
ENSMAMP00000028413	ENSMAMG00000019128	Mastacembelus_armatus
ENSATEP00000027035	ENSATEG00000018697	Anabas_testudineus
ENSCGOP00000000447	ENSCGOG00000000330	Cottoperca_gobio
ENSGACP00000008308	ENSGACG00000006284	Gasterosteus_aculeatus
ENSHCOP00000003850	ENSHCOG00000005244	Hippocampus_comes
ENSLBEP00000022737	ENSLBEG00000017441	Labrus_bergylta
ENSLCRP00005007232	ENSLCRG00005003566	Larimichthys_crocea
ENSMMOP00000017323	ENSMMOG00000013187	Mola_mola
ENSKMAP00000001288	ENSKMAG00000001024	Kryptolebias_marmoratus
ENSORLP00015029314	ENSORLG00015012390	Oryzias_latipes_ASM223469v1
ENSPFOP00000005046	ENSPFOG00000005168	Poecilia_formosa
ENSPLAP00000027334	ENSPLAG00000015811	Poecilia_latipinna
ENSPMEP00000006523	ENSPMEG00000008043	Poecilia_mexicana
ENSPREP00000021249	ENSPREG00000014376	Poecilia_reticulata
ENSXMAP00000016253	ENSXMAG00000016227	Xiphophorus_maculatus
ENSXCOP00000011262	ENSXCOG00000008510	Xiphophorus_couchianus
ENSGAFP00000004317	ENSGAFG00000002938	Gambusia_affinis
ENSCVAP00000030992	ENSCVAG00000019936	Cyprinodon_variegatus
ENSFHEP00000032860	ENSFHEG00000019603	Fundulus_heteroclitus
ENSGWIP00000038833	ENSGWIG00000019802	Gouania_willdenowi
ENSTNIP00000001537	ENSTNIG00000000777	Tetraodon_nigroviridis
ENSGMOP00000007900	ENSGMOG00000007396	Gadus_morhua
ENSPNAP00000017902	ENSPNAG00000024219	Pygocentrus_nattereri
ENSAMXP00000051278	ENSAMXG00000030387	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSEEEP00000019486	ENSEEEG00000009554	Electrophorus_electricus
ENSIPUP00000034562	ENSIPUG00000023218	Ictalurus_punctatus
ENSDARP00000087988	ENSDARG00000067546	Danio_rerio
ENSDCDP00000009613	ENSDCDG00000004828	Denticeps_clupeoides
ENSLOCP00000022258	ENSLOCG00000018157	Lepisosteus_oculatus	ENSLOCT00000022299
ENSECRP00000031668	ENSECRG00000021448	Erpetoichthys_calabaricus	ENSECRT00000032339
ENSCABP00000018891	ENSCABG00000013957	Chelonoidis_abingdonii
ENSLACP00000016280	ENSLACG00000014343	Latimeria_chalumnae
ENSCMIP00000014404	ENSCMIG00000007142	Callorhinchus_milii
ENSCINP00000035401	ENSCING00000022328	Ciona_intestinalis
