ENSSFOP00015023580	ENSSFOG00015015158	Scleropages_formosus
ENSPNYP00000031215	ENSPNYG00000023535	Pundamilia_nyererei
ENSSHAP00000010036	ENSSHAG00000008679	Sarcophilus_harrisii
ENSCAFP00020019018	ENSCAFG00020015106	Canis_lupus_dingo
ENSCGRP00000008624	ENSCGRG00000006293	Cricetulus_griseus_CriGri_1.0
ENSANAP00000002301	ENSANAG00000017831	Aotus_nancymaae
ENSFDAP00000002077	ENSFDAG00000011875	Fukomys_damarensis
ENSATEP00000016617	ENSATEG00000011500	Anabas_testudineus
ENSOARP00000016576	ENSOARG00000015454	Ovis_aries
ENSSTOP00000031361	ENSSTOG00000020328	Ictidomys_tridecemlineatus
ENSPPYP00000023899	ENSPPYG00000029704	Pongo_abelii
ENSMAUP00000022008	ENSMAUG00000019577	Mesocricetus_auratus
ENSMICP00000032417	ENSMICG00000000343	Microcebus_murinus
ENSCPGP00000019348	ENSCPGG00000013552	Calidris_pygmaea
ENSMZEP00005022025	ENSMZEG00005016520	Maylandia_zebra
ENSAMEP00000009377	ENSAMEG00000008905	Ailuropoda_melanoleuca
ENSJHYP00000019084	ENSJHYG00000014521	Junco_hyemalis
ENSMOCP00000017989	ENSMOCG00000016413	Microtus_ochrogaster
ENSCGOP00000017843	ENSCGOG00000008563	Cottoperca_gobio
ENSMEUP00000009311	ENSMEUG00000010209	Notamacropus_eugenii
ENSTRUP00000010001	ENSTRUG00000004222	Takifugu_rubripes
ENSNSUP00000000883	ENSNSUG00000000842	Notechis_scutatus
ENSCPRP00005000860	ENSCPRG00005000665	Crocodylus_porosus
ENSCAPP00000002575	ENSCAPG00000005554	Cavia_aperea
ENSMSIP00000020778	ENSMSIG00000017667	Mus_spicilegus
ENSELUP00000041547	ENSELUG00000022426	Esox_lucius
ENSPANP00000015924	ENSPANG00000025012	Papio_anubis
ENSCAFP00000022735	ENSCAFG00000015440	Canis_lupus_familiaris
ENSCSAP00000009877	ENSCSAG00000013723	Chlorocebus_sabaeus
ENSORLP00015004670	ENSORLG00015005501	Oryzias_latipes_ASM223469v1
ENSMFAP00000045895	ENSMFAG00000000642	Macaca_fascicularis
ENSSPUP00000020414	ENSSPUG00000015642	Sphenodon_punctatus
ENSPRNP00000010100	ENSPRNG00000005864	Parambassis_ranga
ENSPMEP00000020828	ENSPMEG00000024036	Poecilia_mexicana
ENSNMEP00000011428	ENSNMEG00000010741	Numida_meleagris	ENSNMET00000017955
ENSCHIP00000000154	ENSCHIG00000000122	Capra_hircus
ENSAPLP00000005674	ENSAPLG00000006074	Anas_platyrhynchos_platyrhynchos
ENSSDAP00000007818	ENSSDAG00000007153	Spermophilus_dauricus
ENSP00000263212	ENSG00000100034	Homo_sapiens
ENSNVIP00000027860	ENSNVIG00000021531	Neovison_vison
ENSPMJP00000019018	ENSPMJG00000014270	Parus_major
ENSMGAP00000000443	ENSMGAG00000001043	Meleagris_gallopavo
ENSSMRP00000012335	ENSSMRG00000009640	Salvator_merianae	ENSSMRT00000014375
ENSONIP00000013166	ENSONIG00000010473	Oreochromis_niloticus
ENSTBEP00000004043	ENSTBEG00000004699	Tupaia_belangeri
ENSXCOP00000011530	ENSXCOG00000008705	Xiphophorus_couchianus
ENSNLEP00000043669	ENSNLEG00000030522	Nomascus_leucogenys
ENSUAMP00000013500	ENSUAMG00000010852	Ursus_americanus
ENSBMUP00000003522	ENSBMUG00000002782	Bos_mutus
ENSBSLP00000044290	ENSBSLG00000021083	Betta_splendens
ENSMAMP00000027274	ENSMAMG00000018348	Mastacembelus_armatus
ENSPCIP00000049674	ENSPCIG00000026456	Phascolarctos_cinereus
ENSCHAP00000057809	ENSCHAG00000026097	Clupea_harengus
ENSMZEP00005005798	ENSMZEG00005004464	Maylandia_zebra
ENSGACP00000005024	ENSGACG00000003826	Gasterosteus_aculeatus
ENSSARP00000013065	ENSSARG00000014443	Sorex_araneus
ENSMODP00000022092	ENSMODG00000017715	Monodelphis_domestica
MGP_PahariEiJ_P0027955	MGP_PahariEiJ_G0016205	Mus_pahari_strain_PAHARI_EIJ
ENSMUGP00000010986	ENSMUGG00000009629	Meriones_unguiculatus
ENSJJAP00000018720	ENSJJAG00000019897	Jaculus_jaculus
ENSGWIP00000026895	ENSGWIG00000014102	Gouania_willdenowi
ENSTNIP00000005916	ENSTNIG00000003330	Tetraodon_nigroviridis
ENSSMAP00000020990	ENSSMAG00000012847	Scophthalmus_maximus
ENSPNAP00000032615	ENSPNAG00000020667	Pygocentrus_nattereri
ENSBTAP00000067587	ENSBTAG00000006938	Bos_taurus
ENSPTRP00000024314	ENSPTRG00000014121	Pan_troglodytes
ENSMMUP00000062508	ENSMMUG00000005527	Macaca_mulatta
ENSMUNP00000017383	ENSMUNG00000013356	Melopsittacus_undulatus
ENSLOCP00000002374	ENSLOCG00000002046	Lepisosteus_oculatus
ENSPTIP00000005337	ENSPTIG00000007590	Panthera_tigris_altaica
ENSAPEP00000034455	ENSAPEG00000024472	Amphiprion_percula
ENSMLEP00000021366	ENSMLEG00000034891	Mandrillus_leucophaeus
ENSOMEP00000002144	ENSOMEG00000003068	Oryzias_melastigma
ENSODEP00000022230	ENSODEG00000016321	Octodon_degus
ENSBIXP00000013797	ENSBIXG00000000627	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSLAFP00000022147	ENSLAFG00000017804	Loxodonta_africana
ENSPSIP00000003404	ENSPSIG00000003249	Pelodiscus_sinensis
ENSCCEP00000018143	ENSCCEG00000016693	Cyanistes_caeruleus
ENSIPUP00000030123	ENSIPUG00000020347	Ictalurus_punctatus
ENSCPOP00000014729	ENSCPOG00000027062	Cavia_porcellus
ENSACLP00000008486	ENSACLG00000005774	Astatotilapia_calliptera
ENSACIP00000009007	ENSACIG00000007012	Amphilophus_citrinellus
ENSGALP00000053801	ENSGALG00000039121	Gallus_gallus	ENSGALT00000063419
ENSSPAP00000018840	ENSSPAG00000014219	Stegastes_partitus
ENSACAP00000001435	ENSACAG00000001461	Anolis_carolinensis	ENSACAT00000001470
ENSPMGP00000018648	ENSPMGG00000015204	Periophthalmus_magnuspinnatus
ENSEEEP00000018591	ENSEEEG00000009136	Electrophorus_electricus
ENSORLP00000021644	ENSORLG00000017302	Oryzias_latipes_ASM223467v1
ENSMMOP00000011325	ENSMMOG00000008720	Mola_mola
ENSMPUP00000003109	ENSMPUG00000003141	Mustela_putorius_furo
ENSABRP00000016582	ENSABRG00000014549	Anser_brachyrhynchus
ENSCPUP00000009063	ENSCPUG00000006458	Calidris_pugnax
ENSMUSP00000027373	ENSMUSG00000026181	Mus_musculus_strain_reference_(CL57BL6)
ENSPVAP00000012867	ENSPVAG00000013642	Pteropus_vampyrus
ENSCABP00000028256	ENSCABG00000020750	Chelonoidis_abingdonii
ENSUMAP00000004206	ENSUMAG00000003407	Ursus_maritimus
ENSSCAP00000005908	ENSSCAG00000004660	Serinus_canaria
ENSFALP00000008270	ENSFALG00000007926	Ficedula_albicollis
ENSZALP00000015475	ENSZALG00000012692	Zonotrichia_albicollis
ENSSDUP00000012734	ENSSDUG00000009268	Seriola_dumerili
ENSLSDP00000013046	ENSLSDG00000009504	Lonchura_striata_domestica
ENSHGLP00100000949	ENSHGLG00100000768	Heterocephalus_glaber_HetGla_1.0
ENSLACP00000015696	ENSLACG00000013822	Latimeria_chalumnae
ENSAOCP00000024588	ENSAOCG00000011520	Amphiprion_ocellaris
ENSDORP00000001885	ENSDORG00000002011	Dipodomys_ordii
ENSNVIP00000027848	ENSNVIG00000021523	Neovison_vison
ENSMMMP00000000539	ENSMMMG00000000508	Marmota_marmota_marmota
ENSMNEP00000000766	ENSMNEG00000003671	Macaca_nemestrina
ENSMALP00000011750	ENSMALG00000008328	Monopterus_albus
ENSDCDP00000049001	ENSDCDG00000030189	Denticeps_clupeoides
ENSRROP00000044049	ENSRROG00000045027	Rhinopithecus_roxellana
ENSSBOP00000015347	ENSSBOG00000024402	Saimiri_boliviensis_boliviensis
ENSPLAP00000024763	ENSPLAG00000011205	Poecilia_latipinna
ENSTSYP00000021579	ENSTSYG00000034081	Carlito_syrichta
ENSRNOP00000002530	ENSRNOG00000037909	Rattus_norvegicus
ENSAOWP00000008957	ENSAOWG00000006114	Apteryx_owenii
ENSTTRP00000007185	ENSTTRG00000007596	Tursiops_truncatus
ENSPCOP00000007302	ENSPCOG00000014887	Propithecus_coquereli
MGP_SPRETEiJ_P0042416	MGP_SPRETEiJ_G0021395	Mus_spretus_strain_SPRET/EiJ
ENSHGLP00000022889	ENSHGLG00000016327	Heterocephalus_glaber_HetGla_female_1.0
ENSPSMP00000019873	ENSPSMG00000014022	Prolemur_simus
ENSOCUP00000000886	ENSOCUG00000001026	Oryctolagus_cuniculus
ENSCLAP00000022809	ENSCLAG00000015644	Chinchilla_lanigera
ENSHHUP00000021650	ENSHHUG00000013560	Hucho_hucho
ENSPKIP00000033170	ENSPKIG00000012979	Paramormyrops_kingsleyae
ENSAPOP00000007361	ENSAPOG00000009376	Acanthochromis_polyacanthus
ENSTGUP00000008897	ENSTGUG00000008628	Taeniopygia_guttata
ENSCMIP00000012233	ENSCMIG00000006260	Callorhinchus_milii
ENSLBEP00000003895	ENSLBEG00000003015	Labrus_bergylta
ENSOGAP00000015439	ENSOGAG00000017233	Otolemur_garnettii
ENSPCAP00000004391	ENSPCAG00000004702	Procavia_capensis
ENSPPRP00000016170	ENSPPRG00000008548	Panthera_pardus
ENSSSCP00000010752	ENSSSCG00000010079	Sus_scrofa_strain_reference
ENSPVIP00000000943	ENSPVIG00000000879	Pogona_vitticeps
ENSGAGP00000028604	ENSGAGG00000020722	Gopherus_agassizii
ENSBIXP00005034584	ENSBIXG00005002334	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSDARP00000051665	ENSDARG00000005786	Danio_rerio
ENSPFOP00000009942	ENSPFOG00000009858	Poecilia_formosa
ENSKMAP00000002956	ENSKMAG00000002251	Kryptolebias_marmoratus
ENSARWP00000013798	ENSARWG00000009495	Apteryx_rowi
ENSCATP00000020142	ENSCATG00000033837	Cercocebus_atys
ENSCANP00000030696	ENSCANG00000039015	Colobus_angolensis_palliatus
ENSCPBP00000014178	ENSCPBG00000010561	Chrysemys_picta_bellii
ENSPPAP00000042995	ENSPPAG00000044040	Pan_paniscus
ENSOPRP00000013071	ENSOPRG00000014325	Ochotona_princeps
ENSXMAP00000004360	ENSXMAG00000004348	Xiphophorus_maculatus
ENSFHEP00000000241	ENSFHEG00000000952	Fundulus_heteroclitus
ENSAMXP00000001248	ENSAMXG00000001224	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSGGOP00000000634	ENSGGOG00000000644	Gorilla_gorilla
ENSCVAP00000018224	ENSCVAG00000021475	Cyprinodon_variegatus
ENSXETP00000015375	ENSXETG00000000275	Xenopus_tropicalis
ENSCCNP00000026927	ENSCCNG00000026085	Castor_canadensis
ENSORLP00020030173	ENSORLG00020014510	Oryzias_latipes_ASM223471v1
ENSOPRP00000008233	ENSOPRG00000009000	Ochotona_princeps
ENSGAFP00000024135	ENSGAFG00000016285	Gambusia_affinis
ENSCJPP00005024063	ENSCJPG00005019018	Coturnix_japonica
ENSTGEP00000008222	ENSTGEG00000006719	Theropithecus_gelada
ENSPTEP00000004683	ENSPTEG00000005476	Piliocolobus_tephrosceles
ENSEASP00005032616	ENSEASG00005022267	Equus_asinus_asinus
ENSAMXP00005027766	ENSAMXG00005013901	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSCJAP00000055454	ENSCJAG00000045377	Callithrix_jacchus
ENSCGRP00015012671	ENSCGRG00015009724	Cricetulus_griseus_CriGri-PICR
ENSUPAP00010017110	ENSUPAG00010013646	Urocitellus_parryii
ENSRBIP00000005224	ENSRBIG00000023548	Rhinopithecus_bieti
ENSNPEP00000014005	ENSNPEG00000010476	Nothoprocta_perdicaria	ENSNPET00000014346
ENSDNOP00000024107	ENSDNOG00000049056	Dasypus_novemcinctus
ENSCSEP00000012983	ENSCSEG00000008388	Cynoglossus_semilaevis
ENSMVIP00005011588	ENSMVIG00005008439	Manacus_vitellinus
ENSLCAP00010052476	ENSLCAG00010024439	Lates_calcarifer
ENSNGAP00000013155	ENSNGAG00000014819	Nannospalax_galili
ENSLCOP00000011465	ENSLCOG00000008315	Lepidothrix_coronata
ENSAHAP00000026719	ENSAHAG00000018615	Apteryx_haastii	ENSAHAT00000029444
ENSLCRP00005003530	ENSLCRG00005001676	Larimichthys_crocea
ENSMLUP00000007245	ENSMLUG00000007934	Myotis_lucifugus
MGP_CAROLIEiJ_P0040562	MGP_CAROLIEiJ_G0020500	Mus_caroli_strain_CAROLI_EIJ
ENSECRP00000029591	ENSECRG00000020068	Erpetoichthys_calabaricus
ENSVURP00010028496	ENSVURG00010021805	Vombatus_ursinus
ENSHBUP00000018054	ENSHBUG00000000762	Haplochromis_burtoni
ENSECAP00000014090	ENSECAG00000016438	Equus_caballus
ENSVVUP00000027784	ENSVVUG00000020371	Vulpes_vulpes
ENSTNIP00000006794	ENSTNIG00000004173	Tetraodon_nigroviridis
ENSETEP00000014904	ENSETEG00000018337	Echinops_telfairi
ENSPEMP00000034756	ENSPEMG00000031295	Peromyscus_maniculatus_bairdii
ENSNBRP00000006950	ENSNBRG00000005411	Neolamprologus_brichardi
ENSCCAP00000019587	ENSCCAG00000027636	Cebus_capucinus_imitator
ENSCGRP00001014799	ENSCGRG00001015593	Cricetulus_griseus_CHOK1GS_HDv1
ENSEEUP00000008515	ENSEEUG00000009353	Erinaceus_europaeus
ENSDNVP00000003206	ENSDNVG00000002275	Dromaius_novaehollandiae
ENSTGUP00000016899	ENSTGUG00000016606	Taeniopygia_guttata
ENSSLDP00000013347	ENSSLDG00000010636	Seriola_lalandi_dorsalis
