ENSGAGP00000028492	ENSGAGG00000020646	Gopherus_agassizii	ENSGAGT00000032361
ENSCABP00000006291	ENSCABG00000004750	Chelonoidis_abingdonii	ENSCABT00000006864
ENSCPBP00000036731	ENSCPBG00000025493	Chrysemys_picta_bellii
ENSPSIP00000005642	ENSPSIG00000005246	Pelodiscus_sinensis
ENSCPUP00000027460	ENSCPUG00000018495	Calidris_pugnax
ENSCPGP00000012298	ENSCPGG00000008736	Calidris_pygmaea
ENSMUNP00000020959	ENSMUNG00000015887	Melopsittacus_undulatus
ENSSCAP00000001704	ENSSCAG00000001433	Serinus_canaria
ENSTGUP00000017923	ENSTGUG00000018271	Taeniopygia_guttata
ENSPMJP00000021874	ENSPMJG00000016227	Parus_major
ENSCCEP00000017192	ENSCCEG00000015967	Cyanistes_caeruleus
ENSFALP00000011064	ENSFALG00000010606	Ficedula_albicollis
ENSZALP00000015878	ENSZALG00000012955	Zonotrichia_albicollis
ENSMVIP00005014132	ENSMVIG00005010202	Manacus_vitellinus
ENSLCOP00000005030	ENSLCOG00000003777	Lepidothrix_coronata
ENSABRP00000025998	ENSABRG00000021784	Anser_brachyrhynchus
ENSAPLP00000003369	ENSAPLG00000003877	Anas_platyrhynchos_platyrhynchos
ENSCJPP00005002996	ENSCJPG00005003245	Coturnix_japonica
ENSGALP00000030744	ENSGALG00000019756	Gallus_gallus
ENSMGAP00000005253	ENSMGAG00000005363	Meleagris_gallopavo
ENSNMEP00000010657	ENSNMEG00000010054	Numida_meleagris
ENSAOWP00000001231	ENSAOWG00000000882	Apteryx_owenii
ENSAHAP00000009461	ENSAHAG00000006869	Apteryx_haastii
ENSARWP00000006528	ENSARWG00000004608	Apteryx_rowi
ENSNPEP00000012623	ENSNPEG00000009431	Nothoprocta_perdicaria
ENSDNVP00000021202	ENSDNVG00000014849	Dromaius_novaehollandiae
ENSPVIP00000027962	ENSPVIG00000020770	Pogona_vitticeps
ENSACAP00000003997	ENSACAG00000004131	Anolis_carolinensis
ENSSMRP00000015856	ENSSMRG00000012325	Salvator_merianae
ENSPSMP00000002782	ENSPSMG00000002218	Prolemur_simus
ENSPCOP00000021824	ENSPCOG00000022962	Propithecus_coquereli
ENSMICP00000044329	ENSMICG00000048054	Microcebus_murinus
ENSMMUP00000062530	ENSMMUG00000056663	Macaca_mulatta
ENSMNEP00000014186	ENSMNEG00000031276	Macaca_nemestrina
ENSMFAP00000028923	ENSMFAG00000041750	Macaca_fascicularis
ENSPANP00000019230	ENSPANG00000025182	Papio_anubis
ENSMLEP00000010385	ENSMLEG00000029385	Mandrillus_leucophaeus
ENSCSAP00000005169	ENSCSAG00000008907	Chlorocebus_sabaeus
ENSCATP00000044434	ENSCATG00000044699	Cercocebus_atys
