ENSPVIP00000011718	ENSPVIG00000009188	Pogona_vitticeps
ENSACAP00000014447	ENSACAG00000014698	Anolis_carolinensis
ENSNSUP00000015668	ENSNSUG00000011596	Notechis_scutatus
ENSNSUP00000027260	ENSNSUG00000019521	Notechis_scutatus
ENSSMRP00000001442	ENSSMRG00000001250	Salvator_merianae
ENSSPUP00000013778	ENSSPUG00000010618	Sphenodon_punctatus
ENSCPBP00000017428	ENSCPBG00000012768	Chrysemys_picta_bellii
ENSCPBP00000017431	ENSCPBG00000012770	Chrysemys_picta_bellii
ENSGAGP00000010366	ENSGAGG00000008124	Gopherus_agassizii	ENSGAGT00000011902
ENSCABP00000010129	ENSCABG00000007580	Chelonoidis_abingdonii	ENSCABT00000011095
ENSMEUP00000008650	ENSMEUG00000009482	Notamacropus_eugenii
ENSPCIP00000044505	ENSPCIG00000025125	Phascolarctos_cinereus
ENSCGRP00000020413	ENSCGRG00000014850	Cricetulus_griseus_CriGri_1.0
ENSSDAP00000010346	ENSSDAG00000009411	Spermophilus_dauricus
ENSPPRP00000020551	ENSPPRG00000011596	Panthera_pardus
ENSFDAP00000000667	ENSFDAG00000010852	Fukomys_damarensis
ENSSSCP00000060598	ENSSSCG00000025321	Sus_scrofa_strain_reference
ENSTTRP00000005112	ENSTTRG00000005420	Tursiops_truncatus
ENSCHIP00000022924	ENSCHIG00000020711	Capra_hircus
ENSOARP00000005926	ENSOARG00000005520	Ovis_aries
ENSBIXP00005022444	ENSBIXG00005025347	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBIXP00000027566	ENSBIXG00000000099	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBTAP00000068844	ENSBTAG00000052323	Bos_taurus
ENSECAP00000021797	ENSECAG00000024341	Equus_caballus
ENSEASP00005019146	ENSEASG00005013172	Equus_asinus_asinus
ENSVVUP00000036404	ENSVVUG00000026097	Vulpes_vulpes
ENSCAFP00020022481	ENSCAFG00020017751	Canis_lupus_dingo
ENSUAMP00000005153	ENSUAMG00000004622	Ursus_americanus
ENSFCAP00000042652	ENSFCAG00000014146	Felis_catus
ENSPPRP00000026100	ENSPPRG00000016750	Panthera_pardus
ENSCAFP00000024960	ENSCAFG00000016964	Canis_lupus_familiaris
ENSNVIP00000032469	ENSNVIG00000025019	Neovison_vison
ENSPTIP00000005727	ENSPTIG00000007866	Panthera_tigris_altaica
ENSPVAP00000016234	ENSPVAG00000017209	Pteropus_vampyrus
ENSBMUP00000029725	ENSBMUG00000022219	Bos_mutus
ENSCGRP00001006562	ENSCGRG00001008879	Cricetulus_griseus_CHOK1GS_HDv1
ENSCGRP00015033260	ENSCGRG00015025055	Cricetulus_griseus_CriGri-PICR
ENSMAUP00000011249	ENSMAUG00000011903	Mesocricetus_auratus
ENSPEMP00000005964	ENSPEMG00000008318	Peromyscus_maniculatus_bairdii
ENSMOCP00000004387	ENSMOCG00000003611	Microtus_ochrogaster
MGP_PahariEiJ_P0019147	MGP_PahariEiJ_G0013693	Mus_pahari_strain_PAHARI_EIJ
ENSMUGP00000014622	ENSMUGG00000012630	Meriones_unguiculatus
ENSJJAP00000020162	ENSJJAG00000020922	Jaculus_jaculus
ENSSTOP00000028422	ENSSTOG00000027842	Ictidomys_tridecemlineatus
ENSUPAP00010030015	ENSUPAG00010023584	Urocitellus_parryii
ENSMMMP00000027233	ENSMMMG00000023787	Marmota_marmota_marmota
ENSODEP00000019584	ENSODEG00000014451	Octodon_degus
ENSHGLP00000026342	ENSHGLG00000018743	Heterocephalus_glaber_HetGla_female_1.0
ENSCCNP00000029598	ENSCCNG00000028347	Castor_canadensis
ENSPSMP00000009239	ENSPSMG00000006764	Prolemur_simus
ENSPCOP00000020767	ENSPCOG00000022370	Propithecus_coquereli
ENSMICP00000018139	ENSMICG00000030392	Microcebus_murinus
ENSCLAP00000014877	ENSCLAG00000010257	Chinchilla_lanigera
ENSCAPP00000003676	ENSCAPG00000006391	Cavia_aperea
ENSHGLP00000015419	ENSHGLG00000011024	Heterocephalus_glaber_HetGla_female_1.0
ENSHGLP00100003603	ENSHGLG00100002748	Heterocephalus_glaber_HetGla_1.0
ENSHGLP00100006837	ENSHGLG00100005129	Heterocephalus_glaber_HetGla_1.0
ENSHGLP00000000042	ENSHGLG00000000069	Heterocephalus_glaber_HetGla_female_1.0
ENSHGLP00100024339	ENSHGLG00100017872	Heterocephalus_glaber_HetGla_1.0
ENSPTRP00000092466	ENSPTRG00000007968	Pan_troglodytes
ENSPPAP00000037638	ENSPPAG00000041571	Pan_paniscus
ENSGGOP00000044855	ENSGGOG00000042750	Gorilla_gorilla
ENSP00000219782	ENSG00000103495	Homo_sapiens
ENSPPYP00000008206	ENSPPYG00000007260	Pongo_abelii
ENSMMUP00000032491	ENSMMUG00000019826	Macaca_mulatta
ENSMNEP00000027907	ENSMNEG00000037329	Macaca_nemestrina
ENSCATP00000018413	ENSCATG00000033033	Cercocebus_atys
ENSTGEP00000016058	ENSTGEG00000012975	Theropithecus_gelada
ENSPTEP00000030382	ENSPTEG00000029612	Piliocolobus_tephrosceles
ENSMFAP00000042756	ENSMFAG00000040127	Macaca_fascicularis
ENSCSAP00000002407	ENSCSAG00000006110	Chlorocebus_sabaeus
ENSRBIP00000000358	ENSRBIG00000001823	Rhinopithecus_bieti
ENSRROP00000007092	ENSRROG00000026952	Rhinopithecus_roxellana
ENSCANP00000023501	ENSCANG00000035162	Colobus_angolensis_palliatus
ENSANAP00000037447	ENSANAG00000036195	Aotus_nancymaae
ENSANAP00000040347	ENSANAG00000037536	Aotus_nancymaae
ENSSBOP00000007717	ENSSBOG00000020791	Saimiri_boliviensis_boliviensis
ENSSBOP00000024581	ENSSBOG00000028772	Saimiri_boliviensis_boliviensis
ENSCCAP00000039433	ENSCCAG00000037524	Cebus_capucinus_imitator
ENSTSYP00000034342	ENSTSYG00000026702	Carlito_syrichta
ENSDNOP00000015337	ENSDNOG00000019779	Dasypus_novemcinctus
ENSNLEP00000009190	ENSNLEG00000007559	Nomascus_leucogenys
ENSCJAP00000055289	ENSCJAG00000007189	Callithrix_jacchus
ENSOGAP00000018608	ENSOGAG00000033940	Otolemur_garnettii
ENSMUSP00000032916	ENSMUSG00000030678	Mus_musculus_strain_reference_(CL57BL6)
MGP_CAROLIEiJ_P0082352	MGP_CAROLIEiJ_G0030483	Mus_caroli_strain_CAROLI_EIJ
ENSMSIP00000000614	ENSMSIG00000000614	Mus_spicilegus
MGP_SPRETEiJ_P0085757	MGP_SPRETEiJ_G0031597	Mus_spretus_strain_SPRET/EiJ
ENSRNOP00000075418	ENSRNOG00000055082	Rattus_norvegicus
ENSCPOP00000017469	ENSCPOG00000019886	Cavia_porcellus
ENSNGAP00000025353	ENSNGAG00000023335	Nannospalax_galili
ENSHGLP00100023314	ENSHGLG00100017129	Heterocephalus_glaber_HetGla_1.0
ENSDORP00000026612	ENSDORG00000029287	Dipodomys_ordii
ENSCCAP00000019951	ENSCCAG00000027817	Cebus_capucinus_imitator
ENSCCAP00000011631	ENSCCAG00000023568	Cebus_capucinus_imitator
ENSCJAP00000055401	ENSCJAG00000042915	Callithrix_jacchus
ENSCJAP00000067737	ENSCJAG00000055736	Callithrix_jacchus
ENSPANP00000026461	ENSPANG00000016381	Papio_anubis
ENSMLEP00000023949	ENSMLEG00000036147	Mandrillus_leucophaeus
ENSAMEP00000015655	ENSAMEG00000014864	Ailuropoda_melanoleuca
ENSSHAP00000010996	ENSSHAG00000009478	Sarcophilus_harrisii
ENSVURP00010011869	ENSVURG00010009170	Vombatus_ursinus
ENSANAP00000004453	ENSANAG00000020320	Aotus_nancymaae
ENSUMAP00000015168	ENSUMAG00000011165	Ursus_maritimus
