ENSMLUP00000000279	ENSMLUG00000000308	Myotis_lucifugus
ENSCAPP00000001781	ENSCAPG00000003762	Cavia_aperea
ENSLSDP00000006243	ENSLSDG00000004767	Lonchura_striata_domestica
ENSPSIP00000018191	ENSPSIG00000016150	Pelodiscus_sinensis
ENSMICP00000022096	ENSMICG00000037899	Microcebus_murinus
ENSEEUP00000002062	ENSEEUG00000002265	Erinaceus_europaeus
ENSTSYP00000010021	ENSTSYG00000010932	Carlito_syrichta
ENSTGEP00000012946	ENSTGEG00000010548	Theropithecus_gelada
ENSPVAP00000016905	ENSPVAG00000017919	Pteropus_vampyrus
ENSVVUP00000021650	ENSVVUG00000015857	Vulpes_vulpes
ENSDNOP00000024444	ENSDNOG00000047510	Dasypus_novemcinctus
ENSNLEP00000019131	ENSNLEG00000015772	Nomascus_leucogenys
ENSPPAP00000007302	ENSPPAG00000026506	Pan_paniscus
ENSCANP00000015515	ENSCANG00000031198	Colobus_angolensis_palliatus
ENSMICP00000013387	ENSMICG00000014687	Microcebus_murinus
MGP_PahariEiJ_P0067561	MGP_PahariEiJ_G0026215	Mus_pahari_strain_PAHARI_EIJ
ENSOANP00000005349	ENSOANG00000003369	Ornithorhynchus_anatinus
ENSOGAP00000020718	ENSOGAG00000033967	Otolemur_garnettii
ENSCHOP00000008532	ENSCHOG00000009652	Choloepus_hoffmanni
ENSAOWP00000000587	ENSAOWG00000000464	Apteryx_owenii
ENSMMUP00000024133	ENSMMUG00000018354	Macaca_mulatta
ENSXETP00000018176	ENSXETG00000001865	Xenopus_tropicalis
ENSMODP00000029169	ENSMODG00000016692	Monodelphis_domestica	ENSMODT00000030742
ENSTTRP00000010473	ENSTTRG00000011050	Tursiops_truncatus
ENSMUGP00000018650	ENSMUGG00000015807	Meriones_unguiculatus
ENSMNEP00000006872	ENSMNEG00000027997	Macaca_nemestrina
ENSMFAP00000046072	ENSMFAG00000000723	Macaca_fascicularis
ENSMUSP00000029082	ENSMUSG00000027566	Mus_musculus_strain_reference_(CL57BL6)
ENSSMRP00000016222	ENSSMRG00000012621	Salvator_merianae
ENSPCAP00000001201	ENSPCAG00000001310	Procavia_capensis
ENSBBBP00000027483	ENSBBBG00000023734	Bison_bison_bison
ENSARWP00000013914	ENSARWG00000009624	Apteryx_rowi
ENSABRP00000000588	ENSABRG00000000632	Anser_brachyrhynchus
ENSSSCP00000058874	ENSSSCG00000033332	Sus_scrofa_strain_reference
ENSRBIP00000012633	ENSRBIG00000030294	Rhinopithecus_bieti
ENSBIXP00000015675	ENSBIXG00000020094	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSCJAP00000026534	ENSCJAG00000014419	Callithrix_jacchus
ENSCJPP00005002663	ENSCJPG00005002975	Coturnix_japonica
ENSSTOP00000011193	ENSSTOG00000012489	Ictidomys_tridecemlineatus
ENSLCOP00000011315	ENSLCOG00000008211	Lepidothrix_coronata
ENSMVIP00005005537	ENSMVIG00005004243	Manacus_vitellinus
ENSDORP00000015694	ENSDORG00000016684	Dipodomys_ordii
ENSCCNP00000006758	ENSCCNG00000007185	Castor_canadensis
ENSMMMP00000005097	ENSMMMG00000004668	Marmota_marmota_marmota
ENSBIXP00005016460	ENSBIXG00005020124	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSGGOP00000005517	ENSGGOG00000005634	Gorilla_gorilla
ENSVURP00010023745	ENSVURG00010018194	Vombatus_ursinus	ENSVURT00010027022
ENSPEMP00000033763	ENSPEMG00000028818	Peromyscus_maniculatus_bairdii
ENSMUNP00000009264	ENSMUNG00000007324	Melopsittacus_undulatus
ENSCABP00000005354	ENSCABG00000004021	Chelonoidis_abingdonii
ENSMEUP00000007563	ENSMEUG00000008279	Notamacropus_eugenii	ENSMEUT00000008298
ENSCCAP00000004136	ENSCCAG00000019388	Cebus_capucinus_imitator
ENSDNOP00000027611	ENSDNOG00000046248	Dasypus_novemcinctus
ENSUAMP00000033181	ENSUAMG00000025273	Ursus_americanus
ENSSBOP00000027225	ENSSBOG00000030036	Saimiri_boliviensis_boliviensis
ENSACAP00000015901	ENSACAG00000016158	Anolis_carolinensis
ENSJJAP00000017639	ENSJJAG00000019132	Jaculus_jaculus
ENSPSMP00000006483	ENSPSMG00000004865	Prolemur_simus
ENSJJAP00000019146	ENSJJAG00000020199	Jaculus_jaculus
ENSCPGP00000012756	ENSCPGG00000009057	Calidris_pygmaea
ENSSPUP00000018643	ENSSPUG00000014388	Sphenodon_punctatus
ENSHGLP00100023655	ENSHGLG00100017381	Heterocephalus_glaber_HetGla_1.0
ENSMGAP00000005240	ENSMGAG00000005318	Meleagris_gallopavo
ENSMAUP00000010296	ENSMAUG00000011223	Mesocricetus_auratus
ENSCSAP00000011816	ENSCSAG00000015753	Chlorocebus_sabaeus
ENSUMAP00000000247	ENSUMAG00000000149	Ursus_maritimus
ENSLAFP00000024008	ENSLAFG00000030070	Loxodonta_africana
ENSAMEP00000014167	ENSAMEG00000013451	Ailuropoda_melanoleuca
ENSFCAP00000056853	ENSFCAG00000003249	Felis_catus
ENSPMJP00000009589	ENSPMJG00000007654	Parus_major
ENSGAGP00000005018	ENSGAGG00000004099	Gopherus_agassizii
ENSPTRP00000023571	ENSPTRG00000013699	Pan_troglodytes
ENSRROP00000039636	ENSRROG00000043126	Rhinopithecus_roxellana
ENSCAFP00000018454	ENSCAFG00000012528	Canis_lupus_familiaris
ENSOGAP00000000833	ENSOGAG00000000931	Otolemur_garnettii
ENSCCEP00000024104	ENSCCEG00000021447	Cyanistes_caeruleus
ENSCHAP00000050245	ENSCHAG00000023064	Clupea_harengus
ENSLACP00000005210	ENSLACG00000004628	Latimeria_chalumnae
ENSAPLP00000012806	ENSAPLG00000012972	Anas_platyrhynchos_platyrhynchos
ENSPEMP00000000381	ENSPEMG00000000274	Peromyscus_maniculatus_bairdii
ENSCGRP00000005097	ENSCGRG00000003726	Cricetulus_griseus_CriGri_1.0
ENSSDAP00000006013	ENSSDAG00000005404	Spermophilus_dauricus
ENSMLEP00000019255	ENSMLEG00000033853	Mandrillus_leucophaeus
ENSCPRP00005007587	ENSCPRG00005005389	Crocodylus_porosus
ENSCMIP00000036179	ENSCMIG00000015296	Callorhinchus_milii
ENSCPUP00000011907	ENSCPUG00000008440	Calidris_pugnax
ENSTBEP00000010629	ENSTBEG00000012281	Tupaia_belangeri
ENSBTAP00000006760	ENSBTAG00000005127	Bos_taurus
ENSNPEP00000013000	ENSNPEG00000009708	Nothoprocta_perdicaria
ENSAHAP00000000872	ENSAHAG00000000734	Apteryx_haastii
ENSODEP00000005384	ENSODEG00000004073	Octodon_degus
ENSCPOP00000012764	ENSCPOG00000014168	Cavia_porcellus
ENSOARP00000015751	ENSOARG00000014683	Ovis_aries
ENSAMXP00000037123	ENSAMXG00000041229	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSRNOP00000071611	ENSRNOG00000056853	Rattus_norvegicus
ENSFDAP00000022030	ENSFDAG00000007277	Fukomys_damarensis
ENSP00000359910	ENSG00000101182	Homo_sapiens
ENSBTAP00000068321	ENSBTAG00000054825	Bos_taurus
MGP_SPRETEiJ_P0058762	MGP_SPRETEiJ_G0025694	Mus_spretus_strain_SPRET/EiJ
ENSLOCP00000004439	ENSLOCG00000003735	Lepisosteus_oculatus
ENSPCOP00000004356	ENSPCOG00000012673	Propithecus_coquereli
ENSZALP00000011821	ENSZALG00000009961	Zonotrichia_albicollis
ENSJJAP00000004079	ENSJJAG00000008311	Jaculus_jaculus
ENSTGUP00000008114	ENSTGUG00000007864	Taeniopygia_guttata
ENSBBBP00000008094	ENSBBBG00000016085	Bison_bison_bison
ENSPPYP00000012509	ENSPPYG00000011196	Pongo_abelii
ENSPVIP00000009179	ENSPVIG00000007321	Pogona_vitticeps
ENSBIXP00000016162	ENSBIXG00000020431	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSIPUP00000022097	ENSIPUG00000014958	Ictalurus_punctatus
ENSMODP00000007301	ENSMODG00000005902	Monodelphis_domestica	ENSMODT00000007449
ENSMMMP00000011179	ENSMMMG00000009969	Marmota_marmota_marmota
ENSANAP00000001303	ENSANAG00000010130	Aotus_nancymaae
ENSFALP00000011066	ENSFALG00000010605	Ficedula_albicollis
ENSBMUP00000005622	ENSBMUG00000004411	Bos_mutus
ENSPTEP00000000020	ENSPTEG00000000053	Piliocolobus_tephrosceles
ENSUPAP00010010460	ENSUPAG00010008463	Urocitellus_parryii
ENSNMEP00000018365	ENSNMEG00000015987	Numida_meleagris
MGP_CAROLIEiJ_P0056562	MGP_CAROLIEiJ_G0024771	Mus_caroli_strain_CAROLI_EIJ
ENSBMUP00000031994	ENSBMUG00000023856	Bos_mutus
ENSMUNP00000009036	ENSMUNG00000007123	Melopsittacus_undulatus
ENSCAFP00000064715	ENSCAFG00000048499	Canis_lupus_familiaris
ENSMOCP00000000428	ENSMOCG00000000346	Microtus_ochrogaster
ENSECAP00000035117	ENSECAG00000014168	Equus_caballus
ENSHGLP00000019030	ENSHGLG00000013634	Heterocephalus_glaber_HetGla_female_1.0
ENSJHYP00000013246	ENSJHYG00000010290	Junco_hyemalis
ENSCAFP00020028312	ENSCAFG00020022159	Canis_lupus_dingo
ENSECRP00000014795	ENSECRG00000009862	Erpetoichthys_calabaricus
ENSCCNP00000014793	ENSCCNG00000015265	Castor_canadensis
ENSNGAP00000016302	ENSNGAG00000017073	Nannospalax_galili
ENSAMXP00005001954	ENSAMXG00005001092	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSPPRP00000017455	ENSPPRG00000009414	Panthera_pardus
ENSGALP00000053112	ENSGALG00000030411	Gallus_gallus
ENSCGRP00001020546	ENSCGRG00001019663	Cricetulus_griseus_CHOK1GS_HDv1
ENSPTIP00000023790	ENSPTIG00000020131	Panthera_tigris_altaica
ENSCGRP00015020190	ENSCGRG00015015463	Cricetulus_griseus_CriGri-PICR
ENSMPUP00000007609	ENSMPUG00000007664	Mustela_putorius_furo
ENSSCAP00000021179	ENSSCAG00000015249	Serinus_canaria
ENSCHIP00000013176	ENSCHIG00000014692	Capra_hircus
ENSCLAP00000004429	ENSCLAG00000003150	Chinchilla_lanigera
ENSPCIP00000017515	ENSPCIG00000013403	Phascolarctos_cinereus	ENSPCIT00000021605
ENSEASP00005033946	ENSEASG00005023217	Equus_asinus_asinus
ENSDNVP00000020767	ENSDNVG00000014527	Dromaius_novaehollandiae
ENSMOCP00000011936	ENSMOCG00000012194	Microtus_ochrogaster
ENSCPBP00000039289	ENSCPBG00000027066	Chrysemys_picta_bellii
ENSOPRP00000000413	ENSOPRG00000000450	Ochotona_princeps
ENSMSIP00000018912	ENSMSIG00000016080	Mus_spicilegus
ENSBIXP00005017805	ENSBIXG00005021267	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSPANP00000014493	ENSPANG00000020513	Papio_anubis
ENSNVIP00000027739	ENSNVIG00000021436	Neovison_vison
ENSSHAP00000018240	ENSSHAG00000015486	Sarcophilus_harrisii	ENSSHAT00000018390
ENSJJAP00000005407	ENSJJAG00000010350	Jaculus_jaculus
ENSNSUP00000019354	ENSNSUG00000014145	Notechis_scutatus
ENSCATP00000003020	ENSCATG00000012259	Cercocebus_atys
