ENSCGRP00001007338	ENSCGRG00001009764	Cricetulus_griseus_CHOK1GS_HDv1
ENSCGRP00015032882	ENSCGRG00015024788	Cricetulus_griseus_CriGri-PICR
ENSCGRP00000019534	ENSCGRG00000014226	Cricetulus_griseus_CriGri_1.0
ENSMAUP00000022449	ENSMAUG00000019876	Mesocricetus_auratus
ENSMOCP00000013675	ENSMOCG00000013388	Microtus_ochrogaster
ENSPEMP00000018689	ENSPEMG00000017209	Peromyscus_maniculatus_bairdii
MGP_CAROLIEiJ_P0067849	MGP_CAROLIEiJ_G0027162	Mus_caroli_strain_CAROLI_EIJ
MGP_PahariEiJ_P0031058	MGP_PahariEiJ_G0016947	Mus_pahari_strain_PAHARI_EIJ
MGP_CAROLIEiJ_P0067850	MGP_CAROLIEiJ_G0027163	Mus_caroli_strain_CAROLI_EIJ
ENSMSIP00000029685	ENSMSIG00000024931	Mus_spicilegus
MGP_SPRETEiJ_P0070482	MGP_SPRETEiJ_G0028159	Mus_spretus_strain_SPRET/EiJ
MGP_SPRETEiJ_P0070481	MGP_SPRETEiJ_G0028158	Mus_spretus_strain_SPRET/EiJ
ENSMUSP00000067135	ENSMUSG00000055302	Mus_musculus_strain_reference_(CL57BL6)
MGP_PahariEiJ_P0031057	MGP_PahariEiJ_G0016946	Mus_pahari_strain_PAHARI_EIJ
ENSRNOP00000071505	ENSRNOG00000055319	Rattus_norvegicus
ENSMUGP00000028786	ENSMUGG00000023858	Meriones_unguiculatus
ENSNGAP00000008887	ENSNGAG00000011747	Nannospalax_galili
ENSJJAP00000002471	ENSJJAG00000004261	Jaculus_jaculus
ENSODEP00000018416	ENSODEG00000013573	Octodon_degus	ENSODET00000018648
ENSCPOP00000027063	ENSCPOG00000022457	Cavia_porcellus	ENSCPOT00000023705
ENSMMMP00000016976	ENSMMMG00000015103	Marmota_marmota_marmota
ENSSDAP00000015463	ENSSDAG00000013949	Spermophilus_dauricus
ENSSTOP00000015090	ENSSTOG00000024126	Ictidomys_tridecemlineatus
ENSCCNP00000033368	ENSCCNG00000031576	Castor_canadensis
ENSCCNP00000033365	ENSCCNG00000031573	Castor_canadensis
ENSECAP00000021404	ENSECAG00000023974	Equus_caballus
ENSEASP00005007057	ENSEASG00005005196	Equus_asinus_asinus
ENSEASP00005007044	ENSEASG00005005189	Equus_asinus_asinus
ENSECAP00000001831	ENSECAG00000002649	Equus_caballus
ENSMLUP00000002994	ENSMLUG00000003296	Myotis_lucifugus
ENSMNEP00000004532	ENSMNEG00000020911	Macaca_nemestrina
ENSMMUP00000059352	ENSMMUG00000054721	Macaca_mulatta
ENSMMUP00000069222	ENSMMUG00000021695	Macaca_mulatta
ENSTGEP00000031182	ENSTGEG00000024989	Theropithecus_gelada
ENSCSAP00000012170	ENSCSAG00000016101	Chlorocebus_sabaeus
ENSPTEP00000042771	ENSPTEG00000039021	Piliocolobus_tephrosceles
ENSP00000318352	ENSG00000179010	Homo_sapiens
ENSPTRP00000068734	ENSPTRG00000046653	Pan_troglodytes
ENSPPYP00000023495	ENSPPYG00000025866	Pongo_abelii
ENSCJAP00000071609	ENSCJAG00000062690	Callithrix_jacchus
ENSSSCP00000019693	ENSSSCG00000027746	Sus_scrofa_strain_reference
ENSPPAP00000024148	ENSPPAG00000035212	Pan_paniscus
ENSGGOP00000010995	ENSGGOG00000040669	Gorilla_gorilla
ENSNLEP00000014335	ENSNLEG00000011791	Nomascus_leucogenys
ENSCANP00000008978	ENSCANG00000027893	Colobus_angolensis_palliatus
ENSMLEP00000036169	ENSMLEG00000042203	Mandrillus_leucophaeus
ENSUMAP00000014990	ENSUMAG00000011029	Ursus_maritimus
ENSVVUP00000000564	ENSVVUG00000000501	Vulpes_vulpes
ENSNVIP00000008215	ENSNVIG00000006515	Neovison_vison
ENSFCAP00000062321	ENSFCAG00000053431	Felis_catus
ENSFCAP00000009304	ENSFCAG00000010023	Felis_catus
ENSPPRP00000021962	ENSPPRG00000012620	Panthera_pardus
ENSPPRP00000026450	ENSPPRG00000017176	Panthera_pardus
ENSPTIP00000001029	ENSPTIG00000002754	Panthera_tigris_altaica
ENSUAMP00000030211	ENSUAMG00000023186	Ursus_americanus
ENSUMAP00000014994	ENSUMAG00000011034	Ursus_maritimus
ENSAMEP00000021098	ENSAMEG00000020044	Ailuropoda_melanoleuca
ENSUAMP00000030213	ENSUAMG00000023188	Ursus_americanus
ENSAMEP00000019652	ENSAMEG00000018594	Ailuropoda_melanoleuca
ENSCAFP00000031516	ENSCAFG00000032015	Canis_lupus_familiaris
ENSCAFP00020018925	ENSCAFG00020015024	Canis_lupus_dingo
ENSMPUP00000019671	ENSMPUG00000019799	Mustela_putorius_furo
ENSNVIP00000008183	ENSNVIG00000006498	Neovison_vison
ENSPVAP00000010869	ENSPVAG00000011529	Pteropus_vampyrus
ENSCHIP00000004354	ENSCHIG00000008557	Capra_hircus
ENSOARP00000008557	ENSOARG00000007973	Ovis_aries
ENSBIXP00005006323	ENSBIXG00005011841	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
