ENSAPLP00000029543	ENSAPLG00000016671	Anas_platyrhynchos_platyrhynchos
ENSABRP00000003990	ENSABRG00000003752	Anser_brachyrhynchus
ENSGALP00000073430	ENSGALG00000047589	Gallus_gallus
ENSCCEP00000023448	ENSCCEG00000020986	Cyanistes_caeruleus
ENSCPUP00000020042	ENSCPUG00000013717	Calidris_pugnax
ENSCPRP00005002479	ENSCPRG00005001798	Crocodylus_porosus
ENSPEMP00000032971	ENSPEMG00000029888	Peromyscus_maniculatus_bairdii
ENSCGRP00015028458	ENSCGRG00015021540	Cricetulus_griseus_CriGri-PICR
ENSPTRP00000085833	ENSPTRG00000043674	Pan_troglodytes
ENSNLEP00000029939	ENSNLEG00000029633	Nomascus_leucogenys
ENSMNEP00000002449	ENSMNEG00000011383	Macaca_nemestrina
ENSMFAP00000012181	ENSMFAG00000022366	Macaca_fascicularis
ENSMLEP00000003718	ENSMLEG00000016267	Mandrillus_leucophaeus
ENSPTEP00000007326	ENSPTEG00000008348	Piliocolobus_tephrosceles
ENSRROP00000003555	ENSRROG00000014074	Rhinopithecus_roxellana
ENSECAP00000034821	ENSECAG00000032072	Equus_caballus
ENSEASP00005005616	ENSEASG00005004154	Equus_asinus_asinus
ENSPPRP00000024287	ENSPPRG00000014502	Panthera_pardus
ENSXETP00000019402	ENSXETG00000001329	Xenopus_tropicalis
ENSPKIP00000004381	ENSPKIG00000021516	Paramormyrops_kingsleyae
