FBpp0084067	FBgn0039218	Drosophila_melanogaster	FBtr0084688
Y37E3.3.1	WBGene00021347	Caenorhabditis_elegans_strain_N2	Y37E3.3.1
ENSACAP00000015241	ENSACAG00000015509	Anolis_carolinensis
ENSPVIP00000030181	ENSPVIG00000022239	Pogona_vitticeps
ENSNSUP00000022894	ENSNSUG00000016603	Notechis_scutatus
ENSSMRP00000018173	ENSSMRG00000014142	Salvator_merianae
ENSSPUP00000006806	ENSSPUG00000005252	Sphenodon_punctatus
ENSCABP00000020449	ENSCABG00000015072	Chelonoidis_abingdonii
ENSGAGP00000024288	ENSGAGG00000017751	Gopherus_agassizii
ENSCPBP00000009192	ENSCPBG00000007106	Chrysemys_picta_bellii
ENSPSIP00000015526	ENSPSIG00000013867	Pelodiscus_sinensis
ENSCPRP00005021886	ENSCPRG00005015227	Crocodylus_porosus
ENSPVIP00000020269	ENSPVIG00000015464	Pogona_vitticeps
ENSNSUP00000007460	ENSNSUG00000005868	Notechis_scutatus
ENSSMRP00000005143	ENSSMRG00000004219	Salvator_merianae
ENSXETP00000042625	ENSXETG00000010387	Xenopus_tropicalis
ENSCSEP00000002979	ENSCSEG00000001959	Cynoglossus_semilaevis
ENSTRUP00000044304	ENSTRUG00000017292	Takifugu_rubripes
ENSSMAP00000035001	ENSSMAG00000021392	Scophthalmus_maximus
ENSATEP00000011389	ENSATEG00000007953	Anabas_testudineus
ENSLCRP00005033657	ENSLCRG00005013218	Larimichthys_crocea
ENSMALP00000027227	ENSMALG00000018890	Monopterus_albus
ENSBSLP00000035447	ENSBSLG00000017332	Betta_splendens
ENSPRNP00000053322	ENSPRNG00000025132	Parambassis_ranga
ENSMAMP00000032600	ENSMAMG00000021937	Mastacembelus_armatus
ENSSDUP00000011986	ENSSDUG00000008725	Seriola_dumerili
ENSSLDP00000031267	ENSSLDG00000024029	Seriola_lalandi_dorsalis
ENSCGOP00000007897	ENSCGOG00000004035	Cottoperca_gobio
ENSMMOP00000022718	ENSMMOG00000017276	Mola_mola
ENSLBEP00000001181	ENSLBEG00000000928	Labrus_bergylta
ENSAOCP00000008354	ENSAOCG00000012342	Amphiprion_ocellaris
ENSAPEP00000021515	ENSAPEG00000015365	Amphiprion_percula
ENSAPOP00000008889	ENSAPOG00000011116	Acanthochromis_polyacanthus
ENSSPAP00000025562	ENSSPAG00000019322	Stegastes_partitus
ENSGWIP00000050867	ENSGWIG00000024670	Gouania_willdenowi
ENSPMEP00000029599	ENSPMEG00000015438	Poecilia_mexicana
ENSPREP00000033875	ENSPREG00000022948	Poecilia_reticulata
ENSPFOP00000004518	ENSPFOG00000004650	Poecilia_formosa
ENSPLAP00000008201	ENSPLAG00000010698	Poecilia_latipinna
ENSXMAP00000007281	ENSXMAG00000007260	Xiphophorus_maculatus
ENSGAFP00000020404	ENSGAFG00000013789	Gambusia_affinis
ENSCVAP00000005930	ENSCVAG00000007386	Cyprinodon_variegatus
ENSFHEP00000032979	ENSFHEG00000019804	Fundulus_heteroclitus
ENSKMAP00000004285	ENSKMAG00000003267	Kryptolebias_marmoratus
ENSORLP00000026789	ENSORLG00000027182	Oryzias_latipes_ASM223467v1
ENSORLP00015010241	ENSORLG00015011064	Oryzias_latipes_ASM223469v1
ENSORLP00020011697	ENSORLG00020012637	Oryzias_latipes_ASM223471v1
ENSOMEP00000018749	ENSOMEG00000020485	Oryzias_melastigma
ENSMZEP00005001115	ENSMZEG00005000960	Maylandia_zebra
ENSACLP00000039565	ENSACLG00000026685	Astatotilapia_calliptera
ENSHBUP00000012080	ENSHBUG00000013767	Haplochromis_burtoni
ENSPNYP00000009691	ENSPNYG00000007348	Pundamilia_nyererei
ENSNBRP00000017935	ENSNBRG00000013837	Neolamprologus_brichardi
ENSACIP00000007010	ENSACIG00000005514	Amphilophus_citrinellus
ENSLCAP00010018110	ENSLCAG00010008598	Lates_calcarifer
ENSHCOP00000021677	ENSHCOG00000008730	Hippocampus_comes
ENSPMGP00000005776	ENSPMGG00000004854	Periophthalmus_magnuspinnatus
ENSGMOP00000001321	ENSGMOG00000001279	Gadus_morhua
ENSECRP00000008029	ENSECRG00000005350	Erpetoichthys_calabaricus
ENSSFOP00015015898	ENSSFOG00015010252	Scleropages_formosus
ENSPKIP00000041408	ENSPKIG00000017973	Paramormyrops_kingsleyae
ENSAMXP00000032571	ENSAMXG00000037735	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSAMXP00005016486	ENSAMXG00005008588	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSPNAP00000009598	ENSPNAG00000015066	Pygocentrus_nattereri
ENSIPUP00000025757	ENSIPUG00000017431	Ictalurus_punctatus
ENSSCAP00000020148	ENSSCAG00000014521	Serinus_canaria
ENSTGUP00000010062	ENSTGUG00000009757	Taeniopygia_guttata
ENSCCEP00000007672	ENSCCEG00000008032	Cyanistes_caeruleus
ENSLSDP00000022046	ENSLSDG00000015573	Lonchura_striata_domestica
ENSFALP00000012589	ENSFALG00000012058	Ficedula_albicollis
ENSZALP00000005557	ENSZALG00000005174	Zonotrichia_albicollis
ENSAPLP00000023630	ENSAPLG00000023236	Anas_platyrhynchos_platyrhynchos
ENSABRP00000016170	ENSABRG00000014187	Anser_brachyrhynchus
ENSLCOP00000019368	ENSLCOG00000013703	Lepidothrix_coronata
ENSMVIP00005010938	ENSMVIG00005008036	Manacus_vitellinus
