ENSEASP00005004649	ENSEASG00005003526	Equus_asinus_asinus
ENSMGAP00000009563	ENSMGAG00000009270	Meleagris_gallopavo
ENSPVAP00000012398	ENSPVAG00000013146	Pteropus_vampyrus
ENSJJAP00000006876	ENSJJAG00000011430	Jaculus_jaculus
ENSMICP00000033931	ENSMICG00000037352	Microcebus_murinus
ENSMFAP00000007866	ENSMFAG00000038321	Macaca_fascicularis
ENSBIXP00005027344	ENSBIXG00005030780	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSTTRP00000012336	ENSTTRG00000013006	Tursiops_truncatus
ENSPKIP00000006348	ENSPKIG00000022659	Paramormyrops_kingsleyae
ENSCCEP00000016537	ENSCCEG00000015466	Cyanistes_caeruleus
ENSPEMP00000011062	ENSPEMG00000011831	Peromyscus_maniculatus_bairdii
ENSPPYP00000000216	ENSPPYG00000000211	Pongo_abelii
ENSPNAP00000026010	ENSPNAG00000001641	Pygocentrus_nattereri
ENSVURP00010022334	ENSVURG00010017103	Vombatus_ursinus
ENSBIXP00000017032	ENSBIXG00000021084	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSCANP00000038223	ENSCANG00000042797	Colobus_angolensis_palliatus
ENSECAP00000010095	ENSECAG00000012355	Equus_caballus
ENSCGRP00015011026	ENSCGRG00015008496	Cricetulus_griseus_CriGri-PICR
ENSMOCP00000020971	ENSMOCG00000018487	Microtus_ochrogaster
ENSPPAP00000036947	ENSPPAG00000041238	Pan_paniscus
ENSSARP00000011052	ENSSARG00000012241	Sorex_araneus
ENSFCAP00000014129	ENSFCAG00000015233	Felis_catus
ENSPMJP00000017894	ENSPMJG00000013413	Parus_major
ENSRROP00000032296	ENSRROG00000039817	Rhinopithecus_roxellana
ENSPANP00000006885	ENSPANG00000019211	Papio_anubis
ENSVPAP00000008280	ENSVPAG00000008902	Vicugna_pacos
ENSPMJP00000017893	ENSPMJG00000013412	Parus_major
ENSARWP00000018607	ENSARWG00000012794	Apteryx_rowi
ENSSBOP00000005050	ENSSBOG00000019263	Saimiri_boliviensis_boliviensis
ENSECRP00000001899	ENSECRG00000001310	Erpetoichthys_calabaricus	ENSECRT00000001923
ENSOPRP00000001363	ENSOPRG00000001490	Ochotona_princeps
ENSLCOP00000013542	ENSLCOG00000009759	Lepidothrix_coronata
ENSAMXP00005035354	ENSAMXG00005016959	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSPCAP00000005256	ENSPCAG00000005675	Procavia_capensis
ENSCSAP00000011838	ENSCSAG00000015760	Chlorocebus_sabaeus
ENSMEUP00000013794	ENSMEUG00000015117	Notamacropus_eugenii
ENSOANP00000013622	ENSOANG00000008557	Ornithorhynchus_anatinus
ENSAMEP00000010478	ENSAMEG00000009978	Ailuropoda_melanoleuca
ENSUAMP00000026931	ENSUAMG00000020820	Ursus_americanus
ENSPMAP00000006296	ENSPMAG00000005712	Petromyzon_marinus
ENSETEP00000011798	ENSETEG00000014547	Echinops_telfairi
ENSNVIP00000024071	ENSNVIG00000018653	Neovison_vison
ENSCAFP00020005034	ENSCAFG00020004127	Canis_lupus_dingo
ENSPCIP00000022519	ENSPCIG00000017078	Phascolarctos_cinereus
ENSAOWP00000013586	ENSAOWG00000009274	Apteryx_owenii
ENSODEP00000019258	ENSODEG00000014204	Octodon_degus
ENSSHAP00000000514	ENSSHAG00000000460	Sarcophilus_harrisii
ENSMODP00000005329	ENSMODG00000004329	Monodelphis_domestica
ENSOARP00000012576	ENSOARG00000011732	Ovis_aries
ENSCMIP00000042807	ENSCMIG00000017802	Callorhinchus_milii
ENSPKIP00000006323	ENSPKIG00000022650	Paramormyrops_kingsleyae
ENSIPUP00000029731	ENSIPUG00000020094	Ictalurus_punctatus
ENSCPUP00000026964	ENSCPUG00000018149	Calidris_pugnax
ENSCJPP00005007924	ENSCJPG00005007191	Coturnix_japonica
ENSBBBP00000010413	ENSBBBG00000007438	Bison_bison_bison
ENSDNOP00000019818	ENSDNOG00000034938	Dasypus_novemcinctus
ENSECRP00000002314	ENSECRG00000001582	Erpetoichthys_calabaricus	ENSECRT00000002344
ENSTSYP00000014861	ENSTSYG00000032931	Carlito_syrichta
ENSCHIP00000026020	ENSCHIG00000022548	Capra_hircus
ENSJHYP00000010564	ENSJHYG00000008294	Junco_hyemalis
ENSPTIP00000018069	ENSPTIG00000016308	Panthera_tigris_altaica
ENSVURP00010013307	ENSVURG00010010247	Vombatus_ursinus
ENSCCAP00000012363	ENSCCAG00000023967	Cebus_capucinus_imitator
MGP_SPRETEiJ_P0022888	MGP_SPRETEiJ_G0015824	Mus_spretus_strain_SPRET/EiJ
ENSAOWP00000013590	ENSAOWG00000009275	Apteryx_owenii
ENSAMXP00005000830	ENSAMXG00005000518	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSAMXP00000008958	ENSAMXG00000008714	Astyanax_mexicanus_Astyanax_mexicanus-2.0
ENSPSMP00000003132	ENSPSMG00000002570	Prolemur_simus
ENSAOWP00000013600	ENSAOWG00000009282	Apteryx_owenii
ENSRNOP00000050013	ENSRNOG00000002397	Rattus_norvegicus
ENSGALP00000041013	ENSGALG00000026727	Gallus_gallus
ENSCATP00000019098	ENSCATG00000033354	Cercocebus_atys
ENSIPUP00000029704	ENSIPUG00000020079	Ictalurus_punctatus
ENSCPRP00005001758	ENSCPRG00005001300	Crocodylus_porosus
ENSMLUP00000006590	ENSMLUG00000007218	Myotis_lucifugus
ENSPTEP00000001769	ENSPTEG00000001985	Piliocolobus_tephrosceles
ENSNGAP00000007234	ENSNGAG00000010550	Nannospalax_galili
ENSDARP00000132768	ENSDARG00000103983	Danio_rerio
ENSNMEP00000016818	ENSNMEG00000014773	Numida_meleagris
ENSCPGP00000027387	ENSCPGG00000018868	Calidris_pygmaea
ENSCPGP00000027382	ENSCPGG00000018861	Calidris_pygmaea
ENSABRP00000018241	ENSABRG00000015682	Anser_brachyrhynchus
ENSPSIP00000011031	ENSPSIG00000009995	Pelodiscus_sinensis
ENSCGRP00001003690	ENSCGRG00001004526	Cricetulus_griseus_CHOK1GS_HDv1
ENSMNEP00000016241	ENSMNEG00000032165	Macaca_nemestrina
ENSMPUP00000004148	ENSMPUG00000004184	Mustela_putorius_furo
ENSCCNP00000009944	ENSCCNG00000010462	Castor_canadensis
ENSRBIP00000008685	ENSRBIG00000028231	Rhinopithecus_bieti
ENSPNAP00000029276	ENSPNAG00000003381	Pygocentrus_nattereri
ENSNSUP00000017389	ENSNSUG00000012766	Notechis_scutatus
ENSNPEP00000016724	ENSNPEG00000012445	Nothoprocta_perdicaria
ENSOCUP00000002955	ENSOCUG00000003407	Oryctolagus_cuniculus
ENSGAGP00000024640	ENSGAGG00000017984	Gopherus_agassizii
ENSECRP00000002233	ENSECRG00000001502	Erpetoichthys_calabaricus	ENSECRT00000002261
ENSARWP00000018606	ENSARWG00000012793	Apteryx_rowi
ENSOGAP00000014679	ENSOGAG00000016399	Otolemur_garnettii
ENSTGUP00000002891	ENSTGUG00000002812	Taeniopygia_guttata
ENSMAUP00000005439	ENSMAUG00000007513	Mesocricetus_auratus
ENSUMAP00000028367	ENSUMAG00000020624	Ursus_maritimus
ENSMVIP00005003507	ENSMVIG00005002732	Manacus_vitellinus
ENSTGEP00000007889	ENSTGEG00000006471	Theropithecus_gelada
ENSSMRP00000024127	ENSSMRG00000018728	Salvator_merianae
ENSSMRP00000024128	ENSSMRG00000018729	Salvator_merianae
ENSANAP00000007559	ENSANAG00000021852	Aotus_nancymaae
ENSLSDP00000022394	ENSLSDG00000015832	Lonchura_striata_domestica
ENSECRP00000002426	ENSECRG00000001638	Erpetoichthys_calabaricus	ENSECRT00000002456
ENSLSDP00000022390	ENSLSDG00000015829	Lonchura_striata_domestica
ENSSDAP00000004868	ENSSDAG00000004563	Spermophilus_dauricus
ENSSTOP00000003372	ENSSTOG00000003770	Ictidomys_tridecemlineatus
ENSOGAP00000017971	ENSOGAG00000024388	Otolemur_garnettii
ENSDNVP00000003388	ENSDNVG00000002402	Dromaius_novaehollandiae
ENSVVUP00000017452	ENSVVUG00000012860	Vulpes_vulpes
ENSXETP00000048693	ENSXETG00000021369	Xenopus_tropicalis
ENSCHOP00000001956	ENSCHOG00000002212	Choloepus_hoffmanni
ENSLAFP00000003305	ENSLAFG00000003957	Loxodonta_africana
ENSNLEP00000017145	ENSNLEG00000014114	Nomascus_leucogenys
ENSCPOP00000003236	ENSCPOG00000003584	Cavia_porcellus
MGP_PahariEiJ_P0077060	MGP_PahariEiJ_G0028256	Mus_pahari_strain_PAHARI_EIJ
ENSBTAP00000005787	ENSBTAG00000004414	Bos_taurus
ENSPTRP00000003342	ENSPTRG00000001994	Pan_troglodytes
