ENSAPLP00000015747	ENSAPLG00000015860	Anas_platyrhynchos_platyrhynchos
ENSABRP00000024457	ENSABRG00000020529	Anser_brachyrhynchus	ENSABRT00000034340
ENSMGAP00000012712	ENSMGAG00000012097	Meleagris_gallopavo
ENSCJPP00005003761	ENSCJPG00005003884	Coturnix_japonica
ENSGALP00000018089	ENSGALG00000011117	Gallus_gallus
ENSNMEP00000020585	ENSNMEG00000017659	Numida_meleagris
ENSCPGP00000023716	ENSCPGG00000016398	Calidris_pygmaea
ENSCPUP00000017343	ENSCPUG00000011949	Calidris_pugnax
ENSMVIP00005020611	ENSMVIG00005014556	Manacus_vitellinus
ENSLCOP00000009243	ENSLCOG00000006746	Lepidothrix_coronata
ENSZALP00000002565	ENSZALG00000002713	Zonotrichia_albicollis
ENSJHYP00000009217	ENSJHYG00000007266	Junco_hyemalis
ENSSCAP00000004239	ENSSCAG00000003477	Serinus_canaria
ENSTGUP00000010275	ENSTGUG00000009957	Taeniopygia_guttata
ENSLSDP00000023318	ENSLSDG00000016401	Lonchura_striata_domestica
ENSCCEP00000023138	ENSCCEG00000020776	Cyanistes_caeruleus
ENSCCEP00000012158	ENSCCEG00000011766	Cyanistes_caeruleus
ENSPMJP00000002956	ENSPMJG00000002626	Parus_major
ENSFALP00000003549	ENSFALG00000003410	Ficedula_albicollis
ENSMUNP00000001624	ENSMUNG00000001360	Melopsittacus_undulatus
ENSAHAP00000022269	ENSAHAG00000015627	Apteryx_haastii
ENSAOWP00000020164	ENSAOWG00000013639	Apteryx_owenii
ENSARWP00000013976	ENSARWG00000009677	Apteryx_rowi
ENSDNVP00000020619	ENSDNVG00000014435	Dromaius_novaehollandiae
ENSNPEP00000014108	ENSNPEG00000010410	Nothoprocta_perdicaria
ENSCPRP00005024807	ENSCPRG00005017225	Crocodylus_porosus
ENSCPBP00000007916	ENSCPBG00000006219	Chrysemys_picta_bellii
ENSCABP00000027630	ENSCABG00000020310	Chelonoidis_abingdonii
ENSPSIP00000019482	ENSPSIG00000017280	Pelodiscus_sinensis
ENSPVIP00000001040	ENSPVIG00000000975	Pogona_vitticeps
ENSACAP00000001655	ENSACAG00000001740	Anolis_carolinensis
ENSNSUP00000003556	ENSNSUG00000002882	Notechis_scutatus
ENSSMRP00000028669	ENSSMRG00000022038	Salvator_merianae
ENSVURP00010000763	ENSVURG00010000684	Vombatus_ursinus
ENSVURP00010000334	ENSVURG00010000313	Vombatus_ursinus
ENSPCIP00000014879	ENSPCIG00000011600	Phascolarctos_cinereus
ENSSHAP00000020815	ENSSHAG00000017653	Sarcophilus_harrisii
ENSMODP00000011483	ENSMODG00000009201	Monodelphis_domestica
ENSBIXP00000019692	ENSBIXG00000023240	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBIXP00005046701	ENSBIXG00005031426	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBTAP00000057860	ENSBTAG00000012393	Bos_taurus
ENSBMUP00000009074	ENSBMUG00000007047	Bos_mutus
ENSBBBP00000017267	ENSBBBG00000001548	Bison_bison_bison
ENSOARP00000003247	ENSOARG00000003055	Ovis_aries
ENSCHIP00000007185	ENSCHIG00000010778	Capra_hircus
ENSTTRP00000003727	ENSTTRG00000003960	Tursiops_truncatus
ENSSSCP00000029872	ENSSSCG00000010184	Sus_scrofa_strain_reference
ENSMLUP00000000771	ENSMLUG00000000849	Myotis_lucifugus
ENSPVAP00000008692	ENSPVAG00000009216	Pteropus_vampyrus
ENSUAMP00000005950	ENSUAMG00000005259	Ursus_americanus
ENSUAMP00000018707	ENSUAMG00000014825	Ursus_americanus
ENSUMAP00000006540	ENSUMAG00000005124	Ursus_maritimus
ENSAMEP00000010215	ENSAMEG00000009713	Ailuropoda_melanoleuca
ENSNVIP00000027884	ENSNVIG00000021543	Neovison_vison
ENSMPUP00000004588	ENSMPUG00000004623	Mustela_putorius_furo
ENSCAFP00000017760	ENSCAFG00000012068	Canis_lupus_familiaris
ENSCAFP00020035117	ENSCAFG00020027209	Canis_lupus_dingo
ENSVVUP00000009089	ENSVVUG00000006785	Vulpes_vulpes
ENSPTIP00000014578	ENSPTIG00000013957	Panthera_tigris_altaica
ENSPPRP00000022291	ENSPPRG00000012856	Panthera_pardus
ENSFCAP00000022349	ENSFCAG00000028422	Felis_catus
ENSSARP00000007323	ENSSARG00000008111	Sorex_araneus
ENSEEUP00000006374	ENSEEUG00000007019	Erinaceus_europaeus
ENSEASP00005017457	ENSEASG00005012078	Equus_asinus_asinus
ENSECAP00000013428	ENSECAG00000015711	Equus_caballus
ENSSTOP00000016669	ENSSTOG00000029164	Ictidomys_tridecemlineatus
ENSUPAP00010027455	ENSUPAG00010021699	Urocitellus_parryii
ENSSDAP00000012666	ENSSDAG00000011370	Spermophilus_dauricus
ENSMMMP00000013680	ENSMMMG00000012190	Marmota_marmota_marmota
