ENSCPGP00000027455	ENSCPGG00000018930	Calidris_pygmaea
ENSP00000053469	ENSG00000287363	Homo_sapiens
MGP_SPRETEiJ_P0046977	MGP_SPRETEiJ_G0022610	Mus_spretus_strain_SPRET/EiJ
ENSCLAP00000021369	ENSCLAG00000014635	Chinchilla_lanigera
ENSACAP00000005885	ENSACAG00000006019	Anolis_carolinensis
ENSLAFP00000006778	ENSLAFG00000008087	Loxodonta_africana
ENSCGRP00000012266	ENSCGRG00000008931	Cricetulus_griseus_CriGri_1.0
ENSCPOP00000014169	ENSCPOG00000015715	Cavia_porcellus
ENSETEP00000016114	ENSETEG00000019835	Echinops_telfairi
ENSAOCP00000001245	ENSAOCG00000004190	Amphiprion_ocellaris
ENSPTIP00000022199	ENSPTIG00000019090	Panthera_tigris_altaica
ENSBIXP00000006410	ENSBIXG00000012521	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSNSUP00000019100	ENSNSUG00000013947	Notechis_scutatus
ENSPTEP00000006199	ENSPTEG00000007117	Piliocolobus_tephrosceles
ENSNGAP00000004199	ENSNGAG00000005372	Nannospalax_galili
ENSVPAP00000002278	ENSVPAG00000002465	Vicugna_pacos
ENSCGRP00001011732	ENSCGRG00001013312	Cricetulus_griseus_CHOK1GS_HDv1
ENSPCOP00000031546	ENSPCOG00000028552	Propithecus_coquereli
ENSPPYP00000018578	ENSPPYG00000016611	Pongo_abelii
ENSCAPP00000005889	ENSCAPG00000008112	Cavia_aperea
ENSAPLP00000027269	ENSAPLG00000031133	Anas_platyrhynchos_platyrhynchos
ENSSDUP00000016272	ENSSDUG00000011786	Seriola_dumerili	ENSSDUT00000016574
ENSAOWP00000013746	ENSAOWG00000009387	Apteryx_owenii
ENSHGLP00100020506	ENSHGLG00100015107	Heterocephalus_glaber_HetGla_1.0
ENSCATP00000003085	ENSCATG00000012463	Cercocebus_atys
ENSECAP00000051243	ENSECAG00000009745	Equus_caballus
ENSUAMP00000036760	ENSUAMG00000027845	Ursus_americanus
ENSCCAP00000032904	ENSCCAG00000034483	Cebus_capucinus_imitator
ENSPTRP00000031039	ENSPTRG00000018167	Pan_troglodytes
ENSLCOP00000010818	ENSLCOG00000007866	Lepidothrix_coronata
ENSPPRP00000014918	ENSPPRG00000007667	Panthera_pardus
ENSSPAP00000010581	ENSSPAG00000008014	Stegastes_partitus
ENSLCRP00005051620	ENSLCRG00005019442	Larimichthys_crocea	ENSLCRT00005052457
ENSMMOP00000028866	ENSMMOG00000021784	Mola_mola	ENSMMOT00000029354
ENSNPEP00000010389	ENSNPEG00000007808	Nothoprocta_perdicaria
ENSUMAP00000016280	ENSUMAG00000011969	Ursus_maritimus
MGP_CAROLIEiJ_P0045080	MGP_CAROLIEiJ_G0021698	Mus_caroli_strain_CAROLI_EIJ
ENSCHIP00000007926	ENSCHIG00000011263	Capra_hircus
ENSTBEP00000007552	ENSTBEG00000008733	Tupaia_belangeri
ENSCHAP00000012645	ENSCHAG00000006944	Clupea_harengus
ENSTTRP00000013327	ENSTTRG00000014056	Tursiops_truncatus
ENSMOCP00000013006	ENSMOCG00000012937	Microtus_ochrogaster
ENSTNIP00000017663	ENSTNIG00000014634	Tetraodon_nigroviridis	ENSTNIT00000017884
ENSMVIP00005024372	ENSMVIG00005017114	Manacus_vitellinus
ENSCANP00000015168	ENSCANG00000031029	Colobus_angolensis_palliatus
ENSHGLP00000024341	ENSHGLG00000017348	Heterocephalus_glaber_HetGla_female_1.0
ENSCCNP00000016876	ENSCCNG00000017155	Castor_canadensis
ENSGMOP00000008538	ENSGMOG00000007981	Gadus_morhua
ENSPMJP00000023842	ENSPMJG00000017569	Parus_major
ENSCPBP00000030215	ENSCPBG00000021269	Chrysemys_picta_bellii
ENSMAUP00000014510	ENSMAUG00000014252	Mesocricetus_auratus
ENSAPOP00000013298	ENSAPOG00000016215	Acanthochromis_polyacanthus
ENSOGAP00000015122	ENSOGAG00000016889	Otolemur_garnettii
ENSAHAP00000027227	ENSAHAG00000018973	Apteryx_haastii
ENSMMUP00000007415	ENSMMUG00000000872	Macaca_mulatta
ENSMODP00000015963	ENSMODG00000012758	Monodelphis_domestica
ENSECRP00000006454	ENSECRG00000004306	Erpetoichthys_calabaricus
ENSMFAP00000021476	ENSMFAG00000035647	Macaca_fascicularis
ENSZALP00000012404	ENSZALG00000010406	Zonotrichia_albicollis
ENSDNOP00000034315	ENSDNOG00000034168	Dasypus_novemcinctus
ENSPPAP00000031344	ENSPPAG00000038612	Pan_paniscus
ENSTRUP00000016985	ENSTRUG00000006917	Takifugu_rubripes	ENSTRUT00000017058
ENSMAMP00000035604	ENSMAMG00000023928	Mastacembelus_armatus
ENSCGOP00000022163	ENSCGOG00000010622	Cottoperca_gobio	ENSCGOT00000023961
ENSJJAP00000021369	ENSJJAG00000021759	Jaculus_jaculus
ENSSMAP00000000865	ENSSMAG00000000515	Scophthalmus_maximus
ENSGWIP00000019004	ENSGWIG00000010438	Gouania_willdenowi
ENSTSYP00000033357	ENSTSYG00000029875	Carlito_syrichta
ENSARWP00000025750	ENSARWG00000017488	Apteryx_rowi
ENSMLUP00000004338	ENSMLUG00000004770	Myotis_lucifugus
ENSPVAP00000007197	ENSPVAG00000007621	Pteropus_vampyrus
ENSMMMP00000028111	ENSMMMG00000024507	Marmota_marmota_marmota
ENSFCAP00000012631	ENSFCAG00000013623	Felis_catus
ENSMUSP00000060027	ENSMUSG00000023982	Mus_musculus_strain_reference_(CL57BL6)
ENSP00000362049	ENSG00000048545	Homo_sapiens
ENSMLEP00000014126	ENSMLEG00000031232	Mandrillus_leucophaeus
ENSCSAP00000007584	ENSCSAG00000011389	Chlorocebus_sabaeus
ENSSTOP00000019749	ENSSTOG00000023474	Ictidomys_tridecemlineatus
ENSLOCP00000013902	ENSLOCG00000011312	Lepisosteus_oculatus
ENSPVIP00000002901	ENSPVIG00000002459	Pogona_vitticeps
ENSFALP00000000512	ENSFALG00000000496	Ficedula_albicollis
ENSPRNP00000045794	ENSPRNG00000022142	Parambassis_ranga
ENSAPEP00000023121	ENSAPEG00000016465	Amphiprion_percula
ENSBMUP00000018191	ENSBMUG00000013768	Bos_mutus
ENSJHYP00000022473	ENSJHYG00000016941	Junco_hyemalis
ENSGAGP00000003646	ENSGAGG00000002954	Gopherus_agassizii
ENSFDAP00000003528	ENSFDAG00000006292	Fukomys_damarensis
MGP_PahariEiJ_P0044598	MGP_PahariEiJ_G0020688	Mus_pahari_strain_PAHARI_EIJ
ENSCJAP00000007805	ENSCJAG00000004301	Callithrix_jacchus
ENSCAFP00000002385	ENSCAFG00000001631	Canis_lupus_familiaris
ENSLBEP00000016695	ENSLBEG00000012812	Labrus_bergylta
ENSGALP00000002177	ENSGALG00000001431	Gallus_gallus
ENSODEP00000023947	ENSODEG00000017524	Octodon_degus
ENSPSMP00000022060	ENSPSMG00000015595	Prolemur_simus
ENSTGEP00000037223	ENSTGEG00000029613	Theropithecus_gelada
ENSCSEP00000003719	ENSCSEG00000002411	Cynoglossus_semilaevis	ENSCSET00000003768
ENSRROP00000033225	ENSRROG00000040214	Rhinopithecus_roxellana
ENSCCEP00000003710	ENSCCEG00000004121	Cyanistes_caeruleus
ENSCAFP00020010429	ENSCAFG00020008468	Canis_lupus_dingo
ENSSSCP00000001774	ENSSSCG00000001636	Sus_scrofa_strain_reference
ENSNMEP00000014025	ENSNMEG00000012653	Numida_meleagris
ENSDNVP00000017559	ENSDNVG00000012276	Dromaius_novaehollandiae
ENSDCDP00000028664	ENSDCDG00000020605	Denticeps_clupeoides
ENSSDAP00000017245	ENSSDAG00000015617	Spermophilus_dauricus
ENSBIXP00005029188	ENSBIXG00005009093	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSMGAP00000004316	ENSMGAG00000004503	Meleagris_gallopavo
ENSEASP00005004047	ENSEASG00005003069	Equus_asinus_asinus
ENSCJPP00005020745	ENSCJPG00005016658	Coturnix_japonica
ENSSMRP00000005468	ENSSMRG00000004446	Salvator_merianae
ENSSCAP00000021704	ENSSCAG00000015601	Serinus_canaria
ENSPANP00000012647	ENSPANG00000018702	Papio_anubis
ENSCMIP00000004994	ENSCMIG00000002958	Callorhinchus_milii
ENSMEUP00000012577	ENSMEUG00000013787	Notamacropus_eugenii
ENSCABP00000011856	ENSCABG00000008853	Chelonoidis_abingdonii
ENSHCOP00000019657	ENSHCOG00000005147	Hippocampus_comes
ENSPMGP00000021767	ENSPMGG00000017620	Periophthalmus_magnuspinnatus
ENSCGRP00015022475	ENSCGRG00015017124	Cricetulus_griseus_CriGri-PICR
ENSLSDP00000007393	ENSLSDG00000005542	Lonchura_striata_domestica
ENSRBIP00000027641	ENSRBIG00000037690	Rhinopithecus_bieti
ENSAMEP00000013672	ENSAMEG00000012969	Ailuropoda_melanoleuca
ENSMPUP00000013301	ENSMPUG00000013400	Mustela_putorius_furo
ENSSLDP00000028856	ENSSLDG00000022242	Seriola_lalandi_dorsalis
ENSBTAP00000057125	ENSBTAG00000051956	Bos_taurus
ENSPSIP00000003814	ENSPSIG00000003611	Pelodiscus_sinensis
ENSOCUP00000014034	ENSOCUG00000016325	Oryctolagus_cuniculus
ENSCPRP00005022754	ENSCPRG00005015855	Crocodylus_porosus
ENSNLEP00000005824	ENSNLEG00000004806	Nomascus_leucogenys
ENSPCIP00000053420	ENSPCIG00000025884	Phascolarctos_cinereus
ENSSPUP00000007195	ENSSPUG00000005570	Sphenodon_punctatus
ENSMUGP00000022428	ENSMUGG00000018795	Meriones_unguiculatus
ENSOARP00000003410	ENSOARG00000003203	Ovis_aries
ENSDARP00000136404	ENSDARG00000101567	Danio_rerio	ENSDART00000170119
ENSDORP00000016033	ENSDORG00000023559	Dipodomys_ordii
ENSMNEP00000016935	ENSMNEG00000032487	Macaca_nemestrina
ENSMUNP00000010589	ENSMUNG00000008346	Melopsittacus_undulatus
ENSCPUP00000015784	ENSCPUG00000010968	Calidris_pugnax
ENSOPRP00000012741	ENSOPRG00000013964	Ochotona_princeps
ENSTGUP00000001523	ENSTGUG00000001477	Taeniopygia_guttata
ENSSBOP00000029518	ENSSBOG00000031079	Saimiri_boliviensis_boliviensis
ENSABRP00000009681	ENSABRG00000008685	Anser_brachyrhynchus
ENSPEMP00000002313	ENSPEMG00000002406	Peromyscus_maniculatus_bairdii
ENSLCAP00010057271	ENSLCAG00010026722	Lates_calcarifer
ENSNVIP00000015988	ENSNVIG00000012518	Neovison_vison
ENSBBBP00000009590	ENSBBBG00000017728	Bison_bison_bison
ENSRNOP00000020902	ENSRNOG00000015402	Rattus_norvegicus
