ENSPVIP00000008091	ENSPVIG00000006550	Pogona_vitticeps
ENSACAP00000007680	ENSACAG00000007849	Anolis_carolinensis
ENSNSUP00000027464	ENSNSUG00000019644	Notechis_scutatus
ENSSMRP00000000928	ENSSMRG00000000811	Salvator_merianae
ENSSPUP00000021040	ENSSPUG00000016170	Sphenodon_punctatus
ENSGAGP00000014947	ENSGAGG00000011297	Gopherus_agassizii
ENSCABP00000004418	ENSCABG00000003319	Chelonoidis_abingdonii
ENSCPBP00000004027	ENSCPBG00000003282	Chrysemys_picta_bellii
ENSPSIP00000019620	ENSPSIG00000017392	Pelodiscus_sinensis
ENSLSDP00000025907	ENSLSDG00000018087	Lonchura_striata_domestica
ENSTGUP00000003644	ENSTGUG00000003531	Taeniopygia_guttata
ENSSCAP00000017509	ENSSCAG00000012705	Serinus_canaria
ENSZALP00000021064	ENSZALG00000016530	Zonotrichia_albicollis
ENSJHYP00000020453	ENSJHYG00000015520	Junco_hyemalis
ENSFALP00000011173	ENSFALG00000010707	Ficedula_albicollis
ENSCCEP00000027003	ENSCCEG00000023620	Cyanistes_caeruleus
ENSPMJP00000010807	ENSPMJG00000008456	Parus_major
ENSLCOP00000022135	ENSLCOG00000015625	Lepidothrix_coronata
ENSMVIP00005019775	ENSMVIG00005013992	Manacus_vitellinus
ENSMUNP00000016351	ENSMUNG00000012583	Melopsittacus_undulatus
ENSCPUP00000021760	ENSCPUG00000014806	Calidris_pugnax
ENSCPGP00000027221	ENSCPGG00000018753	Calidris_pygmaea
ENSGALP00000072240	ENSGALG00000002945	Gallus_gallus
ENSMGAP00000003176	ENSMGAG00000003454	Meleagris_gallopavo
ENSCJPP00005009091	ENSCJPG00005008043	Coturnix_japonica
ENSNMEP00000012759	ENSNMEG00000011744	Numida_meleagris
ENSABRP00000004232	ENSABRG00000003892	Anser_brachyrhynchus
ENSAPLP00000015538	ENSAPLG00000015663	Anas_platyrhynchos_platyrhynchos
ENSAHAP00000003152	ENSAHAG00000002517	Apteryx_haastii
ENSAOWP00000021550	ENSAOWG00000014555	Apteryx_owenii
ENSARWP00000021384	ENSARWG00000014612	Apteryx_rowi
ENSDNVP00000012835	ENSDNVG00000009069	Dromaius_novaehollandiae
ENSNPEP00000000192	ENSNPEG00000000133	Nothoprocta_perdicaria
ENSPCIP00000002755	ENSPCIG00000002255	Phascolarctos_cinereus
ENSVURP00010016949	ENSVURG00010012971	Vombatus_ursinus
ENSMEUP00000009771	ENSMEUG00000010705	Notamacropus_eugenii
ENSMODP00000014958	ENSMODG00000011936	Monodelphis_domestica
ENSSHAP00000019221	ENSSHAG00000016323	Sarcophilus_harrisii
ENSCLAP00000010189	ENSCLAG00000007053	Chinchilla_lanigera
ENSODEP00000018723	ENSODEG00000013801	Octodon_degus
ENSCPOP00000005568	ENSCPOG00000006175	Cavia_porcellus
ENSCAPP00000001747	ENSCAPG00000003642	Cavia_aperea
ENSHGLP00000001972	ENSHGLG00000001497	Heterocephalus_glaber_HetGla_female_1.0
ENSHGLP00100022810	ENSHGLG00100016774	Heterocephalus_glaber_HetGla_1.0
