ENSTTRP00000016330	ENSTTRG00000017227	Tursiops_truncatus
ENSAMEP00000006724	ENSAMEG00000006396	Ailuropoda_melanoleuca
ENSGAGP00000035479	ENSGAGG00000025220	Gopherus_agassizii
ENSPCAP00000007516	ENSPCAG00000008057	Procavia_capensis
ENSCJPP00005026077	ENSCJPG00005020352	Coturnix_japonica
ENSMSIP00000037541	ENSMSIG00000031268	Mus_spicilegus
ENSTSYP00000029486	ENSTSYG00000009130	Carlito_syrichta
ENSHGLP00000024032	ENSHGLG00000017128	Heterocephalus_glaber_HetGla_female_1.0
ENSCHOP00000010270	ENSCHOG00000011627	Choloepus_hoffmanni
ENSONIP00000022438	ENSONIG00000017800	Oreochromis_niloticus
ENSCHAP00000018563	ENSCHAG00000009555	Clupea_harengus
ENSARWP00000008316	ENSARWG00000005824	Apteryx_rowi
ENSGACP00000026475	ENSGACG00000020042	Gasterosteus_aculeatus
ENSMGAP00000013786	ENSMGAG00000013066	Meleagris_gallopavo
ENSANAP00000010334	ENSANAG00000023154	Aotus_nancymaae
ENSMNEP00000001483	ENSMNEG00000006633	Macaca_nemestrina
ENSNLEP00000045069	ENSNLEG00000006394	Nomascus_leucogenys
ENSAMXP00005003370	ENSAMXG00005002123	Astyanax_mexicanus_Astyanax_mexicanus-1.0.2
ENSCGRP00015018114	ENSCGRG00015013824	Cricetulus_griseus_CriGri-PICR
ENSPREP00000010429	ENSPREG00000007109	Poecilia_reticulata
ENSOPRP00000003898	ENSOPRG00000004240	Ochotona_princeps
ENSNSUP00000018506	ENSNSUG00000013529	Notechis_scutatus
ENSUAMP00000021140	ENSUAMG00000016622	Ursus_americanus
ENSFDAP00000000212	ENSFDAG00000010527	Fukomys_damarensis
ENSHHUP00000009076	ENSHHUG00000005533	Hucho_hucho
ENSCVAP00000028775	ENSCVAG00000016044	Cyprinodon_variegatus
ENSHGLP00100002178	ENSHGLG00100001698	Heterocephalus_glaber_HetGla_1.0
ENSFHEP00000002734	ENSFHEG00000003547	Fundulus_heteroclitus
ENSPPYP00000005572	ENSPPYG00000004882	Pongo_abelii
ENSMUGP00000029041	ENSMUGG00000024047	Meriones_unguiculatus
ENSNBRP00000014263	ENSNBRG00000011029	Neolamprologus_brichardi
ENSCPUP00000009151	ENSCPUG00000006522	Calidris_pugnax
ENSMICP00000001789	ENSMICG00000001960	Microcebus_murinus
ENSAHAP00000010505	ENSAHAG00000007573	Apteryx_haastii
ENSHBUP00000007148	ENSHBUG00000008635	Haplochromis_burtoni
ENSDORP00000000221	ENSDORG00000000240	Dipodomys_ordii
ENSMZEP00005001582	ENSMZEG00005001284	Maylandia_zebra
ENSMVIP00005024568	ENSMVIG00005017235	Manacus_vitellinus
ENSCMIP00000026047	ENSCMIG00000011437	Callorhinchus_milii
ENSDARP00000017449	ENSDARG00000094132	Danio_rerio
ENSHHUP00000009164	ENSHHUG00000005547	Hucho_hucho
ENSORLP00020007812	ENSORLG00020008699	Oryzias_latipes_ASM223471v1
ENSLSDP00000021112	ENSLSDG00000014934	Lonchura_striata_domestica
ENSCSAP00000014754	ENSCSAG00000003294	Chlorocebus_sabaeus
ENSJHYP00000009611	ENSJHYG00000007571	Junco_hyemalis
ENSACIP00000017592	ENSACIG00000013728	Amphilophus_citrinellus
ENSFALP00000009488	ENSFALG00000009094	Ficedula_albicollis
ENSAMEP00000006719	ENSAMEG00000006393	Ailuropoda_melanoleuca
ENSDNOP00000018956	ENSDNOG00000046891	Dasypus_novemcinctus
ENSPNYP00000029468	ENSPNYG00000022201	Pundamilia_nyererei
ENSLBEP00000012860	ENSLBEG00000009904	Labrus_bergylta	ENSLBET00000013539
ENSCGRP00001027298	ENSCGRG00001024335	Cricetulus_griseus_CHOK1GS_HDv1
ENSBTAP00000055243	ENSBTAG00000011082	Bos_taurus
ENSEASP00005029636	ENSEASG00005020155	Equus_asinus_asinus
ENSLCRP00005045955	ENSLCRG00005017409	Larimichthys_crocea
ENSAOCP00000011664	ENSAOCG00000016018	Amphiprion_ocellaris	ENSAOCT00000019150
ENSSPAP00000004860	ENSSPAG00000003763	Stegastes_partitus	ENSSPAT00000004957
ENSBIXP00000043380	ENSBIXG00000027496	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSOGAP00000002977	ENSOGAG00000003336	Otolemur_garnettii
ENSPMGP00000029213	ENSPMGG00000023432	Periophthalmus_magnuspinnatus
ENSLOCP00000018680	ENSLOCG00000015180	Lepisosteus_oculatus
ENSCCAP00000037209	ENSCCAG00000036468	Cebus_capucinus_imitator
ENSDNVP00000009246	ENSDNVG00000006515	Dromaius_novaehollandiae
ENSELUP00000006492	ENSELUG00000007370	Esox_lucius
ENSGAFP00000024167	ENSGAFG00000016305	Gambusia_affinis
ENSMOCP00000019932	ENSMOCG00000017765	Microtus_ochrogaster
ENSAOWP00000024693	ENSAOWG00000016689	Apteryx_owenii
ENSPMEP00000013349	ENSPMEG00000015652	Poecilia_mexicana
ENSRROP00000025479	ENSRROG00000036487	Rhinopithecus_roxellana
ENSCPGP00000015310	ENSCPGG00000010793	Calidris_pygmaea
ENSMAUP00000023802	ENSMAUG00000020849	Mesocricetus_auratus
ENSORLP00015026338	ENSORLG00015007918	Oryzias_latipes_ASM223469v1
MGP_SPRETEiJ_P0025574	MGP_SPRETEiJ_G0016519	Mus_spretus_strain_SPRET/EiJ
ENSNPEP00000018625	ENSNPEG00000013876	Nothoprocta_perdicaria
ENSELUP00000027252	ENSELUG00000003410	Esox_lucius	ENSELUT00000016411
ENSVPAP00000001861	ENSVPAG00000002016	Vicugna_pacos
ENSGALP00000020787	ENSGALG00000012755	Gallus_gallus
ENSTGEP00000010796	ENSTGEG00000008807	Theropithecus_gelada
ENSSARP00000006815	ENSSARG00000007529	Sorex_araneus
ENSCGOP00000047654	ENSCGOG00000021110	Cottoperca_gobio
ENSPVAP00000005106	ENSPVAG00000005393	Pteropus_vampyrus
ENSAPOP00000001651	ENSAPOG00000002996	Acanthochromis_polyacanthus	ENSAPOT00000014780
ENSECRP00000005793	ENSECRG00000003865	Erpetoichthys_calabaricus
