ENSCABP00000019686	ENSCABG00000014537	Chelonoidis_abingdonii
ENSGAGP00000010156	ENSGAGG00000007943	Gopherus_agassizii
ENSCPBP00000014250	ENSCPBG00000010616	Chrysemys_picta_bellii
ENSPSIP00000013237	ENSPSIG00000011779	Pelodiscus_sinensis
ENSCPRP00005025022	ENSCPRG00005017286	Crocodylus_porosus
ENSSMRP00000008153	ENSSMRG00000006013	Salvator_merianae
ENSPVIP00000022234	ENSPVIG00000016808	Pogona_vitticeps
ENSLSDP00000023923	ENSLSDG00000016830	Lonchura_striata_domestica
ENSCCEP00000005002	ENSCCEG00000005489	Cyanistes_caeruleus
ENSLCOP00000006563	ENSLCOG00000004879	Lepidothrix_coronata
ENSFALP00000003506	ENSFALG00000003365	Ficedula_albicollis
ENSGALP00000072738	ENSGALG00000039329	Gallus_gallus
ENSCPUP00000023937	ENSCPUG00000016229	Calidris_pugnax
ENSMUNP00000015552	ENSMUNG00000012001	Melopsittacus_undulatus
ENSOANP00000033074	ENSOANG00000031361	Ornithorhynchus_anatinus
ENSLACP00000000059	ENSLACG00000000052	Latimeria_chalumnae
ENSOANP00000024082	ENSOANG00000015299	Ornithorhynchus_anatinus
ENSOANP00000024083	ENSOANG00000015300	Ornithorhynchus_anatinus
ENSMEUP00000006418	ENSMEUG00000007036	Notamacropus_eugenii
ENSGALP00000046322	ENSGALG00000035362	Gallus_gallus
ENSPTEP00000009211	ENSPTEG00000010442	Piliocolobus_tephrosceles
ENSPTEP00000009172	ENSPTEG00000010393	Piliocolobus_tephrosceles
ENSPTEP00000009289	ENSPTEG00000010534	Piliocolobus_tephrosceles
ENSSDAP00000016480	ENSSDAG00000014909	Spermophilus_dauricus
ENSOPRP00000001646	ENSOPRG00000001736	Ochotona_princeps	ENSOPRT00000001784
ENSEEUP00000013555	ENSEEUG00000014770	Erinaceus_europaeus
ENSCCNP00000032394	ENSCCNG00000030715	Castor_canadensis
ENSDORP00000008957	ENSDORG00000009533	Dipodomys_ordii
ENSMSIP00000015933	ENSMSIG00000013432	Mus_spicilegus
MGP_SPRETEiJ_P0068092	MGP_SPRETEiJ_G0027711	Mus_spretus_strain_SPRET/EiJ
ENSMUSP00000099549	ENSMUSG00000040860	Mus_musculus_strain_reference_(CL57BL6)
MGP_CAROLIEiJ_P0065536	MGP_CAROLIEiJ_G0026731	Mus_caroli_strain_CAROLI_EIJ
MGP_PahariEiJ_P0080619	MGP_PahariEiJ_G0029062	Mus_pahari_strain_PAHARI_EIJ
ENSRNOP00000011115	ENSRNOG00000008334	Rattus_norvegicus
ENSMUGP00000017389	ENSMUGG00000014352	Meriones_unguiculatus
ENSCGRP00015000874	ENSCGRG00015000615	Cricetulus_griseus_CriGri-PICR
ENSCGRP00000005026	ENSCGRG00000003679	Cricetulus_griseus_CriGri_1.0
ENSCGRP00001026372	ENSCGRG00001023692	Cricetulus_griseus_CHOK1GS_HDv1
ENSMAUP00000007590	ENSMAUG00000009069	Mesocricetus_auratus
ENSMOCP00000000692	ENSMOCG00000000530	Microtus_ochrogaster
ENSPEMP00000003578	ENSPEMG00000004882	Peromyscus_maniculatus_bairdii
ENSNGAP00000021741	ENSNGAG00000020798	Nannospalax_galili
ENSJJAP00000005741	ENSJJAG00000010481	Jaculus_jaculus
ENSHGLP00000017593	ENSHGLG00000012590	Heterocephalus_glaber_HetGla_female_1.0
ENSHGLP00100018739	ENSHGLG00100013823	Heterocephalus_glaber_HetGla_1.0
ENSFDAP00000009902	ENSFDAG00000017821	Fukomys_damarensis
ENSCLAP00000007346	ENSCLAG00000005167	Chinchilla_lanigera
ENSODEP00000022387	ENSODEG00000016434	Octodon_degus
ENSCPOP00000006913	ENSCPOG00000007674	Cavia_porcellus
ENSCAPP00000012086	ENSCAPG00000012992	Cavia_aperea
ENSUPAP00010022541	ENSUPAG00010017809	Urocitellus_parryii
