ENSLOCP00000001616	ENSLOCG00000001417	Lepisosteus_oculatus
ENSECRP00000015313	ENSECRG00000010210	Erpetoichthys_calabaricus
ENSXETP00000041863	ENSXETG00000020996	Xenopus_tropicalis
ENSXETP00000041854	ENSXETG00000020604	Xenopus_tropicalis
ENSPCIP00000038805	ENSPCIG00000028539	Phascolarctos_cinereus
ENSVURP00010006865	ENSVURG00010005310	Vombatus_ursinus
ENSMEUP00000004953	ENSMEUG00000005421	Notamacropus_eugenii
ENSSHAP00000003370	ENSSHAG00000002961	Sarcophilus_harrisii
ENSMODP00000004184	ENSMODG00000003415	Monodelphis_domestica
ENSSSCP00000016610	ENSSSCG00000015667	Sus_scrofa_strain_reference
ENSVPAP00000005139	ENSVPAG00000005531	Vicugna_pacos
ENSBIXP00005013311	ENSBIXG00005017469	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBIXP00000024190	ENSBIXG00000026430	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBTAP00000066624	ENSBTAG00000019592	Bos_taurus
ENSBMUP00000005250	ENSBMUG00000004107	Bos_mutus
ENSBBBP00000006263	ENSBBBG00000002808	Bison_bison_bison
ENSCHIP00000004433	ENSCHIG00000008638	Capra_hircus
ENSOARP00000010406	ENSOARG00000009700	Ovis_aries
ENSTTRP00000003982	ENSTTRG00000004219	Tursiops_truncatus
ENSPVAP00000015271	ENSPVAG00000016185	Pteropus_vampyrus
ENSMLUP00000000247	ENSMLUG00000000267	Myotis_lucifugus
ENSNVIP00000005154	ENSNVIG00000004103	Neovison_vison
ENSMPUP00000003555	ENSMPUG00000003584	Mustela_putorius_furo
ENSUAMP00000001880	ENSUAMG00000001698	Ursus_americanus
ENSUMAP00000028382	ENSUMAG00000020636	Ursus_maritimus
ENSAMEP00000005020	ENSAMEG00000004750	Ailuropoda_melanoleuca
ENSCAFP00000048442	ENSCAFG00000005534	Canis_lupus_familiaris
ENSCAFP00020020643	ENSCAFG00020016351	Canis_lupus_dingo
ENSVVUP00000014945	ENSVVUG00000010972	Vulpes_vulpes
ENSPPRP00000020280	ENSPPRG00000011397	Panthera_pardus
ENSPTIP00000010095	ENSPTIG00000010964	Panthera_tigris_altaica
ENSFCAP00000033429	ENSFCAG00000028925	Felis_catus
ENSECAP00000022391	ENSECAG00000024839	Equus_caballus
ENSEASP00005034354	ENSEASG00005023450	Equus_asinus_asinus
ENSSARP00000004370	ENSSARG00000004806	Sorex_araneus
ENSEEUP00000000392	ENSEEUG00000000442	Erinaceus_europaeus
ENSPPAP00000028229	ENSPPAG00000037170	Pan_paniscus
ENSPTRP00000049140	ENSPTRG00000029184	Pan_troglodytes
ENSP00000386049	ENSG00000204406	Homo_sapiens
ENSGGOP00000003764	ENSGGOG00000003833	Gorilla_gorilla
ENSPPYP00000014328	ENSPPYG00000012836	Pongo_abelii
ENSNLEP00000011111	ENSNLEG00000009103	Nomascus_leucogenys
ENSCSAP00000012245	ENSCSAG00000016175	Chlorocebus_sabaeus
ENSCATP00000036002	ENSCATG00000040834	Cercocebus_atys
ENSTGEP00000005291	ENSTGEG00000004394	Theropithecus_gelada
ENSPANP00000037555	ENSPANG00000015848	Papio_anubis
ENSMLEP00000039662	ENSMLEG00000043844	Mandrillus_leucophaeus
ENSMMUP00000054999	ENSMMUG00000014921	Macaca_mulatta
ENSMNEP00000009948	ENSMNEG00000029374	Macaca_nemestrina
ENSMFAP00000022417	ENSMFAG00000035493	Macaca_fascicularis
ENSRBIP00000022018	ENSRBIG00000034949	Rhinopithecus_bieti
ENSRROP00000003828	ENSRROG00000015256	Rhinopithecus_roxellana
ENSPTEP00000023475	ENSPTEG00000024180	Piliocolobus_tephrosceles
ENSCANP00000016973	ENSCANG00000031926	Colobus_angolensis_palliatus
ENSCCAP00000025169	ENSCCAG00000030324	Cebus_capucinus_imitator
ENSCJAP00000071463	ENSCJAG00000012594	Callithrix_jacchus
ENSSBOP00000015963	ENSSBOG00000024663	Saimiri_boliviensis_boliviensis
ENSANAP00000032223	ENSANAG00000033779	Aotus_nancymaae
ENSTSYP00000020834	ENSTSYG00000009475	Carlito_syrichta
ENSMICP00000041431	ENSMICG00000017046	Microcebus_murinus
ENSPSMP00000007728	ENSPSMG00000005699	Prolemur_simus
ENSPCOP00000002494	ENSPCOG00000007503	Propithecus_coquereli
ENSOGAP00000004633	ENSOGAG00000005182	Otolemur_garnettii
ENSTBEP00000007093	ENSTBEG00000008190	Tupaia_belangeri
ENSCCNP00000023138	ENSCCNG00000022730	Castor_canadensis
ENSDORP00000013407	ENSDORG00000014257	Dipodomys_ordii
ENSMSIP00000035342	ENSMSIG00000029429	Mus_spicilegus
MGP_SPRETEiJ_P0053750	MGP_SPRETEiJ_G0024464	Mus_spretus_strain_SPRET/EiJ
ENSMUSP00000036847	ENSMUSG00000036792	Mus_musculus_strain_reference_(CL57BL6)
MGP_CAROLIEiJ_P0051699	MGP_CAROLIEiJ_G0023544	Mus_caroli_strain_CAROLI_EIJ
MGP_PahariEiJ_P0062695	MGP_PahariEiJ_G0024995	Mus_pahari_strain_PAHARI_EIJ
