ENSACAP00000006965	ENSACAG00000007129	Anolis_carolinensis
ENSPVIP00000024919	ENSPVIG00000018735	Pogona_vitticeps
ENSNSUP00000015406	ENSNSUG00000011393	Notechis_scutatus
ENSSMRP00000012720	ENSSMRG00000009925	Salvator_merianae
ENSCABP00000019095	ENSCABG00000014109	Chelonoidis_abingdonii
ENSGAGP00000019298	ENSGAGG00000014252	Gopherus_agassizii
ENSCPBP00000023659	ENSCPBG00000016889	Chrysemys_picta_bellii
ENSTGUP00000006050	ENSTGUG00000005892	Taeniopygia_guttata
ENSTGUP00000018034	ENSTGUG00000018147	Taeniopygia_guttata
ENSLSDP00000018096	ENSLSDG00000012913	Lonchura_striata_domestica
ENSSCAP00000002117	ENSSCAG00000001851	Serinus_canaria
ENSCCEP00000027915	ENSCCEG00000024248	Cyanistes_caeruleus
ENSPMJP00000011743	ENSPMJG00000009065	Parus_major
ENSFALP00000009339	ENSFALG00000008950	Ficedula_albicollis
ENSJHYP00000014932	ENSJHYG00000011525	Junco_hyemalis
ENSLCOP00000005227	ENSLCOG00000003908	Lepidothrix_coronata
ENSMVIP00005018158	ENSMVIG00005012908	Manacus_vitellinus
ENSAPLP00000018724	ENSAPLG00000027619	Anas_platyrhynchos_platyrhynchos
ENSABRP00000023590	ENSABRG00000019847	Anser_brachyrhynchus
ENSMGAP00000000346	ENSMGAG00000000961	Meleagris_gallopavo
ENSCJPP00005004077	ENSCJPG00005004130	Coturnix_japonica
ENSGALP00000046037	ENSGALG00000042863	Gallus_gallus
ENSNMEP00000007991	ENSNMEG00000007908	Numida_meleagris
ENSMUNP00000009861	ENSMUNG00000007801	Melopsittacus_undulatus
ENSCPGP00000019760	ENSCPGG00000013831	Calidris_pygmaea
ENSCPUP00000010447	ENSCPUG00000007412	Calidris_pugnax
ENSARWP00000000202	ENSARWG00000000214	Apteryx_rowi
ENSDNVP00000011391	ENSDNVG00000008045	Dromaius_novaehollandiae
ENSNPEP00000005575	ENSNPEG00000004212	Nothoprocta_perdicaria
ENSPSIP00000013637	ENSPSIG00000012245	Pelodiscus_sinensis
ENSVURP00010020154	ENSVURG00010015429	Vombatus_ursinus
ENSPCIP00000024736	ENSPCIG00000018638	Phascolarctos_cinereus
ENSMODP00000033129	ENSMODG00000024115	Monodelphis_domestica
ENSSHAP00000009028	ENSSHAG00000007817	Sarcophilus_harrisii
ENSPPAP00000038522	ENSPPAG00000041969	Pan_paniscus
ENSPTRP00000065182	ENSPTRG00000015006	Pan_troglodytes
ENSP00000417806	ENSG00000168273	Homo_sapiens
ENSGGOP00000034944	ENSGGOG00000016000	Gorilla_gorilla
ENSPPYP00000015445	ENSPPYG00000013802	Pongo_abelii
ENSNLEP00000042701	ENSNLEG00000015974	Nomascus_leucogenys
ENSMFAP00000027310	ENSMFAG00000045064	Macaca_fascicularis
ENSMNEP00000006502	ENSMNEG00000027514	Macaca_nemestrina
ENSCSAP00000009512	ENSCSAG00000013345	Chlorocebus_sabaeus
ENSCATP00000039796	ENSCATG00000042501	Cercocebus_atys
ENSPANP00000015286	ENSPANG00000016306	Papio_anubis
ENSMLEP00000019628	ENSMLEG00000034027	Mandrillus_leucophaeus
ENSTGEP00000036836	ENSTGEG00000029352	Theropithecus_gelada
ENSRBIP00000022818	ENSRBIG00000035350	Rhinopithecus_bieti
ENSRROP00000045540	ENSRROG00000045667	Rhinopithecus_roxellana
ENSCANP00000019350	ENSCANG00000033113	Colobus_angolensis_palliatus
ENSPTEP00000041401	ENSPTEG00000037932	Piliocolobus_tephrosceles
ENSCJAP00000064632	ENSCJAG00000046114	Callithrix_jacchus
ENSCCAP00000039100	ENSCCAG00000037390	Cebus_capucinus_imitator
ENSANAP00000000854	ENSANAG00000007283	Aotus_nancymaae
ENSSBOP00000013962	ENSSBOG00000023757	Saimiri_boliviensis_boliviensis
ENSMMUP00000067990	ENSMMUG00000050505	Macaca_mulatta
MGP_SPRETEiJ_P0037731	MGP_SPRETEiJ_G0019950	Mus_spretus_strain_SPRET/EiJ
ENSMSIP00000035310	ENSMSIG00000029407	Mus_spicilegus
ENSMUSP00000145018	ENSMUSG00000058351	Mus_musculus_strain_reference_(CL57BL6)
MGP_PahariEiJ_P0084134	MGP_PahariEiJ_G0030082	Mus_pahari_strain_PAHARI_EIJ
ENSMUGP00000032337	ENSMUGG00000026899	Meriones_unguiculatus
ENSBIXP00005045197	ENSBIXG00005002119	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSSARP00000001990	ENSSARG00000002201	Sorex_araneus
ENSPCOP00000015591	ENSPCOG00000019542	Propithecus_coquereli
ENSMICP00000046506	ENSMICG00000042921	Microcebus_murinus
ENSOGAP00000003643	ENSOGAG00000004088	Otolemur_garnettii
ENSPVAP00000011860	ENSPVAG00000012579	Pteropus_vampyrus
ENSCCNP00000032507	ENSCCNG00000030823	Castor_canadensis
ENSDORP00000003588	ENSDORG00000003840	Dipodomys_ordii
ENSCGRP00015029553	ENSCGRG00015022311	Cricetulus_griseus_CriGri-PICR
ENSCGRP00000020979	ENSCGRG00000015256	Cricetulus_griseus_CriGri_1.0
ENSCGRP00001013199	ENSCGRG00001014406	Cricetulus_griseus_CHOK1GS_HDv1
ENSMAUP00000022137	ENSMAUG00000019664	Mesocricetus_auratus
ENSMOCP00000020081	ENSMOCG00000017867	Microtus_ochrogaster
ENSPEMP00000033531	ENSPEMG00000024923	Peromyscus_maniculatus_bairdii
MGP_CAROLIEiJ_P0036030	MGP_CAROLIEiJ_G0019065	Mus_caroli_strain_CAROLI_EIJ
ENSNGAP00000007068	ENSNGAG00000010406	Nannospalax_galili
ENSJJAP00000003106	ENSJJAG00000005889	Jaculus_jaculus
ENSCLAP00000000136	ENSCLAG00000000148	Chinchilla_lanigera
ENSCPOP00000021601	ENSCPOG00000036380	Cavia_porcellus
ENSODEP00000009947	ENSODEG00000007436	Octodon_degus
ENSHGLP00000004527	ENSHGLG00000003313	Heterocephalus_glaber_HetGla_female_1.0
ENSHGLP00100023546	ENSHGLG00100017293	Heterocephalus_glaber_HetGla_1.0
ENSFDAP00000007169	ENSFDAG00000015739	Fukomys_damarensis
ENSOPRP00000008502	ENSOPRG00000009300	Ochotona_princeps
ENSTSYP00000031369	ENSTSYG00000032069	Carlito_syrichta
ENSSSCP00000059621	ENSSSCG00000034529	Sus_scrofa_strain_reference
ENSTTRP00000008120	ENSTTRG00000008567	Tursiops_truncatus
ENSBIXP00005028798	ENSBIXG00005008559	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSBIXP00000000062	ENSBIXG00000030308	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSBTAP00000053279	ENSBTAG00000044079	Bos_taurus
ENSCHIP00000006206	ENSCHIG00000010104	Capra_hircus
ENSOARP00000003135	ENSOARG00000002949	Ovis_aries
ENSEASP00005019266	ENSEASG00005013242	Equus_asinus_asinus
ENSECAP00000039549	ENSECAG00000035649	Equus_caballus
ENSMLUP00000007982	ENSMLUG00000008766	Myotis_lucifugus
ENSUAMP00000021033	ENSUAMG00000016542	Ursus_americanus
ENSUMAP00000029414	ENSUMAG00000021322	Ursus_maritimus
ENSAMEP00000008976	ENSAMEG00000008535	Ailuropoda_melanoleuca
ENSNVIP00000030186	ENSNVIG00000023263	Neovison_vison
ENSCAFP00000061647	ENSCAFG00000009149	Canis_lupus_familiaris
ENSCAFP00020002336	ENSCAFG00020001996	Canis_lupus_dingo
ENSVVUP00000036367	ENSVVUG00000026075	Vulpes_vulpes
ENSPTIP00000019466	ENSPTIG00000017245	Panthera_tigris_altaica
ENSPPRP00000024004	ENSPPRG00000014236	Panthera_pardus
ENSMMMP00000014772	ENSMMMG00000013164	Marmota_marmota_marmota
ENSUPAP00010006103	ENSUPAG00010004932	Urocitellus_parryii
ENSSDAP00000016511	ENSSDAG00000014951	Spermophilus_dauricus
ENSSTOP00000000312	ENSSTOG00000000350	Ictidomys_tridecemlineatus
ENSOCUP00000025912	ENSOCUG00000027067	Oryctolagus_cuniculus
ENSDNOP00000000790	ENSDNOG00000001032	Dasypus_novemcinctus
ENSEEUP00000007742	ENSEEUG00000008519	Erinaceus_europaeus
ENSETEP00000007817	ENSETEG00000009623	Echinops_telfairi
ENSPKIP00000010561	ENSPKIG00000025238	Paramormyrops_kingsleyae
ENSSFOP00015004173	ENSSFOG00015002732	Scleropages_formosus
ENSHHUP00000010471	ENSHHUG00000006402	Hucho_hucho
ENSELUP00000000202	ENSELUG00000001815	Esox_lucius
ENSAPEP00000014705	ENSAPEG00000010479	Amphiprion_percula
ENSAOCP00000021363	ENSAOCG00000006093	Amphiprion_ocellaris
ENSAPOP00000026768	ENSAPOG00000010742	Acanthochromis_polyacanthus
ENSSPAP00000022640	ENSSPAG00000017100	Stegastes_partitus
ENSSPAP00000003147	ENSSPAG00000002406	Stegastes_partitus
ENSPRNP00000017674	ENSPRNG00000009343	Parambassis_ranga
ENSFHEP00000022759	ENSFHEG00000003329	Fundulus_heteroclitus
ENSCVAP00000028093	ENSCVAG00000014920	Cyprinodon_variegatus
ENSXMAP00000017203	ENSXMAG00000017172	Xiphophorus_maculatus
ENSXCOP00000014598	ENSXCOG00000011080	Xiphophorus_couchianus
ENSGAFP00000023948	ENSGAFG00000016153	Gambusia_affinis
ENSPFOP00000013471	ENSPFOG00000013472	Poecilia_formosa
ENSPLAP00000031552	ENSPLAG00000023624	Poecilia_latipinna
ENSPREP00000023433	ENSPREG00000015812	Poecilia_reticulata
ENSPMEP00000007504	ENSPMEG00000009142	Poecilia_mexicana
ENSKMAP00000022801	ENSKMAG00000016917	Kryptolebias_marmoratus	ENSKMAT00000023091
ENSORLP00015032329	ENSORLG00015017096	Oryzias_latipes_ASM223469v1
