ENSSMRP00000025994	ENSSMRG00000020078	Salvator_merianae
ENSPVIP00000006791	ENSPVIG00000005596	Pogona_vitticeps
ENSACAP00000002194	ENSACAG00000001975	Anolis_carolinensis
ENSTGUP00000008974	ENSTGUG00000008666	Taeniopygia_guttata
ENSLSDP00000005687	ENSLSDG00000004406	Lonchura_striata_domestica
ENSSCAP00000013711	ENSSCAG00000010142	Serinus_canaria
ENSCCEP00000025396	ENSCCEG00000022404	Cyanistes_caeruleus
ENSPMJP00000023339	ENSPMJG00000017241	Parus_major
ENSFALP00000014577	ENSFALG00000013969	Ficedula_albicollis
ENSZALP00000002840	ENSZALG00000002960	Zonotrichia_albicollis
ENSJHYP00000007573	ENSJHYG00000006001	Junco_hyemalis
ENSLCOP00000002813	ENSLCOG00000002162	Lepidothrix_coronata
ENSMVIP00005004416	ENSMVIG00005003286	Manacus_vitellinus
ENSCPGP00000025270	ENSCPGG00000017333	Calidris_pygmaea
ENSCPUP00000022983	ENSCPUG00000015616	Calidris_pugnax
ENSMUNP00000008266	ENSMUNG00000006599	Melopsittacus_undulatus
ENSAPLP00000005284	ENSAPLG00000005628	Anas_platyrhynchos_platyrhynchos
ENSABRP00000012862	ENSABRG00000011226	Anser_brachyrhynchus
ENSMGAP00000001024	ENSMGAG00000001540	Meleagris_gallopavo
ENSGALP00000005536	ENSGALG00000003507	Gallus_gallus
ENSCJPP00005016548	ENSCJPG00005013580	Coturnix_japonica
ENSNMEP00000008529	ENSNMEG00000008156	Numida_meleagris
ENSAHAP00000017428	ENSAHAG00000012296	Apteryx_haastii
ENSAOWP00000000042	ENSAOWG00000000042	Apteryx_owenii
ENSARWP00000026183	ENSARWG00000017769	Apteryx_rowi
ENSDNVP00000013358	ENSDNVG00000009433	Dromaius_novaehollandiae
ENSNPEP00000005684	ENSNPEG00000003937	Nothoprocta_perdicaria
ENSCPRP00005007019	ENSCPRG00005004984	Crocodylus_porosus
ENSGAGP00000020666	ENSGAGG00000015221	Gopherus_agassizii
ENSCABP00000004831	ENSCABG00000003405	Chelonoidis_abingdonii
ENSCPBP00000028295	ENSCPBG00000020001	Chrysemys_picta_bellii
ENSPSIP00000016839	ENSPSIG00000015002	Pelodiscus_sinensis
ENSVURP00010022929	ENSVURG00010017572	Vombatus_ursinus
ENSVURP00010025660	ENSVURG00010019640	Vombatus_ursinus
ENSPCIP00000041448	ENSPCIG00000030290	Phascolarctos_cinereus
ENSMEUP00000000229	ENSMEUG00000000241	Notamacropus_eugenii
ENSSHAP00000018422	ENSSHAG00000015638	Sarcophilus_harrisii
ENSMODP00000010367	ENSMODG00000008338	Monodelphis_domestica
ENSCCNP00000003718	ENSCCNG00000003933	Castor_canadensis
ENSDORP00000003678	ENSDORG00000003936	Dipodomys_ordii
ENSCAPP00000005951	ENSCAPG00000008132	Cavia_aperea
ENSCPOP00000023271	ENSCPOG00000010430	Cavia_porcellus
ENSCLAP00000010015	ENSCLAG00000006941	Chinchilla_lanigera
ENSODEP00000015693	ENSODEG00000011578	Octodon_degus
ENSHGLP00000025772	ENSHGLG00000018344	Heterocephalus_glaber_HetGla_female_1.0
ENSHGLP00100008788	ENSHGLG00100006540	Heterocephalus_glaber_HetGla_1.0
ENSFDAP00000014692	ENSFDAG00000002088	Fukomys_damarensis
ENSMSIP00000035118	ENSMSIG00000029264	Mus_spicilegus
MGP_SPRETEiJ_P0074883	MGP_SPRETEiJ_G0029000	Mus_spretus_strain_SPRET/EiJ
ENSMUSP00000082844	ENSMUSG00000066621	Mus_musculus_strain_reference_(CL57BL6)
MGP_CAROLIEiJ_P0072067	MGP_CAROLIEiJ_G0027997	Mus_caroli_strain_CAROLI_EIJ
MGP_PahariEiJ_P0060280	MGP_PahariEiJ_G0024568	Mus_pahari_strain_PAHARI_EIJ
ENSRNOP00000001347	ENSRNOG00000001010	Rattus_norvegicus
ENSMUGP00000021490	ENSMUGG00000018049	Meriones_unguiculatus
ENSPEMP00000002340	ENSPEMG00000002374	Peromyscus_maniculatus_bairdii
ENSMOCP00000025765	ENSMOCG00000021771	Microtus_ochrogaster
ENSCGRP00000022940	ENSCGRG00000016615	Cricetulus_griseus_CriGri_1.0
ENSCGRP00015019376	ENSCGRG00015014880	Cricetulus_griseus_CriGri-PICR
ENSCGRP00001007685	ENSCGRG00001010075	Cricetulus_griseus_CHOK1GS_HDv1
ENSMAUP00000006022	ENSMAUG00000008072	Mesocricetus_auratus
ENSNGAP00000011487	ENSNGAG00000013589	Nannospalax_galili
ENSJJAP00000009848	ENSJJAG00000013577	Jaculus_jaculus
ENSUPAP00010008523	ENSUPAG00010006865	Urocitellus_parryii
ENSSTOP00000008750	ENSSTOG00000009733	Ictidomys_tridecemlineatus
ENSSDAP00000021361	ENSSDAG00000019407	Spermophilus_dauricus
ENSMMMP00000007037	ENSMMMG00000006293	Marmota_marmota_marmota
ENSOCUP00000019098	ENSOCUG00000024513	Oryctolagus_cuniculus
ENSOPRP00000004847	ENSOPRG00000005250	Ochotona_princeps
ENSTBEP00000014542	ENSTBEG00000016701	Tupaia_belangeri
ENSCCAP00000008858	ENSCCAG00000022147	Cebus_capucinus_imitator
ENSSBOP00000004719	ENSSBOG00000018971	Saimiri_boliviensis_boliviensis
ENSCJAP00000051573	ENSCJAG00000033050	Callithrix_jacchus
ENSANAP00000034503	ENSANAG00000034833	Aotus_nancymaae
ENSPTRP00000085063	ENSPTRG00000044396	Pan_troglodytes
ENSPTRP00000047817	ENSPTRG00000028478	Pan_troglodytes
ENSPPAP00000026901	ENSPPAG00000036532	Pan_paniscus
ENSP00000404923	ENSG00000205356	Homo_sapiens
ENSGGOP00000003014	ENSGGOG00000003065	Gorilla_gorilla
ENSPPYP00000019454	ENSPPYG00000017362	Pongo_abelii
ENSNLEP00000046470	ENSNLEG00000010642	Nomascus_leucogenys
ENSRROP00000022544	ENSRROG00000035128	Rhinopithecus_roxellana
ENSRBIP00000016565	ENSRBIG00000032301	Rhinopithecus_bieti
ENSCANP00000013271	ENSCANG00000030068	Colobus_angolensis_palliatus
ENSPANP00000007844	ENSPANG00000020539	Papio_anubis
ENSTGEP00000017250	ENSTGEG00000013941	Theropithecus_gelada
ENSCATP00000042456	ENSCATG00000043836	Cercocebus_atys
ENSMLEP00000018714	ENSMLEG00000033546	Mandrillus_leucophaeus
ENSMMUP00000020305	ENSMMUG00000015479	Macaca_mulatta
ENSMNEP00000032849	ENSMNEG00000039715	Macaca_nemestrina
ENSMFAP00000037464	ENSMFAG00000037968	Macaca_fascicularis
ENSCSAP00000013773	ENSCSAG00000017751	Chlorocebus_sabaeus
ENSTSYP00000025064	ENSTSYG00000035790	Carlito_syrichta
ENSPSMP00000004338	ENSPSMG00000003451	Prolemur_simus
ENSPCOP00000009000	ENSPCOG00000015825	Propithecus_coquereli
ENSMICP00000002624	ENSMICG00000002874	Microcebus_murinus
ENSOGAP00000009035	ENSOGAG00000010108	Otolemur_garnettii
ENSECAP00000003684	ENSECAG00000003104	Equus_caballus
ENSEASP00005001482	ENSEASG00005000888	Equus_asinus_asinus
ENSEEUP00000009344	ENSEEUG00000010202	Erinaceus_europaeus
ENSPVAP00000012172	ENSPVAG00000012907	Pteropus_vampyrus
ENSMLUP00000009012	ENSMLUG00000009865	Myotis_lucifugus
ENSBMUP00000019306	ENSBMUG00000014611	Bos_mutus
ENSBIXP00005010776	ENSBIXG00005015345	Bos_indicus_x_Bos_taurus_UOA_Brahman_1
ENSOARP00000000840	ENSOARG00000000813	Ovis_aries
ENSCHIP00000030656	ENSCHIG00000025300	Capra_hircus
ENSOARP00000001995	ENSOARG00000001901	Ovis_aries
ENSBTAP00000057089	ENSBTAG00000051678	Bos_taurus
ENSBIXP00000032086	ENSBIXG00000014561	Bos_indicus_x_Bos_taurus_UOA_Angus_1
ENSTTRP00000014878	ENSTTRG00000015702	Tursiops_truncatus
ENSSSCP00000052426	ENSSSCG00000007601	Sus_scrofa_strain_reference
ENSAMEP00000009365	ENSAMEG00000008907	Ailuropoda_melanoleuca
ENSAMEP00000009401	ENSAMEG00000008910	Ailuropoda_melanoleuca
ENSUMAP00000012223	ENSUMAG00000009072	Ursus_maritimus
ENSUAMP00000024074	ENSUAMG00000018830	Ursus_americanus
ENSMPUP00000016461	ENSMPUG00000016564	Mustela_putorius_furo
ENSNVIP00000008550	ENSNVIG00000006455	Neovison_vison
ENSCAFP00000022707	ENSCAFG00000015408	Canis_lupus_familiaris
ENSCAFP00020021347	ENSCAFG00020016803	Canis_lupus_dingo
ENSVVUP00000020537	ENSVVUG00000015112	Vulpes_vulpes
ENSPPRP00000004273	ENSPPRG00000000441	Panthera_pardus
ENSPTIP00000002056	ENSPTIG00000005029	Panthera_tigris_altaica
ENSFCAP00000056776	ENSFCAG00000000316	Felis_catus
ENSDNOP00000018426	ENSDNOG00000048784	Dasypus_novemcinctus
ENSLAFP00000017786	ENSLAFG00000021861	Loxodonta_africana
ENSPCAP00000003500	ENSPCAG00000003647	Procavia_capensis
